,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,3,블랙파티,한,암,3세,54,,문세영,박대흥,♠정형철,,492(5),1.9,1.1,"망사눈, 승인재갈"
1,2,10,수호,한,거,3세,55,,김태훈,이관호,♠황은호,1½,527(11),20.7,2.7,"망사, 승인재갈"
2,3,4,탑라인,한,암,3세,54,,김동수,박재우,이미양,머리,464(10),3.0,1.2,"망사눈, 승인재갈"
3,4,6,최강매직,한,수,3세,55,,먼로,리카디,♠함춘,3,436(-1),16.9,3.6,망사+
4,5,8,블레이드스톰,한,거,3세,55,,(-1)조한별,신삼영,♠조창석,1,460(-3),5.0,1.4,망사눈+
5,6,2,로드힐스톰,한,수,3세,54,,(-1)조상범,구자흥,♠(주)자성실업,6,459(-3),101.5,8.2,"양털코+, 망사-"
6,7,11,대싱카누,한,암,3세,53,,이혁,유재길,박정열,목,486(7),142.9,16.6,망사
7,8,1,슈퍼빅터,한,암,3세,53,,유승완,지용철,♠김선식,7,442(-14),36.7,3.8,승인재갈
8,9,5,신라대장군,한,수,3세,55,,이찬호,임봉춘,♠류주영,코,597(-1),203.0,36.9,"승인재갈+, 눈가면+"
9,10,7,불패함성,한,암,3세,53,,다나카,이관호,♠황의영,3,448(-5),232.6,39.7,망사
10,11,9,비바킹,한,거,3세,55,,김정준,김동균,김익영,5,466(-13),73.5,7.6,망사눈
11,12,12,한얼스타,한,암,3세,53,,다비드,사이먼,나종용,7,419(-2),129.4,17.3,"승인재갈, 눈가면"
0,1,1,메니스마트,한,암,4세,54,32,유승완,송문길,♠박정재,,494(-8),1.8,1.4,
1,2,3,천록,한,암,3세,51,26,박태종,최봉주,조금제,7,468(1),7.1,1.9,망사
2,3,6,사려니킹,한,거,6세,54,29,김옥성,박희철,♠오영익,목,480(4),21.9,3.1,"망사눈, 승인재갈"
3,4,2,베스트메이드,한,암,5세,54,32,하정훈,박천서,윤지중,½,451(3),75.0,10.8,눈가면
4,5,11,해왕,한,수,3세,53,28,이찬호,김동철,♠김선식,1¼,493(5),5.4,1.7,망사눈
5,6,8,달달이,한,암,5세,53,32,(-1)조한별,유재길,♠삼정,½,462(5),49.0,4.8,
6,7,7,미스평촌,한,암,5세,52,28,이아나,서인석,안병렬,¾,465(1),28.0,4.5,눈가면-
7,8,9,수제비,한,거,4세,53,27,윤영민,김순근,김순주,¾,476(-2),28.6,4.4,망사눈
8,9,5,맘보천하,한,암,6세,53.5,31,방춘식,김점오,♠이선호,¾,451(5),83.3,14.3,
9,10,10,논스톱플라잉,한,암,3세,52,29,문정균,박흥진,♠태립,1½,448(7),14.4,3.0,망사눈
10,11,4,서울스토리,한,암,4세,*52,26,다비드,김동균,♠이시환,코,443(-5),71.7,10.0,"망사눈, 승인재갈"
11,12,12,대천히어로,한,거,4세,57,35,이혁,홍대유,고양진,7,468(-2),8.4,3.0,눈가면
0,1,7,뭉치,한,암,3세,54,31,이찬호,서홍수,이창모,,446(8),7.8,2.3,"망사눈, 승인재갈"
1,2,6,맘마로마,한,암,3세,56,35,다나카,리카디,♠김용래,1,475(3),6.6,1.7,"망사, 혀끈"
2,3,3,우대륭,한,암,3세,53.5,30,문세영,안병기,임흥호,2,492(7),3.4,1.4,"망사눈+, 망사-"
3,4,5,희망스타,한,암,4세,*52,25,김정준,김학수,♠(주)녹원목장,코,436(2),183.4,17.2,망사눈
4,5,2,슈퍼여왕,한,암,4세,55,32,이준철,김대근,♠고광숙,4,499(-8),3.5,1.8,
5,6,4,레이징엔젤,한,암,4세,54.5,31,박태종,박종곤,한종희,1,484(-1),17.9,3.8,"망사눈, 승인재갈"
6,7,10,럭키봉성,한,암,3세,54,31,김동수,박재우,최기영,2½,501(7),6.2,2.2,"망사, 승인재갈"
7,8,8,마하탄생,미,암,4세,55.5,33,하정훈,박천서,한영석,3,468(7),137.8,16.6,
8,9,11,대천보우,한,암,3세,52,27,김용근,서인석,♠김경민,1,494(-4),23.4,6.6,"승인재갈+, 눈가면"
9,10,1,그린사랑,한,암,3세,56,35,이혁,홍대유,♠김재영b,3,510(18),10.2,2.6,망사눈
10,11,12,아이엠위너,한,암,4세,52,26,방춘식,박흥진,오왕근,1,454(4),117.5,18.5,망사눈
11,12,9,속보왕위,한,암,4세,53,28,부민호,박희철,신영식,12,436(9),138.0,19.8,"망사눈, 승인재갈"
0,1,12,금아슈프림,한,수,3세,55,,최범현,박천서,♠금아산업(주),,475(7),3.1,1.5,"망사눈, 승인재갈"
1,2,3,라온제왕,한,거,4세,56,,문세영,박종곤,♠라온산업개발(주),목,481(5),5.0,1.8,"망사눈, 승인재갈"
2,3,4,럭키팩토리,한,수,4세,56.5,,이기회,박흥진,김도윤,1¼,467(-2),12.4,3.5,
3,4,1,인디언보스,한,수,3세,56,,다나카,서인석,♠오종환,¾,456(-15),15.2,4.5,"망사눈+, 승인재갈"
4,5,2,빛나는루비,한,암,4세,55,,다비드,홍대유,김인호,목,476(-1),10.3,2.7,"망사눈, 승인재갈"
5,6,6,천세만세,한,수,3세,56,,부민호,박희철,신영식,2½,499(2),20.0,2.5,"망사눈, 승인재갈"
6,7,7,행복의내일,한,암,3세,53,,김옥성,구자흥,♠오종환,¾,442(4),39.2,8.1,"양털코, 승인재갈"
7,8,11,정동독주,한,암,4세,53.5,,이찬호,곽영효,구본순,머리,456(5),61.9,6.8,승인재갈
8,9,9,백두거포,한,거,3세,55,,먼로,구자흥,♠김봉겸,1,475(0),29.9,7.4,"양털코+, 승인재갈, 망사눈-"
9,10,8,명마질주,한,암,3세,54.5,,유승완,신삼영,♠조창석,목,423(-5),3.0,1.4,
10,11,5,베스트맨,한,거,4세,55.5,,김용근,박천서,윤훈현,2,472(4),71.5,12.0,"망사눈, 승인재갈"
11,12,10,메인이벤트,한,수,4세,55.5,,(-1)김효정,배대선,♠박웅진,1¾,491(3),72.7,12.7,망사
0,1,10,정상여신,한,암,3세,52,29,김용근,강환민,♠정동진,,485(-2),5.3,1.8,망사
1,2,12,명진맨,한,거,4세,55,31,문세영,박대흥,♠(주)자성실업,목,440(-6),5.4,1.9,"망사눈, 승인재갈, 혀끈+"
2,3,8,골든웨딩,한,암,4세,53,30,김옥성,조현수,♠박성식,2,447(3),39.5,4.9,"망사눈, 승인재갈"
3,4,4,라온미라클,한,암,4세,*52,27,이혁,박종곤,♠라온건설,코,490(-2),18.4,3.9,망사눈
4,5,1,인듀어런스,한,수,3세,54.5,31,김정준,지용철,♠조용학,½,538(8),2.5,1.6,
5,6,2,불후의명곡,한,거,5세,53,35,(-4)문성혁,강성오,♠김경민,3,456(-3),5.9,1.9,"망사, 승인재갈"
6,7,6,라이즈앤샤인,한,암,4세,51,28,(-1)조한별,조현수,권영규,2½,472(-1),31.5,5.5,
7,8,9,금빛탄환,한,수,3세,52.5,27,다나카,이관호,♠박남성,½,494(5),17.3,5.0,"망사눈, 승인재갈"
8,9,5,신비룡,한,거,4세,53.5,28,박상우,최상식,♠고광숙,1¼,501(-6),55.8,9.8,
9,10,11,라스트잭팟,한,거,5세,55.5,32,이해동,배휴준,♠강승연,코,469(0),26.4,4.1,"양털코, 승인재갈+"
10,11,7,온누리알바,한,거,5세,56.5,34,먼로,박재우,정찬헌,7,465(7),20.4,5.1,"망사, 승인재갈"
11,12,3,선빅터,한,수,6세,55.5,32,김동수,서범석,이신근,3,481(8),42.5,9.0,"망사눈, 승인재갈"
0,1,8,루카스,한,암,3세,*52,36,유승완,정호익,♠강석대,,474(-5),58.6,7.0,"망사눈, 혀끈"
1,2,9,공산,한,암,4세,54.5,46,박태종,김학수,♠이혜란,½,475(4),2.8,1.2,"망사눈, 승인재갈"
2,3,2,야호선더캣,한,수,3세,53,41,문세영,박재우,이태식,3,495(4),2.0,1.2,"망사눈, 승인재갈"
3,4,3,이스트킹덤,한,수,4세,57,48,다나카,서홍수,♠김영구,½,496(-6),10.6,2.1,"망사, 승인재갈"
4,5,6,비욘드오버,한,암,3세,51,36,김동수,김점오,♠이선호,1¼,458(-6),12.5,2.6,"양털코-, 승인재갈-"
5,6,5,아이엠스타,한,거,6세,52,38,방춘식,박흥진,류중하,1½,514(4),30.3,3.6,망사눈
6,7,4,여울이,한,암,4세,*52,39,김정준,서인석,허훈,2,485(0),65.2,6.5,"망사눈, 승인재갈"
7,8,11,금아글로리,한,암,3세,51,37,(-1)김효정,배대선,♠금아산업(주),½,456(-5),10.7,2.9,망사
8,9,1,음악대장,한,수,5세,*52,37,먼로,유재길,김병우,2,466(-1),34.4,5.6,
9,10,7,지공불패,한,암,5세,53,43,김용근,유재길,명인환,1,516(-6),107.5,16.7,망사눈
10,11,10,정상돌풍,한,수,4세,53.5,41,김옥성,박희철,♠정동진,12,479(18),101.5,22.8,"망사눈, 승인재갈"
0,1,8,체인지메이커,호,수,4세,55,43,(-1)김효정,배대선,고영희,,489(8),5.1,1.6,망사눈
1,2,2,환상스타,미,수,3세,55.5,44,김정준,서인석,♠최동천,½,459(1),3.1,1.4,승인재갈
2,3,1,마이티엠,미,수,3세,55.5,46,문세영,서홍수,♠조병태,1¼+1,496(-1),2.2,1.2,승인재갈
3,4,7,팔라스테이,미,수,3세,53.5,36,다나카,이관호,♠이경희,착변,526(14),23.3,4.0,"망사, 승인재갈"
4,5,4,웰빙스토리,한,수,6세,54,38,먼로,배휴준,♠이성재,머리,500(1),82.4,12.2,눈가면
5,6,6,에코골드,미,수,4세,56,46,김옥성,홍대유,♠최동근,목,520(8),9.5,2.0,망사눈
6,7,3,맞잡은손,한,암,4세,52,37,유승완,조현수,임흥호,½,467(0),18.5,3.2,
7,8,5,이스트쾌남,미,수,3세,54.5,42,김동수,정호익,♠김영구,9,504(1),22.9,3.3,
8,9,9,스마일메모리,호,암,5세,53,41,다비드,리카디,♠함춘,5,492(-5),40.9,7.5,눈가면
0,1,2,엘란,한,거,5세,52,39,먼로,박병일,박기태,,449(-5),24.5,4.3,승인재갈
1,2,3,함박미소,한,수,4세,55.5,46,이혁,김학수,♠김광명,머리,467(-7),4.0,1.3,망사눈
2,3,5,그랜드돌풍,한,수,4세,55,45,안효리,심승태,최현기,목,483(6),4.6,1.6,망사눈
