,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,8,제이에스캡틴,한,수,2세,55,,김정준,송문길,♠박정재,,497(23),1.6,1.2,망사
1,2,7,럭셔리캡틴,한,수,2세,54,,박을운,김동균,김은갑,2,520(-8),14.5,2.8,
2,3,12,짱돌,한,수,2세,54,,다나카,서홍수,이창모,1,516(5),29.7,5.0,망사눈+
3,4,6,퓨처파이어,한,거,2세,54.5,,김동수,전승규,♠손병현,3,477(13),5.3,1.6,"계란형큰,혀끈+,눈가면+,망사눈-"
4,5,10,킹칸모르,한,수,2세,54,,이현종,김점오,이중연,2,490(5),57.6,7.7,"반가지큰+, 망사눈,혀끈+"
5,6,1,테라스피드,한,수,2세,54,,김용근,박재우,선용호,3,472(5),7.2,1.8,
6,7,3,빅리버,한,암,2세,52.5,,이철경,서인석,♠이종욱,2½,510(-3),8.8,1.8,"계란형큰, 망사눈"
7,8,5,율도장사,한,암,2세,52,,안효리,서정하,♠공이공팔,1,442(1),133.9,13.7,"망사,반가지큰+"
8,9,2,파라곤파워,한,수,2세,54,,이혁,신삼영,김은갑,1½,488(-1),92.5,17.4,망사눈
9,10,9,수호륭,한,수,2세,54,,먼로,김학수,임흥호,3,506(17),162.4,37.3,
10,11,11,보헤미안뮤직,한,암,2세,52,,빅투아르,배대선,♠이미경,4,471(5),25.6,3.4,망사
11,12,4,블루타이거,한,수,2세,54,,이준철,김대근,♠최병욱,9,473(-10),169.7,26.9,
0,1,1,정성홀리데이,한,거,3세,55.5,,김정준,심승태,임정균,,459(-4),4.6,1.5,
1,2,7,한라블로섬,한,수,2세,55.5,,이동하,배대선,♠강홍수,½,497(6),1.7,1.2,망사눈
2,3,10,대군옥,한,암,3세,54.5,,먼로,손영표,♠표종순,1¼,453(4),6.5,1.6,"계란형큰, 망사눈"
3,4,9,젝스칸,한,거,3세,56,,김용근,박희철,윤명수,1¾,458(-1),6.2,1.8,"계란형큰, 망사눈"
4,5,2,스페셜챔프,한,암,3세,53,,조재로,배휴준,♠이성님,4,445(-6),85.1,6.0,망사
5,6,4,야호엠제이캣,한,암,3세,54,,김동수,조현수,이태식,½,421(-3),16.8,2.6,망사눈
6,7,8,초동샤이니,한,암,2세,52,,문정균,최영주,♠손병철,2,454(-1),218.8,19.8,망사눈
7,8,6,풍문으로,한,암,4세,54,,이준철,김대근,박치문,½,478(-3),212.8,14.7,
8,9,5,킹오브킹즈,한,수,3세,55,,임기원,이신영,♠신우철,¾,532(17),130.6,11.6,계란형큰+
9,10,3,베스트골드,한,암,4세,54,,최원준,이희영,♠베스트샤인조합,코,434(-12),77.2,4.8,망사
10,11,12,실버원더풀,한,암,3세,53,,하정훈,김동균,최현기,3,448(7),351.8,31.7,망사눈
11,12,11,본투빅토리,한,거,2세,54,,김귀배,서인석,♠박정배,6,555(5),147.2,16.2,
0,1,6,브레이브퀸,미,암,2세,53,47,김용근,신삼영,♠이장운,,443(15),3.2,1.5,망사
1,2,9,샤크짱,미,수,2세,52,38,김옥성,이희영,이종길,4,494(3),19.8,3.1,"계란형큰, 망사"
2,3,11,절예,미,암,2세,51,38,이동하,지용철,♠조용학,¾,498(1),120.4,15.7,
3,4,8,블루키톤,미,수,2세,52,38,이준철,김대근,♠최병욱,3,485(5),108.1,11.3,
4,5,2,어마무시,미,수,2세,55,46,임기원,안병기,♠우태율,1¼,503(4),3.5,1.3,망사눈
5,6,10,별나라신사,미,수,2세,52,38,송재철,박대흥,♠조경수,1¼,465(0),40.1,6.4,"계란형큰, 망사눈"
6,7,4,문학킹,미,거,2세,53,41,빅투아르,박재우,김재영a,1¼,485(-2),9.0,2.1,"반가지큰, 눈가면"
7,8,3,문학리워드,미,암,2세,52,42,이혁,홍대유,♠권경자,1½,455(4),2.8,1.4,망사눈
8,9,1,엘리트레오,호,거,3세,53,36,최원준,이희영,♠태희종합건설,머리,449(3),355.1,67.5,망사
9,10,5,위너크라운,한,거,3세,55,43,다비드,곽영효,♠오상철,½,489(7),41.0,6.6,계란형큰
10,11,7,에스삭스,미,암,2세,51,38,이현종,강환민,♠김창식,6,446(16),15.5,3.1,계란형큰
11,12,12,유포리앙,미,암,2세,51,38,조상범,안병기,♠우태율,2½,490(8),638.9,82.8,망사눈
0,1,4,찰리스타일,미,수,2세,53.5,43,송재철,임봉춘,♠(주)나스카,,519(9),3.2,1.3,
