,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,4,논스톱행진,한,암,3세,54,,방춘식,박흥진,♠태립,,475(-11),6.0,2.1,망사눈
1,2,8,미라클호프,한,수,3세,56,,문세영,우창구,♠변갑한,1,477(1),5.8,2.0,"망사, Triabit"
2,3,6,달리는에이스,한,거,4세,53,,(-3)김덕현,박희철,경규환,1½,463(-6),12.0,2.8,"계란형큰, 망사눈"
3,4,12,파워프라이드,한,거,3세,56,,조재로,배휴준,최현기,목,477(4),10.4,3.1,"계란형큰, 망사눈"
4,5,2,서울시티,한,암,3세,54,,안효리,최봉주,♠이시환,¾,469(-8),11.6,2.9,"계란형큰, 망사눈"
5,6,7,승리전설,한,암,3세,54,,이철경,이관호,강수덕,목,463(4),6.1,2.0,"계란형큰+, 망사눈"
6,7,10,정문사랑,한,수,3세,53,,(-3)문성혁,홍대유,♠김재영b,¾,479(9),6.9,3.1,망사눈
7,8,9,기로,한,암,3세,53,,(-1)조한별,유재길,전기섭,2,429(1),79.9,17.4,"계란형큰, 망사눈"
8,9,1,성파장,한,암,3세,54,,안토니오,김순근,서운석,¾,493(-4),3.9,1.7,망사눈
9,10,5,새로운보배,한,암,3세,54,,김정준,심승태,류재욱,2,451(5),23.4,7.0,"계란형큰, 망사눈"
10,11,11,시크릿강자,한,수,3세,56,,유승완,최영주,♠이종욱,5,552(1),91.5,18.1,
11,12,3,베스트우먼,한,암,3세,54,,송재철,박천서,♠베스트샤인조합,½,544(7),69.3,10.9,망사눈
0,1,8,고고비,캐,암,3세,53,42,김정준,김윤섭,김재용,,458(-1),8.3,1.9,
1,2,6,알리바바마린,미,수,3세,54,39,문세영,홍대유,♠이경희,코,487(-7),3.2,1.4,
2,3,5,맨해튼뮤직,미,암,4세,54,47,빅투아르,이관호,♠(주)인펨,5,446(13),18.6,3.5,"망사,혀끈-"
3,4,10,광폭기세,미,수,3세,53,37,마누엘,유재길,이미양,2,468(15),118.8,24.6,
4,5,2,소울리마제스틱,미,암,3세,55,48,이철경,서인석,김재성b,1¼,475(2),2.4,1.3,"계란형큰, 망사눈"
5,6,7,파이널칸지노,호,수,4세,54,40,하정훈,리카디,♠함춘,5,511(8),6.8,2.2,
6,7,4,탑매직마스터,호,거,4세,54,41,최범현,우창구,이미양,3,469(1),6.5,1.6,"망사,반가지큰+"
7,8,1,블랙엘리트,호,거,3세,52,38,이현종,배대선,♠태희종합건설,¾,470(6),88.9,14.0,망사+
8,9,9,우정의향기,미,암,3세,51,35,김용근,김점오,♠강균호,머리,460(-9),45.6,4.8,망사+
9,10,3,대군의꿈,미,거,3세,54,39,안토니오,최용구,♠표종순,10,552(-6),95.5,20.2,"계란형큰, 눈가면"
0,1,11,수호,한,거,3세,53.5,28,빅투아르,이관호,♠황은호,,524(4),11.7,2.7,"망사눈+,망사-,반가지큰-"
1,2,2,황금도야지,한,암,3세,53,30,김용근,김점오,이중연,¾,484(4),2.8,1.4,눈가면
2,3,8,천괴성,한,거,3세,53,27,함완식,강환민,♠씨유네트워크,4,490(-2),5.8,1.7,"계란형큰,망사+,망사눈-"
3,4,4,아마로네,한,암,4세,53.5,31,송재철,임봉춘,피닉스,머리,424(11),40.9,5.6,"반가지큰, 망사눈"
4,5,3,인디레이디,한,암,3세,52.5,35,(-3)문성혁,서인석,♠이종욱,목,450(-10),4.4,1.7,계란형큰
5,6,6,마샤,한,암,4세,52,28,박태종,정호익,♠박남성,½,413(-7),28.0,4.6,망사
6,7,10,브레인스피더,한,암,3세,52,28,안효리,서범석,이성헌,¾,487(1),36.3,7.5,
7,8,5,페더라이트,한,암,3세,52.5,29,김정준,박병일,♠이용대,4,469(-4),33.8,4.0,망사눈
8,9,9,세명스톰,한,수,3세,55.5,32,다나카,신삼영,이기철,2,513(-2),3.6,1.5,망사눈
9,10,7,신비룡,한,거,4세,52,25,박상우,최상식,♠고광숙,2,501(-10),118.8,25.7,
10,,1,코팔레로,미,거,5세,54.5,30,김옥성,서정하,배창환,출전취소,0(0),----,----,
0,1,6,럭키봉화,한,수,4세,53,33,(-3)김덕현,박재우,최기영,,490(4),2.4,1.3,
1,2,2,호프킹덤,한,거,3세,53.5,28,문세영,김윤섭,최장석,¾,517(-8),4.7,1.9,망사
2,3,5,메니스피드,한,수,3세,53,27,김동수,조현수,♠최몽주,1¼,550(2),8.1,2.2,"계란형큰, 망사"
3,4,10,천년의비,한,암,3세,53,30,김용근,박대흥,♠류주영,목,476(-1),5.1,1.6,"계란형큰, 망사, 혀끈"
4,5,9,스타리스트,한,암,4세,55.5,35,박을운,김동철,♠금악목장,1¾,478(3),10.9,2.1,
5,6,1,승리플러스,한,수,4세,56,33,안토니오,이관호,강수덕,1¾,497(-12),6.6,2.0,"계란형큰, 망사"
6,7,4,동해클럽,일,거,4세,56.5,34,김옥성,서홍수,김갑수,½,468(-13),65.3,12.0,망사
