,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,1,천은짱,한,암,3세,54,,안토니오,최봉주,조금제,,435(1),3.9,2.1,"계란형큰, 망사눈"
1,2,10,타미나,한,암,4세,54,,김효정,배대선,♠이태인,3,465(5),14.6,4.6,"계란형큰, 망사"
2,3,2,위너템플러,한,암,3세,54,,다나카,리카디,♠요시다 가츠미,½,444(-1),3.1,1.3,
3,4,6,비르투스,한,암,3세,54,,먼로,홍대유,양경필,½,514(-1),4.8,1.7,
4,5,4,초강국,한,암,2세,52.5,,조재로,박희철,김종철,1½,485(8),60.0,35.5,망사눈
5,6,9,황금스타,한,암,3세,54,,이현종,박천서,♠송진석,1¼,455(6),7.3,2.0,망사눈
6,7,5,슈퍼빅터,한,암,3세,54,,이동하,지용철,♠김선식,코,477(2),11.4,2.5,"망사+, Triabit"
7,8,8,기로,한,암,3세,52,,(-2)김덕현,유재길,전기섭,코,433(1),135.3,14.7,"계란형큰, 망사눈"
8,9,7,세명공주,한,암,3세,54,,조한별,최영주,이기철,1¼,428(5),48.4,10.0,"계란형큰, 망사눈"
9,10,12,당대로얄,한,암,3세,52,,(-2)문성혁,서인석,김광두,2,422(-8),29.3,8.9,계란형큰
10,11,3,풍문으로,한,암,4세,54,,이준철,김대근,박치문,¾,470(2),18.3,3.1,
11,12,11,팍스레코드,한,암,3세,54,,문세영,안해양,임두인,10,546(17),34.6,7.2,망사+
0,1,3,백스핀,한,암,3세,53,,안토니오,이관호,♠이경희,,457(2),3.7,1.6,"계란형큰, 망사눈"
1,2,5,시티송암,한,거,3세,55,,먼로,최용구,지원철,6,500(-10),6.6,1.9,망사눈
2,3,2,백색광채,한,거,3세,56.5,,김효정,배대선,미리내,2,487(7),5.3,2.0,망사
3,4,10,호남대로,한,거,3세,55,,김정준,최영주,말사모,2,412(-5),88.7,18.2,
4,5,8,비제니스,한,수,3세,55,,문세영,최용구,♠최동근,1,538(9),3.5,1.5,"계란형큰, 망사"
5,6,12,대대손손,한,암,3세,53,,이동하,강성오,♠김경민,½,397(-4),5.8,1.8,"계란형큰, 망사눈"
6,7,9,올마이퀸,한,암,3세,54,,방춘식,김동철,♠양순희,1,450(7),32.2,5.9,"망사, 반가지큰"
7,8,6,골드파크,한,암,3세,53,,이현종,김동균,김은갑,1¾,519(6),62.4,12.1,"계란형큰, 망사눈"
8,9,11,그린파크,한,암,4세,53.5,,다나카,임봉춘,♠지대섭,1,472(4),15.5,3.3,망사눈
9,10,1,언성히어로,한,암,3세,53,,이동국,손영표,노병석,1,464(-3),64.3,20.9,"계란형큰, 망사눈"
10,11,4,추석달,한,암,3세,52,,(-1)이동진,안해양,박충범,2½,463(7),65.9,17.6,계란형큰+
11,12,7,샌드루이스,한,거,3세,55,,김옥성,박희철,♠강석대,3,484(-5),31.1,6.3,"망사눈, 혀끈"
0,1,1,케이톱킹,한,수,2세,54,,임기원,박재우,♠오종환,,493(2),2.2,1.3,망사눈+
1,2,3,큐피드비상,한,암,2세,52,,이동하,배대선,♠서순배,6,446(-5),129.2,12.6,망사+
2,3,11,라이징빅토리,한,암,2세,52,,김동수,김동균,♠신우철,2½,497(0),150.7,22.7,망사눈+
3,4,2,레전드윈,한,수,2세,54,,송재철,서홍수,김규중,1¼,455(0),28.3,4.3,망사눈
4,5,9,새내스퍼트,한,수,2세,54,,함완식,홍대유,♠문금철,1½,493(9),15.1,2.3,"계란형큰+,망사눈+,승인편자-,눈가면-"
5,6,10,다행이다,한,수,2세,54,,먼로,안병기,♠우태율,¾,467(4),4.7,1.8,"계란형큰, 망사눈"
6,7,7,누비자,한,거,2세,54,,이철경,서인석,천병득,1½,491(-3),127.6,10.9,
7,8,8,놀부천하,한,수,2세,54,,문세영,지용철,박시용,2½,487(-3),9.0,1.9,
8,9,4,가가나,한,수,2세,52,,(-2)김덕현,박재우,이경호,5,497(-8),28.6,4.8,
