,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,2,월드비욘드,한,암,2세,52.5,,이현종,전승규,♠손병현,,460(15),1.2,1.0,"망사눈,Triabit+"
1,2,6,파이팅나우,한,수,2세,54,,최범현,박종곤,♠김정철,½,477(1),6.9,1.3,
2,3,5,신용퀸데이,한,암,2세,52,,조재로,김동철,♠김평갑,9,440(-12),44.5,4.0,망사눈
3,4,7,브라보과천,한,수,2세,54,,임기원,강성오,♠홍종운,¾,466(10),14.5,1.5,망사눈+
4,5,4,정문볼트,한,수,2세,54,,김동수,홍대유,♠김재영b,1,485(0),45.0,11.5,"계란형큰, 망사눈"
5,6,1,파라곤파워,한,수,2세,54,,하정훈,신삼영,김은갑,4,489(7),40.1,8.5,망사눈+
6,7,8,메이블루,한,암,2세,52,,김효정,박윤규,♠박덕희,코,435(-1),16.9,2.2,망사눈
7,8,3,삼포여걸,한,암,2세,52,,문정균,최상식,♠강석대,2½,467(-3),19.7,2.1,망사
0,1,6,금아키튼,한,수,2세,54,,문세영,이신영,♠금아산업(주),,496(11),2.4,1.2,"계란형큰+,망사+"
1,2,7,머니챔프,한,거,2세,54,,함완식,김동균,♠최임규,4,465(-14),6.9,1.9,"계란형큰, 망사눈"
2,3,1,레전드윈,한,수,2세,54,,송재철,서홍수,김규중,½,465(10),16.1,3.0,망사눈
3,4,3,머니실크,한,수,2세,54,,김효정,배대선,이광수a,4,487(6),19.2,3.0,망사눈+
4,5,8,이스트챔프,한,수,2세,54,,먼로,정호익,♠김영구,코,440(7),60.6,6.9,눈가면
5,6,2,열린문,한,수,2세,54,,이철경,서인석,♠김재성a,½,459(-1),3.3,1.4,망사눈
6,7,4,야호골든캣,한,수,2세,52,,(-2)김덕현,박재우,이태식,2½,494(7),20.0,3.9,망사+
7,8,9,금희인디,한,수,2세,54,,빅투아르,박병일,♠배태곤,1¾,484(-3),83.2,9.0,"계란형큰, 망사눈"
8,9,5,원더풀글리터,한,암,2세,52,,이현종,임봉춘,♠지대섭,9,474(-7),5.3,1.8,망사눈+
0,1,7,연희일출,한,암,2세,53,,이준철,김대근,♠최병권,,441(-3),2.5,1.3,눈가면
1,2,2,배다리서미트,한,수,3세,56,,문세영,홍대유,♠송한우,5,496(-12),4.8,1.6,망사눈
2,3,6,마성투혼,한,암,2세,53,,김귀배,서인석,천사들의 안장,1¼,466(-3),2.9,1.1,망사눈
3,4,1,매드디바,한,암,2세,53,,먼로,박천서,♠한명로,3,479(6),5.3,1.4,"망사눈+, 혀끈,망사-"
4,5,5,함양상림,한,암,3세,54,,다나카,신삼영,유영준,1½,461(-2),13.6,2.6,
5,6,8,정동사랑,한,암,3세,54,,다비드,곽영효,구본순,4,458(-2),66.2,5.2,망사눈
6,7,4,베스트왕자,한,거,3세,56,,송재철,박천서,♠베스트샤인조합,2½,533(-1),95.1,15.8,"반가지큰, 눈가면"
7,8,3,리슨트드림,한,암,3세,54,,박병윤,김동철,류재욱,2½,414(-2),69.1,8.1,"망사, 반가지큰"
0,1,4,페더럴킹,한,수,2세,55.5,,마누엘,지용철,♠금악목장,,506(9),1.2,1.0,"망사눈, Triabit"
1,2,7,천세만세,한,수,3세,56,,김동수,박희철,신영식,1½,514(5),18.8,2.7,망사눈
2,3,3,만에하나,한,거,3세,55.5,,조재로,김동철,이원태,5,475(4),12.3,1.8,망사눈
