,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,7,예술이야,한,거,3세,56,,안토니오,최용구,♠강무웅,,475(-7),2.3,1.1,"망사눈,반가지큰,혀끈"
1,2,9,피엔에스골드,한,암,3세,54,,문세영,손영표,♠피엔에스커튼월,4,449(-16),2.8,1.4,망사
2,3,10,캐시백,한,수,3세,56,,빅투아르,이희영,김창국,4,513(6),7.5,1.5,
3,4,2,디바인퓨처즈,한,수,3세,56,,정정희,최용건,♠김정철,½,451(-4),180.3,12.4,"계란형큰,망사"
4,5,1,논스톱알리,한,수,3세,56,,신형철,이희영,♠태립,1,475(9),30.5,5.3,망사눈
5,6,4,스탠바이미,한,거,3세,56,,김용근,임봉춘,♠홍종운,1¼,488(-13),47.2,4.7,눈가면
6,7,11,새벽밴드,한,수,3세,56,,문성혁,서인석,서운석,코,487(-2),4.8,1.9,
7,8,5,내길의별,한,수,3세,56,,이혁,홍대유,유종국,2½,512(3),34.1,9.7,
8,9,6,선더누리,한,암,3세,54,,김효정,박병일,♠임동현,4,452(7),183.8,17.9,망사눈
9,10,8,베를린스타,한,수,3세,56,,장추열,김동균,♠강승연,7,436(-6),96.5,13.9,
10,11,3,브라이트해피,한,암,3세,54,,김태훈,조현수,함철원,2½,465(-6),64.3,6.3,계란형큰
11,,12,퍼지데이,한,거,3세,56,,송재철,최용구,송용만,출전제외,(0),----,----,"Triabit ,눈가면"
0,1,1,파이널참,한,수,3세,56,,이용호,송문길,♠김명식,,444(-3),1.5,1.0,
1,2,3,미르베스트,한,수,3세,56,,송재철,임봉춘,김은갑,2,530(0),26.8,2.1,반가지큰
2,3,8,동방의혼,한,수,3세,56,,이현종,서인석,서상주,2,485(7),28.3,2.5,"계란형큰,망사눈-"
3,4,9,불의신화,한,수,3세,56,,임다빈,임채덕,♠황경호,½,497(-14),35.4,3.4,"Triabit ,망사눈"
4,5,5,서머에이스,한,수,3세,56,,박현우,김동균,♠김한수,1,485(-2),144.0,19.4,망사눈
5,6,6,디스코보이,한,거,3세,56,,김용근,최영주,희망홀스,½,456(-3),3.1,1.4,반가지큰
6,7,4,머니탑,한,암,3세,54,,김효정,배대선,박상헌,3,485(0),10.2,1.8,"계란형큰,망사"
7,8,2,정문스피드,한,수,3세,56,,이혁,홍대유,♠김재영b,목,507(1),33.5,5.4,
8,9,7,럭센,한,수,3세,56,,하정훈,임채덕,손칠규,4,470(-4),141.2,13.9,"Triabit ,망사눈"
0,1,4,드림스피드,한,암,3세,54,,정정희,리카디,남기태,,476(-3),1.4,1.2,양털코
1,2,10,인빅터스,한,암,4세,54.5,,빅투아르,최용건,♠김정철,코,481(2),44.3,5.0,"계란형큰,망사"
2,3,3,따뜻한빛,한,암,4세,54.5,,조한별,안병기,♠우태율,5,433(4),15.8,2.3,망사눈
3,4,9,플라잉바비,한,암,5세,54.5,,김용근,안해양,♠송암축산,목,424(-9),44.0,4.9,"계란형큰,망사"
4,5,8,샤인뮤직,한,암,5세,54.5,,방춘식,심승태,♠김용래,1½,467(2),6.4,1.9,눈가면
5,6,7,신데렐라,한,암,5세,54.5,,김효정,서홍수,이본희,½,435(16),105.0,10.7,"망사눈,반가지큰"
6,7,6,대승가온,한,암,5세,54.5,,이현종,서인석,문석현,½,426(-3),28.1,3.3,눈가면
7,8,2,방탄여걸,한,암,4세,54.5,,하정훈,이관호,♠김태권,4,432(6),8.3,2.0,망사
8,9,5,과천신세계,한,암,4세,54.5,,이용호,신삼영,♠김성진,1¼,481(-5),29.0,3.0,"계란형큰,망사"
9,10,1,천지의빛,한,암,3세,54,,문성혁,김동균,♠최임규,2,453(13),20.6,3.6,망사눈
0,1,8,테스고대보,한,수,3세,54.5,31,문세영,전승규,♠박철근,,471(-8),2.3,1.3,"계란형큰,망사눈,혀끈"
1,2,4,록파이터,한,수,4세,55,31,이혁,최상식,♠강승연,3,480(-4),4.3,1.4,"계란형큰,눈가면"
2,3,2,블랙마스크,한,암,3세,53,32,다비드,리카디,♠이강운,3,427(3),2.4,1.1,
3,4,6,새로운보배,한,암,6세,51,24,방춘식,심승태,류재욱,3,459(4),46.0,4.0,
4,5,9,플렉스퀸,한,암,4세,*52,27,이용호,임봉춘,♠김철,1,474(2),43.3,3.7,계란형큰
5,6,3,은혜파도,한,암,5세,52.5,30,김정준,김동철,강태구,목,429(7),34.2,4.7,망사
6,7,5,럭키클럽,한,거,4세,54.5,30,박상우,서홍수,이본희,1½,436(9),27.8,5.1,
7,8,7,다이아마이트,한,암,4세,52.5,30,조한별,안병기,♠우태율,1¼,475(-13),25.9,3.3,"계란형큰,망사"
