,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,1,아스펜태양,한,수,2세,55,,문세영,박대흥,♠박남성,,508(-4),1.6,1.0,계란형큰
1,2,6,사려니퍼스트,한,수,2세,55,,송재철,이신영,♠오영익,5,469(5),9999.9,9999.9,망사+
2,3,5,태양마,한,수,2세,55,,박태종,이관호,♠박남성,1¼,487(9),9999.9,9999.9,"계란형큰+, 망사"
3,4,8,정상제트,한,암,2세,53,,김옥성,박희철,♠정동진,¾,447(-7),9999.9,9999.9,눈가면
4,5,2,라온더대쉬,한,암,2세,53,,이혁,박종곤,♠라온산업개발(주),1,469(5),9999.9,9999.9,망사눈
5,6,10,매직주드,한,암,2세,53,,문성혁,서인석,♠최상일,1,470(-8),1.6,1.0,
6,7,7,금성스피드,한,암,2세,53,,임기원,박재우,♠조창규,6,411(16),9999.9,9999.9,망사눈+
7,8,4,천리총,한,암,2세,53,,빅투아르,배휴준,조금제,¾,464(14),9999.9,9999.9,
8,9,9,스마트블루,한,암,2세,53,,안토니오,강환민,♠이종원,1¾,485(11),9999.9,9999.9,
9,10,3,신주류,한,수,2세,55,,신형철,조현수,♠김선식,7,500(15),9999.9,9999.9,계란형큰+
10,11,11,천지의빛,한,암,2세,53,,유승완,김동균,♠최임규,9,446(-3),9999.9,9999.9,"망사눈+,망사-"
0,1,11,골드스파이크,한,암,3세,54,,송재철,송문길,박복용,,480(-4),23.6,5.9,"망사눈+,반가지큰-,망사-"
1,2,7,라피어반,한,암,3세,54,,문세영,서범석,♠임종근,3,493(-11),1.5,5.9,망사
2,3,3,초원의기적,한,암,4세,54,,장추열,우창구,조홍구,1,446(3),23.6,5.9,"반가지큰, 망사눈"
3,4,5,원더풀오렌지,한,암,4세,54,,김효정,배대선,♠(주)녹원목장,½,463(1),23.6,5.9,망사
4,5,2,명진캔디,한,암,3세,54,,황순도,임봉춘,♠(주)자성실업,½,452(-7),23.6,5.9,눈가면
5,6,12,갑오사랑해,한,암,4세,50,,(-4)김아현,김동철,♠김평갑,목,436(-18),6.7,5.9,
6,7,4,하니,한,암,3세,54,,김정준,임채덕,황혜정,1¼,427(-5),23.6,5.9,"Triabit+, 승인편자, 망사눈,자극판-"
7,8,1,일여하여,한,암,6세,54,,이해동,최상식,제일사료(주),½,473(1),23.6,5.9,망사눈
8,9,6,럭키밸리,한,암,3세,54,,임기원,안병기,정찬헌,4,513(0),23.6,5.9,망사눈
9,10,8,대승가온,한,암,4세,50,,(-4)김태희,서인석,문석현,1¾,427(-1),23.6,1.0,눈가면
10,11,10,정겨운,한,암,3세,54,,박상우,유재길,♠이장운,5,417(3),23.6,5.9,
11,12,9,토루크막토,한,암,3세,54,,문정균,곽영효,김봉섭,1¼,470(4),23.6,5.9,"계란형큰, 망사눈"
0,1,6,명품히어로,한,거,3세,54,,(-2)임다빈,김점오,박양호,,467(2),13.6,6.7,망사
1,2,5,카우보이탱고,한,거,3세,56,,문정균,최상식,♠임동현,4,489(5),4.5,3.3,
2,3,11,승승파워,한,수,3세,56,,박현우,박천서,♠이진경,½,467(1),13.6,1.0,"반가지큰, 망사눈, 혀끈"
3,4,4,스텔라로드,한,암,3세,54,,김용근,최영주,♠손병현,1,473(4),3.4,2.2,망사눈
4,5,8,부스터로켓,한,암,4세,54,,함완식,최봉주,윤지중,목,499(-4),13.6,6.7,
5,6,9,기타리스트,한,거,3세,56,,김옥성,박천서,김봉섭,코,503(12),13.6,6.7,"반가지큰+, 망사눈,혀끈+"
6,7,3,럭키전사,한,수,3세,56,,신형철,홍대유,♠황봉기,2½,509(6),13.6,6.7,눈가면
7,8,1,큐피드코리아,한,거,4세,56,,방춘식,배대선,♠서순배,3,475(6),13.6,6.7,망사눈
8,9,10,신대로,한,수,4세,56,,하정훈,최용건,♠박정배,2,463(-3),13.6,6.7,계란형큰
9,10,12,매직의함성,한,수,3세,52,,(-4)김아현,이관호,♠황의영,1¼,509(4),13.6,6.7,"계란형큰, 망사눈"
10,11,2,금성맨,한,수,2세,54.5,,유승완,김윤섭,♠조창규,2,473(10),13.6,6.7,망사
11,12,7,럭키석포,한,거,4세,56,,안토니오,박재우,♠럭키팜,11,511(2),13.6,6.7,"자극판, JR러깅, 망사눈"
0,1,2,천지폭풍,한,거,5세,56,33,문성혁,서인석,홍상기,,456(-1),9999.9,9999.9,"계란형큰, 양털코"
1,2,3,마패봉,한,수,6세,51,28,(-4)김아현,지용철,박시용,1,462(2),9999.9,9999.9,망사눈
2,3,1,아테나브이,한,암,5세,51,26,김용근,송문길,♠허장원,머리,528(-2),9999.9,9999.9,반가지큰
3,4,8,청담탱크,한,암,4세,54,33,먼로,토니,♠삼정,코,431(-8),9999.9,9999.9,"계란형큰, 양털코,승인편자+, 혀끈"
4,5,10,미르캡틴,한,수,3세,53.5,28,박현우,임봉춘,김은갑,4,465(3),9999.9,9999.9,망사
5,6,11,주말의시작,한,암,3세,51,31,(-2)임다빈,박윤규,김광영,¾,446(-5),9999.9,9999.9,망사눈
6,7,9,패션드패션,한,암,3세,55,35,문세영,최용건,이미양,½,420(-2),9999.9,9999.9,"계란형큰, 망사눈"
7,8,6,미사일캔디,한,수,6세,57,35,문정균,최영주,♠이장운,3,454(3),9999.9,9999.9,망사눈
8,9,7,새내윈,한,수,3세,55,31,이혁,홍대유,♠문금철,머리,478(5),9999.9,9999.9,망사눈
9,10,4,러브위드미,한,암,4세,*52,27,김효정,배대선,♠서창식,4,484(9),9999.9,9999.9,"계란형큰+, 망사눈"
10,11,5,라온더타이거,한,거,3세,56,33,최범현,박종곤,♠라온산업개발(주),3,448(-8),9999.9,9999.9,망사눈
0,1,5,불방울,한,수,2세,54,30,문세영,박천서,윤훈현,,480(1),9999.9,9999.9,"반가지큰, 망사눈"
1,2,1,위너블루,한,거,4세,55,29,박태종,우창구,♠전영범,2½,487(7),9999.9,9999.9,"Triabit, 망사눈"
2,3,6,바이스로이,한,거,3세,56.5,32,이혁,임봉춘,김진태a,코,469(-4),9999.9,9999.9,"반가지큰+, 망사"
3,4,8,아이스스타,한,거,3세,52,31,(-4)김아현,이관호,♠이경희,2½,473(-7),9999.9,9999.9,"계란형큰, 망사눈"
4,5,3,진또배기,한,수,3세,54.5,28,방춘식,지용철,박시용,2½,496(-9),9999.9,9999.9,계란형큰
5,6,10,다울퀸,한,암,3세,52,27,정정희,최용건,♠김봉겸,1½,488(-8),9999.9,9999.9,계란형큰
6,7,7,엑톤질주,한,수,3세,53,29,(-2)임다빈,손영표,♠황경호,3,483(-5),9999.9,9999.9,
7,8,9,천둥세자,한,수,3세,56,31,김동수,김동균,♠김영근,1,457(3),9999.9,9999.9,"계란형큰, 망사눈"
8,9,4,원더풀라이트,한,암,4세,52.5,28,문정균,최상식,♠변갑한,목,467(-3),9999.9,9999.9,
9,10,2,농본락,한,암,4세,52,27,다비드,배대선,♠김용래,3,418(2),9999.9,9999.9,망사
0,1,9,코브라볼,한,수,3세,53,39,문세영,우창구,♠한명로,,462(4),3.7,1.2,망사
1,2,5,동진최강,한,수,3세,54.5,42,박태종,박윤규,민규동,머리,504(5),2.8,1.2,"계란형큰, 망사눈"
2,3,3,머니시장,한,암,4세,52.5,42,김효정,배대선,박상헌,5,457(-2),9999.9,9999.9,망사
3,4,4,파워타워,한,암,4세,*52,38,이혁,최봉주,윤지중,¾,483(-9),9999.9,9999.9,망사
4,5,12,화이트코멧,한,수,5세,56,45,장추열,정호익,♠백국인,4,499(3),3.7,1.2,망사눈
5,6,2,최고캠프,한,암,4세,*52,38,빅투아르,리카디,♠이강운,½,500(4),9999.9,9999.9,
6,7,1,모스트스피드,한,암,3세,*52,38,이철경,서인석,♠고재완,¾,451(2),11.2,1.9,"계란형큰, 망사눈"
7,8,7,사람이라는별,한,수,4세,55,43,조한별,안병기,♠우태율,목,535(-6),9999.9,9999.9,"계란형큰, 망사눈"
8,9,10,달리는빛깔,한,수,4세,56,45,김용근,지용철,김종식,½,471(-5),3.7,1.2,망사눈
9,10,11,머니챔프,한,거,4세,57.5,48,먼로,김동균,♠최임규,¾,482(4),9999.9,9999.9,"계란형큰, 망사눈"
10,11,6,아이언머스킷,한,암,3세,*52,38,정정희,배휴준,♠홍종철,5,510(1),9999.9,9999.9,망사
11,12,8,브라운로즈,한,암,6세,52.5,42,김동수,이관호,제주축협,1,461(6),9999.9,9999.9,망사눈
0,1,1,바이킹스톰,미,수,3세,56,44,문세영,박대흥,♠우순근,,495(10),9999.9,9999.9,망사
1,2,11,정상킹덤,미,수,4세,55,40,김옥성,박희철,♠정동진,7,520(-10),9999.9,9999.9,계란형큰
2,3,9,천년의비,한,암,5세,55,47,박태종,박대흥,♠류주영,¾,472(-6),9999.9,9999.9,
3,4,3,유니콘알파,미,수,3세,52,36,(-2)임다빈,최용구,♠권태석,¾,516(4),9999.9,9999.9,Triabit
4,5,5,마이티웰,미,수,3세,54,38,안토니오,서홍수,♠조병태,2,508(7),9999.9,9999.9,"자극판+,JR러깅+, 망사"
5,6,4,문학앙코르,미,수,3세,55,40,장추열,정호익,♠황봉기,7,517(-9),9999.9,9999.9,"계란형큰, 망사눈"
6,7,2,제이에스군황,미,수,3세,54,37,먼로,김동균,♠박민지,3,481(-2),9999.9,9999.9,망사눈
7,8,6,에치드프라임,미,거,4세,54,36,김동수,조현수,♠김종진,16,504(10),9999.9,9999.9,
8,9,7,문학의전사,미,거,5세,56,42,신형철,박병일,♠에스지이건설,5,521(4),9999.9,9999.9,"반가지큰, 망사눈"
9,10,12,파노라마퀸,미,암,3세,52,36,박현우,김동균,♠김영근,14,468(-5),9999.9,9999.9,계란형큰
10,,8,사려니위너,미,암,4세,54,43,정정희,구자흥,♠오영익,출전제외,486(6),----,----,"반가지큰, 망사눈"
11,,10,스토미,한,수,6세,55,41,이철경,서인석,허훈,출전제외,474(-15),----,----,"계란형큰, 망사눈"
0,1,2,가로수길,한,수,5세,51,52,다비드,리카디,♠홍종철,,490(2),9999.9,9999.9,
1,2,5,바람을그리다,한,수,5세,53,56,정정희,안병기,♠우태율,1¼,478(-3),9999.9,9999.9,"반가지큰, 망사"
2,3,1,황금해,한,수,4세,*52,52,이혁,임봉춘,진교원,4,467(-6),9999.9,9999.9,망사눈
3,4,3,사이먼퀸,한,암,5세,52.5,59,박태종,우창구,임영수,1½,462(1),9999.9,9999.9,"Triabit, 망사눈"
4,5,8,장산플라이,한,거,5세,55.5,61,먼로,토니,♠김형란,3,468(-5),9999.9,9999.9,"계란형큰,승인편자+, 망사눈"
5,6,9,제왕의별,한,수,6세,57,64,김정준,임채덕,♠(주)녹원목장,2,449(0),9999.9,9999.9,"승인편자, 망사눈"
6,7,10,금아제니스,한,수,5세,*52,52,김동수,우창구,♠금아산업(주),6,502(-1),9999.9,9999.9,"Triabit, 망사눈"
7,8,6,맘보칸,한,수,6세,57,64,김효정,박재우,♠김세권,3,477(-4),9999.9,9999.9,"반가지큰, 망사눈"
8,9,11,메니스피드,한,수,5세,54,58,김용근,조현수,♠최몽주,¾,539(-3),9999.9,9999.9,"계란형큰, 망사눈"
9,10,4,보드람,한,암,6세,53,60,박현우,안해양,♠송암축산,8,491(4),9999.9,9999.9,"계란형큰, 망사눈, 혀끈"
10,,7,트라이선더,한,거,5세,56,62,신형철,박종곤,이웅열,주행중지,471(5),9999.9,9999.9,망사눈
0,1,8,레전드데이,미,수,3세,56.5,76,장추열,정호익,♠양순희,,504(0),9999.9,9999.9,망사눈
1,2,11,에코빌,미,수,4세,54,71,빅투아르,리카디,♠이일형,2,464(-1),9999.9,9999.9,"계란형큰, 눈가면"
2,3,7,위너브라운,한,수,5세,56,75,김정준,최영주,♠손병현,1½,521(6),9999.9,9999.9,망사
3,4,4,원더풀트루스,한,암,5세,52.5,72,다비드,서홍수,지경미,½,461(3),9999.9,9999.9,
4,5,9,플로리다파워,미,암,5세,53.5,74,김용근,이신영,♠태립,코,511(4),9999.9,9999.9,"승인편자, 망사눈"
5,6,5,별나라신사,미,수,4세,56.5,76,문세영,박대흥,♠조경수,4,479(15),9999.9,9999.9,망사
6,7,2,문학조이,미,수,5세,55.5,78,(-2)임다빈,정호익,♠에스지이건설,1½,496(-10),9999.9,9999.9,망사
7,8,6,레이먼드,한,수,5세,57,77,이철경,이관호,♠박남성,코,482(-9),9999.9,9999.9,양털코
8,9,12,갤럽컬린,미,거,5세,55.5,74,박태종,김점오,♠이성인,5,510(10),9999.9,9999.9,"계란형큰, 망사눈"
9,10,10,대완마,한,암,5세,*52,66,문성혁,서인석,♠이긍열,2½,517(5),9999.9,9999.9,"계란형큰, 망사눈"
10,11,1,킬리의제왕,미,수,6세,56,75,윤태혁,송문길,♠윤우환,1¾,520(-3),9999.9,9999.9,"반가지큰, 망사눈"
11,12,3,파크삭스,미,수,6세,52,67,하정훈,강환민,♠김창식,코,500(1),9999.9,9999.9,망사
