,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,4,라온댄서,한,암,3세,54,,이혁,박종곤,♠라온산업개발(주),,452(6),7.0,1.8,망사눈
1,2,6,패밀리파크,한,암,3세,54,,김용근,신삼영,류재욱,½,443(-6),1.9,1.0,"계란형큰, 눈가면"
2,3,11,샤인파이터,한,암,2세,53,,김효정,심승태,♠김용래,½,445(10),40.2,7.8,계란형큰+
3,4,12,안양재규어,한,암,3세,54,,이현종,구자흥,(주)에이에프피,1¼,432(-11),53.2,9.2,반가지큰
4,5,5,동쪽글로리,한,수,2세,55,,안토니오,정호익,♠김영구,½,486(5),4.9,1.8,눈가면
5,6,8,컴플리트모션,한,암,3세,54,,먼로,조현수,♠장석영,코,481(13),147.3,11.3,망사
6,7,10,장산엑스,한,거,3세,56,,송재철,박대흥,♠김병진,2,461(-8),28.6,6.0,"계란형큰, 망사눈"
7,8,2,펀치파워,한,수,2세,55,,유승완,박희철,♠강석대,목,485(5),5.1,1.5,"계란형큰+, 망사"
8,9,1,카이젠실버,한,거,4세,56,,안효리,이희영,♠태립,½,519(-1),22.1,3.4,망사
9,10,9,해피하와이,한,암,3세,54,,부민호,박윤규,♠오종환,5,481(-3),30.4,5.2,"망사, 반가지큰, 혀끈"
10,11,7,초동샤이니,한,암,2세,53,,문정균,최영주,♠손병철,1½,455(-4),235.6,46.7,망사눈
11,12,3,스카이타임,한,암,2세,53,,이기회,김동균,권용수,2,504(3),107.4,41.1,
0,1,8,컴플리트캡틴,한,수,2세,54.5,,이현종,박재우,♠장석영,,521(4),1.4,1.0,눈가면
1,2,12,원더풀하트,한,암,2세,53,,다나카,강환민,♠지대섭,1¾,508(-11),16.3,2.6,"계란형큰, 망사눈"
2,3,3,미라클이천,한,수,2세,54,,유승완,김윤섭,♠이종욱,2,513(21),5.4,1.4,눈가면+
3,4,6,늘차오름,한,수,2세,54,,박태종,정호익,♠김경민,3,453(-10),24.8,4.0,"반가지큰, 눈가면"
4,5,1,블루참,한,수,2세,54,,김용근,송문길,♠김세민,4,522(-10),10.2,2.6,
5,6,7,천지꽃바람,한,암,2세,52,,조한별,조현수,이창모,3,496(2),17.0,2.8,"계란형큰, 망사"
6,7,5,경부도령,한,수,2세,54,,이혁,유재길,♠허건호,5,467(-5),48.4,6.2,
7,8,10,오주애마,한,수,2세,54,,이동하,김윤섭,♠김두식,8,529(12),35.3,4.4,
8,9,9,엑설런트하이,한,암,2세,52,,박을운,심승태,류재욱,¾,459(-22),159.3,29.2,
9,10,2,피엔에스노랑,한,수,2세,54,,하정훈,조현수,♠피엔에스커튼월,2½,440(-4),110.0,43.2,
10,11,4,킹스데이,한,수,2세,54,,먼로,이신영,피닉스,4,499(13),142.6,18.3,계란형큰
11,,11,신대로,한,수,2세,54,,빅투아르,김순근,♠박정배,출전취소,0(0),----,----,
0,1,9,비르투스,한,암,3세,54,,먼로,홍대유,양경필,,513(-1),2.4,1.3,눈가면+
1,2,6,원더풀플레저,한,암,2세,53,,다나카,서홍수,♠지대섭,4,478(7),5.0,1.9,"계란형큰+,망사눈+,혀끈-,눈가면-"
2,3,11,정성스타,한,암,2세,52,,(-1)김덕현,박재우,임정균,¾,464(22),7.7,1.9,
3,4,12,한일모아,한,암,2세,53,,이준철,김대근,한일사료,2½,469(3),19.5,3.1,
4,5,3,골드파크,한,암,3세,54,,이혁,김동균,김은갑,3,516(2),31.1,7.3,"계란형큰, 망사눈"
5,6,1,타미나,한,암,4세,54,,김효정,배대선,♠이태인,4,465(0),13.1,4.5,"계란형큰, 망사"
6,7,2,해피먼스,한,암,2세,53,,부민호,박윤규,♠박덕희,½,499(-9),11.1,2.6,망사눈+
7,8,7,허니버터바비,한,암,2세,53,,유승완,이신영,♠카도노 시게오,1,486(7),104.8,23.0,망사+
8,9,4,황금스타,한,암,3세,54,,이현종,박천서,♠송진석,1,439(-8),5.2,2.2,"망사눈, Triabit"
9,10,5,해샘찬,한,암,3세,54,,박태종,정호익,최용도,1½,483(43),19.8,4.3,"계란형큰, 망사눈"
10,11,10,컴플리트쇼크,한,암,3세,54,,송재철,우창구,♠장석영,¾,487(24),157.8,10.2,망사눈
11,12,8,피엔에스로얄,한,암,2세,53,,조재로,배휴준,♠피엔에스홈즈,1½,467(-12),309.8,84.5,계란형큰
0,1,2,정문서미트,한,수,2세,54.5,31,함완식,홍대유,♠김재영b,,504(17),2.5,1.2,망사
1,2,8,화이트코멧,한,수,3세,55.5,31,박태종,정호익,♠백국인,3,482(3),1.7,1.0,망사눈
2,3,6,기븐러너,한,수,3세,54,28,조상범,안병기,김종철,3,454(8),55.8,8.6,망사눈
