,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,3,메니원더풀,한,수,2세,55,,함완식,김동균,♠박정배,,486(2),2.6,1.0,
1,2,5,이천아치,한,암,2세,53,,하정훈,이준철,♠이종욱,머리,443(1),206.9,20.9,
2,3,4,사려니퍼스트,한,수,2세,55,,송재철,이신영,♠오영익,2½,470(1),1.9,1.0,망사
3,4,1,라온더제트,한,수,2세,55,,이혁,박종곤,♠라온산업개발(주),7,482(4),30.3,15.0,
4,5,6,코스모,한,암,2세,53,,정평수,최봉주,유수현,1½,480(-31),4.6,1.7,
5,6,11,모닝펄,한,암,2세,53,,문성혁,서인석,♠최상기,½,431(-1),86.8,6.6,
6,7,7,원모어러시,한,암,2세,53,,장추열,정호익,♠이일형,½,448(-4),75.9,7.9,계란형큰+
7,8,2,신주류,한,수,2세,55,,유승완,조현수,♠김선식,6,485(-15),187.6,17.4,계란형큰
8,9,12,푸른빛깔,한,수,2세,55,,조상범,지용철,♠이수길,1¼,461(-8),226.3,9.2,
9,10,9,로즈골드,한,수,2세,55,,이용호,임채덕,황혜정,머리,454(4),882.9,82.5,"계란형큰+,망사눈+"
10,11,10,용암보스,한,수,2세,55,,박태종,곽영효,♠나기두,머리,430(5),31.5,3.2,망사눈
11,12,8,금성환희,한,수,2세,55,,이동국,손영표,♠조창규,2,495(-2),179.2,46.0,계란형큰
0,1,11,장산레이저,한,수,3세,56,,이혁,최용건,♠삼정,,498(10),5.3,1.5,"계란형큰, 망사"
1,2,9,그린필스타,한,암,3세,54,,최범현,홍대유,♠김재영b,½,491(12),6.1,1.4,망사
2,3,5,별의순간,한,수,2세,55,,신형철,송문길,♠정형철,3,514(6),1.6,1.0,
3,4,12,뉴스타영천,한,수,3세,56,,안토니오,박대흥,영천시청,4,492(8),5.1,1.8,
4,5,2,스푸트니크,한,거,2세,55,,빅투아르,배휴준,♠이성재,3,493(17),51.7,9.1,눈가면
5,6,6,유로퀸,한,암,2세,53,,송재철,신삼영,♠박성구,½,476(-1),206.5,30.4,망사눈
6,7,8,피엔에스갬블,한,수,2세,55,,김동수,조현수,♠피엔에스커튼월,2½,479(7),941.5,38.1,"계란형큰+,망사눈+"
7,8,10,뉴스마트,한,암,3세,54,,부민호,심승태,♠김태성,1¾,476(-5),19.7,2.6,
8,9,4,비트퀸,한,암,3세,54,,박현우,김동균,류재욱,3,456(1),615.6,16.2,
9,10,1,제주의보석,한,수,3세,56,,조한별,박윤규,퍼플라인,4,480(-1),780.7,33.3,
10,11,3,히트볼,한,수,3세,56,,문정균,최상식,♠변갑한,14,469(3),1778.3,90.4,
11,12,7,킹코트,한,거,3세,56,,장추열,배대선,김정두,목,490(-2),148.9,38.6,망사
0,1,4,케이엔언더킹,한,거,3세,56,,장추열,박대흥,♠조경수,,466(0),11.1,3.3,"계란형큰, 망사,혀끈+"
1,2,6,보리보리,한,암,3세,54,,정정희,임봉춘,피닉스,½,410(-1),7.3,1.7,눈가면
2,3,12,승승파워,한,수,3세,56,,박현우,박천서,♠이진경,4,462(-5),12.6,3.4,"반가지큰, 망사눈, 혀끈"
3,4,9,코리아기적,한,거,4세,56,,빅투아르,지용철,♠오종환,목,487(-2),5.1,3.0,
4,5,3,장군별,한,수,2세,55,,안토니오,최봉주,♠오종환,½,542(-7),16.6,4.0,
5,6,10,은혜충만,한,암,4세,54,,이동국,박병일,강태구,3,484(-4),23.9,3.6,
6,7,11,원더풀니키야,한,암,4세,54,,조상범,최봉주,♠지대섭,목,451(-4),6.8,2.9,"계란형큰, 망사눈"
7,8,5,킹크러시,한,수,3세,56,,이혁,최용건,♠박정배,1,519(-5),15.3,10.7,계란형큰
8,9,7,멋진가람,한,암,3세,54,,최원준,박윤규,정기찬,2,494(-3),89.2,36.6,망사눈
9,10,8,빛나는질주,한,수,3세,56,,박상우,유재길,제주축산개발,2,527(2),5.6,1.7,"계란형큰, 망사눈"
10,11,1,서울데이,한,거,4세,52,,(-4)김아현,박희철,조병해,4,487(-2),5.3,2.7,
11,12,2,마이티선샤인,한,수,2세,55,,하정훈,임채덕,손칠규,3,445(2),18.0,3.5,망사눈
0,1,2,승부사,한,수,2세,55,33,장추열,정호익,♠김광명,,503(-7),1.3,1.1,망사눈
1,2,5,질주대로,한,거,3세,55,31,안토니오,서홍수,♠이혜란,½,436(-2),11.6,1.7,"자극판, JR러깅, 망사눈"
2,3,3,쏘아라바바,한,암,3세,52,29,김용근,이준철,현태봉,10,437(-2),14.3,3.5,망사눈
3,4,9,월영이,한,암,4세,*52,27,김동수,홍대유,♠김정숙,½,501(-1),63.2,11.0,
4,5,7,스톰워리어,한,거,3세,54.5,30,조상범,박대흥,양동희,3,488(3),190.5,22.1,망사눈
5,6,12,와일드우즈,한,거,4세,52.5,26,조한별,최용구,♠최동근,1,479(-3),39.0,4.8,망사눈
6,7,8,은혜파도,한,암,4세,54,33,송재철,김동철,강태구,1½,433(-5),25.8,3.3,망사
7,8,4,리멤버웬,한,암,4세,51.5,28,정정희,리카디,♠이강운,¾,474(-2),42.3,5.8,"계란형큰, 망사"
8,9,1,이무기,한,수,3세,54.5,30,함완식,이관호,♠황은호,¾,475(6),45.8,6.5,망사눈
9,10,10,블랙실버,한,암,4세,55,35,이철경,서인석,홍상기,½,446(11),34.1,4.7,계란형큰
10,11,6,스마트대보,한,암,3세,53,31,유승완,전승규,♠박철근,1¾,451(-5),51.4,10.1,"Triabit, 망사눈"
11,12,11,라온샹젤리,한,암,3세,53.5,32,박태종,박종곤,♠라온건설,2,474(-1),6.5,1.5,망사눈
0,1,5,바이스로이,한,거,3세,57,33,이혁,임봉춘,김진태a,,475(6),1.7,1.1,"반가지큰, 망사"
1,2,6,화씨벽,한,암,4세,52.5,28,장추열,우창구,♠장수영,½,454(-3),19.9,2.2,"Triabit, 망사눈"
2,3,11,룰즈클래스,한,수,3세,56,31,김정준,김윤섭,♠송암축산,4,467(0),5.7,1.9,"계란형큰, 눈가면"
3,4,2,거센파워,한,수,3세,55.5,30,먼로,박희철,♠강석대,2,484(4),4.0,1.4,망사눈
4,5,7,마패봉,한,수,6세,55,29,정평수,지용철,박시용,1¼,465(1),116.2,9.4,망사눈
