,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,4,승리여전사,한,암,4세,54,,조한별,이관호,강수덕,,456(-6),14.5,3.0,
1,2,6,에이원퀸,한,암,3세,54,,다비드,우창구,임영수,¾,483(1),1.4,1.0,"반가지큰, 망사"
2,3,2,팬시팬츠,한,암,3세,54,,안토니오,서홍수,윤지중,2½,433(-1),5.4,1.4,
3,4,12,티파니블루,한,암,3세,54,,송재철,박윤규,♠코리아호스랜드,3,520(-14),15.5,1.5,망사
4,5,8,화려한미소,한,암,3세,52,,(-2)임다빈,이신영,♠정영식,½,474(-22),120.8,7.2,계란형큰+
5,6,3,실버햄튼,한,암,3세,54,,조상범,박대흥,♠김경민,1,472(9),9.7,1.9,망사눈
6,7,9,루비캣,한,암,3세,54,,김정준,안병기,♠김기종,3,545(8),38.8,9.9,"계란형큰+, 망사눈"
7,8,11,정겨운,한,암,3세,54,,박상우,유재길,♠이장운,3,414(5),547.4,19.0,
8,9,7,멋진가람,한,암,3세,54,,이혁,박윤규,정기찬,4,499(9),29.7,13.5,망사눈
9,10,5,블루마리아,한,암,3세,54,,박현우,최용구,♠강승연,½,444(0),216.2,30.2,"계란형큰, 망사눈,혀끈+"
10,11,10,퀸엔젤,한,암,3세,54,,김효정,김동철,김근영,7,446(10),233.5,39.9,
11,12,1,빅터웨이,한,암,3세,50,,(-4)김아현,곽영효,♠김용재,4,420(-8),93.7,28.8,계란형큰+
0,1,9,컴플리트밸류,한,수,2세,54.5,,임기원,박재우,♠장세준,,495(0),1.2,1.1,망사눈
1,2,10,별빛보석,한,수,3세,56,,김용근,신삼영,♠이장운,4,467(-7),5.0,1.8,"반가지큰+, 망사눈"
2,3,12,머니가락,한,거,3세,56,,장추열,배대선,박상헌,4,446(4),106.9,4.4,망사
3,4,3,은혜가득,한,수,3세,56,,조한별,박병일,강태구,1¾,428(-6),68.8,4.6,"계란형큰, 망사"
4,5,5,예스아이캔,한,거,3세,56,,박현우,안해양,김길중,¾,470(-8),104.3,4.1,망사눈
5,6,1,레드마운틴,한,수,3세,56,,다비드,강성오,♠박순옥,2½,440(3),126.5,17.5,"반가지큰, 망사"
6,7,4,마성천하,한,수,3세,56,,문성혁,서인석,천사들의 안장,½,468(-3),47.5,5.2,눈가면
7,8,7,김천영웅,한,거,3세,56,,하정훈,임채덕,박충범,2,459(-6),122.4,7.1,"계란형큰,망사눈+"
8,9,6,스마티트렘,한,수,3세,56,,김효정,최용건,♠이종욱,½,434(-15),919.9,8.5,"계란형큰, 망사눈"
9,10,8,최강장산,한,거,3세,56,,안토니오,토니,♠김호선,코,492(-3),16.9,1.5,"계란형큰, 눈가면"
10,11,11,하니,한,암,3세,54,,문정균,임채덕,황혜정,4,432(1),207.9,21.5,"자극판, 승인편자, 망사눈"
11,12,2,베오울프,한,수,3세,56,,송재철,송문길,♠(주)나스카,½,478(-6),20.6,2.5,"망사눈+,망사-"
0,1,10,이스머스,한,거,3세,56,,박을운,김점오,♠이성인,,460(-3),3.7,1.5,"망사,계란형큰-"
1,2,7,금아스위프트,한,거,3세,56,,송재철,이관호,♠금아산업(주),1½,498(-7),3.2,2.1,"계란형큰, 망사눈"
2,3,3,스피어건,한,수,3세,56,,함완식,유재길,♠김영완,¾,475(3),15.2,1.9,"계란형큰, 망사눈"
3,4,2,누비고,한,수,3세,56,,문성혁,서인석,천병득,1,504(-4),15.0,2.4,"계란형큰, 눈가면"
4,5,11,원더풀니키야,한,암,4세,54,,조상범,최봉주,♠지대섭,목,443(-5),16.3,4.6,"계란형큰, 망사눈"
5,6,6,헬로금성,한,암,4세,54,,박병윤,김윤섭,♠조창규,2½,473(-4),95.0,26.2,"계란형큰, 망사"
6,7,9,초원의기적,한,암,4세,54,,김효정,우창구,조홍구,¾,443(-2),36.3,5.2,"반가지큰,망사눈+"
7,8,4,챔피언가문,한,수,3세,56,,안토니오,박대흥,(주)케이씨피,¾,473(0),8.3,2.6,"계란형큰, 망사"
8,9,5,코리아기적,한,거,4세,56,,빅투아르,지용철,♠오종환,½,479(-3),23.8,11.2,
9,10,1,엠제이스톰,한,수,3세,56,,임기원,김동균,♠박정재,½,517(7),18.7,8.8,"계란형큰, 망사눈"
10,11,8,소중한기억,한,거,3세,56,,문정균,배휴준,♠이성님,1¼,482(-7),94.3,13.4,망사눈
11,12,12,거센질풍,한,수,3세,56,,유승완,이신영,♠강석대,3,499(-6),4.7,1.8,"계란형큰, 망사눈"
0,1,7,유정챔프,한,수,3세,55.5,32,문성혁,서인석,♠이성님,,484(1),4.3,1.8,"계란형큰, 망사눈"
1,2,11,대천얼짱,한,수,3세,54.5,34,(-2)임다빈,최봉주,♠김경민,½,513(2),4.1,2.8,"계란형큰, 망사눈"
2,3,8,스카이망치,한,거,3세,57,35,박을운,이신영,♠윤우환,2,460(-6),2.3,1.2,계란형큰
3,4,6,베스트탑,한,수,4세,55.5,32,송재철,이희영,♠베스트샤인조합,2½,481(1),19.5,2.4,망사
4,5,9,원더풀조이,한,거,3세,55.5,32,임기원,안병기,♠김기종,2½,479(3),55.0,12.3,망사눈
5,6,12,고스트빌리지,한,수,4세,54.5,30,우에다,송문길,♠(주)나스카,1½,551(2),30.0,4.6,망사
6,7,2,블랙루키,한,암,3세,53,31,김용근,강성오,이용대,½,464(-3),58.0,8.1,망사눈
7,8,4,시크릿보스,한,수,3세,54.5,30,김동수,서홍수,♠김명식,½,459(1),39.9,3.1,망사
8,9,5,와일드킹덤,한,수,4세,57,35,빅투아르,배휴준,양현모,1,540(-4),28.6,9.9,"Triabit, 망사"
9,10,1,어서와,한,수,3세,55,31,유승완,강환민,♠강용식,3,461(-2),10.9,4.7,"망사눈,계란형큰-"
10,11,10,런던스피드,한,암,3세,53,31,다비드,안해양,임현성,6,484(5),43.8,2.9,
11,12,3,에이스프린스,한,수,3세,55,31,조상범,최봉주,♠우상우,1,486(0),27.3,5.0,망사눈
0,1,6,영광의미소,한,암,3세,56,35,유승완,박재우,♠변창덕,,447(-1),6.1,2.8,망사
1,2,3,스틸더패션,한,암,3세,52.5,28,김정준,박병일,♠임동현,목,498(0),5.7,1.6,망사눈
2,3,12,농본바다,한,암,3세,53.5,30,김효정,배대선,♠김용래,½,464(-3),5.2,2.2,
3,4,8,빅리버,한,암,4세,54,31,문성혁,서인석,♠이종욱,3,517(2),37.9,8.8,"계란형큰, 망사눈"
4,5,4,퍼텐셜에너지,한,암,4세,55,33,장추열,김동철,♠박재범,2,494(9),45.3,7.9,망사
5,6,5,피케이로드,한,암,3세,52.5,28,우에다,손영표,♠김태성,½,465(-4),36.5,3.4,
6,7,7,중추부사,한,암,3세,54.5,32,임기원,강성오,♠김기종,목,481(6),3.2,1.3,"계란형큰, 망사눈"
7,8,11,매직레코드,한,암,3세,53,29,빅투아르,리카디,남기태,1,487(1),8.0,2.7,망사눈+
8,9,10,해피삭스,한,암,3세,54.5,32,문세영,강환민,♠김창식,1½,463(-6),9.0,3.5,"계란형큰, 망사눈"
9,10,2,드림걸스,한,암,4세,51.5,30,(-2)임다빈,우창구,♠드림커뮤니티,1,417(-12),31.2,6.8,Triabit
10,11,9,런던액티브,한,암,3세,55,33,송재철,안해양,임현성,5,492(-3),19.4,7.1,망사
11,12,1,대군옥,한,암,5세,54.5,32,조상범,구자흥,표종진,2,460(-15),107.6,28.2,"반가지큰, 망사눈"
0,1,5,아이스펀치,한,수,4세,55.5,60,문세영,이관호,♠김정철,,485(2),2.6,1.2,"계란형큰, 망사눈"
1,2,11,흥바라기,한,수,3세,55.5,60,최범현,이준철,♠임한용,4,453(-6),2.9,1.4,
2,3,7,새내스퍼트,한,수,4세,53.5,56,함완식,홍대유,♠문금철,½,508(-6),13.9,2.3,망사눈
3,4,3,대지의여인,한,암,4세,51,52,김용근,강성오,♠김세민,1,465(10),4.0,1.9,"계란형큰, 망사"
4,5,9,세명기상,한,수,5세,54,65,(-4)김아현,신삼영,이기철,2½,514(8),21.8,4.4,
5,6,10,제왕의별,한,수,6세,58,65,박병윤,임채덕,♠(주)녹원목장,1¾,449(-2),113.4,31.3,"승인편자, 망사눈"
6,7,2,베스트럭키,한,수,4세,*52,52,문정균,최상식,♠임한용,2,487(-1),24.0,4.0,망사눈
7,8,1,스피드흑룡,한,거,5세,53,55,박을운,김점오,과천시청,코,494(-10),131.2,15.1,"계란형큰, 망사눈"
8,9,8,송암캔디,한,거,5세,53,55,박현우,안해양,♠송암축산,4,483(7),11.4,1.7,계란형큰
9,10,6,선오브선더,한,거,5세,53,55,조상범,박대흥,양동희,4,459(-10),114.9,27.6,
10,,4,파이팅히어로,한,거,5세,54.5,58,김동수,서범석,♠청팅콩,출전제외,509(-1),----,----,"계란형큰, 눈가면"
0,1,4,별나라질주,미,거,3세,52.5,39,문세영,박대흥,♠조경수,,484(-9),5.6,1.7,망사
1,2,8,제이에스군주,미,거,4세,56.5,47,다비드,박재우,♠박민지,7,501(-1),35.3,3.7,"망사눈, 혀끈"
