,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,12,런던액티브,한,암,2세,53,,송재철,안해양,임흥호,,483(4),2.1,1.6,망사+
1,2,4,케이엔매직,한,암,2세,53,,이현종,박대흥,♠조경수,2,485(6),3.4,1.2,"계란형큰+,망사+,혀끈+"
2,3,8,체로키마린,한,거,3세,56,,이강서,리카디,♠이경희,6,484(8),53.8,6.8,"혀보정큰+, 망사눈"
3,4,5,라온가람,한,암,2세,53,,최범현,박종곤,♠라온건설,목,457(-10),10.3,2.0,
4,5,10,파워돌풍,한,수,2세,55,,함완식,송문길,♠박정재,3,493(-14),13.6,2.4,
5,6,1,더파이팅,한,수,2세,55,,안토니오,박병일,♠김정철,¾,476(2),4.9,1.5,
6,7,9,찬란한날,한,수,2세,55,,김용근,임봉춘,진교원,¾,449(5),26.0,6.7,망사+
7,8,3,글로벌천사,한,암,2세,53,,이혁,최상식,♠장재형,1,476(-9),54.5,11.8,망사
8,9,2,크레이지선,한,수,2세,55,,안효리,배대선,♠서창식,1¼,473(1),164.7,23.2,망사+
9,10,11,초인스파크,한,수,2세,55,,신형철,안병기,♠박남성,1¾,487(15),72.0,5.4,망사눈+
10,11,6,달리미,한,암,3세,54,,지하주,박천서,윤훈현,5,489(-16),707.2,82.7,"반가지큰+, 망사눈"
11,12,7,바이킹조이,한,수,2세,55,,부민호,김동균,♠이미경,4,447(3),177.5,19.8,
0,1,3,해피삭스,한,암,2세,53,,박을운,강환민,♠김창식,,471(8),2.2,1.1,망사눈
1,2,4,스타워즈,한,거,2세,55,,송재철,서홍수,이본희,목,460(-7),26.3,4.3,망사+
2,3,6,라온샹젤리,한,암,2세,53,,이혁,박종곤,♠라온건설,2½,478(-10),25.4,3.8,망사눈
3,4,9,고고스타,한,암,2세,53,,김정준,김윤섭,김재용,½,459(-11),7.1,2.1,
4,5,11,루비콘,한,암,2세,53,,김옥성,홍대유,♠최동근,½,490(12),188.0,58.8,"계란형큰, 망사눈"
5,6,1,매직의함성,한,수,2세,55,,박현우,이관호,♠황의영,2,516(14),31.8,2.8,"계란형큰, 망사눈"
6,7,12,보디가드,한,수,2세,55,,조재로,조현수,♠(주)나스카,코,485(1),23.6,3.5,"계란형큰, 망사, 승인편자"
7,8,8,럭키월드,한,수,2세,55,,이현종,김동균,♠윤대우,코,465(7),2.8,1.5,망사눈
8,9,2,레드백,한,수,2세,55,,우에다,박천서,윤훈현,¾,495(-8),210.6,26.9,"반가지큰+, 눈가면"
9,10,5,데카브리스트,한,암,3세,54,,권석원,박윤규,김광영,2½,481(2),26.4,19.5,망사눈+
10,11,7,정문짱,한,수,2세,55,,함완식,홍대유,♠김재영b,1½,486(16),24.5,8.5,눈가면
11,12,10,케이엔특급,한,거,2세,55,,안토니오,박대흥,♠조경수,5,461(-12),21.2,3.1,망사+
0,1,12,천지울림,한,거,3세,56,,이준철,김대근,♠고광숙,,477(28),2.5,1.2,
1,2,10,레전드윈,한,수,3세,56,,신형철,서홍수,김규중,½,453(-3),22.7,5.0,망사눈
2,3,5,스페셜스토리,한,암,3세,54,,김정준,박희철,이효선,¾,457(4),11.1,2.1,눈가면
3,4,1,스피드플라잉,한,암,4세,54,,박을운,조현수,♠최몽주,7,484(-3),7.9,1.6,"계란형큰, 눈가면"
4,5,7,빅토리카,한,암,2세,53,,조재로,안해양,♠김한수,1,460(13),20.5,2.8,계란형큰+
5,6,11,그린짱,한,암,2세,53,,빅투아르,홍대유,♠김재영b,1¾,466(15),2.5,1.6,망사눈
6,7,6,원더풀오렌지,한,암,3세,54,,안효리,배대선,♠(주)녹원목장,¾,463(6),23.8,5.2,망사
7,8,8,정문라이언,한,수,2세,55,,조상범,홍대유,♠김재영b,코,503(-4),184.8,23.9,
8,9,3,킬라타스,한,수,3세,56,,다비드,서정하,♠오종택,¾,488(22),14.7,3.7,"계란형큰, 망사"
9,10,9,가온찬,한,암,3세,54,,장추열,정호익,최종환,목,434(5),65.3,12.4,
10,11,4,럭셔리돌풍,한,수,2세,55,,박현우,김동균,♠박정재,3,510(-6),170.7,25.6,계란형큰+
11,12,2,오월강자,한,수,3세,56,,김옥성,박희철,경규환,18,492(-14),233.8,49.3,계란형큰
0,1,2,시리우스에이,미,수,2세,54,39,안토니오,박대흥,♠박남성,,569(7),3.5,1.4,"계란형큰, 망사눈,혀끈-"
1,2,6,그레이돌,미,거,3세,54,36,박현우,최용구,♠강무웅,½,459(12),109.4,12.7,"계란형큰, 망사눈, 혀끈"
2,3,4,파인터치,미,수,3세,56,45,함완식,홍대유,♠최동근,1,430(4),4.8,1.7,
3,4,8,이글이글,미,거,4세,55,39,김옥성,서인석,♠이성인,2½,527(11),19.0,4.5,"계란형큰, 눈가면"
4,5,9,문학앙코르,미,수,2세,53,38,장추열,정호익,♠권경자,목,531(5),20.0,2.4,"계란형큰, 망사눈"
5,6,11,풀부스터,미,수,3세,57,47,우에다,임봉춘,♠최몽주,1,459(2),15.5,2.1,
6,7,1,엉클벨,미,거,3세,57,47,박을운,이신영,♠오종택,6,498(8),2.0,1.4,
7,8,3,스마트스트롱,미,수,3세,51,35,(-4)임다빈,우창구,이보원,목,433(-7),87.5,21.5,"망사눈, 혀끈"
8,9,12,삼단가속,미,수,2세,53,37,정평수,지용철,♠이수길,목,461(11),1215.1,56.7,
9,10,5,문학퀸,미,암,3세,52,36,김동수,신삼영,김재영a,5,502(23),28.3,6.0,망사
10,11,7,금빛여왕,미,암,3세,52,38,이강서,이관호,최경미,½,426(-3),32.0,4.2,"계란형큰+,망사눈+,자극판-,눈가면-"
11,12,10,코인피버,미,거,3세,54,36,지하주,김동철,♠(주)디알엠씨티,2½,483(-2),436.2,17.8,망사눈
0,1,5,땡큐대천,한,수,3세,52,,(-4)임다빈,정호익,♠강용식,,505(17),3.3,1.8,망사눈+
1,2,8,에이스함성,한,수,3세,56,,빅투아르,이관호,♠황의영,2,501(2),3.2,1.2,"계란형큰, 망사눈"
2,3,10,세명강자,한,암,3세,54,,조상범,최영주,이기철,2,451(6),137.5,29.3,"계란형큰, 망사눈"
3,4,1,허니버터바비,한,암,3세,54,,박을운,이신영,♠카도노 시게오,3,478(11),11.6,4.4,"계란형큰, 망사눈"
4,5,12,해피먼스,한,암,3세,54,,이준철,박윤규,♠박덕희,¾,518(13),12.1,2.4,"계란형큰, 망사눈"
5,6,2,피엔에스노랑,한,거,3세,56,,하정훈,조현수,♠피엔에스커튼월,¾,434(9),155.8,20.2,"계란형큰, 망사눈"
6,7,4,트루,한,암,3세,54,,이현종,조현수,♠이혜란,1¼,446(-2),5.6,2.0,"계란형큰, 망사눈"
7,8,7,원퍼트,한,수,3세,56,,정평수,지용철,박시용,1,497(5),5.9,1.6,계란형큰
8,9,3,청담탱크,한,암,3세,54,,우에다,토니,♠삼정,1,447(-3),22.9,5.0,"계란형큰, 망사눈"
9,10,6,선더소니아,한,암,3세,54,,이동진,박대흥,임영수,1¾,496(4),52.2,16.1,
10,11,11,디바인파워,한,수,3세,56,,다비드,손영표,류재욱,16,474(-3),21.2,3.3,망사눈
11,,9,파워뮤직,한,암,3세,54,,최범현,곽영효,♠이미경,출전제외,0(0),----,----,
0,1,9,나의전설,한,수,3세,55,27,우에다,송문길,박복용,,461(5),28.7,4.1,망사
1,2,3,에이피파텍,한,수,3세,56,30,이현종,서범석,♠카도노 시게오,3,474(2),16.1,2.3,"계란형큰, 눈가면"
2,3,6,글로리번,한,암,5세,51,34,(-4)임다빈,정호익,정범성,3,449(-11),56.2,6.0,망사
3,4,8,매직플랜,한,암,3세,54,30,장추열,정호익,♠황봉기,½,459(7),6.3,1.3,"계란형큰+, 망사눈"
4,5,4,프리마니케,한,암,4세,53,26,이철경,서인석,천병득,2½,458(-3),77.9,9.2,"계란형큰, 망사눈"
5,6,10,대형호재,한,거,3세,57,33,이동진,박대흥,나종용,¾,465(0),5.5,2.6,
6,7,1,올드블레이드,한,암,3세,55,35,이혁,최용건,♠김형란,1½,462(0),1.4,1.0,망사
7,8,7,마패봉,한,수,5세,57,33,정평수,지용철,박시용,¾,476(3),304.4,15.9,망사눈
8,9,11,천세만세,한,수,4세,55,27,박병윤,박희철,신영식,머리,519(5),612.5,69.0,망사눈
9,10,5,더비스트,한,수,3세,56,30,이동국,박병일,♠한명로,½,468(-5),90.0,18.0,
10,11,2,갓오브삭스,한,수,4세,56,30,박을운,강환민,♠김창식,1,472(0),78.6,11.9,"계란형큰, 망사눈"
11,12,12,드림걸스,한,암,3세,54,30,최범현,우창구,♠드림커뮤니티,12,423(-17),79.9,8.8,Triabit
0,1,4,장산포에버,미,거,3세,57,50,이현종,리카디,♠김병진,,501(15),1.4,1.0,눈가면
1,2,11,센스쟁이,미,거,4세,56,46,조상범,안병기,김종철,코,504(16),5.3,1.4,망사눈
2,3,2,인천스피드,미,거,4세,56,46,김동수,박병일,♠황봉기,8,484(18),20.8,3.0,계란형큰
3,4,8,황금들판,일,암,7세,55,49,신형철,김점오,♠백경무,4,464(5),46.2,5.5,망사
4,5,7,다비키,미,거,5세,55,42,김옥성,서정하,♠공이공팔,½,492(-8),37.6,4.1,
5,6,9,스트로리아,미,암,5세,52,37,조재로,최용구,♠표종순,1¼,466(-16),21.4,3.7,"계란형큰, 망사눈"
6,7,12,천지명장,미,수,4세,55,42,우에다,손영표,♠최임규,2,444(-6),122.6,20.7,"계란형큰, 망사눈"
7,8,3,로열함성,뉴,거,3세,54,38,박현우,이관호,♠황의영,¾,478(2),29.4,17.8,"계란형큰, 망사눈"
8,9,10,선스타트,미,수,5세,56,45,다비드,손영표,이신근,¾,522(-14),40.6,3.4,"계란형큰, 망사눈"
9,10,5,우승특기,미,수,5세,57,50,안효리,배대선,♠이태인,목,514(13),9.7,2.6,
10,11,6,정상처럼,미,거,3세,54,36,하정훈,강환민,♠정동진,3,462(10),84.0,12.2,"계란형큰,망사+"
11,12,1,트윈제트,미,수,3세,54,36,방춘식,배대선,♠우순근,2,475(-19),28.9,30.8,
0,1,1,정문사이,한,수,4세,56.5,48,송재철,홍대유,♠김재영b,,528(17),3.2,1.2,"계란형큰, 망사"
1,2,7,금아슈프림,한,거,4세,52.5,40,우에다,박천서,♠금아산업(주),3,462(-5),11.3,2.5,"망사눈, 혀끈"
2,3,3,럭셔리캡틴,한,수,3세,54,43,박을운,김동균,김은갑,4,520(-3),2.1,1.2,눈가면
3,4,8,에이스캔트,한,거,5세,53.5,42,다비드,박윤규,♠김지훈,1½,497(-6),4.9,1.9,
4,5,2,천년의고도,한,수,4세,53,41,안효리,배대선,♠류주영,¾,469(1),56.3,5.4,망사눈
5,6,11,정상만세,한,수,6세,54.5,44,조재로,박희철,♠정동진,목,509(-2),51.1,11.8,"계란형큰, 망사눈"
6,7,4,스피드벨,한,거,4세,51,37,김동수,임봉춘,♠최몽주,3,468(6),202.0,19.0,망사눈
7,8,6,강화총각,한,수,5세,57,49,이철경,서인석,서운석,1¼,428(-5),21.0,3.8,"계란형큰, 망사눈"
8,9,12,라이징삭스,한,암,5세,*52,38,하정훈,이관호,♠김창식,¾,464(-14),125.7,30.1,"자극판, 망사눈, 혀끈"
9,10,5,스마티아델,한,암,4세,52.5,43,박현우,송문길,♠이종훈,1¼,430(-8),42.0,5.5,망사
10,11,10,맘마로마,한,암,4세,53.5,45,이현종,리카디,♠김용래,머리,490(0),33.6,3.4,"혀보정+, 망사눈,혀보정큰-"
11,12,9,스카이스톰,한,수,5세,51,36,방춘식,손영표,권용수,1¼,466(-5),103.3,21.4,"계란형큰, 눈가면"
