,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,11,구억마알,한,암,2세,53,,최범현,안해양,임흥호,,441(-2),1.4,1.1,망사+
1,2,6,홀리데이참,한,수,2세,55,,조한별,유재길,♠김세민,4,469(7),71.8,5.2,망사
2,3,4,아델나래,한,수,2세,55,,김용근,송문길,♠이종훈,2,502(-5),86.5,8.8,
3,4,8,거센돌풍,한,수,2세,55,,이혁,최상식,♠강석대,¾,460(10),2.6,1.1,망사눈
4,5,3,동서여걸,한,암,2세,53,,우에다,서홍수,♠김명식,목,407(-9),91.4,11.4,
5,6,10,후이넘,한,수,2세,55,,이기회,김동균,♠김영근,코,499(13),69.0,8.2,
6,7,12,해피드림,한,암,2세,53,,박현우,이관호,♠황은호,1¼,447(-3),76.3,5.9,"계란형큰, 망사"
7,8,9,라게르타,한,암,2세,53,,박을운,이신영,♠이성영,1¼,458(13),82.9,9.0,
8,9,5,컴플리트챔프,한,암,2세,53,,임기원,조현수,♠장세준,머리,497(-5),21.5,2.3,승인편자+
9,10,1,베스트마루,한,수,2세,55,,부민호,이관호,♠베스트샤인조합,6,435(-16),184.5,15.4,망사눈
10,11,2,엘리트룰즈,한,암,2세,53,,이동진,이희영,♠태희종합건설,2,445(7),176.1,4.0,망사눈
11,12,7,찬기참,한,암,2세,53,,송재철,강성오,♠김세민,목,446(14),26.6,2.3,"반가지큰+,망사눈+"
0,1,1,땡벌,한,수,2세,55,,안토니오,박대흥,죽마조합,,487(5),1.2,1.1,"계란형큰,망사+"
1,2,2,최강다이아,한,암,5세,54,,지하주,김동철,한종희,2½,458(-18),137.4,4.8,"계란형큰, 망사눈"
2,3,8,선봉골드,한,암,2세,53,,김옥성,박천서,한영석,6,459(13),7.4,1.9,"반가지큰, 망사눈"
3,4,12,내길의축복,한,암,3세,54,,이동진,박대흥,유종국,1½,487(1),48.7,3.7,"계란형큰, 망사눈"
4,5,10,호크퀸,한,암,2세,50,,(-4)김아현,지용철,♠코리아호스랜드,1,454(-4),40.2,3.2,망사+
5,6,5,원더풀캣,한,암,3세,54,,김정준,임채덕,♠(주)녹원목장,1,422(0),43.6,5.0,"계란형큰+, 망사"
6,7,7,컬러즈온리,한,암,3세,54,,하정훈,구자흥,이화연,1¾,463(7),133.6,34.0,"망사, 반가지큰"
7,8,3,금성차밍,한,수,3세,56,,김덕현,박재우,♠조창규,3,517(-2),29.4,3.7,
8,9,4,강한여전사,한,암,3세,54,,조상범,신삼영,♠조창규,2½,471(-2),6.9,1.8,"계란형큰,망사눈+"
9,10,9,금아임패커블,한,거,4세,56,,김효정,배대선,♠금아산업(주),1¾,523(7),176.7,17.7,망사눈
10,11,11,쏘아라가즈,한,암,2세,53,,조한별,김대근,현태봉,¾,447(-7),101.3,9.7,
11,12,6,백제의미소,한,암,2세,53,,이혁,조현수,♠이혜란,3,459(1),30.4,3.9,망사+
0,1,9,케이엔원더풀,한,거,3세,56,,안토니오,박대흥,♠조경수,,514(13),3.2,1.7,"계란형큰,망사+,양털코-"
1,2,6,샌드파워,한,수,3세,56,,함완식,최상식,♠강석대,1¾,496(5),6.1,1.9,
2,3,10,미르스카이,한,암,3세,54,,박병윤,손영표,류재욱,½,503(9),5.5,2.3,
3,4,11,슈퍼마스터,한,수,3세,56,,다비드,박윤규,♠김지훈,1¾,440(-3),158.2,15.8,"계란형큰, 망사눈,혀끈+"
4,5,7,브라보메이,한,거,2세,55,,빅투아르,서범석,♠오상철,1,492(4),3.9,1.5,망사
5,6,12,이천특급,한,수,3세,55,,(-1)문성혁,서인석,♠이종욱,½,460(4),19.5,4.1,"계란형큰, 망사눈"
6,7,8,블랙인디,한,수,2세,55,,문세영,김동철,♠오종환,목,505(-23),6.3,2.1,계란형큰
7,8,3,플라잉주노,한,암,4세,54,,부민호,심승태,♠김형순,1¾,479(1),11.3,2.5,반가지큰
8,9,4,어드밴스,한,암,3세,54,,하정훈,최봉주,정승희,9,422(-19),184.4,45.1,망사눈
9,10,5,알짜,한,수,3세,56,,김효정,배대선,♠이태인,½,486(1),48.8,3.6,"계란형큰+, 망사"
10,11,2,돌아온셀라,한,암,3세,54,,이강서,박천서,♠손학봉,33,482(9),311.3,53.0,"망사눈, 혀끈"
11,,1,유로아이,한,암,2세,53,,이철경,배휴준,♠오상철,출전제외,477(-4),----,----,망사눈
0,1,7,가나파크,한,암,3세,53,30,임기원,구자흥,♠김한수,,490(-6),13.3,3.9,
1,2,9,라피도아레스,한,암,3세,54,32,송재철,송문길,♠허장원,2,546(6),2.2,1.1,"반가지큰+,망사눈+,계란형큰-,망사-"
2,3,1,뇌성벽력,한,거,4세,*52,24,이철경,서인석,홍상기,1¾,491(7),255.5,19.9,"계란형큰, 혀끈, 눈가면"
3,4,5,럭키스마일,한,암,3세,51,28,(-4)김아현,지용철,♠금악목장,½,505(-8),15.3,2.2,"계란형큰, 망사눈"
4,5,4,투엠오케이,한,거,5세,54,29,하정훈,최봉주,♠미즈타니 마사테루,목,439(-15),51.7,9.0,계란형큰
5,6,3,기븐러너,한,수,4세,55,31,조상범,안병기,이재진,½,476(6),6.7,2.6,망사눈
6,7,6,캡틴브라보,한,거,3세,54.5,30,박현우,곽영효,♠김용래,1,433(-5),11.7,1.9,"계란형큰, 망사눈"
7,8,10,브레인스피더,한,암,4세,*52,24,박상우,서범석,이성헌,¾,504(-9),176.1,69.2,
8,9,8,대마지풍,한,수,4세,52.5,26,김정준,박종곤,한종희,2½,482(10),40.0,6.6,망사눈
9,10,12,마샤,한,암,5세,*52,26,이혁,정호익,♠박남성,1¼,410(-3),107.5,10.1,망사
10,11,11,와일드킹덤,한,수,3세,57,35,김용근,배휴준,양현모,1¾,543(-11),2.9,1.2,"망사, Triabit"
11,,2,두리,한,암,5세,54,32,이기회,김동균,배석두,출전제외,479(0),----,----,계란형큰
0,1,7,선더윈드,한,수,3세,56,,안토니오,리카디,♠조건진,,529(-4),2.2,1.1,망사눈+
1,2,2,텔로스,한,암,2세,53,,부민호,최용건,♠오종택,1½,484(-11),153.0,6.6,"계란형큰, 망사눈"
2,3,5,소중한골든,한,거,3세,56,,이철경,서인석,최영훈,6,442(0),92.6,24.7,"계란형큰, 망사눈"
3,4,8,로드핑크,한,암,3세,54,,조한별,안해양,♠표종순,1,497(10),361.6,29.2,망사
4,5,10,옥추마,한,수,3세,56,,함완식,강성오,♠씨유네트워크,1½,509(-10),12.5,3.2,반가지큰
5,6,4,화이트윙,한,암,2세,53,,박을운,이신영,구리야마 타다시,1,486(4),2.9,1.6,
6,7,12,해피나이스,한,암,3세,54,,하정훈,유재길,김영표,4,448(8),150.3,24.5,망사
7,8,3,샤이니퀸,한,암,3세,54,,조상범,최영주,♠손병철,목,468(6),8.3,1.9,"계란형큰, 망사눈"
8,9,9,선더케이,한,수,3세,56,,이동진,박대흥,♠강경운,1,489(-4),7.3,2.1,"계란형큰, 망사눈"
9,10,1,디바인파워,한,수,3세,56,,우에다,손영표,류재욱,1½,479(5),21.1,3.9,망사눈
10,11,6,메니스톰,한,암,3세,54,,김옥성,최봉주,♠양순희,5,409(-9),21.2,3.2,
11,12,11,런던의러닝,한,거,3세,56,,김귀배,안해양,김창국,285,483(16),161.8,24.4,"눈가면+,망사눈-"
0,1,5,록의제왕,미,수,3세,55,39,김용근,이신영,♠정영식,,481(11),1.5,1.2,망사
1,2,1,피노시스터,미,암,3세,52,38,박현우,박천서,♠박병룡,9,470(-4),11.3,2.0,"망사눈, 혀끈"
2,3,4,절예,미,암,3세,51,46,(-4)김아현,지용철,♠조용학,머리,504(-3),4.2,1.8,계란형큰
3,4,12,창성수호,뉴,수,3세,54,37,김귀배,안해양,임흥호,4,485(-4),39.9,3.9,망사
4,5,8,돌격앞으로,미,암,4세,54,45,우에다,최봉주,민홍기,머리,459(-26),16.4,1.7,"반가지큰, 망사눈"
5,6,11,가야영봉,호,수,4세,54,36,신형철,김점오,♠이선호,1¼,470(-13),284.8,17.3,망사눈
6,7,2,마하걸,일,암,3세,52,36,하정훈,최봉주,♠미즈타니 마사테루,5,446(-17),354.3,26.2,망사눈
7,8,7,마이티후,미,수,2세,53,38,빅투아르,리카디,♠조병태,¾,497(0),17.4,3.2,망사+
8,9,3,에코퍼스트온,미,암,4세,52,38,문세영,임채덕,박동준,3,438(-22),10.6,2.6,"망사눈,승인편자+"
9,10,6,르포브,뉴,거,3세,54,38,안토니오,토니,♠(주)디알엠씨티,3,490(1),96.9,9.4,"계란형큰, 망사눈"
10,11,9,탑플라잉,호,거,4세,53,36,(-1)문성혁,서인석,이미양,8,480(-10),119.7,8.0,"계란형큰, 망사눈"
11,,10,로드블랙,미,암,3세,52,37,다비드,최용구,♠표종순,출전제외,540(8),----,----,망사
0,1,4,럭키봉성,한,암,4세,51,52,임기원,박재우,최기영,,503(7),10.1,2.3,"반가지큰, 망사눈"
1,2,1,장산플라이,한,거,4세,52,53,김동수,서인석,♠김형란,¾,476(3),18.9,2.7,"계란형큰, 망사눈"
2,3,7,님의향기,한,수,4세,56.5,62,다비드,토니,♠한명로,¾,512(1),4.7,1.5,"계란형큰, 망사눈"
3,4,8,최강팀,한,수,3세,55,59,문세영,박대흥,♠박남성,¾,511(10),1.9,1.3,"계란형큰,망사+"
4,5,9,트라이선더,한,거,4세,58,65,이혁,박종곤,이웅열,¾,483(18),14.9,4.2,"망사눈, 승인편자"
5,6,5,연희일출,한,암,3세,*52,53,이준철,김대근,♠최병권,목,448(2),6.2,1.9,눈가면
6,7,10,금로열,한,수,4세,*51,51,(-4)임다빈,우창구,♠배태곤,¾,456(2),59.9,7.5,"반가지큰, 눈가면"
7,8,3,서클댄서,한,암,6세,55.5,63,빅투아르,최봉주,이수행,4,456(-11),19.8,3.9,망사눈
8,9,2,말라카스,한,수,6세,51,51,지하주,김점오,문창완,¾,481(0),60.9,8.2,망사눈
9,10,11,금성황제,한,수,4세,*52,52,조한별,김윤섭,♠조창규,½,490(0),295.0,75.4,망사눈
10,11,12,야호선더캣,한,수,4세,51,51,(-4)김아현,박재우,이태식,2,497(8),125.1,17.4,"반가지큰, 망사눈"
11,12,6,늘푸른캣,한,수,5세,55.5,60,송재철,이희영,(주)늘푸른목장,1,520(-14),40.6,6.0,
0,1,4,호프킹덤,한,거,4세,55,28,김정준,김윤섭,최장석,,524(-17),44.9,3.3,망사
1,2,6,만에하나,한,거,4세,57,32,송재철,김동철,♠이월희,½,469(-8),10.9,2.8,망사눈
2,3,5,갑오풀퀸,한,암,4세,55,33,박을운,이관호,♠김평갑,2½,423(-2),2.8,1.5,"계란형큰, 망사"
3,4,2,무쌍황후,한,암,3세,54,30,안토니오,리카디,이기훈,3,454(6),3.1,1.9,망사-
4,5,9,당대로얄,한,암,4세,53,27,다비드,토니,김광두,머리,431(4),5.3,1.9,"계란형큰,망사눈-"
5,6,3,펀치파워,한,수,3세,55,27,함완식,박희철,♠강석대,1¾,501(-3),12.6,1.6,"계란형큰, 눈가면"
6,7,1,천세만세,한,수,4세,55,26,우에다,박희철,신영식,3,523(4),50.6,11.6,망사눈
7,8,7,백두산천지,한,수,3세,57,32,조상범,임채덕,♠이관형,13,480(5),43.3,4.1,"계란형큰+,망사눈+"
8,9,8,나인아이,한,수,2세,51,28,(-4)김아현,지용철,♠금악목장,6,489(-17),6.8,2.4,"계란형큰, 망사"
0,1,5,플래티넘유로,한,거,4세,57,75,문세영,최용건,♠박성구,,523(2),2.6,1.2,"계란형큰+, 망사눈,자극판-"
1,2,6,라피도쿠스,한,거,4세,56,73,박현우,송문길,♠허장원,2½,526(1),6.2,2.4,망사
2,3,10,톱브레인,미,거,5세,57,76,이혁,최용건,♠김철,1,505(-1),3.4,1.8,"계란형큰+, 망사"
3,4,7,금아홀섬,미,거,4세,55,71,함완식,이신영,♠금아산업(주),2,521(-7),7.9,1.6,망사
4,5,9,서울의별,한,암,5세,52,80,(-4)김아현,김동철,♠김선식,3,435(-19),39.5,5.4,
5,6,3,스마티블루,한,거,5세,54,66,우에다,전승규,♠김용래,2,515(0),10.7,2.2,Triabit
6,7,2,정안킹덤,한,거,6세,54,67,김옥성,김윤섭,조금제,¾,460(-3),85.2,15.9,
7,8,4,환상스타,미,수,4세,55,71,이철경,서인석,최영훈,7,474(4),22.3,3.4,
8,9,8,원더풀챔피언,한,수,5세,54,67,송재철,우창구,이장한,7,475(4),74.0,30.7,망사눈
9,10,1,초인마,한,수,5세,58,79,빅투아르,이관호,♠박남성,2½,525(7),10.7,3.0,"계란형큰, 망사"
0,1,6,뉴문워리어,한,거,3세,56,48,문세영,송문길,최종환,,484(20),3.8,1.5,망사
1,2,9,사람이라는별,한,수,3세,53.5,43,임기원,안병기,♠우태율,목,533(-14),2.5,1.3,"계란형큰, 망사눈"
2,3,4,클린업해피,한,거,3세,53,42,다비드,박재우,♠씨유네트워크,½,511(4),3.5,1.6,망사눈
3,3,10,머니챔프,한,거,3세,53,42,박을운,김동균,♠최임규,동순위,479(18),105.8,17.2,"계란형큰, 망사눈"
4,5,1,그린다르크,한,암,4세,52,43,김정준,구자흥,♠김재영b,1½,461(-3),16.1,2.4,망사눈
5,6,5,싱그러운타임,한,암,4세,*52,42,송재철,김동균,♠조창석,½,477(5),53.9,5.6,망사눈
6,7,11,섬싱노바디노,한,수,4세,57,50,함완식,홍대유,정춘복,머리,461(0),14.1,2.7,망사눈
7,8,7,레이디켈리,한,암,3세,53,45,김용근,우창구,♠(주)인펨,3,518(14),11.7,3.3,Triabit
8,9,8,루미네스,한,거,4세,53,50,(-4)김아현,박천서,임민영,1¼,519(-2),112.2,10.7,망사
9,10,3,브라운로즈,한,암,5세,53,45,빅투아르,이관호,제주축협,1½,438(-21),61.1,15.7,망사눈
10,11,12,송암티즈,한,수,3세,53,42,이동진,박대흥,지원철,4,486(8),39.5,5.4,"계란형큰, 망사"
11,12,2,기븐위켄드,한,거,4세,54.5,45,이강서,박천서,배선규,20,469(6),105.8,39.5,"반가지큰, 망사눈"
0,1,8,모르피스,미,거,5세,58,123,빅투아르,이관호,♠박남성,,518(2),2.2,1.0,"계란형큰, 망사눈"
1,2,4,청수여걸,미,암,5세,*52,84,문세영,박대흥,♠청수,½,505(2),5.3,1.6,망사
2,3,1,문학쓰나미,미,수,4세,*52,88,이혁,정호익,♠권경자,2½,499(0),18.7,5.8,눈가면
3,4,5,문학타이거,미,수,4세,51,93,임기원,박재우,♠황봉기,½,517(10),3.8,1.8,반가지큰
4,5,6,선라이팅,미,수,5세,*52,95,박상우,서범석,이신근,2,531(-3),58.9,10.2,망사눈
5,6,10,강성대국,한,수,7세,51,86,김동수,김점오,박양호,½,465(0),104.6,11.4,망사눈
6,7,2,어나더스마트원,미,거,6세,*52,101,박현우,이관호,♠박남성,코,495(-7),43.4,7.5,망사
7,8,9,독도지기,한,수,5세,*52,101,우에다,송문길,황영금,½,511(0),9.7,4.0,혀끈
8,9,7,젠테너리,미,거,9세,*52,97,김귀배,서인석,안병렬,¾,478(-5),100.1,22.7,계란형큰
9,10,12,런닝스톰,한,수,5세,*52,90,김효정,배대선,♠(주)디알엠씨티,1,469(17),38.8,6.6,망사눈
10,11,3,성파,미,수,6세,*52,84,이철경,서인석,서운석,½,486(-9),101.1,13.5,"계란형큰, 눈가면"
11,12,11,스카이베이,미,암,5세,51,110,김용근,이신영,황영금,2,504(1),11.3,3.3,망사
