,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,1,파인팜,한,암,2세,53,,다비드,박재우,♠럭키팜,,473(5),2.4,1.1,망사눈
1,2,7,라온더아리아,한,암,2세,53,,박태종,박종곤,♠라온건설,3,447(-4),2.8,1.1,망사눈
2,3,8,캐시백,한,수,2세,55,,김귀배,이희영,김창국,1,507(8),69.8,10.3,
3,4,10,노스몰선,한,암,2세,53,,장추열,정호익,♠김평갑,2½,502(5),13.3,1.8,계란형큰
4,5,4,남산호랑이,한,수,2세,55,,빅투아르,리카디,♠이기선,1,488(4),3.0,1.3,계란형큰+
5,6,11,신주류,한,수,2세,55,,박을운,조현수,♠김선식,2,487(2),340.1,17.8,계란형큰
6,7,3,초원의힘,한,암,2세,52,,(-1)임다빈,우창구,조홍구,1½,467(3),130.4,74.7,망사+
7,8,9,용암보스,한,수,2세,55,,송재철,곽영효,♠나기두,¾,429(-1),144.0,6.8,망사눈
8,9,6,허니펀치,한,암,2세,53,,유승완,김동균,김봉섭,¾,485(-7),76.5,7.5,망사눈+
9,10,5,로즈골드,한,수,2세,55,,김옥성,임채덕,황혜정,2½,466(12),206.2,19.5,"계란형큰,망사눈"
10,11,2,피엔에스린,한,거,2세,55,,김정준,구자흥,♠피엔에스홈즈,1¼,493(-1),57.4,6.3,"망사+,반가지큰+"
0,1,3,스마트하이,한,암,3세,54,,유승완,최용건,김창호,,485(-5),3.4,1.4,
1,2,4,넘버원타깃,한,암,4세,50,,(-4)김태희,이희영,♠태립,1,504(2),68.8,7.2,망사
2,3,5,루비캣,한,암,3세,54,,김용근,안병기,♠김기종,2½,540(8),4.9,1.6,"계란형큰,망사눈"
3,4,10,큐피드원더,한,암,3세,54,,김귀배,이희영,♠서순배,2,456(10),26.3,6.0,"눈가면,반가지큰"
4,5,8,은혜충만,한,암,4세,54,,이동국,박병일,강태구,½,490(6),22.0,4.1,
5,6,12,브이퀸,한,암,3세,54,,박을운,박천서,♠박평양,1¼,466(-3),19.1,2.4,"Triabit ,망사,혀끈"
6,7,9,뉴스마트,한,암,3세,54,,부민호,심승태,♠김태성,목,469(-7),102.4,8.7,
7,8,6,트로트퀸,한,암,2세,53,,장추열,김동균,♠김영근,6,474(9),147.5,8.7,
8,9,11,제로백파이브,한,암,3세,54,,윤영민,구자흥,♠청수,½,467(-20),187.3,29.5,"망사눈+,반가지큰+,망사-"
9,10,1,플라잉바비,한,암,4세,54,,안토니오,안해양,♠송암축산,¾,438(8),27.3,5.6,"계란형큰,망사"
10,11,14,골드카이저,한,암,3세,54,,문정균,최영주,김근영,1½,455(-2),2.0,1.3,
11,12,13,명진캔디,한,암,3세,54,,황순도,임봉춘,♠(주)자성실업,¾,484(32),47.1,7.0,눈가면
12,13,2,럭셔리골드,한,암,4세,54,,박현우,임봉춘,♠김태성,1¾,480(-1),189.1,29.4,망사
13,14,7,퍼펙트라이트,한,암,4세,54,,김효정,우창구,♠변갑한,2,458(2),220.6,25.6,"Triabit ,망사눈"
0,1,3,거센돌풍,한,수,3세,56,,김동수,최상식,♠강석대,,474(3),5.6,2.0,망사
1,2,8,워리어선더,한,거,4세,56,,유승완,최봉주,윤지중,4,489(2),88.8,13.7,"계란형큰,눈가면"
2,3,6,더블테이크,한,암,3세,54,,먼로,안해양,♠김성래,머리,471(2),5.7,1.8,망사눈
3,4,13,킹크러시,한,수,3세,56,,서승운,최용건,♠박정배,1,514(-5),94.2,23.0,계란형큰
4,5,11,포사포사,한,수,2세,51,,(-4)김아현,지용철,박시용,1½,495(8),5.9,1.7,망사눈
5,6,5,코리아기적,한,거,4세,56,,김용근,지용철,♠오종환,2½,487(0),5.1,1.7,
