,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,11,은혜,한,수,3세,56,,안토니오,최용구,강태구,,502(-2),4.6,1.7,"망사눈,혀끈"
1,2,10,콩코드스퍼트,한,수,3세,56,,최범현,곽영효,♠김준현,3,505(2),7.7,1.7,망사눈
2,3,8,골든스쿠프,한,암,3세,54,,함완식,이관호,♠김정철,1½,465(-8),9.4,2.2,눈가면
3,4,3,리버태양,한,거,3세,56,,장추열,박대흥,♠박남성,½,468(-16),8.8,2.8,망사
4,5,9,남산무적,한,수,3세,56,,빅투아르,강성오,♠이기선,2,451(-1),255.7,13.7,"계란형큰+,망사+,망사눈-"
5,6,6,에코존,한,수,3세,56,,조한별,김동철,♠양순희,목,449(-7),310.7,57.7,망사
6,7,2,컴플리트웨펀,한,수,3세,56,,정정희,박재우,♠장석영,½,487(-4),2.3,1.3,망사눈
7,8,14,건곤일척,한,수,3세,56,,이철경,서인석,서상주,3,466(-3),59.8,11.1,"계란형큰,망사눈"
8,9,4,정문질주,한,수,3세,56,,이혁,홍대유,♠김재영b,½,524(8),6.2,2.0,
9,10,7,상상질주,한,수,3세,56,,김태훈,박천서,하영덕,¾,477(-12),131.2,24.6,망사눈
10,11,12,탱자,한,수,3세,56,,김정준,박병일,♠임한용,목,434(-17),43.0,7.9,"계란형큰,눈가면"
11,12,5,위즈업,한,수,3세,56,,박현우,송문길,♠최몽주,3,445(-4),91.3,15.7,망사+
12,13,13,원평버드,한,수,3세,56,,박병윤,유재길,♠김용재,4,469(4),291.9,61.7,
13,14,1,서머에이스,한,수,3세,56,,유승완,김동균,♠김한수,8,487(1),155.9,53.2,망사눈
0,1,13,로드에이스,한,수,3세,56,,김정준,김동철,♠손병철,,493(-1),9.2,2.1,망사
1,2,1,그랜드파워,한,수,3세,56,,함완식,김동균,♠박민지,5,509(-2),1.4,1.2,계란형큰
2,3,6,넘버원타깃,한,암,5세,53.5,,(-1)임다빈,이희영,♠태립,목,499(7),12.5,2.5,망사
3,4,5,퀸라이언,한,암,5세,51.5,,(-3)김아현,조현수,♠신우철,1¼,435(-7),14.2,2.6,"계란형큰,망사눈"
4,5,9,온천하,한,수,4세,56.5,,김태훈,지용철,♠김광명,1,484(-2),19.9,3.5,"계란형큰,망사눈"
5,6,12,피엔에스찬스,한,암,3세,54,,정정희,박윤규,♠피엔에스커튼월,목,449(-2),28.9,2.9,망사
6,7,3,스카이팡팡,한,수,3세,56,,유승완,김윤섭,김재용,머리,485(-2),24.0,2.9,망사+
7,8,11,런던파워,한,암,4세,54.5,,김효정,안해양,임현성,½,443(-6),8.9,2.2,"망사눈,계란형큰-"
8,9,7,머니스톤,한,암,4세,54.5,,최범현,곽영효,♠정기환,1¼,432(-5),156.0,14.1,망사눈
9,10,4,카지노스타,한,암,4세,54.5,,부민호,서범석,♠미즈타니 마사테루,1,423(3),187.6,28.3,망사
10,11,8,야무진왕초,한,수,3세,56,,조한별,안병기,♠우태율,4,467(1),100.5,15.6,망사눈
11,12,2,럭센,한,수,3세,56,,하정훈,임채덕,손칠규,1,474(-8),224.5,51.3,"Triabit ,망사눈"
12,13,14,그레이트매직,한,수,3세,56,,장추열,최봉주,윤지중,½,517(-10),197.0,59.2,망사눈
13,14,10,베스트플랜,한,암,3세,54,,박병윤,홍대유,♠에스지이건설,2½,431(1),225.9,31.4,"망사눈,혀끈-"
0,1,3,한강보스,한,거,3세,56,,유승완,곽영효,♠나기두,,468(3),6.8,1.8,망사눈
1,2,5,케이엔파크,한,거,4세,53.5,,(-3)김아현,박대흥,♠조경수,1½,488(5),46.6,6.9,"계란형큰,망사눈"
2,3,1,장군별,한,수,3세,56,,함완식,최봉주,♠오종환,2½,526(-3),4.8,1.8,
3,4,8,옥동공주,한,암,4세,54.5,,장추열,손영표,♠황경호,2,471(1),7.4,1.9,망사눈
4,5,6,비크레이지,한,거,4세,56.5,,안토니오,최용구,전영애,¾,542(-5),1.9,1.2,계란형큰
5,6,2,신주류,한,수,3세,56,,빅투아르,조현수,♠김선식,2½,484(-1),20.7,3.2,계란형큰-
6,7,10,러너몬스터,한,수,3세,56,,박현우,최영주,♠손학봉,2½,449(-2),259.8,17.4,망사눈+
7,8,7,글로벌스톰,한,거,4세,56.5,,방춘식,최상식,♠장재형,6,473(7),38.8,5.0,망사
8,9,13,투에이스,한,거,4세,56.5,,김태훈,임채덕,김순건,1,478(4),111.1,37.4,망사
9,10,12,마이더스캠프,한,수,4세,56.5,,이철경,서인석,이유환,½,433(-15),9.2,2.5,"계란형큰,눈가면"
10,11,11,테이크머니,한,거,3세,56,,이혁,안병기,♠김용래,3,509(-4),138.2,15.4,"계란형큰,망사눈"
11,12,9,블루카이저,한,암,4세,54.5,,문성혁,최봉주,♠임동현,4,446(-1),275.0,21.1,"D형구리+,망사눈,JR러깅-"
12,13,4,통일전사,한,거,4세,56.5,,박을운,김점오,♠백경무,1,494(-5),231.2,21.9,"망사눈,반가지큰,혀끈-"
0,1,3,남산열매,한,암,4세,54.5,,안토니오,리카디,♠이기선,,483(-8),11.5,3.1,"망사눈,혀끈-"
1,2,2,소중한당신,한,암,4세,54.5,,조한별,배휴준,♠이성님,½,473(2),10.8,2.5,망사눈
2,3,11,티나,한,암,4세,54.5,,유승완,이관호,곽홍석,2,475(-4),13.7,3.0,망사눈
3,4,4,함평파이터,한,암,3세,51,,(-3)김아현,최영주,♠함평제일,2½,496(-5),76.0,12.8,"계란형큰,망사눈"
4,5,13,퍼스트로드,한,암,4세,54.5,,다비드,박대흥,죽마조합,¾,468(3),4.3,1.6,망사
5,6,8,동서여걸,한,암,4세,54.5,,김용근,서홍수,♠김명식,2,412(1),11.2,3.5,망사
6,7,7,갈색향기,한,암,3세,54,,빅투아르,안병기,♠김광명,¾,469(1),2.2,1.3,망사눈
7,8,12,원평퀸,한,암,3세,54,,장추열,유재길,♠김용재,½,465(0),15.3,4.0,
8,9,10,원더풀니키야,한,암,5세,54.5,,함완식,최봉주,♠지대섭,1,449(-8),11.8,3.8,"계란형큰,망사눈,혀끈"
9,10,9,선봉골드,한,암,4세,54.5,,박을운,박천서,한영석,½,452(1),110.5,14.1,
10,11,14,프린세스데이,한,암,4세,54.5,,이철경,조현수,♠김선식,1½,490(-8),38.2,6.6,망사
11,12,6,그린최강,한,암,4세,54.5,,박병윤,홍대유,♠김재영b,1¼,469(8),119.8,10.5,망사눈
12,13,5,주얼리베스트,한,암,3세,54,,방춘식,심승태,♠김태성,3,463(2),102.9,18.4,"계란형큰+,망사눈"
13,14,1,정겨운,한,암,4세,54.5,,박상우,유재길,이장운,6,399(-3),140.1,23.3,
0,1,4,퀴클리런,한,암,3세,53,30,김용근,강성오,씨유네트워크,,485(-10),4.2,2.1,"계란형큰,망사"
1,2,8,천마비상,한,암,4세,55,27,문성혁,서인석,정승희,2,455(2),14.1,3.1,"계란형큰,망사눈"
2,3,12,쿨프린세스,한,암,4세,55,30,박을운,임채덕,이용대,목,478(-3),12.5,3.7,"가지,망사눈"
3,4,7,리마커블,한,암,3세,53,28,이혁,지용철,♠조용학,목,483(1),11.2,2.3,"계란형큰,망사"
4,5,2,서니블레이드,한,암,3세,53,30,정정희,최용건,♠김병진,머리,481(5),20.0,4.3,"계란형큰,눈가면"
5,6,5,드림여왕,한,암,4세,55,29,김효정,안해양,임현성,2,475(2),21.6,5.5,망사눈
6,7,6,섀도우퀸,한,암,5세,55,35,유승완,신삼영,링크폴로,목,475(-5),11.5,3.6,"계란형큰,눈가면"
7,8,10,레전드삭스,한,암,3세,53,31,장추열,강환민,♠김창식,3,469(-20),3.7,1.6,
8,9,9,스페셜스토리,한,암,5세,52,30,(-3)김아현,박희철,이효선,¾,450(-5),52.1,12.6,"계란형큰,눈가면"
9,10,1,특별,한,암,3세,53,30,김동수,전승규,♠배은정,코,434(-3),9.1,3.4,"계란형큰,망사눈"
10,11,11,모던베스트,한,암,4세,55,30,조한별,이희영,베스트샤인조합,1½,429(-1),62.2,18.5,
11,12,3,큐피드원더,한,암,4세,54,31,(-1)임다빈,이희영,♠서순배,머리,452(-4),7.4,2.8,"눈가면,반가지큰"
12,13,14,하루온,한,암,5세,55,30,김정준,박병일,♠임동현,½,481(1),60.5,14.9,눈가면
13,14,13,별빛마루,한,암,3세,53,32,다비드,박재우,♠서순배,5,456(-3),41.6,11.4,망사눈
0,1,10,케이엔라이트,한,거,4세,55,31,다비드,박대흥,♠조경수,,493(1),2.5,1.6,"계란형큰,망사,혀끈"
1,2,12,라온더타이거,한,거,4세,55.5,32,이혁,박종곤,♠라온산업개발(주),¾,461(6),6.8,3.1,망사눈
2,3,5,아델머스탱,한,수,4세,53,27,박현우,송문길,♠이종훈,2½,471(-6),10.2,2.3,
3,4,1,브라보삭스,미,거,5세,54.5,32,(-1)임다빈,이관호,♠김창식,목,465(-10),8.0,2.1,"계란형큰,망사"
4,5,13,스마트전사,한,거,4세,54.5,30,김정준,송문길,♠김태성,1¾,479(-5),54.8,9.9,망사
5,6,9,부스터로켓,한,암,5세,52.5,30,김동수,최봉주,윤지중,¾,470(1),4.7,1.9,망사눈
6,7,4,스타러시,한,수,5세,53.5,28,장추열,김동철,제주축협,목,454(3),17.8,2.9,망사
7,8,7,원더풀캣,한,암,5세,*52,26,조한별,임채덕,♠(주)녹원목장,¾,437(-3),130.2,37.0,망사눈
8,9,14,원더풀오렌지,한,암,5세,52,29,김효정,배대선,♠(주)녹원목장,½,450(-9),17.8,3.3,망사
9,10,3,세명강자,한,암,5세,*52,25,하정훈,서정하,이기철,½,455(-1),89.8,15.3,"계란형큰,망사눈"
10,11,11,컴플리트룰러,한,수,3세,54.5,31,정정희,박재우,♠장세준,½,559(-1),11.6,3.0,
11,12,8,브레인스피더,한,암,6세,*52,21,부민호,서범석,이성헌,4,496(-5),105.7,15.6,
12,13,2,아마로네,한,암,7세,*52,23,박상우,임봉춘,♠(주)나스카,8,440(-2),86.7,16.6,"망사눈,반가지큰"
13,14,6,골디락스,한,수,5세,53,27,김태훈,조현수,♠윤우환,15,535(-4),80.5,21.2,"계란형큰,승인편자"
0,1,2,엠제이베스트,한,수,4세,54.5,40,이혁,임봉춘,♠박정재,,488(4),4.1,1.8,"계란형큰,망사눈"
1,2,3,티즈블랙,한,거,5세,56,43,장추열,우창구,유길상,4,482(-1),4.0,1.5,"망사눈,반가지큰"
2,3,1,대완구,한,거,4세,53.5,38,유승완,김동균,♠김진영a,1½,455(3),5.2,1.8,망사
3,4,5,블랙실버,한,암,5세,*52,38,이철경,서인석,홍상기,¾,449(3),22.3,5.0,계란형큰
4,5,13,루미너스퀸,한,암,4세,53,41,김태훈,신삼영,♠손학봉,2,458(5),8.2,2.5,망사
5,6,12,슈퍼엑톤,한,거,5세,53.5,38,정정희,강환민,♠삼정,머리,444(-1),10.9,2.8,망사
6,7,4,글로벌럭키,미,암,5세,*52,36,방춘식,최상식,♠장재형,코,417(-3),72.6,15.1,망사눈
7,8,14,대산특급,한,수,4세,52,37,(-1)임다빈,구자흥,말사모,1¼,464(-1),5.2,2.7,"망사눈,자극판+,반가지큰-"
8,9,8,글로벌선,한,암,5세,52,39,김동수,최상식,♠장재형,목,458(5),41.2,5.8,"망사,혀끈"
9,10,6,에이스캔트,한,거,7세,53,37,다비드,박윤규,김지훈,1,491(3),83.3,12.1,승인편자
10,11,11,천마투데이,한,암,4세,*52,36,김정준,배대선,♠박웅진,코,442(-12),43.0,8.5,"계란형큰,망사"
11,12,7,일마레,한,수,6세,53,37,부민호,서범석,♠카도노 시게오,4,453(2),31.0,7.4,"계란형큰,망사눈"
12,13,9,정문지존,한,거,4세,53,37,박을운,홍대유,♠김재영b,1,517(3),72.6,12.2,
13,,10,명진데이,한,수,4세,56,43,문성혁,전승규,♠정은섭,출전취소,(0),----,----,"Triabit ,망사눈"
0,1,9,럭키영,미,거,4세,52,38,김동수,전승규,♠럭키팜,,483(-12),4.0,1.9,"눈가면,자극판"
1,2,1,천년의바람,한,거,6세,*52,35,박상우,임봉춘,♠류화영,6,498(-1),44.1,4.8,계란형큰
2,3,2,어마무시,미,거,5세,53,40,조한별,안병기,♠우태율,4,509(-1),36.4,8.9,망사
3,4,6,문학파로아,미,수,4세,*52,36,방춘식,박종곤,♠에스지이건설,½,513(-2),50.1,10.6,망사눈
4,5,8,천군,미,거,5세,54,42,이철경,이관호,♠황은호,½,454(-5),8.0,2.1,"계란형큰,망사눈"
5,6,10,백스핀,한,암,6세,*52,38,김정준,이관호,♠이경희,코,449(-5),50.8,8.1,"계란형큰,눈가면"
6,7,5,시선집중,한,거,5세,52.5,39,박을운,조현수,이대만,½,475(-1),3.9,1.4,
7,8,3,장산탱크,미,거,5세,56.5,47,다비드,최용건,♠김병진,1¾,517(-2),18.2,3.8,"계란형큰,망사눈"
8,9,4,조이풀케이,한,암,5세,53,44,최범현,강환민,♠강경운,½,466(1),3.0,1.7,"계란형큰,망사"
9,10,12,선포레,미,거,5세,51,36,(-1)임다빈,서인석,서상주,2,454(-1),81.1,8.0,"계란형큰,망사눈"
10,11,11,은어축제,미,수,5세,52,38,정정희,박재우,♠럭키팜,9,504(-6),9.6,2.7,망사눈
11,12,7,장산스타트,미,거,5세,51,36,김용근,토니,♠김병진,6,464(1),57.4,6.5,"계란형큰,망사눈,혀끈"
0,1,7,스팟플래터,한,수,4세,54,57,함완식,김동균,♠박준배,,485(1),3.2,1.4,
1,2,1,스테디챔피언,한,수,4세,53,55,박을운,김점오,♠신우철,¾,502(-1),4.1,1.6,"계란형큰,망사"
2,3,3,스카이돌풍,한,수,7세,52.5,54,김효정,송문길,♠김태성,2½,485(3),184.3,12.6,망사눈
3,4,5,라온더스퍼트,한,암,3세,*52,54,이혁,박종곤,♠라온산업개발(주),머리,465(8),3.7,1.7,망사눈
4,5,2,에이피파텍,한,수,5세,*52,51,부민호,서범석,♠카도노 시게오,½,468(-9),23.0,4.2,"계란형큰,눈가면"
5,6,11,해들뫼,한,거,6세,53.5,56,장추열,정호익,♠박남성,목,514(-1),81.8,7.1,망사눈
6,7,12,정문볼트,한,수,5세,*52,52,김용근,홍대유,♠김재영b,코,467(-6),10.8,2.9,망사눈
7,8,10,대군파워,한,거,6세,51,51,(-3)김아현,구자흥,♠표종순,목,464(6),264.4,25.4,"계란형큰,망사,혀끈"
8,9,13,룰브레이커,한,수,6세,53,55,박병윤,서정하,♠오종택,2,480(-6),379.6,44.6,
9,10,6,백색광채,한,거,6세,58,65,최범현,배대선,미리내,3,485(-8),5.2,1.9,망사
10,11,8,러닝복스,한,암,6세,*52,52,김동수,최봉주,♠오종환,1,451(-2),305.0,34.3,망사눈
11,12,14,제왕의별,한,수,7세,58,65,이철경,임채덕,♠(주)녹원목장,¾,455(-4),88.7,9.3,"망사눈,승인편자,자극판"
12,13,9,장산바다,한,수,5세,58,65,안토니오,토니,♠김형란,½,457(-2),18.5,4.1,"계란형큰,망사눈,승인편자,혀끈"
13,14,4,리틀보이플래시,미,거,6세,*52,51,방춘식,박윤규,♠박덕희,5,521(4),229.5,24.0,눈가면
0,1,3,마이티후,미,수,4세,56,60,다비드,서홍수,♠조병태,,507(-4),7.7,2.3,
1,2,11,센스쟁이,미,거,6세,56,63,조한별,안병기,김종철,3,495(7),43.2,5.7,망사
2,3,1,큐피드베이브,뉴,거,5세,56,52,이혁,신삼영,♠서순배,1¼,475(3),19.9,4.1,계란형큰
3,4,6,에이스함성,한,수,5세,56,52,함완식,이관호,♠황의영,코,489(0),37.9,4.4,"계란형큰,망사눈"
4,5,2,최강게임,한,수,4세,56,58,장추열,전승규,♠이강운,½,500(4),1.4,1.0,"Triabit ,망사"
5,6,13,말리부진저,미,거,7세,56,57,박병윤,이신영,♠정영식,¾,491(-6),361.2,21.7,망사
6,7,9,돌아온뽀빠이,미,거,5세,56,63,김용근,최용구,이영해,4,514(-3),24.2,3.5,"계란형큰,망사눈"
7,8,5,록라인,한,수,5세,56,59,김정준,최영주,소태영,¾,495(-4),47.1,4.8,
8,9,8,빅트리플,미,거,5세,56,54,안토니오,강환민,♠이종원,1,483(10),25.3,3.5,망사눈
9,10,10,디스챌린지,미,거,4세,56,51,빅투아르,서인석,♠최상기,1¼,455(11),144.2,10.9,
10,11,12,어디가나,한,암,4세,54,63,유승완,김윤섭,♠에스지이건설,2,512(-4),5.5,1.8,망사눈
11,12,4,블루마카롱,미,암,5세,54,61,박을운,김동철,♠최병욱,머리,456(-6),144.2,13.6,망사눈
12,13,14,문학드림,미,수,5세,56,52,최범현,박종곤,♠권경자,½,492(4),84.0,13.0,"Triabit +,망사눈,반가지큰-"
13,14,7,황금럭키,미,수,5세,56,52,박현우,임봉춘,♠송진석,½,540(0),255.5,26.7,승인편자+
0,1,13,라온더파이터,한,수,4세,54,120,이혁,박종곤,♠라온산업개발(주),,486(-2),1.0,1.1,망사눈
1,2,5,딕시어게인,한,거,6세,51,81,(-1)임다빈,이신영,♠정영식,8,495(-6),63.6,3.9,"망사,승인편자"
2,3,9,마이티고,미,거,5세,51,103,다비드,서홍수,♠조병태,목,472(3),20.3,2.1,계란형큰
3,4,7,레전드데이,미,수,4세,*52,87,김동수,정호익,♠양순희,1,500(5),25.0,1.8,망사눈
4,5,8,청담지니,미,거,6세,51,94,김용근,토니,♠삼정,머리,501(-4),65.5,11.6,"계란형큰,눈가면,혀끈"
5,6,1,탭패션드,미,거,7세,*52,81,유승완,김동균,♠김진영a,½,465(25),115.2,23.7,"망사눈+,망사-"
6,7,10,모르피스,미,거,7세,59,130,빅투아르,이관호,♠박남성,목,510(-3),44.1,2.9,"계란형큰,망사눈"
7,8,3,스프링백,미,거,6세,*52,109,정정희,안병기,♠(주)디알엠씨티,1¼,514(8),36.5,3.0,망사눈
8,9,6,개나리송,한,거,6세,*52,90,김정준,박대흥,김원숙,½,515(-7),73.4,7.9,"망사,승인편자+"
9,10,12,마스크,한,수,7세,*52,97,이철경,임봉춘,김진태a,½,497(12),131.4,12.8,망사눈
10,11,11,글로벌캡틴,미,수,6세,*52,115,장추열,정호익,♠장재형,목,510(10),25.3,3.5,"JR러깅,망사눈"
11,12,2,하바나찰리,미,거,6세,*52,94,조한별,최용구,♠강무웅,1¼,531(0),126.0,15.5,"망사눈+,반가지큰,혀끈+,눈가면-"
