,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,4,최강퀸,한,암,3세,54,,문세영,박대흥,♠박남성,,488(-1),2.6,1.0,계란형큰
1,2,7,소베라니아,한,암,3세,54,,박을운,심승태,♠선우파워텍(주),1,485(4),12.6,1.6,"계란형큰, 망사눈"
2,3,2,리드보컬,한,암,3세,54,,임기원,안병기,♠강현철,코,493(-1),1.6,1.1,망사눈
3,4,1,플라잉풀문,한,암,3세,54,,신형철,임채덕,♠김형순,4,477(1),63.5,9.4,"자극판, 망사눈"
4,5,8,모던베스트,한,암,3세,54,,송재철,이희영,♠베스트샤인조합,1½,435(6),11.9,2.2,
5,6,6,프린세스데이,한,암,3세,54,,조상범,조현수,♠김선식,10,493(-1),59.4,3.2,
6,7,5,금성패션,한,암,3세,54,,유승완,김윤섭,♠조창규,¾,468(4),52.4,7.5,"계란형큰, 망사눈"
7,8,3,햇살타고,한,암,3세,54,,장추열,김동철,김종식,3,423(13),35.2,5.4,계란형큰
0,1,7,유쾌한날들,한,수,2세,55,,임기원,박재우,♠김세권,,467(-6),1.8,1.1,
1,2,5,벤칼프린세스,한,암,2세,53,,문성혁,서인석,♠박준배,4,466(7),3.5,1.8,눈가면
2,3,8,별의순간,한,수,2세,55,,문세영,송문길,♠정형철,1¾,503(-7),7.4,1.9,
3,4,2,톱클래스,한,수,2세,55,,신형철,강성오,♠김기종,2,430(7),32.3,2.1,"계란형큰, 망사눈"
4,5,3,로드에이스,한,수,2세,55,,김용근,김동철,♠손병철,½,485(-5),32.1,4.9,
5,6,4,야무진꿈,한,암,2세,53,,정정희,안병기,♠우태율,머리,506(-3),55.4,13.6,"계란형큰+,망사눈+"
6,7,1,마파람,한,암,2세,53,,송재철,임봉춘,♠(주)나스카,½,460(-3),65.9,16.6,
7,8,6,포사포사,한,수,2세,55,,조상범,지용철,박시용,2,488(7),59.3,10.3,
8,9,9,예술이야,한,수,2세,55,,장추열,최용구,♠강무웅,1,481(20),6.0,1.2,"반가지큰,망사눈+"
0,1,3,아쿠아펀치,한,암,3세,54,,정정희,최용건,구인택,,517(8),1.3,1.0,계란형큰
1,2,2,보리보리,한,암,3세,54,,우에다,임봉춘,피닉스,1½,411(3),10.1,1.4,눈가면
2,3,8,미스스피드,한,암,3세,54,,문성혁,김동철,♠김명식,2,442(5),54.3,16.7,
3,4,1,천둥캣,한,암,3세,54,,하정훈,심승태,♠이종욱,1½,478(6),8.3,1.9,망사눈+
4,5,6,월드메니피,한,암,3세,54,,조상범,서인석,♠이성님,1¼,441(-2),14.9,4.3,"계란형큰, 눈가면"
5,6,5,퀸라이언,한,암,4세,54,,김동수,조현수,♠신우철,3,441(-14),30.3,3.8,"계란형큰, 망사눈"
6,7,4,어드밴스,한,암,4세,50,,(-4)김아현,최봉주,정승희,¾,450(23),10.7,1.5,망사눈
7,8,7,천탑,한,암,3세,52,,(-2)임다빈,최봉주,조금제,2,476(0),44.4,3.4,망사눈
0,1,6,원더풀데블,한,암,3세,54,,문세영,서홍수,♠(주)녹원목장,,486(-8),5.2,1.6,망사+
1,2,9,런런런,한,수,3세,56,,최범현,서범석,♠청메이칭,4,459(-3),8.6,1.5,망사
2,3,2,이무기,한,수,3세,56,,함완식,이관호,♠황은호,목,477(5),2.2,1.3,망사눈
3,4,4,페페런,한,거,3세,56,,유승완,전승규,박기태,5,465(0),151.5,13.2,"계란형큰+,혀끈+"
4,5,5,매직조이,한,수,3세,56,,안토니오,서인석,♠최상기,머리,529(14),7.1,2.3,계란형큰
5,6,3,마이리더,한,수,3세,54,,(-2)임다빈,정호익,♠백국인,1,462(14),74.3,7.4,"반가지큰+, 눈가면"
6,7,10,스톰워리어,한,거,3세,56,,조상범,박대흥,양동희,½,488(4),11.5,3.1,"계란형큰, 망사눈"
7,8,1,럭키전사,한,수,3세,56,,하정훈,홍대유,♠황봉기,5,503(1),17.8,6.3,눈가면
8,9,7,그랜드스타,한,수,3세,56,,이용호,박재우,♠박정재,1,507(1),5.8,2.3,망사
9,10,8,세명엠파이어,한,암,3세,54,,정정희,배휴준,이기철,17,472(6),58.6,10.7,
0,1,9,대완구,한,거,3세,55.5,31,장추열,배대선,♠김진영a,,435(8),8.5,2.2,망사
1,2,11,퀸즈투어,한,암,3세,54,32,조상범,임봉춘,♠안희철,코,467(5),2.2,1.6,망사
2,3,6,마칼루파워,한,수,4세,52,24,이용호,서홍수,♠김세민,½,462(-1),103.3,16.9,망사
3,4,7,백랑,한,암,3세,53.5,31,먼로,이관호,♠강승연,¾,510(7),13.7,2.7,"계란형큰,눈가면+,망사눈-"
4,5,5,탑퀄리티,한,거,3세,54,28,임기원,박종곤,♠김정철,목,470(-3),4.9,1.8,망사눈
5,6,3,글로벌영웅,한,수,3세,55.5,31,함완식,최상식,♠장재형,1,483(4),6.2,1.7,망사눈
6,7,8,안양호랑이,한,암,4세,53.5,31,박현우,홍대유,(주)에이에프피,1,471(-6),38.7,8.6,망사눈
7,8,4,조이오브킹,한,거,5세,55.5,31,김동수,조현수,♠신우철,3,501(-7),10.5,2.2,"자극판, 망사"
8,9,10,샌드파워,한,수,4세,53,26,문정균,최상식,♠강석대,3,506(2),44.8,9.1,
9,10,1,원앤온리,한,암,4세,51,28,(-4)김아현,지용철,♠조용학,2,493(-4),13.3,2.8,눈가면
10,11,2,파티파워,한,암,8세,55,34,하정훈,박희철,조병해,4,439(-5),124.0,23.1,
0,1,10,노던타임,미,거,3세,52,38,문성혁,서인석,♠최상기,,491(-3),4.8,1.5,계란형큰
1,2,3,문학젠야타,미,암,3세,54,50,(-2)임다빈,박종곤,♠권경자,1¼,472(13),5.6,1.9,망사눈
2,3,9,장산골드,미,암,4세,55.5,49,문세영,최용건,♠김병진,목,507(-7),2.5,1.2,망사
3,4,8,신의열매,미,거,4세,*52,36,박현우,안병기,♠김동익,5,496(0),90.2,8.6,"계란형큰, 망사눈"
4,5,4,안양옥센,미,거,4세,55.5,45,안토니오,구자흥,(주)에이에프피,목,478(-4),3.6,1.4,"자극판, 계란형큰, 망사눈, 혀끈"
5,6,2,당찬세력,미,거,3세,51.5,37,김용근,강성오,♠김기종,1¾,456(8),33.2,4.6,"계란형큰+,망사눈+,망사-,혀끈-"
6,7,6,스피디루키,미,수,3세,53.5,41,송재철,송문길,이미양,4,464(1),8.9,2.2,"반가지큰, 망사눈"
7,8,1,아메리칸포스원,미,거,4세,51,36,방춘식,지용철,♠서정범,¾,511(1),101.6,13.3,"계란형큰, 망사"
8,9,7,에이스파워풀,미,거,4세,51,35,다비드,박천서,윤훈현,2½,472(5),104.7,10.6,망사눈
9,10,5,천사박,미,암,4세,*52,38,김효정,배대선,♠(주)디알엠씨티,3,440(6),134.3,15.5,망사눈
0,1,3,마이티지,미,수,3세,52,38,먼로,서홍수,♠조병태,,471(-7),3.4,1.4,
1,2,5,돌격앞으로,미,암,5세,51,41,(-4)김아현,최봉주,민홍기,3,476(4),15.2,3.0,"계란형큰, 망사눈"
2,3,2,인천스피드,미,거,5세,55.5,45,신형철,박병일,♠황봉기,3,486(-11),23.5,3.7,계란형큰
3,4,8,송암티즈,한,거,4세,52.5,39,문성혁,전승규,♠송암축산,1¼,482(0),2.5,1.6,"계란형큰, 망사,혀끈+"
4,5,7,투어링라니,미,수,3세,*52,36,박현우,최용구,♠공이공팔,7,498(-9),44.6,8.0,"계란형큰, 망사눈"
5,6,6,로열함성,뉴,거,4세,*52,36,박을운,이관호,♠황의영,¾,465(-7),24.4,2.5,"계란형큰, 망사눈, 혀끈"
6,7,4,파노라마선,미,거,4세,58,50,이기회,김동균,♠김영근,1½,498(4),5.2,1.9,"계란형큰, 망사눈"
7,8,9,유아넘버텐,호,거,4세,*52,36,정정희,강환민,♠서창식,5,494(14),18.6,2.6,
8,9,1,명진고스트,미,수,3세,52,38,조상범,박대흥,♠정은섭,1,507(1),7.2,2.7,"계란형큰, 혀끈"
0,1,5,청담탱크,한,암,4세,52,29,먼로,토니,♠삼정,,439(-2),12.5,2.2,"계란형큰, 양털코,혀끈+"
1,2,7,청담컬링,한,수,4세,55.5,32,안토니오,강환민,♠삼정,목,489(11),25.0,3.4,망사
2,3,6,로열로드,한,수,3세,57,35,김용근,안병기,♠손병현,1,510(-3),2.6,1.3,"계란형큰, 망사눈"
3,4,8,금성에이스,한,암,4세,54,33,문성혁,서인석,♠조창규,½,509(5),55.1,4.3,"계란형큰, 망사눈"
4,5,1,럭키마이더스,한,수,5세,54.5,30,박병윤,김윤섭,♠조창규,½,473(2),51.8,8.3,계란형큰
5,6,3,대용왕,한,거,5세,52,25,박현우,임봉춘,♠박정재,1¼,467(-1),70.7,11.1,"망사,반가지큰-"
6,7,4,최강게임,한,수,3세,55.5,32,유승완,전승규,♠함춘,코,497(3),2.1,1.1,"망사눈, Triabit"
7,8,2,클린업트리오,한,거,5세,56.5,34,송재철,강성오,♠씨유네트워크,11,509(8),40.2,2.5,계란형큰
8,9,10,천세만세,한,수,5세,*52,24,하정훈,박희철,신영식,1¼,524(1),105.4,14.4,망사눈
9,10,9,드림맥스,한,암,3세,53,31,최범현,임봉춘,♠김호진,36,527(-3),5.7,2.4,망사
0,1,9,메니히어로,한,수,4세,57,77,함완식,김동균,♠박정배,,503(2),3.7,1.5,"계란형큰, 망사눈"
1,2,4,바램,미,암,5세,*52,68,조상범,박대흥,이미양,2,523(16),41.4,6.2,"계란형큰, 망사"
2,3,3,싱싱메리,미,암,5세,51,67,(-2)임다빈,배휴준,전석호,1¾,473(2),62.7,14.3,망사
3,4,10,엉클오,미,수,5세,54.5,72,박을운,이신영,♠오종택,1,470(4),4.6,1.6,망사
4,5,8,대박행진,미,암,5세,52,71,박병윤,이관호,♠최수군,머리,432(-5),61.4,12.0,"반가지큰, 망사눈"
5,6,7,정조의꿈,한,거,5세,54,71,임기원,강성오,♠이관형,2½,464(-6),39.3,4.1,"계란형큰, 눈가면"
6,7,5,찰리스타일,미,수,4세,56,75,송재철,임봉춘,♠(주)나스카,5,539(8),2.6,1.1,"반가지큰, 망사눈"
7,8,2,이글스그리프터,미,수,6세,52,67,정정희,우창구,♠최몽주,머리,460(3),153.8,6.8,"망사눈, Triabit"
