,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,2,포트스원,한,암,2세,53,,먼로,서인석,♠조창규,,495(18),27.6,42.5,눈가면+
1,2,4,옥스퍼드킹,한,수,2세,55,,함완식,박재우,♠민형근,1½,470(2),4.4,3.3,
2,3,5,블랙참,한,수,2세,55,,김용근,송문길,♠김세민,¾,466(6),3.6,3.9,
3,4,12,황금파워,한,암,2세,53,,다비드,임봉춘,♠송진석,1½,478(-2),34.5,106.3,망사+
4,5,3,나인아이,한,수,2세,55,,문세영,지용철,♠금악목장,1¼,485(8),6.7,106.3,"계란형큰+,망사+"
5,6,9,정문짱,한,수,2세,55,,박을운,홍대유,♠김재영b,머리,475(5),9.2,1.0,망사눈+
6,7,10,퀸오브베스트,한,암,2세,53,,유승완,김동균,♠신우철,4,441(5),7.3,3.2,망사눈
7,8,8,흥드림,한,수,2세,55,,박태종,정호익,♠고광숙,1½,490(11),27.6,14.2,망사눈+
8,9,6,지금여기에,한,수,2세,55,,조한별,지용철,♠최성룡,¾,436(0),34.5,106.3,
9,10,7,월드메니피,한,암,2세,53,,박현우,서인석,♠이성님,4,465(6),6.4,3.9,계란형큰+
10,11,1,리턴밸리브리,한,수,2세,55,,안토니오,홍대유,김인호,½,501(4),34.5,1.0,
11,12,11,챔피언가문,한,수,2세,55,,이현종,박대흥,(주)케이씨피,8,495(25),34.5,106.3,계란형큰+
0,1,2,원더풀스톰,한,수,3세,56,,김용근,서범석,♠지대섭,,482(-6),3.7,1.5,
1,2,3,록비트,한,암,3세,54,,하정훈,손영표,류재욱,6,458(8),7.8,1.4,"계란형큰+, 망사눈"
2,3,1,어플리트마린,한,암,3세,54,,조상범,홍대유,♠이경희,5,468(-6),31.8,7.7,
3,4,4,베스트패밀리,한,암,3세,54,,이동하,신삼영,김은갑,1¼,437(10),5.0,1.6,"계란형큰+,망사눈+"
4,5,8,미소가득,한,암,3세,54,,다비드,곽영효,양수화,목,464(-5),17.9,4.4,
5,6,10,아로마,한,수,3세,56,,박현우,이관호,♠최수군,1,470(-10),5.7,2.1,망사눈
6,7,12,골든배지,한,암,3세,52,,(-2)문성혁,강성오,♠이경희,1¼,480(14),31.8,7.7,망사+
7,8,7,해피나이스,한,암,3세,54,,박병윤,유재길,김영표,1¼,468(0),17.9,7.7,망사
8,9,9,햇빛향기,한,암,3세,54,,김귀배,김윤섭,지원철,1½,435(-14),17.9,7.7,눈가면+
9,10,6,히트하트,한,암,3세,54,,송재철,박천서,정승희,¾,477(-1),31.8,4.4,망사눈
10,11,11,럭셔리골드,한,암,3세,54,,이현종,신삼영,김은갑,2½,476(-4),6.6,7.7,망사눈
11,12,5,시크릿걸,한,암,3세,54,,권석원,박윤규,♠김영선,1½,456(-6),17.9,7.7,"계란형큰+,눈가면+,망사-"
0,1,3,매직플랜,한,암,3세,54,,유승완,김순근,♠황봉기,,453(-2),8.4,7.1,망사눈
1,2,2,당대로얄,한,암,4세,53.5,,빅투아르,토니,김광두,¾,422(-11),35.2,10.7,"계란형큰, 망사눈,혀끈-"
2,3,1,트루,한,암,3세,53,,문정균,조현수,♠이혜란,3,449(-2),35.2,10.7,"계란형큰, 망사눈"
3,4,10,경부도령,한,수,3세,56,,이현종,유재길,♠허건호,1¾,465(-10),8.4,1.8,
4,5,12,달리는빛깔,한,수,3세,56.5,,먼로,지용철,김종식,¾,470(-5),3.8,1.5,망사눈
5,6,5,하이퍼카,한,수,3세,56,,이동하,배대선,♠장석은,½,450(-13),8.4,4.3,
6,7,8,울트라애니,한,암,3세,54.5,,김용근,안병기,♠조명식,2,466(5),5.7,1.9,"계란형큰+, 망사눈"
