,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,12,빅스고,한,수,2세,55,,박태종,우창구,♠이선호,,485(-4),9.7,1.6,망사
1,2,8,한강챔프,한,거,2세,55,,최범현,곽영효,♠나기두,¾,522(5),1.3,1.1,"계란형큰,양털코"
2,3,7,글로벌프라임,한,암,2세,53,,장추열,최상식,♠장재형,목,508(4),7.6,1.6,
3,4,2,매직러시,한,수,2세,55,,문성혁,서인석,♠최상기,1,494(8),37.5,4.4,계란형큰+
4,5,9,스마트블루,한,암,2세,53,,조상범,강환민,♠이종원,3,466(-19),16.2,3.4,"계란형큰+,망사+"
5,6,5,은혜드림,한,암,2세,53,,이동국,박병일,강태구,1½,435(3),32.0,5.7,
6,7,4,런던스카이,한,수,2세,55,,김효정,안해양,임현성,2½,470(15),274.3,34.0,망사
7,8,1,원평광야,한,암,2세,52,,(-1)임다빈,정호익,♠김용재,¾,472(0),17.7,2.4,반가지큰+
8,9,6,송암레전드,한,수,2세,55,,안토니오,최용구,♠송암축산,½,517(2),124.9,16.0,"계란형큰,망사눈-"
9,10,3,미라클케이,한,암,2세,53,,먼로,박대흥,♠강경운,3,448(17),55.2,13.8,눈가면-
10,11,10,그랜드파워,한,수,2세,55,,송재철,김동균,♠박민지,½,516(12),29.3,3.6,
11,12,11,레이볼트,한,암,2세,53,,이용호,이신영,희망홀스,5,512(-8),264.9,35.3,
0,1,4,정상제트,한,암,2세,53,,먼로,박희철,♠정동진,,471(-5),22.0,3.1,눈가면
1,2,5,글로벌매직,한,수,2세,55,,함완식,최상식,♠장재형,목,461(-1),2.6,1.2,망사눈
2,3,12,베스트야,한,암,2세,53,,김귀배,이희영,베스트샤인조합,2,465(-6),45.6,4.0,눈가면
3,4,10,벼락,한,수,2세,55,,빅투아르,안해양,♠공이공팔,1,481(1),308.5,23.7,
4,5,7,올포유어드림,한,수,2세,55,,송재철,신삼영,♠서창식,1,471(-15),6.5,2.1,망사눈
5,6,13,태양마,한,수,2세,55,,문세영,이관호,♠박남성,목,492(0),2.6,1.7,망사
6,7,14,세인트루카,한,수,2세,55,,김용근,서인석,김재성b,코,462(3),75.2,8.9,계란형큰
7,8,6,브라이트해피,한,암,2세,51,,(-2)모준호,조현수,함철원,2,474(-14),554.2,84.1,"계란형큰,망사-"
8,9,1,대박스타,한,수,2세,55,,박을운,김동철,♠오종환,¾,481(2),11.9,2.3,승인편자-
9,10,9,우뚝,한,수,2세,55,,박태종,우창구,♠배은정,½,482(2),21.9,5.1,망사
10,11,11,우청륭,한,수,2세,55,,안토니오,토니,임흥호,½,470(1),123.3,13.5,"계란형큰,망사눈+,망사-"
