,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,6,제이트로스,한,암,2세,53,,유승완,송문길,♠허장원,,491(10),1.6,1.0,망사
1,2,9,지스타,한,수,2세,55,,먼로,이관호,♠(주)인펨,2,475(8),13.5,3.0,"계란형큰,눈가면+,망사-"
2,3,7,걸작드림,한,암,2세,53,,다비드,박윤규,♠박덕희,1¼,468(13),24.2,4.3,"망사눈,반가지큰"
3,4,5,유레카,한,수,2세,55,,이용호,이신영,♠(주)나스카,¾,503(5),20.6,2.7,계란형큰
4,5,8,캐시백,한,수,2세,55,,김귀배,이희영,김창국,머리,510(3),6.6,1.7,
5,6,4,기쁨환희,한,암,2세,53,,하정훈,이준철,김창희,3,453(-25),66.0,9.9,
6,7,10,헤라블레이드,한,암,2세,53,,부민호,토니,♠김형란,1¾,420(-5),74.7,8.1,"계란형큰,망사+,양털코-"
7,8,1,천송이,한,암,2세,53,,김옥성,배휴준,조금제,5,484(2),65.4,6.8,망사
8,9,3,에이스플랜,한,수,2세,55,,빅투아르,홍대유,♠황봉기,3,512(20),196.8,34.3,망사눈
9,10,2,글로벌퍼스트,한,암,2세,53,,송재철,최상식,♠장재형,1¾,497(6),3.8,1.5,
10,11,12,피엔에스꼬미,한,암,2세,50,,(-4)김태희,박윤규,♠피엔에스커튼월,6,452(11),290.8,21.8,망사눈
11,12,11,서머에이스,한,수,2세,55,,이현종,김동균,♠김한수,5,486(16),225.0,18.4,망사눈
0,1,10,은혜충만,한,암,4세,54,,빅투아르,박병일,강태구,,473(-17),5.7,2.1,
1,2,6,동서여걸,한,암,3세,54,,다비드,서홍수,♠김명식,5,411(-11),12.2,3.3,망사
2,3,11,모닝펄,한,암,2세,53,,문성혁,서인석,♠최상기,1½,428(-4),4.0,1.6,계란형큰
3,4,3,루비캣,한,암,3세,54,,송재철,안병기,♠김기종,1½,549(9),4.0,1.4,"계란형큰,망사눈"
4,5,8,럭셔리골드,한,암,4세,54,,황순도,임봉춘,♠김태성,3,479(-1),94.2,17.6,망사
5,6,5,뉴스마트,한,암,3세,54,,부민호,심승태,♠김태성,1,461(-7),19.8,3.9,
6,7,1,노스몰선,한,암,2세,52,,(-1)임다빈,정호익,♠김평갑,1,492(-10),4.0,1.7,계란형큰
7,8,9,멋진가람,한,암,3세,54,,이기회,박윤규,정기찬,2½,483(-9),187.4,23.2,"망사눈+,계란형큰-,망사-"
