,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,1,시베리아,한,암,3세,54,,김정준,김윤섭,김광영,,441(-9),1.4,1.0,계란형큰+
1,2,5,스프링컴,한,거,3세,56,,김동수,전승규,♠이관형,¾,478(-9),6.5,1.3,"혀끈,망사눈-,Triabit-"
2,3,11,버닝포인트,한,암,3세,54,,조상범,임봉춘,윤지중,5,476(0),92.5,11.4,
3,4,9,백두와한라,한,암,3세,54,,김용근,강성오,♠이관형,목,445(-18),35.9,4.9,"계란형큰, 망사"
4,5,2,베스트파티,한,암,3세,54,,송재철,박천서,♠이진경,½,446(5),4.5,1.4,"반가지큰, 망사눈, 혀끈"
5,6,4,피엔에스볼트,한,암,3세,54,,이해동,구자흥,♠피엔에스홈즈,3,455(-5),221.9,18.4,"반가지큰, 망사눈"
6,7,3,워리어선더,한,수,3세,56,,박태종,정호익,윤지중,1½,491(2),65.5,9.7,눈가면+
7,8,10,싱싱유로,한,거,3세,56,,조재로,최영주,전석호,3,469(-9),18.1,2.3,"반가지큰+, 망사눈"
8,9,8,룰즈파크,한,암,4세,54.5,,방춘식,이희영,♠이종욱,1¼,430(-2),79.0,15.1,망사눈
9,10,12,메니스톰,한,암,3세,54,,빅투아르,최봉주,♠양순희,목,414(-9),123.1,19.8,
10,11,6,런던의러닝,한,거,3세,56,,이철경,박윤규,김창국,¾,484(8),55.1,5.4,망사눈
11,12,7,율소리,한,암,3세,54,,이혁,안병기,♠우태율,1,451(5),60.3,9.7,"계란형큰, 망사눈"
0,1,4,아라리요,한,수,3세,56,,김동수,김동균,♠김한수,,492(-2),2.9,1.6,"계란형큰, 망사눈"
1,2,12,농부의수채화,한,암,4세,54.5,,문세영,강성오,♠이관형,1¼,450(1),6.4,1.8,"반가지큰+, 망사눈,계란형큰-"
2,3,9,네버워크얼론,한,수,3세,56,,문정균,최봉주,♠김정철,½,425(-7),9.5,1.9,망사
3,4,1,금아매저스티,한,수,4세,56.5,,이혁,심승태,♠금아산업(주),1,500(11),12.8,3.6,망사
4,5,10,베스트스톰,한,수,3세,56,,임기원,박재우,♠박정재,4,489(-1),129.6,15.9,망사눈
5,6,7,레전드윈,한,수,3세,56,,안토니오,서홍수,김규중,코,466(0),5.4,2.0,망사눈
6,7,11,샤이니파이어,한,암,3세,54,,유승완,최영주,♠손병철,½,466(-7),5.7,1.9,
