,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,5,사이먼퀸,한,암,3세,54,,문세영,우창구,임영수,,446(4),7.4,3.0,"망사눈+, Triabit,망사-"
1,2,10,원더풀마린,한,수,3세,56,,다나카,이관호,♠이경희,½,445(-2),4.4,1.8,"망사, 혀끈"
2,3,4,달려라속보,한,거,4세,56,,조재로,박희철,신영식,1¼,464(0),3.3,1.2,"계란형큰, 망사눈"
3,4,9,만에하나,한,거,3세,55,,(-1)조상범,김동철,이원태,3,475(-2),10.4,2.6,망사눈
4,5,11,퀸스트리트,한,암,4세,54,,안토니오,최영주,♠손병현,머리,485(-5),8.6,2.8,혀끈-
5,6,8,호크의영광,한,수,3세,56,,이동하,최봉주,♠오종환,¾,484(1),27.6,4.6,"계란형큰, 망사눈"
6,7,12,쿠카캣,한,암,3세,54,,다비드,사이먼,♠이시돌협회,½,429(6),5.2,1.9,Triabit
7,8,2,최강다이아,한,암,4세,54,,유승완,최용구,한종희,½,479(-5),14.2,4.0,"계란형큰, 망사"
8,9,6,동서제패,한,거,3세,56,,박상우,곽영효,♠김명식,7,495(6),136.6,28.3,"반가지큰, 망사눈"
9,10,1,선위너,한,암,3세,54,,이동국,서범석,이신근,2½,461(19),37.6,11.9,
10,11,3,금노래,한,암,3세,54,,김정준,박병일,♠배태곤,1¼,445(18),34.0,5.9,망사
11,12,7,에이스고고,한,암,3세,54,,마누엘,구자흥,김광두,9,461(-3),161.4,28.0,망사눈
0,1,8,어스피스,한,수,3세,56,,문세영,박윤규,강현찬,,487(11),4.6,1.6,망사눈
1,2,5,싱싱장수,한,거,3세,56,,김정준,배휴준,전석호,1¼,477(0),3.6,1.4,"반가지큰, 눈가면"
2,3,9,큐피드여왕,한,암,3세,54,,문정균,박흥진,♠서순배,¾,480(-5),6.6,1.8,망사눈
3,4,3,제주의요정,한,암,3세,54,,이동하,최봉주,♠미즈타니 마사테루,2½,487(5),89.9,10.8,"계란형큰, 망사눈"
4,5,6,페넘브라,한,암,3세,54,,박상우,김대근,김윤호,1½,425(3),36.9,4.8,
5,6,12,금아임패커블,한,거,3세,56,,이현종,배대선,♠금아산업(주),목,505(-4),37.2,4.6,망사눈+
6,7,4,삼애질주,한,암,3세,54,,박태종,김학수,박세용,½,501(5),2.1,1.1,"망사눈,계란형큰-"
7,8,1,가가나,한,수,2세,54,,빅투아르,박재우,이경호,¾,497(5),39.1,7.2,
8,9,10,기로,한,암,3세,53,,(-1)조한별,유재길,전기섭,4,428(-8),112.7,16.8,"계란형큰, 망사눈"
9,10,11,킹포스원,한,수,3세,55,,(-1)조상범,조현수,♠서정범,2,443(14),202.8,33.5,망사눈
10,11,7,다크스파이더,한,수,3세,56,,라이언,임봉춘,♠윤우환,7,442(-15),148.5,22.3,
11,12,2,스피드마운틴,한,수,3세,56,,김옥성,조현수,♠최몽주,8,493(3),56.5,6.5,"계란형큰, 망사눈"
0,1,5,빅토리메이,한,암,3세,54,,문세영,전승규,♠박덕희,,490(13),1.6,1.0,망사눈
1,2,4,미라클호프,한,수,3세,56,,라이언,우창구,♠변갑한,6,476(1),80.1,12.7,"망사,Triabit+"
2,3,2,비사연,한,거,3세,56,,박을운,심승태,전좌식,머리,476(1),3.7,1.2,
3,4,9,논스톱행진,한,암,3세,54,,문정균,박흥진,♠태립,1,486(10),24.8,3.5,망사눈
4,5,8,캡틴베스트,한,거,3세,56,,지하주,김동균,최현기,3,461(-1),7.0,1.7,망사눈
5,6,3,파크데이,한,암,3세,54,,조재로,배휴준,류재욱,½,429(5),103.5,14.5,"계란형큰, 망사눈"
6,7,1,운해베스트,한,수,3세,56,,유승완,송문길,♠박정재,1¼,423(-11),44.6,4.4,망사
7,8,12,지금이최강,한,수,3세,56,,안토니오,임봉춘,윤지중,1½,508(-8),16.3,3.9,"눈가면,JR러깅-"
8,9,10,컬러즈윙,한,암,3세,53,,(-1)조한별,박윤규,♠(주)자성실업,목,455(-4),44.1,4.6,망사눈
9,10,7,스마트한센,한,수,3세,56,,김옥성,박희철,노환영,1,508(16),83.8,13.5,"계란형큰, 망사눈"
10,11,11,초동무적,한,수,2세,54,,김정준,최영주,♠손병철,11,466(-9),129.9,24.8,"계란형큰+,망사눈+"
11,12,6,머니캣,한,수,3세,55,,(-1)조상범,손영표,♠최임규,1¼,478(7),122.2,48.8,"망사눈+,망사-"
