,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,2,엑스블레이드,한,거,3세,55,,김용근,박종곤,♠김형란,,468(-1),5.4,2.1,망사눈
1,2,6,천괴성,한,거,3세,56,,함완식,강환민,♠씨유네트워크,목,497(0),3.0,1.4,"망사눈, 승인재갈"
2,3,11,눈빛언약,한,수,3세,55,,김동수,박천서,♠한명로,½,513(-4),30.7,5.5,망사눈+
3,4,1,세명스톰,한,수,3세,55,,다나카,신삼영,이기철,1¼,510(16),8.9,3.0,망사눈+
4,5,5,최강파티,한,수,3세,54,,(-1)조상범,사이먼,♠함춘,1½,496(3),27.0,5.6,"승인재갈, 눈가면"
5,6,9,시티송암,한,수,3세,55,,마누엘,최용구,지원철,5,507(1),141.3,28.1,망사눈
6,7,4,킹오브이글,한,거,3세,56,,빅투아르,이신영,♠신우철,목,469(8),4.4,1.7,"자극판+, 승인재갈+"
7,8,3,미스선샤인,한,암,3세,53,,먼로,박병일,♠이관형,2,455(9),36.5,9.8,"망사눈+, 눈가면-"
8,9,7,홀리데이모닝,한,수,3세,55,,정정희,리카디,♠(주)인펨,7,456(-6),7.8,1.9,망사
9,10,8,클래식댄서,한,암,3세,53,,윤영민,김순근,임민영,19,509(0),12.4,3.6,
10,11,10,조이오브킹,한,거,3세,55,,김태훈,이관호,♠신우철,57,492(0),13.0,3.2,"망사눈+, 망사-"
0,1,3,블랙퓨펄,한,암,3세,54,,다나카,손영표,양현모,,491(9),14.1,3.3,"망사눈, 승인편자, 승인재갈+, 혀끈"
1,2,10,두리,한,암,4세,54.5,,함완식,김동균,배석두,목,470(-8),12.7,3.0,승인재갈+
2,3,11,로열고스트,한,암,3세,54,,김동수,김순근,♠정기환,머리,477(16),12.5,3.8,망사눈
3,4,7,캠프바다,한,암,3세,54,,김정준,김윤섭,조금제,¾,451(5),2.3,1.5,
4,5,2,스페셜버드,한,암,4세,54.5,,방춘식,박희철,류순곤,1,474(6),62.9,12.8,"망사눈, 승인재갈"
5,6,6,레인,한,암,3세,54,,이찬호,이신영,♠이성영,1,477(0),13.8,2.9,"망사눈+, 승인재갈, 망사-"
6,7,1,베스트신화,한,암,3세,54,,최원준,이희영,♠베스트샤인조합,머리,473(10),5.6,1.9,망사
7,8,12,장군의시대,한,암,3세,54,,문세영,박재우,강필석,2½+1,442(-7),12.4,3.2,망사
8,9,8,그린레이저,한,암,3세,54,,이동하,홍대유,♠김재영b,3,465(-7),81.8,13.1,
9,10,5,스틸런,한,암,4세,54.5,,유승완,박윤규,♠박덕희,8,423(-9),49.7,11.7,망사눈
10,,9,카히나,한,암,3세,54,,임기원,이관호,♠오종택,실격,445(7),6.5,1.7,망사눈
11,,4,코일로,한,암,3세,54,,다비드,사이먼,♠이혜란,주행중지,498(1),17.9,5.8,"승인재갈, 눈가면"
0,1,5,팝스트리트,한,수,4세,56,33,김옥성,최영주,♠손병철,,471(-4),37.6,4.6,승인재갈
1,2,4,마패봉,한,수,4세,54.5,30,김태훈,지용철,박시용,2½,454(-8),4.9,1.4,"망사눈, 승인재갈"
2,3,2,블루파이어,한,거,3세,54,30,문세영,구자흥,♠이관형,1½,491(-3),2.4,1.3,"망사눈, 승인재갈"
3,4,1,축복의열매,한,암,5세,51,24,(-1)조한별,지용철,김영옥,1½,472(1),76.4,12.5,
4,5,12,하늘에이스,한,암,4세,*52,27,신형철,박천서,이종식,머리,467(6),70.6,12.3,"망사눈, 혀끈, 승인재갈-"
5,6,9,한센바로우즈,한,수,4세,52,25,먼로,서인석,♠이노쿠마 히로츠구,2,483(-5),10.2,2.3,망사눈
6,7,10,칠종칠금,한,거,4세,53,27,이혁,최용구,♠권태석,목,465(-2),42.5,4.0,"망사눈, 승인재갈"
7,8,8,마초히메,한,암,4세,53,30,부민호,이신영,구리야마 타다시,¾,427(4),103.9,10.7,
8,9,7,루킹굿,한,수,3세,54,30,빅투아르,김점오,♠신우철,1¾,478(-3),2.5,1.3,"망사눈+, 혀끈+"
9,10,6,안젤라,한,암,4세,*51,27,(-1)조상범,김동철,♠김광명,1¼,418(1),120.3,7.7,"망사, 승인재갈"
10,11,11,플라잉헤라,한,암,4세,52,28,박태종,심승태,♠김형순,2½,449(1),36.9,5.1,"망사, 승인재갈"
11,12,3,블루스타매직,호,수,4세,56.5,34,이동하,배대선,이미양,22,442(2),214.6,22.9,망사
0,1,1,흑전사,한,수,3세,55.5,31,김동수,김동균,♠김창희,,487(-4),1.2,1.1,망사눈
1,2,5,실버라이언,한,암,5세,*52,24,이찬호,이신영,♠윤우환,10,412(-10),38.2,4.4,승인재갈
2,3,7,라온프로센스,한,거,4세,53.5,26,문세영,박종곤,♠라온건설,1,463(0),9.3,1.8,망사눈
3,4,2,맹산히어로,미,수,3세,56,32,김태훈,지용철,♠조용학,1¾,481(-8),11.9,2.1,승인재갈
4,5,3,촘니아,한,암,4세,54.5,31,정평수,김동철,조규학,½,464(1),18.4,2.3,눈가면
5,6,6,상하이팡팡,한,암,6세,54.5,31,다나카,최봉주,♠오호극,1¾,462(15),47.3,9.4,"망사눈, 승인재갈, 혀끈"
6,7,8,포제이케이,한,암,4세,52,26,정정희,김점오,♠강균호,½,426(-3),26.1,2.8,망사눈
7,8,4,큐피드강자,한,거,4세,56,31,방춘식,박흥진,♠태희종합건설,½,474(5),11.2,1.6,
8,9,9,마이챔프,미,수,5세,54.5,28,김옥성,박희철,류순곤,7,502(23),67.0,10.3,"망사눈, 승인재갈"
0,1,5,매직로드,한,암,4세,55,48,김용근,안해양,최종환,,441(-1),6.9,1.9,
1,2,2,흥복드림,미,거,3세,57,50,이준철,김대근,♠고광숙,2,511(0),6.1,1.8,
2,3,1,미르스톰,한,수,3세,52.5,49,(-4)문성혁,김동철,♠이월희,목,481(14),4.4,1.9,망사눈
3,4,6,톱브레인,미,거,4세,53.5,42,문세영,김순근,♠김철,2½,502(4),2.3,1.2,
