,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,7,승부사,한,수,2세,55,,장추열,정호익,♠김광명,,509(-5),9.8,1.6,망사눈
1,2,5,퍼플케이,한,암,2세,53,,문세영,송문길,♠강경운,3,487(5),1.2,1.3,망사
2,3,3,스피드팔콘,한,암,2세,53,,함완식,김동균,♠정기환,7,478(5),36.9,4.6,망사눈+
3,4,8,메니피뮤직,한,암,2세,53,,김용근,곽영효,♠이미경,2½,516(20),77.5,8.0,
4,5,1,그린백,한,암,2세,53,,송재철,박천서,♠이진경,¾,474(-5),4.0,1.6,망사눈
5,6,4,야무진배짱,한,수,2세,55,,김동수,안병기,♠우태율,11,498(1),122.1,9.5,"반가지큰+,망사눈+"
6,7,6,루비로드,한,암,2세,53,,김정준,김동철,♠손병철,14,482(13),114.8,16.0,
7,,2,파인팜,한,암,2세,53,,임기원,박재우,최기영,출전제외,0(0),----,----,눈가면+
0,1,10,드림노크,한,암,3세,54,,함완식,김동균,♠드림커뮤니티,,460(-3),3.9,1.4,망사눈
1,2,7,미스캠프,한,암,3세,50,,(-4)김아현,임채덕,말사모,8,463(-1),9.8,3.5,망사눈
2,3,6,스마트하이,한,암,3세,54,,유승완,최용건,김창호,1½,483(-3),15.9,6.2,"계란형큰, 망사눈"
3,4,11,라피어반,한,암,3세,54,,문세영,서범석,♠임종근,1¼,504(-9),5.8,4.0,망사
4,5,8,시선주마,한,암,3세,54,,김효정,안해양,천사들의 안장,코,490(-4),3.8,2.1,망사+
5,6,4,런던파워,한,암,3세,54,,박현우,안해양,임현성,¾,439(-14),16.6,2.0,눈가면
6,7,3,명진캔디,한,암,3세,54,,황순도,임봉춘,♠(주)자성실업,1½,459(0),26.8,10.3,눈가면
7,8,2,황금달빛,한,암,3세,54,,정평수,지용철,♠장석린외1인(신치구),6,498(-6),11.8,2.0,망사눈
8,9,12,금성패션,한,암,3세,54,,박병윤,김윤섭,♠조창규,4,469(1),126.7,42.8,"계란형큰, 망사눈"
9,10,1,원더풀금성,한,암,3세,54,,조상범,신삼영,♠조창규,¾,469(19),8.8,1.8,망사
10,11,5,스마일레이디,한,암,3세,54,,하정훈,임채덕,박광순,½,414(6),129.8,43.1,"가지+, 망사눈,자극판-"
11,12,9,다이아마이트,한,암,3세,54,,김동수,안병기,♠우태율,2½,474(-8),11.7,5.7,"계란형큰+, 망사눈"
0,1,6,선더챔프,한,수,3세,56,,함완식,홍대유,♠최동근,,467(2),2.7,1.5,계란형큰
1,2,11,나의신화,한,수,4세,56,,우에다,송문길,박복용,6,455(1),4.2,1.8,
2,3,10,폴카,한,암,4세,54,,김동수,조현수,정광화,1,444(4),3.9,1.8,"계란형큰, 망사눈"
3,4,12,페더럴윈,한,암,3세,52,,(-2)임다빈,정호익,♠금악목장,2½,458(-8),40.3,3.4,"망사눈+,눈가면-"
4,5,7,스타러시,한,수,4세,56,,박을운,김동철,제주축협,1¾,447(0),7.5,1.9,망사
5,6,2,선봉골드,한,암,3세,54,,박병윤,박천서,한영석,2½,453(-2),12.3,4.5,"반가지큰, 망사눈, 혀끈"
6,7,5,승승파워,한,수,3세,56,,이기회,박천서,♠이진경,1½,466(12),99.6,13.9,"반가지큰, 망사눈, 혀끈"
7,8,1,멋진가이,한,거,3세,56,,문정균,최영주,♠이장운,머리,444(2),21.4,2.7,
8,9,3,플라잉바비,한,암,4세,54,,김효정,안해양,♠송암축산,4,442(-4),29.2,4.7,"계란형큰, 망사"
9,10,9,빛나는질주,한,수,3세,56,,박상우,유재길,제주축산개발,¾,525(1),72.7,6.6,"계란형큰, 망사눈"
10,11,8,역전의킹,한,거,4세,56,,문성혁,서인석,김근영,18,459(5),23.4,7.3,"계란형큰, 망사눈"
11,,4,천존,한,수,4세,56,,안토니오,배휴준,조금제,출전제외,555(7),----,----,망사눈
0,1,7,실버드래곤,한,거,5세,56,,우에다,임봉춘,♠윤우환,,471(-15),3.5,1.4,"반가지큰, 망사눈"
1,2,1,베스트스톰,한,수,4세,56,,다비드,박재우,♠박정재,1,492(1),6.3,1.5,망사눈
2,3,9,럭셔리킹,한,수,3세,56,,김효정,김동철,♠김명식,1½,460(2),22.3,6.7,
3,4,3,구름타고,한,거,3세,56,,방춘식,지용철,김종식,3,464(-7),66.0,5.8,"계란형큰, 망사눈"
4,5,10,젊은영웅,한,수,3세,56,,먼로,최용건,박치문,목,455(1),2.8,1.7,계란형큰
5,6,5,퍼지퀸,한,암,3세,52,,(-2)임다빈,조현수,김욱수,2,491(6),11.3,3.5,"계란형큰, 망사눈,승인편자-"
6,7,8,원더풀파워,한,수,4세,56,,빅투아르,손영표,김은갑,½,493(-3),7.8,3.3,"눈가면+,망사-"
7,8,4,킬라타스,한,수,4세,56,,문정균,서정하,♠오종택,목,486(2),39.2,8.5,"계란형큰, 망사"
8,9,2,소중한골든,한,거,4세,56,,이철경,서인석,최영훈,1,460(-6),27.1,4.4,"계란형큰, 망사눈"
9,10,12,에이원킹,한,수,5세,56,,박병윤,유재길,임영수,¾,485(-5),91.1,19.9,망사눈
10,11,11,헤리티지,한,수,4세,56,,안토니오,서홍수,♠이혜란,3,481(-4),41.5,8.5,망사눈
11,12,6,런던히트,한,암,4세,54,,박현우,안해양,임현성,7,484(8),13.6,3.0,"자극판, 망사"
0,1,8,서브에이스,한,암,3세,53.5,31,먼로,이관호,♠김정철,,456(7),5.7,3.0,
1,2,4,알찬누리,한,거,4세,51,26,(-2)임다빈,정호익,♠김광명,3,464(-2),10.3,2.0,"계란형큰, 망사눈"
2,3,11,탱크삭스,한,암,4세,54.5,33,안토니오,강환민,♠김창식,2½,455(1),12.5,1.9,"계란형큰, 망사"
3,4,9,아침기상,한,암,3세,54,32,박을운,이신영,♠(주)나스카,코,494(7),1.4,1.3,승인편자+
4,5,2,강화처녀,한,암,4세,52.5,29,이철경,서인석,서운석,¾,434(-11),31.9,2.5,망사눈
5,6,12,논스톱위닝,한,거,5세,55,30,조한별,유재길,♠태희종합건설,1½,453(0),168.1,6.0,망사눈
6,7,3,좋은관계,한,수,3세,54,28,유승완,신삼영,유영준,½,506(3),10.5,2.2,망사
7,8,10,피케이돌풍,한,거,4세,56.5,33,부민호,심승태,♠김태성,1,475(6),152.5,9.8,망사
8,9,5,마패봉,한,수,6세,51,30,(-4)김아현,지용철,박시용,4,462(-7),168.7,12.7,망사눈
9,10,7,퀸오브베스트,한,암,3세,53.5,31,임기원,김동균,♠신우철,목,442(-3),23.6,5.1,망사눈
10,11,1,퍼펙트파워,한,거,4세,57,34,함완식,최상식,지성한,6,500(5),59.9,5.0,"망사눈, 혀끈"
11,,6,브라보메이,한,거,3세,56,32,이혁,서범석,♠오상철,출전제외,0(0),----,----,망사
0,1,3,로열엘비스,미,거,4세,55,44,송재철,최용구,이장호,,512(-9),3.2,2.2,망사눈+
1,2,8,그레이스퀸,한,암,4세,*52,38,유승완,홍대유,♠정이철,1¼,444(-8),15.2,2.1,망사눈
2,3,5,그린다르크,한,암,5세,53.5,45,임기원,구자흥,♠김재영b,1¾,455(-3),8.7,3.0,망사눈
3,4,10,퀵실버키튼,미,거,3세,52,38,조상범,손영표,♠황경호,코,484(-3),7.2,3.3,
4,5,11,엘리트라인,미,수,4세,*52,36,김동수,이희영,♠태희종합건설,목,510(5),70.2,8.9,망사
5,6,2,두손멍군,미,수,3세,*52,37,장추열,정호익,이도명,1¾,474(0),10.4,3.3,망사눈
6,7,6,흥록대부,미,거,3세,56,50,(-2)임다빈,이준철,♠임한용,½,451(-12),7.4,2.1,
7,8,9,제이에스군황,미,수,3세,52,38,김용근,김동균,♠박민지,½,483(-8),100.9,13.6,망사눈+
8,9,12,삼단가속,미,수,3세,51,36,방춘식,지용철,♠이수길,3,461(-3),149.1,10.3,
9,10,1,굿센스,미,거,5세,53.5,41,이혁,박종곤,♠에스지이건설,3,498(4),6.5,2.1,
10,11,4,히든돌풍,미,수,3세,58,50,문세영,이관호,♠김광명,머리,493(-6),5.3,1.7,"계란형큰, 망사"
11,12,7,카일룸제왕,미,거,4세,*52,37,박현우,최용구,강태구,½,477(-3),70.5,11.5,"계란형큰, 망사눈, 혀끈"
0,1,2,파이널스타,미,거,6세,55.5,60,다비드,우창구,♠정기환,,488(-2),4.4,1.6,"망사눈, Triabit"
1,2,3,빅투더빅,캐,암,4세,52.5,58,김용근,송문길,이미양,1¾,517(6),7.3,2.0,망사
2,3,4,문학보스,미,거,4세,56.5,62,함완식,박종곤,♠권경자,머리,452(-17),93.6,8.1,
3,4,9,매치캡틴,미,수,5세,*52,51,이철경,서인석,♠고재완,1½,478(-6),33.4,7.4,"계란형큰, 눈가면"
4,5,1,스프링킹,미,거,4세,51.5,52,하정훈,토니,♠(주)디알엠씨티,3,477(0),22.4,2.5,"계란형큰,망사+, 혀끈,눈가면-"
5,6,5,빅터문,미,암,3세,*52,52,송재철,김동균,♠박정배,1,472(2),2.2,1.1,망사눈
6,7,6,클린업벨라,미,수,4세,57.5,64,유승완,박재우,♠씨유네트워크,1,493(-4),13.0,2.9,눈가면
7,8,7,슬립웰,미,수,4세,51,57,(-4)김아현,임봉춘,채승배,2½,463(-1),49.7,14.1,눈가면
8,9,11,서클댄서,한,암,7세,53.5,60,먼로,최봉주,이수행,1½,464(-11),70.3,8.4,망사눈
9,10,10,레벨탑,호,거,5세,56.5,62,임기원,박재우,이미양,2,496(7),4.4,2.6,"반가지큰, 망사눈"
10,11,8,루킹퍼스트,미,수,4세,53,55,조상범,최용구,홍기석,18,518(7),225.5,8.6,반가지큰
0,1,7,대한질주,한,수,3세,55,41,박을운,김동철,♠박재범,,507(0),1.9,1.0,"망사, 승인편자"
1,2,2,에이스함성,한,수,4세,55,40,함완식,이관호,♠황의영,6,490(-1),3.5,1.6,"계란형큰, 망사눈"
2,3,3,만세,한,거,4세,54,36,송재철,임봉춘,김진태a,1,487(2),14.2,2.1,망사눈
3,4,8,방탄마,한,암,5세,51,38,(-4)김아현,지용철,김영진,2,476(2),52.7,6.5,망사
4,5,4,파이어로드,한,수,3세,54,38,김정준,송문길,♠손병철,3,492(7),7.0,2.0,망사눈
5,6,6,싱그러운타임,한,암,5세,52,38,김효정,곽영효,♠최임규,목,495(4),22.0,3.6,망사눈
6,7,5,라온돌풍,한,거,6세,58,48,이혁,박종곤,♠라온건설,목,468(-11),8.6,1.8,망사눈
7,8,1,큐티바비,한,암,5세,53,41,유승완,김윤섭,♠송암축산,¾,481(0),20.6,5.8,
0,1,11,짱콩,미,수,6세,*52,91,장추열,배대선,♠이태인,,486(0),5.2,1.4,망사
1,2,3,샴로커,미,수,8세,52,122,김용근,송문길,♠최몽주,3,498(-1),11.1,2.8,망사
2,3,4,흥행질주,한,수,4세,*52,85,박을운,이준철,♠임한용,3,465(-4),4.8,2.7,망사눈
3,4,6,청담도끼,미,거,7세,60,138,임기원,박종곤,♠김병진,목,490(2),3.0,1.5,망사
4,5,8,장산카우보이,미,거,8세,*52,92,조한별,리카디,♠삼정,2½,479(-7),126.6,17.1,"망사, 혀끈"
5,6,1,릴패트론,미,거,5세,*52,100,먼로,서인석,♠고재완,1½,491(8),4.9,1.5,"계란형큰, 눈가면"
6,7,5,청담제왕,미,수,6세,51,99,하정훈,토니,♠삼정,2½,518(-6),58.1,9.6,"계란형큰+,망사눈+,반가지큰-"
7,8,2,클리어검,한,암,5세,51,82,조상범,최용건,♠조창석,¾,476(-4),19.8,5.2,계란형큰
8,9,9,우리,미,수,5세,51,81,다비드,임봉춘,김진태a,3,493(0),60.8,4.9,"반가지큰, 망사눈"
9,10,10,울트라로켓,한,거,7세,*52,112,문세영,안병기,♠조명식,½,494(-2),9.9,3.2,"계란형큰, 망사"
10,11,7,원더풀이블,한,수,5세,*52,85,우에다,서범석,♠지대섭,9,488(-1),32.6,6.9,"계란형큰, 망사눈"
