,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,6,런던퀸,한,암,2세,53,,김귀배,안해양,임흥호,,482(-2),15.9,2.9,
1,2,5,스카이퓨처,한,거,3세,56,,김용근,최영주,♠손병철,1,459(8),2.9,1.4,"계란형큰+,눈가면-"
2,3,10,일향달마,한,암,2세,53,,김옥성,조현수,이창모,2½,468(1),3.7,2.2,망사+
3,4,7,특권,한,수,2세,55,,최범현,우창구,이장한,목,443(-14),7.8,1.5,
4,5,12,아치여걸,한,암,2세,53,,빅투아르,서홍수,♠김명식,1¼,409(9),371.7,36.8,
5,6,3,글로리칸,한,암,2세,53,,우에다,정호익,정범성,1½,483(4),18.3,2.3,망사눈
6,7,8,토루크막토,한,암,2세,53,,함완식,곽영효,김봉섭,¾,456(2),29.5,4.5,
7,8,9,정문지존,한,수,2세,55,,김정준,홍대유,♠김재영b,1,490(10),37.3,9.9,
8,9,1,황금달빛,한,암,2세,53,,정평수,지용철,♠장석린외1인(신치구),½,474(0),3.2,1.4,망사눈+
9,10,2,원더풀금성,한,암,2세,53,,조상범,신삼영,♠조창규,3,456(0),122.8,19.9,
10,11,11,킹스맨,한,수,2세,55,,박현우,최용구,♠최동근,86,522(16),157.3,65.1,계란형큰-
11,,4,시크릿보스,한,수,2세,55,,다비드,서홍수,♠김명식,출전제외,438(-5),----,----,
0,1,6,어디가나,한,암,2세,53,,문세영,김윤섭,♠황봉기,,506(21),14.5,3.0,"계란형큰+,눈가면+"
1,2,8,에이스프린스,한,수,2세,55,,송재철,최봉주,♠우상우,4,471(4),6.9,1.6,망사눈
2,3,4,더킹블레이드,한,수,2세,55,,안토니오,토니,♠김형란,3,493(26),1.7,1.2,"계란형큰+, 망사눈,혀끈+,혀보정큰-"
3,4,1,홍산,한,거,3세,56,,박병윤,이관호,♠황은호,1½,458(11),272.7,40.6,"계란형큰, 망사눈"
4,5,7,럭키밸리,한,암,2세,53,,조상범,구자흥,정찬헌,코,502(-10),251.6,21.6,"계란형큰,혀끈+"
5,6,9,로즈데이마린,한,암,3세,54,,김동수,홍대유,♠이경희,½,451(-19),20.6,4.6,
6,7,3,머니가락,한,수,2세,55,,김효정,배대선,박상헌,6,460(8),183.1,22.4,망사
7,8,12,금아콜로설,한,수,3세,56,,함완식,이신영,♠금아산업(주),코,493(5),13.8,2.3,망사눈
8,9,5,새남의별,한,수,3세,56,,박을운,김동철,♠김선식,목,487(6),4.0,1.4,망사
9,10,2,헬로금성,한,암,3세,54,,임기원,박재우,♠조창규,1½,460(-9),62.8,7.3,
10,11,10,싱싱유로,한,거,3세,56,,신형철,최영주,전석호,5,486(17),22.8,3.3,"계란형큰+,망사+,반가지큰-,망사눈-"
11,12,11,피이자드,한,수,2세,55,,김옥성,배휴준,♠피엔에스홈즈,6,458(3),944.5,70.9,
0,1,10,명진데이,한,수,2세,55,,신형철,전승규,♠정은섭,,430(-12),3.3,1.2,"망사눈, Triabit"
1,2,5,그레이캣,한,수,2세,55,,송재철,서홍수,♠김명식,6,442(-3),2.0,1.1,"계란형큰, 망사눈"
2,3,11,청산가세,한,거,3세,52,,(-4)김아현,지용철,김종식,1,470(15),52.4,7.7,망사눈
3,4,4,논스톱위닝,한,거,4세,52,,(-4)임다빈,유재길,♠태희종합건설,½,439(-13),6.5,1.8,망사눈
4,5,3,밀레니엄파워,한,수,3세,56,,조상범,박재우,최장석,4,505(22),7.7,2.9,혀끈+
5,6,6,브라이트빅터,한,암,2세,53,,김효정,안병기,함철원,2½,465(-5),11.8,2.4,"망사눈+,망사-"
6,7,2,다이아별빛,한,거,3세,55,,(-1)문성혁,배대선,강종우,4,476(15),20.1,4.4,
7,8,1,케이블레이드,한,암,2세,53,,최범현,토니,♠김형란,목,465(7),155.9,21.1,"계란형큰, 망사눈"
8,9,8,환상터치,한,암,3세,54,,조한별,김대근,♠임동현,1¼,430(1),1451.1,8.3,
9,10,12,선더챔피언,한,수,3세,56,,이동진,구자흥,이화연,2,449(0),1149.9,125.4,망사
10,11,7,아즈위스톤,한,수,4세,56,,지하주,김동철,♠김한수,½,450(-12),280.9,15.4,"계란형큰, 망사눈"
11,12,9,거버넌스,한,암,3세,54,,김정준,박병일,♠김정철,2½,452(6),176.7,11.6,반가지큰
0,1,5,슈퍼럭키보이,한,수,3세,55,31,김용근,조현수,♠신우철,,515(-4),4.2,1.6,
1,2,10,마이멤버,한,암,3세,53,30,우에다,정호익,♠백국인,1,478(7),83.3,10.5,"반가지큰, 눈가면"
2,3,3,탱크삭스,한,암,3세,54.5,33,박을운,강환민,♠김창식,½,456(-6),1.9,1.2,망사
3,4,4,아워사이먼,한,암,4세,54,32,하정훈,신삼영,♠박정배,½,461(-14),23.7,5.4,
4,5,11,라온블러드,한,암,3세,55,34,임기원,안병기,♠라온건설,5,480(-22),9.0,2.1,망사눈
5,6,1,더킹클래스,한,거,3세,54,29,송재철,안해양,임정균,1,461(6),13.4,2.4,망사눈
6,7,9,굿초이스,한,수,5세,*52,21,김동수,김점오,♠박재범,코,525(3),315.8,44.2,"계란형큰, 망사눈"
7,8,8,골든제이,한,암,4세,53.5,31,방춘식,최영주,최명균,목,468(-5),93.8,20.2,반가지큰
8,9,2,원더플레이스,한,암,3세,52,28,이혁,우창구,이장한,2½,448(14),21.8,5.2,망사눈
9,10,12,엄지여왕,한,암,5세,*52,24,이철경,배휴준,서상주,1,493(5),245.9,77.5,"계란형큰, 눈가면"
10,11,6,방주,한,거,3세,55,31,신형철,박윤규,♠오종환,½,516(-11),9.6,1.9,"반가지큰, 망사눈"
11,12,7,한일모아,한,암,3세,53,30,이준철,김대근,한일사료,1¼,472(-9),15.1,2.8,
0,1,7,백두거포,한,거,4세,52,,(-4)임다빈,구자흥,♠김봉겸,,482(5),8.3,2.2,반가지큰
1,2,5,은혜파도,한,암,3세,54,,박을운,김동철,한종희,1¾,419(-13),5.0,1.5,망사
2,3,3,강화처녀,한,암,3세,54,,이철경,서인석,서운석,목,433(4),10.4,1.5,망사눈
3,4,9,모닝뉴스,한,암,2세,53,,송재철,최용건,♠(주)나스카,½,475(3),1.8,1.2,"계란형큰, 망사"
4,5,10,보고또보고,한,거,3세,56,,임기원,임봉춘,김진태a,코,508(-15),6.3,2.4,"망사+,눈가면-"
5,6,11,다시두손,한,암,3세,54,,김덕현,박재우,이도명,머리,464(13),19.6,5.4,눈가면
6,7,8,원지,한,거,3세,56,,신형철,안병기,♠우태율,2½,482(3),48.7,7.1,"반가지큰, 망사눈"
7,8,12,월영이,한,암,3세,54,,박병윤,홍대유,♠김정숙,2½,482(6),149.2,18.6,
8,9,4,선위너,한,암,4세,54,,이동국,서범석,이신근,8,440(-10),52.4,4.2,
9,10,2,더블던다스,한,거,4세,56,,이동진,박윤규,강현찬,머리,463(11),666.0,36.2,"눈가면+,자극판-,망사눈-"
10,11,6,과천에이스,한,암,3세,54,,이강서,박천서,♠이시환,½,449(7),355.7,24.7,망사눈
11,12,1,머니라인,한,수,3세,56,,김효정,배대선,박상헌,23,537(-2),390.7,19.7,망사눈
0,1,2,최강특급,한,수,3세,56,44,문세영,박대흥,♠김경민,,507(-3),1.2,1.2,
1,2,6,우정의향기,미,암,4세,55,48,함완식,곽영효,♠강균호,1¾,492(10),15.8,1.8,"계란형큰, 망사눈,혀끈-"
2,3,3,본능대로,미,거,4세,54,38,이동진,이희영,이창모,코,503(-2),210.8,20.3,망사눈
3,4,9,대마불사,미,수,3세,54,38,박현우,최용구,이미양,2,541(-1),28.7,3.9,"반가지큰+,양털코+,계란형큰-"
4,5,11,골드블루매직,호,암,5세,53,41,황순도,서홍수,황철연,3,455(-6),80.2,14.3,"계란형큰, 망사눈"
5,6,10,선포레,미,거,3세,54,36,김용근,배휴준,서상주,3,466(-2),16.2,2.8,망사눈
6,7,7,천지명장,미,수,4세,55,41,박병윤,손영표,♠최임규,½,445(1),140.8,26.1,"계란형큰, 망사눈"
7,8,12,신의열매,미,거,3세,54,36,조상범,안병기,♠김동익,코,490(-10),19.6,2.0,"계란형큰, 망사눈"
8,9,4,황금들판,일,암,7세,55,49,신형철,김점오,♠백경무,목,461(-3),89.6,7.2,망사
9,10,1,원더풀인디언,미,거,4세,54,37,우에다,전승규,♠지대섭,4,496(-6),8.3,1.5,"계란형큰, 망사"
10,11,5,선스타트,미,수,5세,52,44,(-4)임다빈,손영표,이신근,4,530(8),59.7,6.3,"계란형큰, 망사눈"
11,12,8,백두의정상,한,거,5세,55,41,이혁,김동철,♠코리아호스랜드,2½,478(-5),82.0,14.9,"계란형큰, 눈가면"
0,1,11,가로수길,한,수,4세,55,42,다비드,리카디,♠홍종철,,488(-7),4.4,1.5,
1,2,8,천지여걸,한,암,3세,53,40,함완식,김동균,♠최임규,3,489(-2),6.3,1.5,"계란형큰, 망사눈"
2,3,5,머니지프,한,거,5세,57,50,김효정,배대선,강종우,1¾,475(-5),31.4,4.7,망사눈
3,4,9,라온돌풍,한,거,5세,57,48,이혁,박종곤,♠라온건설,2½,476(-4),41.9,6.7,망사눈
4,5,4,우대륭,한,암,4세,53,40,김정준,안해양,임흥호,1¼,491(-5),25.2,3.3,망사
5,6,3,콰이어트아델,한,암,3세,55,50,김용근,송문길,♠이종훈,½,471(-13),1.6,1.1,"반가지큰, 망사눈"
6,7,1,정상여신,한,암,4세,55,49,안토니오,강환민,♠정동진,2½,503(11),11.5,2.0,망사
7,8,6,인디언보스,한,수,4세,53,37,(-1)문성혁,서인석,♠코리아호스랜드,1¼,474(-6),146.3,14.1,"계란형큰, 망사눈"
8,9,2,스트롱캡틴,한,거,5세,55,42,이동국,서범석,이성헌,1¼,479(7),307.8,28.2,계란형큰
9,10,10,교룡득수,한,수,3세,55,39,조상범,지용철,♠(주)디알엠씨티,2,507(6),49.2,5.7,"계란형큰+, 망사눈"
10,11,7,델타케이,한,거,6세,56,45,신형철,곽영효,♠강균호,1¼,498(-6),78.0,18.3,"계란형큰, 망사눈"
11,12,12,행복스타,한,수,5세,54,36,박현우,최용구,지원철,8,516(-7),416.3,26.3,"계란형큰, 양털코"
0,1,11,이스트챔프,한,수,3세,52,29,(-4)임다빈,정호익,♠김영구,,455(-11),2.7,1.3,눈가면
1,2,8,대싱카누,한,암,4세,54,29,조한별,유재길,박정열,4,501(6),58.0,5.1,망사
2,3,7,굿원더,한,암,4세,54,30,최범현,신삼영,♠오종환,1¾,509(-14),9.1,2.2,
3,4,5,달려라광산,한,암,5세,55,32,이동진,구자흥,♠김한수,3,476(-1),6.5,1.8,망사+
4,5,10,와니케이,한,암,5세,53,28,우에다,유재길,♠김영완,목,456(-4),36.5,4.2,"반가지큰, 눈가면"
5,6,1,대한챔프,한,수,4세,51,27,(-4)김아현,서정하,대한사료,1¾,473(-7),94.0,11.1,망사눈
6,7,6,레인,한,암,4세,55,32,박을운,이신영,♠이성영,3,494(21),24.2,4.6,망사눈
7,8,3,최강매직,한,거,4세,55,28,다비드,리카디,♠함춘,1¼,441(-10),5.5,2.2,"망사, 혀끈"
