,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,6,검포,한,수,2세,55,,이현종,박병일,♠드림커뮤니티,,483(-2),1.2,1.0,망사
1,2,12,머니챔프,한,거,2세,55,,서승운,김동균,♠최임규,3,470(5),4.7,1.0,"계란형큰, 망사눈"
2,3,10,글로리파이터,한,암,2세,53,,빅투아르,이관호,서홍배,6,513(-9),23.4,2.9,계란형큰
3,4,4,블랙실버,한,암,2세,53,,이철경,서인석,홍상기,¾,451(-12),380.7,45.2,계란형큰+
4,5,5,드림걸스,한,암,2세,53,,최범현,우창구,♠드림커뮤니티,2½,426(-1),21.6,2.7,
5,6,9,가온찬,한,암,2세,53,,박태종,정호익,최종환,코,439(6),301.9,37.5,
6,7,2,청산가세,한,거,2세,55,,김동수,지용철,김종식,2½,459(1),18.7,2.1,망사눈
7,8,7,단비와호수,한,암,2세,53,,다나카,지용철,♠김선식,½,483(6),435.5,24.6,"망사, Triabit"
8,9,8,삼포여걸,한,암,2세,53,,문정균,최상식,♠강석대,목,466(-1),168.6,10.5,망사
9,10,1,스카이선더,한,암,2세,53,,하정훈,박천서,말사모,1,456(15),101.7,30.4,망사눈
10,11,11,스프링데이,한,수,2세,55,,송재철,송문길,♠(주)나스카,¾,453(-2),94.0,4.4,"반가지큰, 망사눈"
11,12,3,천사의별,한,거,2세,55,,박병윤,김동철,♠김선식,1¾,469(6),387.0,45.7,망사
0,1,6,흥행질주,한,수,2세,54.5,,이준철,김대근,♠고광숙,,467(3),7.0,1.6,망사눈
1,2,12,그레이트칸,한,수,2세,54,,유승완,강환민,♠김순건,3,534(-1),16.4,2.8,계란형큰
2,3,2,전정사금,한,암,2세,52,,임기원,이관호,♠박재범,1¼,498(-4),2.5,1.4,망사눈
3,4,4,에이투제트,한,수,2세,54.5,,조한별,지용철,♠최성룡,4,471(-6),10.4,1.7,
4,5,5,어메이징퀸,한,암,2세,52,,빅투아르,강환민,♠이성인,1,463(-5),267.5,36.7,
5,6,10,러피언파크,한,수,2세,54.5,,안토니오,최봉주,♠박종율,목,464(-8),16.8,2.9,혀끈-
6,7,9,최강특급,한,수,2세,55,,먼로,박대흥,♠김경민,¾,529(12),2.1,1.2,"양털코+,망사-"
7,8,1,글로벌골드,한,수,2세,54,,박태종,최상식,♠장재형,1½,484(-5),66.7,6.8,망사눈
8,9,3,하이퍼카,한,수,2세,54,,다비드,배대선,♠장석은,6,469(0),525.1,37.8,
9,10,11,어메이징위즈,한,암,2세,52,,김정준,송문길,♠최몽주,3,451(-12),456.3,37.4,
10,11,8,어바웃섬싱,한,암,2세,52,,이철경,서인석,♠서창식,2½,479(-11),350.1,41.5,망사눈
11,12,7,금희인디,한,수,2세,54,,최원준,박병일,♠배태곤,4,492(8),320.7,57.4,"계란형큰, 망사눈"
0,1,10,삼성비바,한,수,2세,55,,먼로,박천서,♠한명로,,491(4),1.5,1.2,"망사눈, 혀끈"
1,2,4,새로운보배,한,암,3세,53,,김정준,심승태,류재욱,9,462(1),31.0,3.0,"계란형큰, 망사눈"
