,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,8,럭키클럽,한,수,2세,55,,이혁,서홍수,이본희,,439(4),8.8,3.2,
1,2,3,폭스파워,한,수,2세,55,,유승완,구자흥,말사모,2,453(-8),8.8,3.2,
2,3,10,치프인디,한,수,2세,55,,문세영,박대흥,♠박남성,1½,489(12),8.8,1.6,망사+
3,4,7,아담스애플,한,암,2세,53,,임기원,박재우,♠서창식,코,488(-9),8.8,3.2,
4,5,6,블랙참,한,수,2세,55,,김용근,송문길,♠김세민,7,473(7),8.8,3.2,망사+
5,6,1,정문최강,한,수,2세,55,,안토니오,홍대유,♠김재영b,3,495(0),8.8,3.2,
6,7,4,럭셔리돌풍,한,수,2세,55,,함완식,김동균,♠박정재,1¼,516(-1),8.8,3.2,
7,8,11,화이트트레인,한,수,2세,55,,이동하,강성오,♠홍종운,머리,491(-2),8.8,3.2,"반가지큰+,망사눈+"
8,9,9,매드블레이드,한,거,2세,55,,김동수,강환민,♠김형란,목,436(-13),8.8,3.2,망사+
9,10,2,소우주,한,수,2세,55,,박태종,안병기,♠우태율,¾,484(2),8.8,3.2,"계란형큰, 망사눈"
10,11,5,구름타고,한,수,2세,55,,방춘식,지용철,김종식,9,455(6),8.8,3.2,"계란형큰+,망사눈+"
0,1,7,발베니,미,수,2세,55,38,유승완,최용구,♠강무웅,,486(20),5.6,2.1,"계란형큰, 눈가면"
1,2,6,오클랜드삭스,뉴,거,3세,56,43,안토니오,이신영,♠김창식,코,489(2),5.6,2.1,계란형큰
2,3,5,시리우스에이,미,수,2세,55,38,문세영,박대흥,♠박남성,2½,564(-13),5.6,3.2,"계란형큰+,망사눈+,혀끈+"
3,4,2,거미손,뉴,수,3세,56,43,조상범,지용철,♠이수길,½,532(1),5.6,3.2,
4,5,4,내생애최고,미,수,2세,55,38,임기원,안병기,♠우태율,4,468(4),5.6,3.2,망사눈
5,6,3,흥과기쁨,미,수,2세,55,38,이준철,김대근,♠고광숙,머리,477(6),5.6,3.2,
6,7,1,스프링꿈,미,수,2세,55,38,페로비치,안병기,♠(주)디알엠씨티,1¾,475(6),5.6,3.2,"계란형큰+,망사눈+,혀끈+"
0,1,2,섀도우퀸,한,암,3세,54,,김정준,신삼영,링크폴로,,468(-4),2.0,1.3,"계란형큰,눈가면+,망사눈-"
1,2,5,나의신화,한,수,3세,56,,빅투아르,송문길,박복용,½,449(0),13.2,5.1,
2,3,11,울트라애니,한,암,3세,54,,임기원,안병기,♠조명식,2½,478(12),13.2,5.1,"계란형큰, 망사눈"
3,4,6,선더케이,한,수,3세,56,,송재철,박대흥,♠강경운,1½,495(-10),13.2,5.1,"망사눈+,Triabit-"
4,5,3,비앙카,한,암,4세,54,,이성재,박희철,♠강석대,4,457(10),13.2,1.4,망사눈
5,6,1,골든앵글,한,수,4세,56,,지하주,김윤섭,♠이종욱,1½,493(-2),13.2,5.1,"망사눈,계란형큰-"
6,7,10,선샤인레이디,한,암,4세,54,,김동수,조현수,♠신윤경,2½,463(0),13.2,5.1,"계란형큰+, 망사"
7,8,8,록하드스카이,한,거,4세,56,,권석원,박윤규,♠(주)자성실업,2½,463(-5),13.2,5.1,"계란형큰, 망사눈"
8,9,7,선더챔피언,한,수,3세,56,,조상범,구자흥,이화연,½,445(-3),13.2,5.1,망사
9,10,9,환상터치,한,암,3세,54,,이준철,김대근,♠임동현,1¾,429(10),13.2,5.1,
10,11,4,페더럴스트롱,한,거,3세,56,,정평수,지용철,♠이수길,코,494(8),13.2,1.4,
