,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,3,은성마루,한,암,2세,53,,김정준,박천서,은성,,467(-5),131.0,4.7,망사눈
1,2,10,블랙마스크,한,암,2세,53,,다비드,리카디,♠이강운,1½,427(-8),3.3,1.1,
2,3,8,제이피닉스,한,수,2세,55,,유승완,송문길,♠허장원,4,503(-17),1.3,1.2,
3,4,11,해피믹스,한,암,2세,53,,김동수,박병일,신기철,1,468(-13),75.3,3.0,
4,5,4,웰빙챔피언,한,암,2세,50,,(-4)김태희,서홍수,이효선,1½,471(11),87.9,12.7,
5,6,12,톱포지션,한,암,2세,53,,문세영,이관호,♠(주)디알엠씨티,½,471(-12),21.0,2.2,망사
6,7,9,원더풀섀도우,한,암,2세,53,,송재철,강환민,♠지대섭,목,455(3),101.1,5.8,"계란형큰,망사눈"
7,8,7,불의신화,한,수,2세,54,,(-1)임다빈,임채덕,♠황경호,1¼,511(0),34.3,3.1,"Triabit +,망사눈+"
8,9,2,너울이,한,수,2세,55,,박병윤,최봉주,민홍기,3,523(-13),37.2,3.6,망사눈
9,10,6,어메이징나우,한,수,2세,55,,박태종,박종곤,♠김정철,2½,491(-22),100.1,12.1,"망사눈,반가지큰+"
10,11,5,퍼펙트타임,한,암,2세,53,,조상범,손영표,김은갑,1¼,455(-1),225.7,17.6,
11,12,1,미르파워,한,암,2세,53,,김효정,서홍수,김은갑,2,444(-1),110.2,19.7,
0,1,11,세명나래,한,암,3세,54,,김옥성,배휴준,이기철,,479(-9),16.8,3.1,"계란형큰,눈가면+,망사-"
1,2,1,플렉스퀸,한,암,3세,54,,이용호,임봉춘,♠김철,1½,482(1),5.4,1.9,계란형큰
2,3,9,방탄여걸,한,암,3세,54,,하정훈,이관호,♠김태권,2,423(-2),69.6,22.1,망사
3,4,8,갈색향기,한,암,2세,53,,김동수,안병기,♠김광명,½,468(0),3.1,1.4,망사눈
4,5,12,티파니블루,한,암,3세,54,,황순도,박윤규,♠코리아호스랜드,목,537(14),20.9,5.9,망사
5,6,7,이스트매직,한,암,3세,53,,(-1)임다빈,박재우,♠김영구,목,492(1),11.8,3.0,망사눈
6,7,3,선봉골드,한,암,3세,54,,이기회,박천서,한영석,½,456(0),58.5,8.1,
7,8,6,델피니,한,암,3세,54,,먼로,이신영,♠이한준,머리,484(2),3.7,1.5,"계란형큰,망사"
8,9,10,정겨운,한,암,3세,54,,박상우,유재길,이장운,4,405(-16),191.1,29.7,
9,10,4,대승가온,한,암,4세,50,,(-4)김태희,서인석,문석현,½,422(-5),7.3,2.2,눈가면
