,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,7,카우보이킹,한,거,2세,55,,안토니오,최용구,♠강무웅,,565(17),114.9,11.6,반가지큰
1,2,2,리마커블,한,암,2세,50,,(-4)김아현,지용철,♠조용학,4,485(-2),3.7,1.2,
2,3,8,글로벌매직,한,수,2세,55,,함완식,최상식,♠장재형,½,459(3),3.3,1.4,망사눈+
3,4,9,제이트로스,한,암,2세,53,,김정준,송문길,♠허장원,1½,480(-8),8.1,2.4,망사
4,5,4,라온더위켄드,한,암,2세,53,,이혁,박종곤,♠라온산업개발(주),½,481(0),4.0,2.1,
5,6,1,세인트루카,한,수,2세,55,,송재철,서인석,김재성b,¾,464(2),8.3,6.8,계란형큰
6,7,6,유레카,한,수,2세,55,,이용호,이신영,♠(주)나스카,2,485(14),258.5,31.1,계란형큰+
7,8,12,빛의대륙,한,암,2세,53,,김효정,배대선,미리내,목,470(-13),8.6,1.5,
8,9,3,피엔에스빌,한,수,2세,55,,문정균,유재길,♠피엔에스홈즈,목,462(1),209.4,20.3,
9,10,5,바로퀸,한,암,2세,53,,박을운,박천서,♠박평양,4,419(-3),23.6,4.4,눈가면
10,11,11,큐피드와우,한,수,2세,55,,조상범,강환민,♠서순배,머리,445(11),486.5,32.5,망사
11,12,10,벚꽃블레이드,한,암,2세,53,,김용근,토니,♠김병진,4,450(2),165.4,24.4,"계란형큰, 망사눈"
0,1,5,무적장산,한,암,3세,54,,안토니오,강환민,♠삼정,,428(3),3.4,2.4,"망사+, 혀끈"
1,2,4,그레이트아이,한,수,3세,52,,(-4)김아현,지용철,♠금악목장,4,465(4),7.4,2.0,망사눈
2,3,11,선봉골드,한,암,3세,54,,이기회,박천서,한영석,목,449(-5),99.6,12.2,
3,4,9,태양타고,한,암,3세,54,,최원준,지용철,♠최성룡,목,428(-4),27.7,4.0,망사눈
4,5,8,방탄여걸,한,암,3세,54,,하정훈,이관호,♠김태권,½,431(-1),13.4,2.4,"망사,계란형큰-"
5,6,1,라게르타,한,암,3세,54,,이용호,이신영,♠이성영,½,454(-3),6.6,2.9,
6,7,12,사우스반,한,암,5세,54,,박상우,서범석,♠임종근,½,440(-9),17.3,4.1,
7,8,7,기타리스트,한,거,3세,56,,김옥성,박천서,김봉섭,목,499(-4),11.6,2.4,"반가지큰, 망사눈, 혀끈"
8,9,6,큐피드코리아,한,거,4세,56,,방춘식,배대선,♠서순배,1¾,475(0),16.5,3.8,망사눈
9,10,2,챔피언가문,한,거,3세,56,,박태종,박대흥,(주)케이씨피,4,467(-6),3.6,1.5,"계란형큰,양털코+,망사-"
10,11,3,윈디러시,한,암,4세,54,,이동국,구자흥,제주축협,4,485(10),42.9,10.1,"반가지큰, 망사눈"
11,12,10,스타크레이지,한,수,3세,56,,부민호,심승태,전영애,7,492(-8),23.9,12.1,망사눈
0,1,4,제이에스파워,한,거,4세,56.5,34,이혁,손영표,♠박정재,,483(2),3.6,1.6,망사눈
1,2,6,디에코,한,암,4세,52.5,30,김용근,이준철,♠안희철,¾,470(5),10.0,1.8,
2,3,2,시크릿보스,한,수,3세,55,31,다비드,서홍수,♠김명식,3,458(9),2.7,1.8,망사
3,4,1,모던베스트,한,암,3세,53,31,송재철,이희영,♠베스트샤인조합,¾,440(8),8.5,2.6,
4,5,11,섀도우퀸,한,암,4세,53.5,32,함완식,신삼영,링크폴로,3,476(4),7.9,2.1,"계란형큰, 눈가면"
5,6,12,유롱스타,한,암,4세,52,31,(-1)임다빈,정호익,♠에릭 코,1¼,471(2),29.6,8.8,망사눈
6,7,9,골드케이,한,거,3세,55.5,32,안토니오,박대흥,♠강경운,2,464(-2),20.5,6.0,"계란형큰+,양털코+,망사눈-"
7,8,7,그레이트한센,한,암,3세,*52,28,박을운,조현수,♠이혜란,2,436(0),38.1,4.7,망사
8,9,10,더파이팅,한,수,3세,55,31,김정준,박병일,♠김정철,½,496(4),23.4,2.6,
9,10,3,천둥캣,한,암,3세,52.5,30,하정훈,심승태,♠이종욱,2,476(-6),20.7,8.3,망사눈
10,11,8,포트스원,한,암,3세,52,29,김효정,서인석,♠조창규,1,494(-1),28.0,15.2,"계란형큰, 망사눈"
11,12,5,대세만세,한,암,3세,*52,28,김옥성,박희철,신영식,¾,494(2),36.0,13.4,"계란형큰, 망사눈"
0,1,5,대지의여걸,한,암,3세,52.5,30,먼로,강성오,♠김명식,,452(-7),10.3,2.7,망사눈
1,2,3,울트라킹,한,거,3세,57,35,임기원,안병기,♠조명식,1,482(-2),2.4,1.5,망사눈
2,3,6,컴플리트스타,한,암,3세,52.5,30,박태종,박재우,♠장세준,목,482(3),5.5,2.7,망사눈
3,4,10,명품히어로,한,거,3세,53.5,30,(-1)임다빈,김점오,박양호,½,468(1),31.1,8.5,"망사눈+,망사-"
4,5,4,원더풀데블,한,암,3세,52.5,30,김용근,서홍수,♠(주)녹원목장,코,486(-8),27.0,7.4,망사
5,6,1,아로마,한,수,4세,53,27,박을운,이관호,♠최수군,1¼,488(-1),9.9,1.8,"계란형큰, 망사눈"
6,7,11,로드란,한,암,4세,54.5,34,박현우,구자흥,♠표종순,머리,500(7),8.3,3.6,계란형큰
7,8,7,스마트핑크,한,암,3세,52.5,30,이혁,김동철,♠오종환,½,456(3),15.4,4.6,망사
8,9,12,초원의기적,한,암,4세,*52,27,빅투아르,우창구,조홍구,1¾,445(-1),90.4,13.0,"반가지큰, 망사눈"
9,10,9,골든찬스,한,암,3세,*52,26,정정희,배휴준,양현모,1¼,528(13),40.5,10.1,가지+
10,11,8,마파람,한,암,2세,*52,30,송재철,임봉춘,♠(주)나스카,5,474(4),10.6,2.2,망사눈
11,12,2,매드블레이드,한,거,3세,55,31,안토니오,강환민,♠김형란,목,452(4),15.0,2.4,"계란형큰, 망사눈"
0,1,4,퀵실버키튼,미,거,3세,51,38,(-1)임다빈,손영표,♠황경호,,481(-5),16.6,2.2,
1,2,6,파인로드,미,수,3세,55,44,조한별,최용구,♠최동근,4,545(-11),59.0,4.5,"계란형큰, 망사눈"
2,3,1,몬스터케이,미,거,3세,57.5,49,박태종,우창구,♠강경운,½,490(-6),3.0,1.2,망사
3,4,10,파워요트,미,수,4세,*52,36,김동수,전승규,♠이시환,2,495(8),224.6,17.8,"계란형큰, 망사눈"
4,5,7,최고레이스,미,수,3세,54,42,빅투아르,강성오,♠이강운,¾,484(1),9.2,2.6,"계란형큰, 망사"
