,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,2,모닝힐,한,거,3세,55.5,,(-1)문성혁,서인석,♠최상기,,487(6),1.4,1.3,눈가면
1,2,12,노르웨이서드,한,암,3세,54.5,,송재철,강성오,이수행,8,437(-8),11.4,1.5,"계란형큰+,망사+"
2,3,6,런던파워,한,암,3세,54.5,,이혁,안해양,임흥호,2,441(10),5.7,2.2,"계란형큰+,망사눈+"
3,4,9,빅토리샘,한,암,3세,54.5,,최범현,곽영효,이효선,1½,450(-8),6.9,1.2,계란형큰
4,5,7,킹엔젤마리아,한,거,3세,56.5,,김옥성,김동철,♠이월희,1¾,478(10),63.3,17.7,망사눈
5,6,10,티파니블루,한,암,3세,54.5,,박태종,박윤규,♠코리아호스랜드,1¾,539(-3),21.0,2.8,망사눈
6,7,5,지산군,한,수,3세,56.5,,빅투아르,이관호,♠(주)인펨,½,406(13),32.8,3.2,"계란형큰, 망사"
7,8,3,스마트전사,한,거,3세,56.5,,김정준,송문길,♠김태성,3,470(-22),1662.4,18.3,망사
8,9,8,겅호우,한,수,3세,52.5,,(-4)김아현,지용철,♠조용학,2½,475(-5),170.5,10.3,
9,10,11,정겨운,한,암,3세,54.5,,박상우,유재길,♠이장운,3,398(-3),2849.8,80.0,
10,11,4,미사일퀸,한,암,3세,54.5,,윤영민,조현수,♠이장운,½,434(3),463.9,29.4,망사
11,12,1,서울달빛,한,암,3세,54.5,,이준철,최영주,♠강승연,1,437(-3),135.7,20.4,망사눈+
0,1,2,아이언머스킷,한,암,3세,54.5,,조상범,배휴준,♠홍종철,,499(0),2.0,1.4,망사
1,2,1,다울퀸,한,암,3세,54.5,,부민호,최용건,♠김봉겸,9,499(4),1.7,1.1,계란형큰
2,3,13,고고스타,한,암,3세,54.5,,김정준,김윤섭,김재용,머리,451(-18),23.0,1.3,망사눈+
3,4,7,글로리칸,한,암,3세,51.5,,(-3)임다빈,정호익,정범성,¾,487(0),38.4,5.9,망사눈
4,5,5,컴플리트챔프,한,암,3세,54.5,,유승완,조현수,♠장세준,¾,487(-13),404.8,17.4,승인편자
5,6,11,로즈데이마린,한,암,4세,55,,장추열,홍대유,♠이경희,¾,455(11),72.7,2.3,
6,7,12,주말의시작,한,암,3세,54.5,,우에다,박윤규,김광영,2½,463(-8),132.2,9.2,
7,8,9,이스트매직,한,암,3세,54.5,,다비드,박재우,♠김영구,2,481(2),111.4,10.0,망사
8,9,4,티나,한,암,3세,54.5,,빅투아르,이관호,곽홍석,1¼,479(14),124.0,33.5,"계란형큰,양털코+,망사눈-"
9,10,3,플라잉풀문,한,암,3세,54.5,,이혁,임채덕,♠김형순,¾,489(6),185.4,8.7,"가지, 눈가면"
10,11,14,월드메니피,한,암,3세,53.5,,(-1)문성혁,서인석,♠이성님,코,448(7),36.9,3.7,계란형큰
11,12,8,히트하트,한,암,4세,55,,이강서,박천서,정승희,1¾,459(-5),336.2,18.1,망사눈
12,13,10,인디라이트,한,암,3세,54.5,,문정균,최상식,♠변갑한,목,482(-6),1416.7,49.1,망사
13,,6,큐피드원더,한,암,3세,54.5,,지하주,이희영,♠서순배,출전취소,0(0),----,----,망사눈
0,1,14,터프맨,한,수,3세,56.5,,장추열,정호익,♠김광명,,526(4),1.4,1.5,
1,2,5,라온샹젤리,한,암,3세,54.5,,최범현,박종곤,♠라온건설,4,485(5),40.9,1.6,망사눈
2,3,1,뉴호프,한,암,3세,54.5,,박태종,최봉주,♠오상철,코,462(-8),21.8,3.7,계란형큰+
3,4,7,러닝킹,한,수,3세,56.5,,문세영,지용철,♠오종환,1½,503(-7),3.5,1.1,"계란형큰,망사+"
