,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,5,나올영웅,한,수,2세,55,,박을운,김동철,♠이경호a,,488(-1),3.3,1.3,"계란형큰,망사"
1,2,12,글로벌보배,한,수,2세,55,,김동수,최상식,♠장재형,1,440(6),10.7,3.2,망사눈
2,3,8,콩코드스퍼트,한,수,2세,55,,최범현,곽영효,♠김준현,8,503(1),3.9,1.3,망사눈
3,4,6,메니스피어,한,암,2세,53,,장추열,김동균,♠김영완,2,442(-3),3.4,1.7,망사
4,5,2,불의질주,한,수,2세,54,,(-1)임다빈,임채덕,♠황경호,1¼,499(-1),94.9,11.7,망사눈+
5,6,3,파이널참,한,수,2세,55,,이용호,송문길,♠김명식,코,440(-18),11.3,2.4,
6,7,4,에이스월드,한,암,2세,53,,문성혁,이준철,박세용,1¼,442(0),10.9,3.3,망사눈
7,8,7,남산무적,한,수,2세,55,,김용근,강성오,♠이기선,2,452(8),28.4,6.1,망사눈+
8,9,11,은혜레코드,한,수,2세,55,,조한별,최용구,강태구,1¾,502(-7),25.3,8.5,양털코
9,10,9,블랙머니,한,수,2세,55,,황순도,최영주,말사모,2½,466(-10),53.4,16.4,
10,11,1,무지개공주,한,암,2세,53,,박병윤,박천서,♠김종진,코,456(7),46.5,8.3,망사눈
11,12,10,또바기,한,암,2세,53,,김귀배,심승태,♠김경민,9,414(-21),186.4,31.9,
0,1,3,큐피드점보,한,암,2세,52,,(-1)임다빈,이희영,♠서순배,,500(-8),11.9,2.3,망사
1,2,14,머스탱파워,한,수,2세,55,,송재철,강환민,이영성,9,486(3),16.9,3.5,"계란형큰,망사"
2,3,5,큐피드보우,한,수,2세,55,,이혁,유재길,♠서순배,코,459(-8),3.4,1.6,
3,4,7,피엔에스골드,한,암,2세,53,,문세영,손영표,♠피엔에스커튼월,¾,464(-6),2.9,1.4,망사
4,5,4,장산포이즌,한,수,2세,55,,이현종,최용건,♠김병진,1¼,449(-4),4.3,1.4,"계란형큰,망사눈"
5,6,12,루나실버,한,암,2세,53,,김동수,김동균,♠공이공팔,1¾,446(-6),145.8,29.4,망사+
6,7,13,동방의혼,한,수,2세,55,,김철호,서인석,서상주,1¾,477(-12),120.0,20.0,"계란형큰,망사눈"
7,8,2,송암레전드,한,수,2세,55,,김효정,최용구,♠송암축산,코,519(2),91.5,15.3,계란형큰
8,9,8,유로강자,한,수,2세,55,,박상우,신삼영,♠조창규,3,488(-10),183.8,33.6,망사눈
9,10,9,뉴청파,한,수,2세,55,,전진구,최영주,김창국,목,463(-5),218.7,41.8,"망사눈+,망사-"
10,11,6,건곤일척,한,수,2세,55,,문성혁,서인석,서상주,목,469(-12),8.1,2.6,"계란형큰,망사눈"
11,12,10,순간터치,한,수,2세,55,,김용근,송문길,♠정형철,¾,468(-10),14.1,3.1,망사
12,13,11,머니신,한,수,2세,55,,박병윤,배대선,이광수a,8,465(-6),180.2,34.0,망사눈
13,,1,생일선물,한,암,2세,53,,조한별,안병기,♠우태율,출전제외,445(3),----,----,"망사눈+,망사-"
0,1,4,푸른요정,한,암,2세,53,,조한별,안병기,♠우태율,,487(6),8.9,2.7,망사눈
1,2,9,스마트블루,한,암,2세,53,,박병윤,강환민,♠이종원,목,459(-7),7.1,1.9,"계란형큰,망사"
