,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,3,이스트제트,한,거,2세,54,,이철경,서인석,♠김영구,,494(4),44.4,4.4,
1,2,10,대승퀸,한,암,2세,52,,이현종,박대흥,♠김명식,3,468(-15),3.4,1.2,망사+
2,3,1,마인헌터,한,암,2세,52,,김동수,서범석,♠정영식,4,461(-1),1.4,1.0,
3,4,9,고속페달,한,수,2세,54,,조재로,배휴준,명인환,3,506(4),130.0,11.5,망사+
4,5,4,체로키마린,한,수,2세,54,,다나카,이관호,♠이경희,¾,476(1),10.4,1.7,"망사눈+,망사-"
5,6,7,교룡득수,한,수,2세,54,,조한별,지용철,♠(주)디알엠씨티,1,493(-10),53.5,4.2,
6,7,11,스카이선더,한,암,2세,52,,하정훈,박천서,말사모,6,445(-1),132.3,17.1,망사눈
7,8,2,어메이징퀸,한,암,2세,52,,김용근,강환민,♠이성인,½,468(-4),153.0,12.7,
8,9,6,홍산,한,거,2세,54,,안토니오,이관호,♠황은호,½,460(12),111.5,41.6,"계란형큰,망사눈+,눈가면-"
9,10,8,공작왕,한,수,2세,54,,송재철,임봉춘,♠윤우환,½,522(4),59.5,5.4,
10,11,12,그랜드마스터,한,암,2세,52,,김정준,김윤섭,♠변갑한,목,462(14),38.6,3.9,
11,12,5,아스트로,한,수,2세,54,,지하주,최영주,서운석,1¼,483(-3),80.0,6.8,승인편자+
0,1,7,황금해,한,수,2세,55,,다나카,임봉춘,진교원,,467(-8),3.0,1.2,"망사눈+,망사-"
1,2,12,선우엔테우스,한,암,2세,52,,김정준,심승태,♠선우파워텍(주),목,500(1),2.9,1.5,
2,3,3,검포,한,수,2세,54,,먼로,박병일,♠드림커뮤니티,7,475(-11),17.2,3.0,망사
3,4,6,봄날의기억,한,수,2세,54,,이동하,안병기,♠우태율,6,494(3),10.3,2.2,"계란형큰+,망사눈+,망사-"
4,5,4,밀키셰리,한,암,2세,52,,이혁,지용철,♠금악목장,5,460(1),59.1,12.6,
5,6,2,달리는빛깔,한,수,2세,54,,조한별,지용철,김종식,1¾,475(16),47.0,8.5,망사눈
6,7,1,럭키상운,한,수,2세,54,,임기원,박재우,최기영,머리,485(3),4.0,2.0,망사눈
7,8,5,슈퍼엑톤,한,거,2세,54,,김용근,강환민,♠삼정,머리,427(1),62.1,14.8,망사눈
8,9,11,클린하트,한,수,2세,54,,이준철,김대근,♠김경민,3,524(20),107.3,34.4,
9,10,9,라이징빅토리,한,암,2세,52.5,,김동수,김동균,♠신우철,1,490(-7),12.4,2.0,망사눈
10,11,10,이천특급,한,수,2세,54,,이철경,서인석,♠이종욱,3,445(-5),55.5,9.5,"계란형큰,망사눈-"
11,12,8,강화처녀,한,암,2세,50,,(-2)문성혁,서인석,서운석,7,451(-9),100.3,32.6,망사눈
0,1,11,대대손손,한,암,3세,54,,이동하,강성오,♠김경민,,394(-3),19.0,3.9,"반가지큰+, 망사눈,계란형큰-"
1,2,1,페넘브라,한,암,3세,54,,이준철,김대근,김윤호,1¼,417(2),25.6,5.2,
2,3,7,블루밴드,한,암,3세,54,,이혁,이신영,♠정영식,6,441(4),5.6,1.9,망사
3,4,4,올마이퀸,한,암,3세,54,,박태종,김동철,♠양순희,1¼,443(-7),18.3,3.3,"망사, 반가지큰"
4,5,10,최강캠프,한,암,3세,54,,마누엘,사이먼,♠함춘,¾,442(-8),2.0,1.2,"자극판+, 혀끈,JR러깅+,Triabit-"
5,6,3,그린레이저,한,암,3세,54,,먼로,홍대유,♠김재영b,코,460(-1),11.4,2.4,혀끈+
6,7,5,화려,한,암,2세,53,,안토니오,이관호,♠황은호,½,463(1),4.3,1.6,"계란형큰, 망사눈"
7,8,2,사우스반,한,암,3세,54,,다비드,서범석,♠임종근,4,423(-4),29.9,7.1,망사
8,9,12,스페셜어게인,한,암,2세,53,,유승완,곽영효,♠이미경,2½,460(-6),83.5,11.9,망사눈
9,10,6,당대로얄,한,암,3세,52,,(-2)문성혁,서인석,김광두,3,423(1),58.1,6.9,계란형큰
10,11,9,사이보그,한,암,3세,54,,조재로,배휴준,♠이성인,4,480(2),179.3,18.4,"망사눈, Triabit"
11,12,8,베스트골드,한,암,4세,54,,이동진,이희영,♠베스트샤인조합,1,439(2),29.4,5.0,망사
0,1,2,마성질주,한,수,3세,56,,김귀배,서인석,천사들의 안장,,493(16),1.8,1.1,눈가면
1,2,12,아라시,한,거,3세,56,,문정균,김동철,♠김광명,7,473(-2),11.9,2.0,"망사눈,반가지큰-"
2,3,11,젝스칸,한,거,3세,55.5,,김옥성,박희철,윤명수,¾,460(2),30.7,3.7,"계란형큰+, 망사눈"
3,4,3,원더풀댄서,한,거,3세,55,,다나카,손영표,♠(주)녹원목장,머리,462(-16),17.7,4.3,"반가지큰, 망사눈"
4,5,4,비제니스,한,수,3세,55,,유승완,최용구,♠최동근,1,525(-13),3.4,1.9,"계란형큰, 망사"
5,6,8,서울매직,한,수,3세,56,,박병윤,김동철,♠이시환,3,447(-3),19.2,2.8,망사
6,7,10,라온호크,한,거,3세,55,,조상범,안병기,♠라온건설,7,446(-3),47.7,5.1,망사눈
7,8,5,스터닝어게인,한,거,3세,55,,최원준,서범석,♠청팅콩,1,481(12),32.1,6.3,"계란형큰, 망사눈"
8,9,6,리쉬부르,한,거,3세,55,,이동하,박천서,♠박병룡,½,481(-6),101.2,20.9,"망사눈,혀끈+"
9,10,7,인천라이언,한,거,3세,55,,임기원,유재길,김재영a,2,479(5),22.5,4.2,"계란형큰, 망사눈"
10,11,1,센킹,한,수,2세,54,,송재철,박희철,경규환,1½,510(-1),17.8,3.1,"계란형큰-,망사눈-"
11,12,9,당대짱,한,암,2세,52,,이동진,안해양,조성옥,1¼,483(0),259.0,40.7,망사눈
0,1,3,홈커밍,한,암,3세,53,28,마누엘,사이먼,페가수스,,446(5),9.4,2.6,혀보정
1,2,2,센토사,한,암,3세,52,26,먼로,서인석,♠박철근,½,485(17),16.1,2.8,
2,3,11,블레이드스톰,한,거,3세,55.5,30,임기원,신삼영,♠조창석,목,483(1),1.9,1.3,"망사눈, 혀끈"
3,4,5,캠프바다,한,암,3세,54,30,김정준,김윤섭,조금제,2½,456(-7),8.1,2.4,
4,5,10,파크블레이드,한,암,3세,53,28,김용근,이신영,♠삼정,코,467(-7),39.0,9.0,"망사눈,혀보정큰-"
5,6,8,내가끝판왕,한,거,4세,54,27,김효정,배대선,♠김진영a,1¼,456(4),45.7,6.7,
6,7,4,와니케이,한,암,4세,55,32,신형철,유재길,♠김영완,¾,441(-11),51.9,6.8,"계란형큰+,눈가면+,망사-"
7,8,6,경국지마,한,암,3세,54,30,송재철,임봉춘,♠금악목장,머리,447(-4),11.4,2.6,"반가지큰, 망사눈"
8,9,1,하늘공원,한,암,3세,54,30,이현종,강성오,♠김기종,1¼,459(0),5.5,2.2,"계란형큰, 망사눈"
9,10,9,달리는에이스,한,거,4세,55,29,다나카,박희철,경규환,코,469(3),15.7,2.7,"계란형큰, 망사눈"
10,11,12,큐피드여왕,한,암,3세,52,26,이혁,유재길,♠태립,2½,461(-15),35.4,6.9,망사눈-
11,12,7,적토비마,한,암,3세,53.5,29,박태종,정호익,정범성,¾,467(10),57.3,18.1,"망사눈, 혀끈"
0,1,10,원더풀마리아,한,암,3세,55,35,안토니오,임봉춘,♠(주)녹원목장,,464(-7),6.4,2.1,망사
1,2,6,한센바로우즈,한,수,4세,56.5,35,먼로,서인석,♠이노쿠마 히로츠구,5,482(1),4.8,1.6,양털코
2,3,1,파이팅히어로,한,거,3세,54,30,다비드,서범석,♠청팅콩,목,519(-3),3.2,1.5,"계란형큰, 눈가면"
3,4,5,위너블루,한,수,2세,53,30,이동하,우창구,♠전영범,¾,479(-2),3.2,1.5,망사
4,5,12,두리,한,암,4세,*52,27,이기회,김동균,배석두,3,487(1),76.6,12.0,계란형큰
5,6,7,대한일품,한,수,3세,55,32,김효정,배대선,♠(주)디알엠씨티,3,505(5),7.3,2.0,계란형큰
6,7,8,푸른질주,한,암,6세,54.5,34,신형철,서정하,♠금악목장,2,446(0),46.6,6.1,망사
7,8,2,아스테르,한,거,4세,51,21,마누엘,서정하,♠공이공팔,1,443(1),77.3,18.9,망사-
8,9,11,페더라이트,한,암,3세,54,33,김정준,박병일,♠이용대,½,464(-3),67.3,11.1,망사눈
9,10,9,최고비상,한,거,4세,51.5,25,안효리,김점오,과천시청,1¼,478(-7),97.0,18.0,망사
10,11,3,운주영웅,미,거,3세,54.5,31,김동수,구자흥,선용호,7,456(-6),63.3,7.5,"망사눈, 혀끈"
11,12,4,큐피드강자,한,거,4세,54,30,김용근,유재길,♠태희종합건설,9,466(-1),32.6,4.6,
0,1,2,정상스마트,미,거,2세,52,38,먼로,박희철,♠정동진,,523(11),6.8,2.4,"눈가면+,망사눈-"
1,2,4,불굴의러너,호,거,3세,55,42,이현종,김점오,이미양,1¼,486(-3),2.9,1.5,"망사눈,반가지큰-"
2,3,10,슈퍼여왕,한,암,4세,51,38,문정균,김대근,♠고광숙,3,497(-18),36.1,11.5,
3,4,7,글로벌천하,한,수,3세,56,45,유승완,최상식,♠장재형,목,460(0),17.0,4.3,망사눈
4,5,11,패션피플,미,수,3세,55,48,(-2)문성혁,서인석,이원태,½,490(11),8.3,2.6,계란형큰
5,6,3,아메리칸포스원,미,수,2세,52,37,문세영,지용철,♠서정범,1,498(-13),12.7,3.7,"계란형큰, 망사"
6,7,12,인천캡틴,미,수,3세,55,42,이혁,이희영,♠권경자,목,501(-1),6.5,2.3,망사
7,8,6,드림영천,한,수,6세,57,50,이동진,박대흥,영천시청,1,501(7),19.4,5.3,계란형큰
