,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,7,카히나,한,암,3세,54,,문세영,이관호,♠오종택,,452(7),6.0,1.5,망사눈
1,2,8,천년해피,한,암,3세,54.5,,박을운,배휴준,권용수,코,495(-2),4.3,1.2,"계란형큰+, 망사"
2,3,2,스트롱벌처,한,거,3세,56,,신형철,서범석,이성헌,1¼,443(-18),1.6,1.2,
3,4,5,달려라속보,한,거,4세,55,,조재로,박희철,신영식,¾,464(-6),62.4,8.7,"계란형큰, 망사눈"
4,5,3,인천라이언,한,수,3세,55,,김용근,유재길,김재영a,2,466(-24),34.4,5.4,"계란형큰, 망사"
5,6,10,드림머니,한,거,3세,55,,이현종,박윤규,♠박덕희,머리,471(-2),21.9,4.1,망사눈
6,7,1,에이스샤인,한,수,3세,55,,이동국,서인석,김광두,¾,485(1),10.0,1.9,
7,8,9,일여하여,한,암,4세,53.5,,이해동,최상식,제일사료(주),1,463(8),122.7,34.3,망사눈
8,9,6,컬러즈킹,한,거,3세,55,,유승완,김윤섭,이재진,½,501(8),55.3,5.5,
9,10,4,푸에르스페스,한,수,4세,55,,먼로,신삼영,♠베스트샤인조합,½,507(3),60.9,8.1,
0,1,3,캠프바다,한,암,3세,54,,김정준,김윤섭,조금제,,447(-4),3.1,1.4,
1,2,4,로드우먼,한,암,4세,53,,(-1)조상범,구자흥,♠(주)자성실업,2½,457(-1),4.4,1.6,망사눈
2,3,2,뇌성벽력,한,거,3세,56,,다나카,서인석,홍상기,2,481(6),11.2,2.4,계란형큰
3,4,1,야호엠제이캣,한,암,3세,54,,빅투아르,박재우,이태식,머리,419(4),5.8,2.1,"망사눈,Triabit-"
4,5,11,금아매저스티,한,수,3세,56,,문세영,심승태,♠금아산업(주),½,489(-5),2.8,1.1,망사
5,6,12,스페셜버드,한,암,4세,54,,방춘식,박희철,류순곤,¾,477(3),65.9,5.9,"계란형큰, 망사눈"
6,7,9,원더풀브라보,한,수,3세,56,,문정균,최영주,임흥호,4,459(4),206.1,20.0,"반가지큰, 눈가면"
7,8,10,대길이,한,거,4세,56,,이강서,송문길,♠윤우환,2½,414(7),24.2,3.7,"계란형큰, 망사"
8,9,8,동서제패,한,거,3세,56,,박상우,곽영효,♠김명식,4,489(2),104.4,12.1,"반가지큰, 망사눈"
9,10,5,아이캔플라이,한,암,3세,54,,이동하,우창구,김길중,목,442(-7),258.5,29.8,
10,11,7,모두에게,한,수,4세,53,,(-3)김덕현,유재길,제주축산개발,¾,456(-5),233.7,50.4,
11,12,6,라이징피스,한,거,4세,56,,이해동,배휴준,♠이성재,½,509(6),182.8,31.2,"계란형큰, 망사"
0,1,4,명왕,한,거,3세,56,,이동하,박대흥,최종환,,506(4),1.7,1.1,"망사눈,반가지큰-"
1,2,9,정상드림,한,거,3세,56,,윤태혁,강환민,♠정동진,4,525(4),16.4,3.4,"반가지큰, 눈가면"
2,3,1,유롱플라잉,한,거,3세,56,,김동수,정호익,♠장위에셩,4,438(-4),28.8,4.1,망사눈
3,4,2,웃게해줄게,한,거,3세,55,,(-1)조상범,안병기,♠우태율,¾,459(6),5.3,1.5,"망사, 반가지큰"
4,5,10,블루대자연,한,거,3세,56,,김정준,배휴준,황철연,½,472(2),39.7,8.9,"계란형큰+, 눈가면"
5,6,6,세명공주,한,암,3세,53,,(-1)조한별,최영주,이기철,4,426(-1),145.8,29.0,"계란형큰, 망사눈"
6,7,5,백스핀,한,암,3세,54,,이해동,이관호,♠이경희,3,452(10),163.1,18.8,망사눈
7,8,8,골드파크,한,암,3세,54,,박을운,김동균,김은갑,1¼,509(-7),30.5,7.3,"계란형큰+, 망사눈"
8,9,3,큐피드여왕,한,암,3세,54,,문정균,박흥진,♠서순배,1½,485(1),7.8,1.9,망사눈
9,10,11,비앙카,한,암,3세,54,,함완식,박희철,♠강석대,3,448(24),72.4,9.5,"계란형큰, 망사눈"
10,11,7,한센블레이드,한,수,3세,53,,(-3)김덕현,박재우,♠김병진,5,511(2),8.5,2.2,눈가면
11,12,12,마성질주,한,수,3세,56,,이현종,서인석,천사들의 안장,79,493(-4),22.9,3.8,눈가면+
0,1,6,레드블레이드,한,거,3세,54,28,김용근,박대흥,♠김형란,,507(5),1.8,1.2,"계란형큰, 망사눈, 혀끈"
1,2,11,호크행진곡,한,수,3세,54.5,29,조재로,최봉주,♠오종환,6,478(-8),4.0,1.4,"계란형큰, 망사눈"
2,3,3,아라비아공주,한,암,5세,52.5,28,빅투아르,이관호,말사모,5,492(11),50.8,7.3,"자극판+, 망사눈,계란형큰-"
3,4,7,불의퀸,한,암,3세,52,27,유승완,손영표,신상섭,목,454(-7),20.1,2.7,"계란형큰, 망사눈"
4,5,10,속보옹주,한,암,5세,51.5,26,마누엘,박희철,신영식,코,467(-3),100.7,11.2,계란형큰
5,6,1,늘푸른캣,한,수,4세,55,30,최원준,이희영,(주)늘푸른목장,목,536(5),5.4,1.7,
6,7,9,슈퍼라이트닝,미,암,7세,54.5,34,(-1)이동진,안해양,신기철,1,475(2),92.4,8.6,망사
7,8,4,당대질주,한,암,3세,52,27,김정준,서홍수,조성옥,1¼,455(-5),28.4,4.4,망사눈
8,9,8,최고비상,한,거,4세,53,28,(-1)조한별,김점오,과천시청,1,483(0),81.8,6.2,망사
9,10,2,바람의소리,한,암,3세,55,33,이동하,임봉춘,♠류화영,1¾,463(-19),9.2,2.4,망사눈
10,11,5,남원퀸,한,암,5세,*52,22,황종우,조현수,이창모,10,488(-10),100.8,21.5,
0,1,3,토함산파워,한,수,3세,51,37,(-1)김효정,배대선,♠박웅진,,493(-8),2.2,1.2,망사
1,2,4,언디피티드,한,수,4세,54,41,문세영,우창구,유길상,½,445(-18),9.1,2.3,
2,3,6,원더풀딕시,한,수,3세,52,37,이현종,박대흥,♠지대섭,머리,514(12),5.1,2.1,
3,4,1,일각수,한,수,5세,55,43,안효리,정호익,♠백국인,¾,503(-11),6.9,1.9,망사
4,5,8,피오레,한,암,4세,*52,36,최원준,지용철,♠최성룡,3,478(-2),96.0,8.7,망사
5,6,11,사토로열,한,암,3세,51,37,김용근,임봉춘,김종철,½,470(-11),20.8,4.0,망사
6,7,5,룰즈이천,한,수,3세,54,41,다나카,서인석,♠이종욱,코,510(13),5.8,2.1,
7,8,9,천하형국,한,수,4세,54,41,박상우,김대근,♠김경민,½,484(1),25.1,4.0,눈가면
8,9,2,진격의천마,한,수,5세,53.5,42,(-1)이동진,안해양,♠서창식,코,458(-6),17.4,4.0,"계란형큰,망사눈-"
9,10,7,정상돌풍,한,수,4세,54,41,함완식,박희철,♠정동진,1,469(-10),87.1,20.6,"계란형큰, 망사눈"
10,11,10,음악대장,한,수,5세,*52,36,먼로,유재길,김병우,7,453(-13),74.5,10.9,
0,1,8,백두의정상,한,거,4세,55,32,먼로,서인석,♠코리아호스랜드,,478(5),11.4,2.2,계란형큰
1,2,2,오케이데이,한,수,4세,53.5,29,김용근,송문길,박복용,¾,544(6),4.0,1.5,망사눈
2,3,6,큐피드플라잉,한,수,3세,53.5,29,방춘식,이희영,♠서순배,4,459(-4),31.0,3.8,망사
3,4,5,화이트벨벳,한,수,3세,54,30,문세영,구자흥,♠오종환,1¼,491(13),4.6,1.4,망사
4,5,1,챔프케이,한,수,3세,54.5,31,이동하,배대선,♠강경운,1¼,449(0),1.8,1.1,망사눈
5,6,4,굿초이스,한,수,4세,53.5,29,빅투아르,이관호,♠박남성,½,526(0),20.0,3.1,"계란형큰, 망사눈,혀끈-"
6,7,7,송암공주,한,암,4세,*52,25,유승완,김윤섭,지원철,¾,443(-7),57.7,7.8,망사
7,8,3,광폭주행,한,거,4세,52,26,김정준,박종곤,♠유희태,1½,432(-6),22.1,3.6,망사눈
0,1,3,말라카스,한,수,5세,52,38,(-1)김효정,배대선,고영희,,484(4),4.3,1.4,망사
1,2,4,우라칸,한,수,4세,53,46,(-3)김덕현,박재우,윤건구,코,474(6),2.8,1.3,"반가지큰, 눈가면"
2,3,1,헤네시댄서,한,암,6세,51,38,(-1)조한별,김학수,청호컴넷(주),¾,479(1),6.3,2.0,망사눈
3,4,7,블루스파이더,호,거,4세,53,36,이동하,임봉춘,피닉스,¾,490(-6),11.0,2.6,"망사+, 반가지큰,양털코-"
4,5,6,굿카이로,미,수,3세,53,37,마누엘,박윤규,세계건설(주),1,450(11),51.8,6.6,망사눈
5,6,2,로열훼이버,미,거,7세,55,42,안효리,서범석,♠김두식,6,463(-9),40.8,6.7,"계란형큰, 망사눈"
6,7,9,문학아치,미,거,4세,53,36,신형철,김윤섭,김재영a,1½,489(-9),46.6,7.7,망사눈-
7,8,5,베스트이펙트,미,거,4세,53,36,최원준,박천서,♠베스트샤인조합,½,479(-6),101.6,11.8,망사눈
8,9,11,천강성,한,수,4세,57,48,함완식,강성오,♠씨유네트워크,코,463(0),4.0,1.9,망사
9,10,10,인키타투스,한,수,5세,51,41,(-3)문성혁,지용철,박시용,3,528(2),13.6,3.6,망사
10,11,8,위대한파이터,미,수,3세,53,38,문정균,김동철,곽승용,3,520(0),74.1,12.6,망사
0,1,12,서울시대,미,수,3세,57,35,함완식,김동균,♠이시환,,442(-11),9.7,2.8,
1,2,10,풀문스카이,한,수,3세,55,29,먼로,이신영,♠손학봉,1¼,469(-9),4.4,2.0,"계란형큰, 망사"
2,3,11,라온프로센스,한,거,4세,55,27,문세영,박종곤,♠라온건설,3,470(7),6.9,2.7,망사눈
3,4,1,퍼스티지,한,암,5세,54,30,다나카,손영표,♠최임규,1½,458(5),14.6,4.2,"계란형큰, 망사눈,혀끈+"
4,5,2,상비군,한,거,6세,57,34,문정균,최상식,지성한,2½,472(-5),5.7,2.0,
5,6,9,아스테르,한,거,4세,53,23,마누엘,서정하,♠공이공팔,½,436(8),11.7,3.1,
6,7,6,킹엔아이,한,수,3세,55,29,조재로,김동철,♠금악목장,1¼,523(4),5.1,1.7,
7,8,5,라스트잭팟,한,거,5세,56,31,이해동,배휴준,♠강승연,목,466(-2),16.7,4.9,양털코
8,9,7,골든웨딩,한,암,4세,54,31,박병윤,조현수,♠박성식,목,452(9),14.4,4.8,"계란형큰, 망사눈"
9,10,8,팍스레인저,한,암,4세,52,27,(-1)이동진,안해양,임두인,½,454(-4),38.4,10.7,망사
10,11,3,머니샤프,한,수,4세,54,28,(-1)김효정,배대선,한광세,7,472(2),16.4,4.7,망사눈
11,12,4,달려라라온,한,수,4세,53,23,김귀배,홍대유,♠김한수,13,480(-3),37.2,7.4,"계란형큰, 눈가면"
0,1,6,우리,미,수,3세,54,40,다나카,임봉춘,김진태a,,491(-2),3.1,1.4,"망사+,눈가면-"
1,2,1,슈퍼도끼,미,거,3세,53,35,먼로,박재우,♠삼정,1¾,448(3),64.3,8.8,"반가지큰,눈가면+"
2,3,4,총알같이,한,거,4세,56,45,박상우,곽영효,안영환,½,432(5),5.2,1.7,망사눈
3,4,3,마이티존,미,수,6세,55,42,빅투아르,서홍수,♠조병태,½,480(-7),16.5,3.4,"망사눈, 혀끈"
4,5,9,선오브선더,한,거,3세,54,40,문세영,박대흥,양동희,코,468(3),2.1,1.1,"계란형큰+, 망사,반가지큰-"
5,6,10,황금들판,일,암,6세,54,50,(-1)조한별,김점오,♠백경무,머리,461(-1),18.2,2.9,"망사, 혀끈"
6,7,8,관악함성,미,거,5세,54,41,이동하,이관호,♠황의영,½,456(-5),78.6,6.8,"계란형큰, 망사눈"
7,8,2,황금의발,미,수,4세,53,36,마누엘,강성오,김종철,½,486(3),85.0,15.1,"계란형큰-,망사눈-"
8,9,5,데블맨,한,거,6세,56,45,김용근,조현수,♠(주)녹원목장,3,479(2),36.0,5.2,"계란형큰, 망사눈"
9,10,7,에이스캔트,한,거,4세,54,39,박태종,심승태,♠김지훈,1¼,465(-5),13.3,2.3,
0,1,1,블루울프,미,암,4세,*52,69,유승완,임봉춘,♠(주)나스카,,441(2),3.4,1.6,망사
1,2,6,용총,한,수,6세,53,71,김동수,정호익,♠김광명,3,492(-3),11.6,2.9,망사눈
2,3,3,골드마운틴,한,거,7세,53,71,조재로,박희철,♠이미경,목,476(-14),16.0,4.5,"계란형큰, 망사눈"
3,4,12,붕마드림,미,거,6세,52,69,빅투아르,박병일,♠한명로,1,484(9),6.4,1.9,망사눈
4,5,8,컨저버티브,한,거,5세,51,66,이동하,임봉춘,채승배,½,487(-5),3.1,1.5,"망사+, 반가지큰,눈가면-"
5,6,11,대쥬신,미,수,5세,*52,66,김정준,지용철,♠조용학,1¼,478(3),76.3,9.5,망사
6,7,5,황금소리,미,수,5세,51,68,(-1)조상범,김동철,이수홍,머리,507(0),49.1,7.8,망사
7,8,9,킹즈워리어,미,수,5세,*52,66,마누엘,심승태,♠김지훈,2½,485(-2),8.9,2.4,"계란형큰, 망사"
8,9,7,절묘한선택,미,수,7세,56.5,78,방춘식,박흥진,♠태희종합건설,¾,476(9),77.8,12.3,망사눈
9,10,2,스피릿오브한센,미,거,5세,54.5,74,다비드,리카디,홍경표,½,475(1),15.7,4.1,"계란형큰+, 망사눈, 혀끈"
10,11,10,좋은인연,한,거,7세,54.5,76,(-1)조한별,신삼영,유영준,1½,519(3),9.8,2.5,"계란형큰, 눈가면"
11,,4,아르고플라잉,한,수,6세,52,69,정정희,안병기,김제영,출전제외,488(-4),----,----,눈가면
0,1,4,화기,미,암,3세,55.5,64,문세영,이관호,♠황은호,,450(-9),1.7,1.0,"반가지큰, 망사눈"
1,2,5,이글스그리프터,미,수,4세,54,58,김동수,우창구,♠최몽주,4,453(-1),3.6,1.5,"망사눈, Triabit"
2,3,8,아멘다,한,암,4세,53,59,박태종,정호익,♠김광명,머리,430(-6),9.6,2.1,망사눈
