,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,9,선오브스톰,한,거,3세,56,,이동진,박대흥,양동희,,513(11),10.4,2.4,
1,2,2,사려니퀸,한,암,3세,54,,이현종,구자흥,♠오영익,3,470(-4),5.2,3.6,눈가면
2,2,12,새남의별,한,수,3세,56,,박을운,김동철,♠김선식,동순위,484(-1),10.4,4.8,망사
3,4,7,천해강자,한,거,4세,56,,김동수,정호익,♠양순희,2½,482(-2),10.4,2.4,계란형큰+
4,5,5,레이디럭키,한,암,3세,54,,박현우,곽영효,♠이월희,목,456(-1),10.4,14.4,
5,6,10,베스트파티,한,암,3세,54,,송재철,박천서,♠이진경,2½,445(-1),10.4,4.8,"반가지큰, 망사눈, 혀끈"
6,7,3,카이젠실버,한,거,5세,56,,안효리,이희영,♠태립,코,510(-9),10.4,4.8,망사
7,8,8,그린트리서밋,한,암,3세,54,,지하주,유재길,김영표,2,501(-5),10.4,14.4,
8,9,4,햇빛향기,한,암,3세,54,,김귀배,김윤섭,지원철,머리,428(-7),10.4,14.4,눈가면
9,10,11,강한여전사,한,암,3세,54,,유승완,신삼영,♠조창규,½,474(7),10.4,4.8,
10,11,1,마칼루스타,한,암,3세,54,,김효정,서홍수,♠김세민,2,424(-14),10.4,14.4,
11,12,6,효마루,한,암,3세,54,,안토니오,박재우,유영준,3,469(7),10.4,1.0,망사+
0,1,10,라온다이아,한,암,2세,53,,이혁,박종곤,♠라온건설,,430(-1),9.0,2.2,
1,2,4,회두령,한,수,2세,55,,김덕현,박재우,♠권태석,9,474(8),5.7,6.7,망사+
2,3,6,흑룡가무,한,수,2세,55,,이현종,서인석,정승희,¾,471(0),10.5,6.7,"자극판+,망사눈+"
3,4,12,신의아들,한,수,2세,55,,송재철,임봉춘,김진태a,1½,457(17),31.6,3.3,
4,5,2,쏘아라바바,한,암,2세,53,,박상우,김대근,현태봉,머리,424(7),5.7,6.7,망사눈
5,6,7,파이팅걸,한,암,2세,53,,유승완,김동균,♠신윤경,½,436(8),63.2,6.7,"계란형큰, 망사눈"
6,7,9,그린최강,한,암,2세,53,,김정준,홍대유,♠김재영b,¾,465(-9),10.5,6.7,눈가면+
7,8,3,에너자이저,한,수,2세,55,,문세영,최봉주,♠박재홍,¾,473(-4),3.0,1.1,
8,9,11,에피파니,한,수,2세,55,,임기원,안병기,♠우태율,1¼,493(1),63.2,6.7,
9,10,1,위캔두잇,한,수,2세,55,,김효정,배대선,♠이미경,½,467(1),63.2,6.7,
10,11,8,걸작맨,한,수,2세,55,,안토니오,박윤규,♠박덕희,½,465(9),5.7,1.1,계란형큰+
11,12,5,블랙와일드,한,거,2세,55,,김귀배,이희영,허영희,½,400(-1),63.2,6.7,
0,1,8,최고캠프,한,암,3세,54,,빅투아르,리카디,♠함춘,,494(2),4.4,4.7,망사눈
1,2,11,글로벌선,한,암,3세,54,,김동수,최상식,♠장재형,7,464(-2),8.8,1.0,망사눈
2,3,7,미르스카이,한,암,3세,54,,박병윤,손영표,류재욱,1,494(-4),2.8,3.1,
3,4,12,다이아별빛,한,거,3세,56,,김효정,배대선,강종우,1½,461(-6),52.8,9.3,
4,5,4,콘도르여왕,한,암,3세,54,,조상범,김점오,문창완,1¾,489(2),7.5,4.7,망사눈
5,6,3,엘리트어게인,한,암,3세,54,,방춘식,유재길,오왕근,2,476(-4),52.8,1.0,
6,7,5,미스엘리트,한,암,3세,54,,박상우,서홍수,♠태희종합건설,½,427(-16),4.8,9.3,망사+
7,8,10,파크윈,한,수,3세,56,,이혁,이희영,드림조합,¾,478(4),8.8,9.3,망사
8,9,1,천마여제,한,암,3세,52,,(-2)문성혁,서인석,천병득,7,472(4),52.8,9.3,망사눈
9,10,6,피엔에스볼트,한,암,3세,54,,이해동,구자흥,♠피엔에스홈즈,9,460(3),52.8,9.3,"반가지큰, 망사눈"
10,,9,율도장사,한,암,3세,54,,지하주,서정하,♠공이공팔,주행중지,448(2),52.8,9.3,
11,,2,알찬누리,한,거,3세,56,,이동하,정호익,♠김광명,출전취소,0(0),----,----,망사눈
0,1,11,운외창천,한,암,3세,54,,이동하,우창구,♠장수영,,476(3),5.2,2.9,망사
1,2,2,윈드힐,한,암,3세,52,,(-2)문성혁,서인석,♠최상기,7,485(9),2.8,2.9,망사눈
2,3,9,러빙댄서,한,암,3세,54,,박병윤,임봉춘,윤지중,1¼,477(-9),31.2,2.9,망사눈
3,4,6,레이디대로,한,암,3세,54,,김정준,심승태,김은갑,4,449(4),31.2,2.9,
4,5,12,그린볼트,한,암,3세,54,,신형철,홍대유,♠김재영b,1,501(-2),15.6,2.9,"자극판+,망사눈+,D형구리+,망사-"
5,6,3,르루아블랑,한,암,3세,54,,하정훈,박천서,♠박병룡,½,470(-11),31.2,2.9,
6,7,10,천지부사,한,암,3세,54,,유승완,안병기,♠김기종,1½,494(3),31.2,2.9,망사눈
7,8,4,커리어하이,한,암,3세,54,,문세영,강성오,고양진,1¼,471(1),3.9,2.9,"계란형큰, 망사"
8,9,5,내길의축복,한,암,3세,54,,이동진,박대흥,유종국,1½,486(7),5.2,2.9,"계란형큰, 망사눈"
9,10,7,퍼스트파워,한,암,3세,54,,권석원,신삼영,강종우,4,460(-2),31.2,2.9,망사눈
10,11,8,시크릿선더,한,암,3세,54,,이현종,구자흥,이화연,½,482(-7),31.2,2.9,반가지큰+
11,,1,스마트굿,한,암,3세,54,,김귀배,이희영,이재상,출전제외,534(16),----,----,망사
0,1,2,사람이라는별,한,수,3세,55,,문세영,안병기,♠우태율,,536(16),9999.9,12.8,"계란형큰, 망사눈"
1,2,6,금성에이스,한,암,3세,51.5,,(-2)문성혁,서인석,♠조창규,2,513(-11),8.6,2.1,"계란형큰, 망사눈"
2,3,9,영주스톤,한,수,3세,56,,다비드,서정하,유영준,12,468(-3),1.5,1.0,"망사, 반가지큰"
3,4,3,피엔에스노랑,한,거,3세,55,,하정훈,조현수,♠피엔에스커튼월,¾,425(-14),9999.9,9999.9,"계란형큰, 망사눈"
4,5,11,고고고,한,수,2세,53.5,,김용근,서범석,♠청메이칭,¾,506(-5),6.9,2.6,망사
5,6,4,옥추마,한,수,3세,55,,함완식,강성오,♠민형근,코,512(1),6.9,2.6,반가지큰+
6,7,10,늘차오름,한,수,3세,55,,유승완,정호익,♠김경민,½,470(17),11.5,12.8,"반가지큰, 눈가면"
7,8,8,원퍼트,한,수,3세,55,,정평수,지용철,박시용,3,495(-4),9999.9,9999.9,계란형큰
8,9,12,제니퀸,한,암,3세,53,,박병윤,박희철,선우패션,2,464(4),9999.9,9999.9,"눈가면+,계란형큰-,망사눈-"
9,10,7,라온빅맨,한,수,3세,55,,김동수,이신영,♠라온산업개발(주),2½,492(0),11.5,9999.9,"계란형큰, 망사"
10,11,1,슈퍼파크,한,암,3세,53,,조재로,배휴준,♠이성재,4,466(-4),9999.9,9999.9,"망사, Triabit"
11,12,5,포스윈,한,암,3세,53,,조상범,박희철,♠강석대,5,482(-9),9999.9,9999.9,망사눈
0,1,9,이스트라이크,한,수,4세,55,,김용근,전승규,어선미,,518(4),18.0,2.1,"계란형큰+, 망사,승인편자+"
1,2,10,골디락스,한,수,3세,55,,문세영,조현수,♠(주)나스카,½,521(-1),18.0,4.3,"계란형큰, 망사눈, 승인편자"
2,3,8,스루더스카이,한,거,3세,54,,(-2)문성혁,박천서,♠김종진,2,496(1),12.0,1.4,"반가지큰, 망사눈"
3,4,2,스피드마운틴,한,수,4세,56,,조상범,조현수,♠최몽주,1½,503(-5),1.4,4.3,"계란형큰, 망사눈"
4,5,1,바비블레이드,한,암,3세,53,,다비드,리카디,♠삼정,7,452(1),14.4,4.3,눈가면
5,6,11,정문프린스,한,수,3세,55,,송재철,홍대유,♠김재영b,¾,468(11),5.1,4.3,"망사,계란형큰-"
6,7,3,원더풀캣,한,암,3세,54.5,,박현우,최용구,♠(주)녹원목장,5,422(-6),72.0,4.3,망사
7,8,5,로드힐스톰,한,수,4세,56,,이혁,박윤규,♠(주)자성실업,2½,477(2),72.0,2.1,"계란형큰+, 망사눈"
8,9,4,피엔에스로얄,한,암,3세,53,,조재로,배휴준,♠피엔에스홈즈,2½,480(15),72.0,4.3,계란형큰
9,10,6,원더풀힐스,한,암,4세,53.5,,방춘식,손영표,♠지대섭,1,449(-9),72.0,4.3,"망사눈+,혀끈+,망사-"
10,11,7,키스인더파크,한,암,4세,53,,이해동,안해양,♠이시돌협회,머리,463(16),72.0,4.3,"망사, Triabit"
11,12,12,센킹,한,수,3세,55,,하정훈,박희철,경규환,9,505(3),72.0,4.3,"계란형큰, 망사눈"
0,1,8,아이스펀치,한,수,3세,55.5,32,문세영,이관호,♠김정철,,469(-11),4.8,1.7,망사눈
1,2,10,라온패션,한,거,3세,55.5,32,이혁,박종곤,♠라온산업개발(주),4,458(2),4.5,1.7,망사눈
2,3,5,핵삭스,한,수,3세,55,31,안토니오,강환민,♠김창식,목,484(11),4.5,1.7,"자극판+,계란형큰-"
3,4,6,캠프터치,한,암,5세,55,34,유승완,곽영효,♠이월희,¾,457(-9),67.2,3.5,망사눈
4,5,2,아라리요,한,수,3세,54.5,30,김동수,김동균,♠김한수,3,488(5),16.8,3.5,"계란형큰, 망사눈"
5,6,1,정성홀리데이,한,거,4세,54,29,김효정,심승태,임정균,5,477(7),67.2,3.5,
