,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,1,거탑,한,암,3세,54,,최원준,지용철,♠최성룡,,484(-3),3.0,1.2,망사눈
1,2,5,광폭주행,한,거,4세,56.5,,김정준,박종곤,♠유희태,3,438(6),6.8,1.6,망사눈
2,3,3,메니스피드,한,수,3세,55.5,,김동수,조현수,♠최몽주,3,541(7),1.7,1.1,"망사, 승인재갈"
3,4,9,파인애플마크,한,암,3세,53,,마누엘,박윤규,♠이방훈,2½,469(-7),31.3,4.6,"망사눈+, 혀끈+, 승인재갈-"
4,5,6,메인이벤트,한,수,4세,52,,(-4)문성혁,배대선,♠박웅진,3,486(-5),25.9,3.7,망사
5,6,4,퍼스트선더,한,수,4세,55,,박병윤,심승태,장철환,¾,492(12),31.1,5.6,"망사, 승인재갈"
6,7,7,달려라속보,한,거,4세,55,,김옥성,박희철,신영식,코,470(16),112.9,14.2,"망사눈, 승인재갈"
7,8,2,웅담포,한,수,4세,55,,박태종,우창구,안영환,¾,550(2),59.6,10.7,
8,9,8,그린파크,한,암,4세,53,,이동하,임봉춘,♠지대섭,¾,449(4),23.6,2.5,망사
9,10,10,라이징피스,한,거,4세,55,,이해동,배휴준,♠이성재,1¼,503(-8),49.6,5.7,"망사, 승인재갈+"
0,1,7,챔프케이,한,수,3세,55.5,,신형철,배대선,♠강경운,,449(-7),4.6,1.6,망사눈
1,2,3,빅토리킹,한,거,3세,56,,김동수,전승규,♠박덕희,1¼,442(7),1.5,1.2,"망사, 승인재갈"
2,3,5,코인블레이드,한,수,3세,55,,김용근,이신영,♠김병진,5,466(4),4.5,2.4,
3,4,8,에이스샤인,한,수,3세,55,,이동국,서인석,김광두,5,484(-2),32.7,5.4,
4,5,6,최강신기,한,수,3세,55,,다비드,사이먼,♠이기선,1¼,485(6),84.3,19.4,"승인재갈, 눈가면+"
5,6,1,정성홀리데이,한,거,3세,55,,박병윤,심승태,임정균,2½,452(15),11.1,4.8,
6,7,4,쏘아라흑장군,한,수,3세,55,,이준철,김대근,현태봉,4,552(10),32.1,7.1,
7,,2,논스톱위닝,한,수,3세,55.5,,방춘식,박흥진,오왕근,출전취소,0(0),----,----,망사눈+
0,1,7,로열샬롬,한,암,3세,54,,마누엘,최용구,이장호,,502(-3),8.0,2.0,"망사눈, 승인재갈"
1,2,11,큐피드여왕,한,암,3세,54,,문정균,박흥진,♠서순배,3,484(6),54.4,5.1,망사눈
2,3,4,스타삭스,한,암,4세,53,,(-1)조상범,지용철,♠김창식,1½,472(8),7.6,1.7,망사눈
3,4,8,마이티럭,한,암,3세,54,,빅투아르,서홍수,♠조병태,코,470(12),4.0,1.5,
4,5,9,안양레오파드,한,암,4세,53,,(-1)김효정,구자흥,(주)에이에프피,목,425(3),34.6,5.8,망사
5,6,6,천은짱,한,암,3세,54,,김동수,최봉주,조금제,3,437(12),13.8,2.5,"망사눈, 승인재갈"
6,7,1,크레이지큐,한,암,3세,54,,이동국,서인석,♠서창식,1¼,438(-3),98.4,9.4,승인재갈
7,8,3,신부,한,암,3세,54,,임기원,박재우,♠씨유네트워크,2½,512(5),1.7,1.1,"망사눈, 승인재갈+"
8,9,2,세명공주,한,암,3세,53,,(-1)조한별,최영주,이기철,2½,427(-1),57.7,7.5,"망사눈, 승인재갈"
9,10,5,정성와일드,한,암,3세,54,,김정준,강환민,임정균,1½,428(-16),110.8,17.4,
10,11,10,종다리낭랑,한,암,3세,54,,김옥성,홍대유,♠송한우,5,423(-4),161.2,24.6,"승인재갈, 눈가면+"
11,12,12,해피하와이,한,암,3세,54,,이혁,박윤규,♠오종환,코,496(5),101.9,16.6,"망사눈, 승인재갈"
0,1,2,마이호크,한,수,3세,55,29,김동수,정호익,♠백국인,,477(8),3.9,1.6,눈가면
1,2,4,사사,한,암,3세,55,32,빅투아르,박재우,이종천,4,481(3),2.6,1.3,망사눈
2,3,8,로열브론즈,한,암,5세,52,26,김옥성,이희영,♠서순배,머리,462(1),12.0,2.6,망사눈
3,4,6,금로열,한,수,3세,56,31,이동하,우창구,♠배태곤,코,451(-6),3.4,1.4,눈가면
4,5,12,옥드림,한,암,4세,52.5,29,(-1)조한별,신삼영,강종우,1¼,491(7),20.8,3.7,망사
5,6,10,파티파워,한,암,6세,54.5,31,부민호,박희철,조병해,½,446(0),22.4,3.4,
6,7,7,금성여왕,미,암,4세,56,34,임기원,손영표,♠조창규,1,482(-9),19.4,4.3,"망사눈, 승인재갈-"
7,8,1,파이널캡틴,한,수,4세,54,27,박병윤,강환민,♠김순건,2,498(0),17.1,3.7,망사
8,9,5,갓오브삭스,한,수,3세,54.5,28,마누엘,강환민,♠김창식,2½,479(-4),59.2,9.8,"망사눈, 승인재갈"
9,10,9,서울스토리,한,암,4세,*52,25,하정훈,김동균,♠이시환,½,446(3),270.5,32.5,"망사눈, 승인재갈"
10,11,3,케이존,한,수,4세,52.5,26,(-1)김효정,배대선,최홍일,3,444(3),121.0,22.0,망사
11,12,11,유니스,한,암,4세,51,27,(-4)문성혁,박종곤,♠유희태,½,446(10),267.6,38.8,"망사눈, 승인재갈"
0,1,2,독도야,한,수,3세,56.5,33,박태종,송문길,이수홍,,483(4),1.4,1.1,망사
1,2,7,싱그러운타임,한,암,3세,53.5,30,임기원,김동균,♠조창석,1¼,473(9),6.5,1.6,망사눈
2,3,10,원더풀헤네시,한,암,3세,54,31,김용근,임봉춘,♠지대섭,¾,489(-5),8.5,2.1,망사눈
3,4,4,곤설,한,거,7세,55.5,31,신형철,서범석,지원철,1¾,454(4),98.9,12.9,
4,5,11,원더풀루비,한,암,3세,54,31,이혁,배휴준,♠지대섭,목,448(-17),14.4,2.4,"승인재갈+, 혀끈"
5,6,5,쏘아라우츠,한,암,3세,51.5,26,문정균,김대근,현태봉,1,414(8),68.4,10.0,
6,7,1,달려라라온,한,수,4세,52,24,김옥성,홍대유,♠김한수,½,483(0),35.2,5.6,"승인재갈, 눈가면"
7,8,8,내가끝판왕,한,거,4세,52.5,27,(-1)김효정,배대선,♠김진영a,½,457(3),44.0,4.4,
8,9,9,함양산삼,한,암,3세,53,29,빅투아르,박재우,유영준,4,452(13),18.9,4.4,승인재갈
9,10,6,다이아파크,한,암,3세,52,27,박병윤,배휴준,♠박정재,1¾,498(9),29.1,4.2,승인재갈+
10,11,12,아레스선더,한,수,4세,55,30,김정준,박종곤,이웅열,1½,492(-1),64.2,6.5,망사눈
11,12,3,더블에이,한,암,5세,52.5,28,이동하,서홍수,♠이미경,3,512(3),75.2,10.0,망사눈
0,1,7,다이아로드,한,암,3세,53.5,31,김용근,송문길,♠손병철,,515(8),3.0,1.3,"망사눈, 혀끈"
1,2,3,한일달빛,한,수,4세,53,35,(-4)문성혁,김대근,한일사료,2,530(-2),5.8,1.8,
2,3,11,아마로네,한,암,4세,53.5,31,이동하,임봉춘,피닉스,8,426(5),64.6,6.1,"망사눈, 승인재갈"
3,4,4,장산플라이,한,거,3세,55,31,박을운,서인석,♠김형란,4,455(5),3.3,1.5,승인재갈
4,5,8,최강스타,한,수,3세,54.5,30,다비드,사이먼,♠함춘,1,480(19),4.6,1.9,"승인재갈, 눈가면"
5,6,2,럭키소천,한,암,3세,53.5,31,김동수,박재우,최기영,3,487(3),9.1,2.3,
6,7,1,굿초이스,한,수,4세,54.5,30,빅투아르,이관호,♠박남성,목,526(11),37.5,4.7,"망사눈, 승인재갈, 혀끈+"
7,8,9,속보옹주,한,암,5세,*52,26,김옥성,박희철,신영식,1¼,470(5),141.9,21.1,승인재갈
8,9,6,최고비상,한,거,4세,52.5,28,(-1)조한별,김점오,과천시청,¾,483(9),106.0,9.5,망사
9,10,12,운악하비오,한,거,6세,56.5,34,방춘식,박희철,안응수,코,468(7),91.6,19.8,"망사눈, 승인재갈"
10,11,10,당대질주,한,암,3세,*52,27,임기원,서홍수,조성옥,2,460(-3),34.6,6.2,망사눈
11,12,5,스타퍼펙트,한,암,5세,54.5,33,마누엘,박윤규,♠박덕희,2½,485(6),73.9,18.8,"망사눈, 혀끈"
0,1,11,원더풀이블,한,수,3세,53,37,빅투아르,서범석,♠지대섭,,477(8),2.7,1.5,"망사눈, 승인재갈"
1,2,10,큐피드데이트,한,거,4세,55,43,문정균,박흥진,♠태립,2,452(8),16.6,3.5,망사눈
2,3,2,해피마운틴,한,거,4세,56,46,박태종,곽영효,♠이미경,2,487(7),8.2,2.0,망사눈
3,4,6,베스트빅토리,한,수,4세,56,47,신형철,홍대유,♠베스트샤인조합,1¼,451(-2),7.3,2.2,"망사눈, 승인재갈"
4,5,1,원더풀럭키,한,수,4세,56,46,김용근,김순근,청호컴넷(주),코,477(0),12.2,2.8,자극판+
5,6,3,대천에이스,한,수,5세,55,43,김정준,정호익,♠김경민,1½,473(0),43.8,8.8,망사눈
6,7,9,캡틴파워,한,수,4세,55,42,박병윤,심승태,♠김세민,4,453(1),26.6,3.9,"망사, 승인재갈"
7,8,8,소비뇽,한,암,4세,52,39,이동하,박대흥,(주)케이씨피,머리,499(9),30.9,7.1,"승인재갈, 눈가면"
8,9,5,영스톰,한,수,5세,52,36,(-1)조상범,안병기,김종철,3,483(-5),42.7,6.3,"망사눈, 승인재갈"
9,10,12,승리나래,한,거,4세,53,38,이혁,김학수,강수덕,½,472(6),39.5,5.9,"망사눈, 승인재갈"
10,11,4,본위너,한,수,6세,53,37,김옥성,이희영,♠김정성,5,479(9),77.7,20.3,
11,12,7,동작,한,거,3세,54,39,임기원,박재우,♠민형근,1,479(-8),3.1,1.7,"망사눈, 승인재갈"
0,1,12,백투백,한,거,4세,53.5,44,김용근,박대흥,김원숙,,529(7),3.7,1.5,"망사, 혀끈"
1,2,1,강화총각,한,수,4세,51,39,이철경,서인석,서운석,¾,432(-8),8.2,3.1,"망사눈, 승인재갈"
2,3,3,포에버위너,한,암,4세,54.5,49,이동하,우창구,이보원,머리,474(1),7.9,2.3,망사눈
3,4,5,브릴리언트,한,수,4세,55.5,48,김태훈,지용철,♠조용학,1¼,518(7),6.6,2.3,망사눈
4,5,9,토함산파워,한,수,3세,51,37,(-1)김효정,배대선,♠박웅진,¾,501(-2),4.4,1.9,망사
5,6,4,천하형국,한,수,4세,52.5,42,박상우,김대근,♠김경민,4,483(-3),55.6,10.6,눈가면
6,7,2,해피스트,한,수,6세,*52,38,신형철,서정하,정안,목,496(-1),28.2,5.5,
7,8,6,더지존,한,거,4세,53.5,44,박을운,이관호,♠박남성,½,470(4),13.5,3.5,망사
8,9,10,룰오브섬,한,수,5세,51.5,40,김동수,정호익,김근영,목,471(-3),14.7,3.4,망사눈
