,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,8,롱가이,한,수,3세,56,,이현종,박대흥,남승현,,527(-4),3.3,1.3,"계란형큰, 망사눈"
1,2,5,백산선더,한,암,3세,54,,안토니오,리카디,♠이용식,5,450(1),4.1,1.5,
2,3,2,하이퍼카,한,수,3세,56,,이동하,배대선,♠장석은,3,463(-4),7.2,1.6,
3,4,4,티즈블랙,한,수,3세,56,,최범현,우창구,유길상,1,485(2),2.1,1.1,반가지큰
4,5,6,원더풀라이트,한,암,3세,54,,문정균,최상식,♠변갑한,¾,469(3),117.6,8.6,
5,6,10,강한여전사,한,암,3세,54,,김용근,신삼영,♠조창규,5,467(5),35.0,4.8,
6,7,9,천마여제,한,암,3세,52,,(-2)문성혁,서인석,천병득,코,464(3),169.9,35.1,망사눈
7,8,12,에이스함성,한,수,3세,56,,송재철,이관호,♠황의영,목,485(4),129.2,15.1,"계란형큰, 망사눈"
8,9,3,티케파이어,한,수,3세,56,,이혁,최영주,♠손병현,1¾,491(-7),87.4,12.5,망사눈
9,10,7,율도장사,한,암,3세,54,,조상범,서정하,♠공이공팔,2½,441(-4),105.7,10.9,
10,11,1,통일질주,한,거,3세,56,,유승완,곽영효,박흥길,1,449(2),56.2,6.7,"계란형큰, 망사눈"
11,,11,애니티즈,한,거,3세,56,,이해동,박병일,지원철,출전취소,0(0),----,----,눈가면
0,1,1,청담컬링,한,수,3세,56,,김용근,강환민,♠삼정,,481(1),5.4,1.6,계란형큰
1,2,10,빅페이스,한,수,3세,56,,먼로,박윤규,♠이방훈,1,476(-3),39.9,4.7,"눈가면+,망사눈-"
2,3,7,파란왕자,한,수,3세,56,,김동수,박병일,박기태,1¼,475(-8),1.9,1.1,"계란형큰, 눈가면"
3,4,12,샤인뮤직,한,암,3세,54,,김정준,심승태,♠김용래,코,443(-8),107.4,15.2,눈가면
4,5,11,큐피드비상,한,암,3세,54,,다비드,서범석,♠서순배,3,466(4),8.2,1.8,망사눈
5,6,9,원더플레이스,한,암,3세,54,,박태종,김순근,이장한,1¼,439(5),52.4,5.6,망사눈
6,7,2,서울크라운,한,수,3세,56,,이동하,이관호,김진엽,1¾,496(6),3.4,1.5,"계란형큰, 망사눈"
7,8,3,원퍼트,한,수,3세,56,,안토니오,지용철,박시용,4,499(-3),40.5,6.9,"계란형큰, 망사눈"
8,9,8,빅토리질주,한,암,3세,54,,문정균,최영주,♠손병현,1¾,480(3),51.4,5.2,망사눈
9,10,5,피엔에스노랑,한,거,3세,56,,조상범,조현수,♠피엔에스커튼월,1,439(-1),136.8,24.3,"계란형큰,망사눈+"
10,11,6,장나들이,한,수,3세,56,,이동국,서인석,♠이종욱,3,468(-1),261.4,35.0,망사눈
11,12,4,파라곤파워,한,거,3세,56,,이혁,신삼영,김은갑,2½,472(-16),56.9,12.7,망사눈-
0,1,12,머니챔프,한,거,3세,56.5,35,박병윤,김동균,♠최임규,,460(-1),5.2,1.7,"계란형큰, 망사눈"
1,2,2,최강마,한,암,3세,53.5,32,이현종,최영주,말사모,¾,446(1),2.0,1.2,
2,3,7,눈빛언약,한,수,4세,54,29,김용근,박천서,♠한명로,1,508(-2),26.0,3.8,혀끈
3,4,11,바람의소리,한,암,4세,53,30,다비드,임봉춘,♠류화영,3,477(-6),22.3,3.8,망사눈
4,5,1,투엠오케이,한,거,5세,54.5,30,조상범,최봉주,♠미즈타니 마사테루,코,455(-19),30.5,4.2,계란형큰
5,6,3,마이멤버,한,암,3세,53,31,박태종,정호익,♠백국인,목,458(-8),2.9,1.4,"계란형큰+, 눈가면"
6,6,6,엄지여왕,한,암,5세,52,28,조재로,배휴준,서상주,동순위,483(4),172.7,13.5,"계란형큰, 눈가면"
7,8,9,위너세이,한,암,4세,53,30,이동진,리카디,♠요시다 가츠미,1½,446(-11),22.5,3.6,망사
8,9,5,큐피드허니,한,거,3세,54,30,이혁,이희영,오왕근,1¾,452(-6),51.2,11.5,망사눈
9,10,8,공주사랑,한,암,5세,*52,25,유승완,곽영효,박흥길,6,491(1),29.6,3.1,
10,11,10,위대한파이터,미,거,4세,55.5,32,송재철,배휴준,곽승용,½,508(4),217.0,33.3,"눈가면+,망사눈-"
11,12,4,운악하비오,한,거,7세,53.5,28,김옥성,박희철,안응수,8,460(4),338.5,27.3,"계란형큰, 망사눈"
0,1,10,송암캔디,한,거,4세,57,33,박상우,박대흥,지원철,,466(-10),4.1,1.7,계란형큰
1,2,7,정문볼트,한,수,3세,55.5,30,이혁,홍대유,♠김재영b,4,465(-5),3.5,1.3,망사눈
2,3,6,클린업해피,한,거,3세,55.5,31,이현종,박재우,♠민형근,2,518(3),3.7,1.7,망사눈
3,4,8,블레싱로드,한,암,5세,55,35,다비드,서범석,♠무라카미 켄세이,½,415(0),37.3,6.9,"계란형큰, 망사"
4,5,3,제주의요정,한,암,4세,54,31,김동수,최봉주,♠미즈타니 마사테루,코,463(-3),4.3,1.5,"계란형큰, 망사눈"
5,6,5,맹산히어로,미,수,4세,55,27,안토니오,지용철,♠조용학,½,492(0),22.6,6.6,Triabit
6,7,12,두리,한,암,5세,55,33,이기회,김동균,배석두,2½,482(6),14.4,2.7,계란형큰
7,8,2,큐피드플라잉,한,수,4세,54,25,방춘식,이희영,♠서순배,7,469(-8),124.2,16.4,망사
8,9,1,제이엠파이터,한,수,3세,54.5,29,김정준,김윤섭,김재용,코,504(-2),24.4,3.9,망사
9,10,11,베티나,한,암,5세,55,33,유승완,박윤규,박기태,3,473(-9),136.1,20.0,"계란형큰+,망사눈-"
10,11,9,오렌지삭스,한,암,5세,53,27,조상범,강환민,♠김창식,3,499(-18),140.1,32.3,계란형큰
11,12,4,선더머니,한,거,5세,54,24,박병윤,손영표,♠박성구,코,461(7),65.4,10.4,"반가지큰, 망사눈"
