,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,6,큐피드웨이,한,암,3세,54,,부민호,서범석,♠서순배,,458(0),1.3,1.0,계란형큰
1,2,3,메니에이스,한,암,3세,54,,최범현,곽영효,♠나기두,4,466(-2),11.8,2.3,망사눈
2,3,9,송암베스트,한,암,3세,54,,이현종,강환민,♠송암축산,5,435(0),20.9,2.2,
3,4,10,신한특송,한,암,3세,54,,김정준,배대선,부준혁,2½,527(13),27.9,4.5,"계란형큰+,망사+"
4,5,8,머스탱참,한,암,3세,54,,함완식,김동철,♠김세민,3,483(-4),49.0,3.9,망사
5,6,12,돌배,한,암,3세,54,,김용근,최상식,♠임한용,목,464(4),8.0,1.7,망사
6,7,13,생일선물,한,암,3세,54,,조한별,안병기,♠우태율,1½,433(-8),25.8,4.2,망사눈
7,8,4,연희사랑,한,암,3세,54,,김옥성,홍대유,김인호,1¼,474(-8),106.6,30.0,
8,9,2,터프여제,한,암,3세,53,,(-1)임다빈,정호익,♠김광명,¾,491(-5),148.7,45.3,양털코
9,10,14,태산아치,한,암,3세,54,,하정훈,이준철,♠이종욱,2,445(8),44.8,13.5,망사눈
10,11,1,미스클레버,한,암,3세,54,,문성혁,전승규,♠신우철,¾,483(-12),59.3,10.0,"망사,혀끈"
11,12,5,엠제이타임,한,암,3세,54,,정정희,박재우,♠박정재,1½,469(12),30.9,4.1,"망사눈+,망사-"
12,13,7,스피어퀸,한,암,3세,54,,김태훈,유재길,♠김수경,코,444(4),91.6,15.3,망사
13,14,11,은혜가문,한,암,3세,54,,조상범,최용구,강태구,9,450(1),178.5,55.6,"계란형큰+,망사"
0,1,11,런던스카이,한,수,3세,56,,김효정,안해양,임현성,,459(-8),6.0,1.7,망사눈
1,2,5,펀크레이지,한,수,3세,56,,김용근,전승규,전영애,1¾,478(-14),22.4,5.2,"계란형큰,눈가면"
2,3,3,다운더존,한,암,3세,54,,함완식,김동균,♠양순희,2,431(-12),59.1,16.0,망사눈
3,4,12,문학포리스트,한,수,4세,56.5,,빅투아르,박재우,♠황봉기,코,509(0),5.9,2.0,망사눈
4,5,1,슈퍼다이아,한,암,3세,54,,정정희,리카디,♠김아라,½,489(1),2.2,1.2,
5,6,4,걸작맨,한,거,4세,56.5,,문성혁,박윤규,♠박덕희,목,495(12),16.1,3.3,"계란형큰,눈가면"
6,7,6,용암보스,한,수,3세,56,,유승완,곽영효,♠나기두,1¼,447(11),17.1,2.2,망사눈
7,8,2,마루마,한,수,3세,56,,김정준,박대흥,♠(주)디알엠씨티,1¾,462(1),5.1,2.2,"계란형큰,망사"
8,9,9,스마트별,한,암,3세,54,,박을운,조현수,김조은,½,445(1),16.3,3.4,"계란형큰,망사"
9,10,8,피엔에스얀,한,암,3세,54,,김태훈,손영표,♠피엔에스홈즈,7,493(-4),128.6,29.3,망사
10,11,10,큐피드벨,한,암,3세,54,,이현종,강환민,♠서순배,코,430(10),147.8,15.0,망사눈
11,12,7,화랑스토리,한,암,3세,54,,최범현,배대선,♠박웅진,9,415(-10),129.0,47.9,망사
0,1,9,아스펜로스,한,거,4세,56.5,,송재철,전승규,♠박남성,,493(-1),1.5,1.1,"Triabit ,망사"
1,2,2,플라이스타,한,수,5세,56.5,,함완식,최봉주,♠오종환,6,522(5),4.1,1.5,
2,3,8,트로트퀸,한,암,3세,54,,문성혁,김동균,♠김영근,4,467(-7),180.5,22.6,
3,4,5,비바챔피언,한,수,4세,53.5,,(-3)김아현,임봉춘,박세용,½,504(-2),20.2,3.1,망사
4,5,4,브이퀸,한,암,4세,54.5,,빅투아르,박윤규,♠박평양,2½,477(16),24.3,3.2,"Triabit ,망사,혀끈"
5,6,3,스위트카카오,한,암,4세,53.5,,(-1)임다빈,심승태,♠김용래,1,473(2),32.2,7.4,망사
6,7,1,스마트블루,한,암,3세,54,,박을운,강환민,♠이종원,½,465(1),8.6,2.1,"계란형큰,망사"
7,8,13,천상성,한,수,4세,56.5,,김효정,최용건,임정균,1¼,486(0),157.4,35.0,"계란형큰,망사눈"
8,9,7,유로강자,한,수,3세,56,,먼로,신삼영,♠조창규,½,488(2),41.7,2.5,"망사+,망사눈-"
