,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,2,천비성,한,수,3세,56.5,,함완식,강환민,♠씨유네트워크,,470(5),11.2,2.9,망사
1,2,1,금성세계,한,수,3세,56.5,,황순도,박재우,♠조창규,2,516(-3),11.2,2.9,
2,3,4,매직타이드,한,암,3세,54.5,,이철경,서인석,♠최상기,2,459(-8),11.2,2.9,
3,4,10,질주본,한,거,3세,56.5,,김정준,최영주,♠박준배,1,472(-5),5.6,2.9,망사눈+
4,5,5,천둥세자,한,수,3세,56.5,,부민호,김동균,♠김영근,목,450(-2),11.2,2.9,"계란형큰+, 망사눈"
5,6,6,글로벌스톰,한,거,3세,56.5,,이혁,최상식,♠장재형,1,463(1),11.2,2.9,망사
6,7,9,명품히어로,한,거,3세,56.5,,김동수,김점오,박양호,2½,464(0),5.6,2.9,망사
7,8,7,티즈파이팅,한,수,3세,56.5,,임기원,안병기,신승열,1¼,476(24),5.6,2.9,망사눈+
8,9,8,나도야금,한,수,3세,56.5,,김귀배,이희영,이창모,6,465(-5),11.2,2.9,망사눈
9,10,3,빅포켓,한,거,3세,56.5,,신형철,최봉주,권인택,1¼,466(-25),11.2,2.9,망사눈
10,11,12,에이맨,한,수,3세,56.5,,박태종,박천서,♠박평양,1¾,414(-12),11.2,2.9,"반가지큰, 망사눈"
11,,11,겅호우,한,수,3세,52.5,,(-4)김아현,지용철,♠조용학,출전취소,0(0),----,----,
0,1,3,파이팅대디,한,거,3세,53.5,,(-3)임다빈,최봉주,♠김정철,,479(-11),1.9,1.0,
1,2,10,드림럭키,한,수,3세,55.5,,(-1)문성혁,전승규,♠박덕희,6,488(-1),11.2,5.1,"망사눈, Triabit"
2,3,2,라온가람,한,암,3세,54.5,,박태종,박종곤,♠라온건설,2½,457(0),5.6,2.5,
3,4,6,스피드가이,한,수,3세,56.5,,송재철,강환민,♠윤우환,3,480(10),9999.9,5.1,"계란형큰+, 망사"
4,5,5,멋진가이,한,거,3세,56.5,,유승완,최영주,♠이장운,1¼,441(3),9999.9,2.5,
5,6,4,이스머스,한,거,3세,56.5,,김동수,김점오,♠이성인,2,453(0),2.2,1.0,"계란형큰, 망사"
6,7,11,해피스마티,한,수,3세,56.5,,김정준,김윤섭,♠황봉기,1¾,490(-12),9999.9,9999.9,망사눈
7,8,7,로열천지,한,거,4세,57,,조상범,박병일,이장호,4,537(6),9999.9,5.1,계란형큰
8,9,12,럭키어필,한,수,3세,56.5,,이혁,김동철,♠금악목장,½,452(2),9999.9,9999.9,
9,10,9,쏘아라보아,한,수,3세,56.5,,조한별,김대근,현태봉,2,488(-5),9999.9,9999.9,망사눈
10,11,8,크레이지선,한,수,3세,56.5,,장추열,배대선,♠서창식,9,457(-16),9999.9,5.1,망사
11,,1,은혜충만,한,암,4세,55,,이동국,박병일,강태구,출전제외,0(0),----,----,
0,1,6,프린세스삭스,한,암,3세,54.5,,안토니오,이신영,♠김창식,,456(1),9999.9,1.4,양털코+
1,2,11,패션드패션,한,암,3세,54.5,,함완식,최용건,이미양,1,429(-8),1.0,1.4,"계란형큰, 망사눈"
2,3,9,모던베스트,한,암,3세,54.5,,김귀배,이희영,♠베스트샤인조합,5,427(-12),9999.9,1.4,
3,4,5,백랑,한,암,3세,54.5,,박병윤,이관호,♠강승연,1,498(0),9999.9,1.4,망사
4,5,2,세명햇살,한,암,3세,54.5,,김옥성,서정하,이기철,1¾,456(-17),9999.9,6.9,
5,6,1,이스트트로스,한,암,3세,54.5,,이용호,서인석,♠김영구,¾,488(-32),9999.9,6.9,"계란형큰+,눈가면+"
6,7,7,제이이글,한,암,3세,54.5,,김정준,송문길,♠허장원,¾,423(4),9999.9,6.9,
7,8,4,햇살타고,한,암,3세,50.5,,(-4)김아현,김동철,김종식,코,410(-17),9999.9,6.9,계란형큰+
8,9,10,무적장산,한,암,3세,54.5,,최범현,강환민,♠삼정,2,430(-4),9999.9,6.9,
9,10,8,사랑다모아,한,암,3세,54.5,,이혁,손영표,박흥길,2½,479(9),9999.9,9999.9,
10,11,3,원더풀러커스,한,암,3세,54.5,,이철경,서인석,♠지대섭,6,447(-13),9999.9,6.9,
11,,12,달의기적,한,암,3세,54.5,,먼로,박병일,♠이관형,출전제외,456(8),----,----,"계란형큰, 눈가면"
0,1,3,에너자이저,한,수,3세,56.5,,문세영,최봉주,♠박재홍,,464(-12),3.6,1.5,
1,2,2,온포인트,한,수,3세,56.5,,김동수,강성오,♠박호균,1,468(2),4.3,2.0,
2,3,10,벌말대장,한,수,3세,56.5,,안토니오,리카디,구인택,1½,456(-8),4.3,2.0,"계란형큰, 망사눈"
3,4,9,튼트나,한,수,4세,54,,(-3)임다빈,정호익,홍평우,5,492(-2),9999.9,6.1,망사눈
4,5,1,라온비트,한,거,3세,56.5,,최범현,박종곤,♠라온건설,1¼,456(13),4.3,2.0,
5,6,8,빅레드,한,수,3세,56.5,,이용호,서인석,홍상기,1½,473(0),4.3,2.0,자극판
6,7,11,고스트빌리지,한,수,4세,57,,유승완,송문길,♠(주)나스카,2½,547(12),21.6,6.1,
7,8,4,머니강자,한,수,4세,57,,김효정,배대선,한광세,½,496(5),9999.9,6.1,
8,9,5,불화산,한,수,3세,56.5,,임기원,이관호,♠황은호,3,455(1),9999.9,6.1,"망사눈+,망사-"
9,10,6,세명캡틴,한,수,3세,56.5,,김옥성,서정하,이기철,1¼,481(0),9999.9,6.1,
10,11,12,금세다,한,거,3세,56.5,,조상범,박병일,♠배태곤,3,474(-2),9999.9,6.1,"반가지큰, 망사눈"
11,12,7,위닝투게더,한,암,3세,54.5,,이준철,최영주,김창국,3,465(2),9999.9,6.1,"계란형큰, 망사눈"
0,1,5,스포트라이트,한,수,3세,56.5,,신형철,송문길,♠(주)나스카,,490(4),2.7,2.0,
1,2,9,베스트스톰,한,수,4세,57,,김덕현,박재우,♠박정재,1¼,493(8),13.6,5.9,망사눈
2,3,10,알찬누리,한,거,4세,57,,장추열,정호익,♠김광명,6,483(-1),2.7,2.0,"계란형큰, 망사눈"
3,4,6,에이스프린스,한,수,3세,56.5,,송재철,최봉주,♠우상우,2½,466(-5),9999.9,2.0,망사눈
4,5,1,로열영광,한,수,3세,56.5,,빅투아르,박병일,이장호,1,467(-2),9999.9,5.9,"계란형큰, 망사눈"
5,6,3,베가킹,한,수,4세,57,,김효정,배대선,김정두,½,433(-3),9999.9,5.9,망사
6,7,4,해찬,한,수,4세,57,,임기원,안병기,♠박남성,½,502(-25),2.7,2.0,"계란형큰, 망사"
7,8,2,킬라타스,한,수,4세,57,,김옥성,서정하,♠오종택,1½,496(8),9999.9,5.9,"계란형큰, 망사"
8,9,7,슈퍼마스터,한,수,4세,54,,(-3)임다빈,박윤규,♠김지훈,2½,452(12),9999.9,2.0,"계란형큰, 망사눈, 혀끈"
9,10,8,환상터치,한,암,4세,55,,조한별,김대근,♠임동현,1½,446(16),9999.9,5.9,
10,11,12,마스터선샤인,한,수,3세,56.5,,다비드,서홍수,♠김세민,15,492(7),9999.9,5.9,망사+
11,12,11,컴플리트샤인,한,암,4세,55,,유승완,조현수,♠장석영,5,492(4),13.6,5.9,"계란형큰, 망사"
0,1,4,안양호랑이,한,암,4세,55,,이혁,홍대유,(주)에이에프피,,468(16),9999.9,3.2,계란형큰
1,2,5,라온스페셜,한,암,4세,55,,최범현,박종곤,♠라온산업개발(주),목,441(0),9999.9,3.2,망사눈
2,3,7,케이엔매직,한,암,3세,54.5,,문세영,박대흥,♠조경수,4,489(10),9999.9,3.2,"계란형큰, 망사"
3,4,8,쏘아라바바,한,암,3세,54.5,,이준철,김대근,현태봉,½,431(-5),9999.9,3.2,망사눈
4,5,3,선위너,한,암,5세,55,,이동국,서범석,이신근,11,435(-5),9999.9,3.2,
5,6,2,골든배지,한,암,4세,55,,김동수,강성오,♠이경희,½,461(-3),9999.9,3.2,망사
6,7,1,깡돌이,한,암,3세,54.5,,방춘식,지용철,김영진,½,417(-19),9999.9,3.2,망사눈
7,8,12,컬러즈온리,한,암,4세,55,,하정훈,구자흥,이화연,2½,463(0),9999.9,3.2,"망사, 반가지큰"
8,9,10,비바레이디,한,암,3세,54.5,,김덕현,임봉춘,박세용,1,492(5),9999.9,3.2,
9,10,11,그랜드마스터,한,암,4세,55,,유승완,김윤섭,♠변갑한,1¼,476(-5),9999.9,3.2,망사눈
10,11,9,나하프린세스,한,암,3세,54.5,,조상범,임채덕,이용대,9,441(-1),9999.9,3.2,"계란형큰, 망사눈"
11,12,6,일여하여,한,암,6세,55,,이해동,최상식,제일사료(주),목,476(5),9999.9,3.2,망사눈
0,1,9,라온다이아,한,암,3세,53.5,32,이혁,박종곤,♠라온건설,,435(-3),9999.9,5.1,
1,2,1,킹칸모르,한,수,4세,56.5,33,이철경,서인석,이중연,1½,495(4),1.0,1.0,"반가지큰, 망사눈"
2,3,8,티케이보이,한,수,3세,53.5,28,장추열,정호익,♠김태권,목,522(6),4.8,2.5,계란형큰
3,4,12,빅플랜,한,암,4세,52.5,29,다비드,이희영,김재성b,½,489(5),9999.9,5.1,눈가면
4,5,3,런던액티브,한,암,3세,52.5,30,송재철,안해양,임흥호,목,493(10),9999.9,2.5,망사
5,6,2,조이오브킹,한,거,5세,55,30,빅투아르,조현수,♠신우철,목,497(-3),9999.9,5.1,"계란형큰, 망사"
6,7,7,아델머스탱,한,수,3세,54.5,30,신형철,송문길,♠이종훈,5,461(-3),9999.9,5.1,
7,8,4,피어나다,한,암,4세,53.5,31,함완식,손영표,김창희,1½,460(-3),9999.9,5.1,망사눈
8,9,6,황금파워,한,암,3세,52.5,30,문세영,임봉춘,♠송진석,1¾,481(4),9999.9,5.1,망사
9,10,10,초동로즈,한,암,5세,54,32,박현우,이관호,♠손병철,10,487(-14),9999.9,5.1,"계란형큰, 망사"
10,11,5,원더풀댄서,한,거,5세,54.5,29,조상범,배휴준,♠(주)녹원목장,5,491(28),9999.9,5.1,"망사눈+,망사-"
11,12,11,방주,한,거,4세,55.5,31,먼로,박윤규,♠오종환,5,521(5),9999.9,5.1,"망사눈,반가지큰-"
0,1,8,퀴클리선,미,수,3세,53.5,38,함완식,김동균,♠민형근,,528(0),9999.9,9999.9,
1,2,9,와일드코리아,미,수,4세,54,37,하정훈,신삼영,유영준,1¼,480(10),9999.9,1.0,"망사눈+,망사-"
2,3,6,도깨비,미,거,3세,53.5,38,송재철,조현수,피닉스,1¾,491(6),9999.9,9999.9,"계란형큰,눈가면-"
3,4,2,언비튼가이,미,수,4세,54,38,이해동,배휴준,♠오상철,목,506(13),9999.9,9999.9,망사
4,5,12,유니콘브라보,미,수,3세,53.5,38,장추열,최용구,♠권태석,2½,471(-6),9999.9,9999.9,"계란형큰, 망사눈"
5,6,4,무소의뿔,호,거,5세,54,36,김정준,송문길,지앤지프로덕션,1½,540(5),9999.9,9999.9,망사
6,7,5,플라잉팰리스,미,거,3세,53.5,38,이현종,강환민,♠김형순,½,511(3),9999.9,9999.9,"자극판+,망사+,계란형큰-,망사눈-"
7,8,3,문학럭키,미,거,3세,53.5,38,빅투아르,박재우,♠권경자,½,430(-7),9999.9,9999.9,
8,9,10,철심장,호,거,4세,54,38,조한별,김대근,이미양,½,510(-3),9999.9,9999.9,
9,10,11,청춘비바,미,거,3세,53.5,38,조상범,박병일,♠한명로,1½,471(12),9999.9,9999.9,망사눈
10,11,1,디케이미르,미,거,4세,54,37,안토니오,최용구,표종진,5,466(5),9999.9,9999.9,"계란형큰,망사눈+,승인편자-,혀끈-"
11,,7,스피드고,한,수,4세,54,41,(-1)문성혁,서인석,♠고재완,출전제외,0(0),----,----,"계란형큰, 눈가면"
0,1,2,영화즈플라잉,한,암,5세,53,48,(-3)임다빈,최봉주,♠김정철,,466(-2),9999.9,9999.9,계란형큰
1,2,4,티케이데이,한,암,4세,53,42,이혁,김동철,♠김태권,5,521(0),9999.9,9999.9,"반가지큰, 망사눈"
2,3,7,럭키재산,한,암,3세,*52,39,이용호,박재우,최기영,1¼,443(-10),5.6,1.0,
3,4,8,자이언트걸,한,암,4세,51,37,김동수,김동균,♠신윤경,1,476(2),9999.9,9999.9,"계란형큰, 망사눈"
4,5,3,백산선더,한,암,4세,52,40,이현종,리카디,♠이용식,½,453(2),1.9,9999.9,"계란형큰, 망사"
5,6,1,여걸비전,한,암,5세,*52,39,박태종,이희영,김재영a,½,477(2),1.9,9999.9,
6,7,12,큐티바비,한,암,5세,53.5,43,김정준,김윤섭,지원철,1,470(-16),9999.9,9999.9,
7,8,11,굿바우,한,암,4세,53,42,다비드,이희영,이재상,¾,483(-12),9999.9,9999.9,망사눈
8,9,10,날아라힐,한,암,5세,54,46,(-1)문성혁,서인석,♠최상기,3,515(-24),9999.9,9999.9,
9,10,9,비르투스,한,암,5세,54,44,함완식,홍대유,양경필,1½,496(-8),9999.9,9999.9,눈가면
10,11,6,이글아이,한,암,5세,56,48,먼로,이신영,지앤지프로덕션,½,489(19),9999.9,9999.9,망사눈
11,12,5,사이킥보스,한,암,4세,51,38,(-4)김아현,지용철,♠금악목장,3,491(-3),9999.9,9999.9,
0,1,5,원더풀하트,한,암,4세,53.5,30,조상범,강환민,♠지대섭,,520(-8),9999.9,3.5,"계란형큰, 망사눈,승인편자+"
1,2,11,에스테이크,한,암,3세,52.5,31,(-1)문성혁,서인석,♠이성님,1,461(-1),1.0,1.7,"망사눈, JR러깅"
2,3,4,신부,한,암,5세,55.5,34,김덕현,박재우,♠이긍열,1¼,528(8),9999.9,3.5,망사눈
3,4,12,운외창천,한,암,4세,55,33,최범현,우창구,♠장수영,½,484(4),9999.9,3.5,망사
4,5,10,천은짱,한,암,5세,51,28,(-3)임다빈,최봉주,조금제,¾,432(6),9999.9,3.5,"계란형큰, 망사눈"
5,6,7,굿원더,한,암,5세,54.5,32,먼로,신삼영,♠오종환,2,510(1),9999.9,3.5,
6,7,1,천향국색,한,암,4세,53.5,30,빅투아르,구자흥,김창만,2,463(-10),9999.9,3.5,"계란형큰, 망사"
7,8,2,러브위드미,한,암,4세,53,29,김효정,배대선,♠서창식,1,484(-4),9999.9,3.5,"계란형큰, 망사눈"
