,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,7,흥바라기,한,수,2세,55,,이준철,김대근,♠고광숙,,450(-5),12.2,1.5,
1,2,3,티케이보이,한,수,2세,55,,박태종,정호익,♠김태권,8,498(6),17.8,2.5,
2,3,10,고고스타,한,암,2세,53,,김정준,김윤섭,김재용,4,462(-3),19.3,3.7,
3,4,2,질주대로,한,수,2세,55,,송재철,신삼영,♠이혜란,4,459(7),2.8,1.9,망사눈+
4,5,8,천마투데이,한,암,2세,53,,김효정,배대선,♠박웅진,1,442(-3),116.0,7.1,망사+
5,6,6,럭키클럽,한,수,2세,55,,김동수,서홍수,이본희,코,435(-5),19.3,3.7,
6,7,4,메인오브킹,한,수,2세,55,,김덕현,이관호,♠손병현,5,432(5),116.0,7.1,"계란형큰+,망사+"
7,8,5,모스트스피드,한,암,2세,53,,빅투아르,서인석,♠고재완,목,428(-2),2.3,1.3,"계란형큰+,망사눈+"
8,9,1,피엔에스곧감,한,암,2세,53,,권석원,박윤규,♠피엔에스커튼월,3,413(2),116.0,7.1,망사눈+
9,10,9,정문라이언,한,수,2세,55,,신형철,홍대유,♠김재영b,½,492(3),17.8,6.5,
10,11,11,과천신세계,한,암,2세,53,,하정훈,신삼영,♠김성진,1¾,463(-1),7.5,3.7,"계란형큰+,망사+"
0,1,1,파이어하트,한,수,3세,56,,김정준,송문길,♠손병현,,484(-2),13.6,3.5,
1,2,7,미르스카이,한,암,3세,54,,박병윤,손영표,류재욱,5,498(15),3.0,1.4,
2,3,2,비뢰킹,한,거,3세,56,,김용근,배대선,김정두,5,475(30),13.6,3.5,망사
3,4,10,허리케인삭스,한,거,3세,56,,이현종,강성오,♠김창식,5,445(10),13.6,2.3,"망사눈+,Triabit-,눈가면-"
4,5,4,그랜드마스터,한,암,3세,54,,조한별,김윤섭,♠변갑한,코,465(-6),9.1,2.1,망사눈
5,6,5,캡틴브라보,한,거,3세,56,,이혁,곽영효,♠김용래,½,428(7),3.9,2.3,"계란형큰, 망사눈"
6,7,9,코리아기적,한,수,3세,56,,박태종,지용철,♠오종환,½,481(-7),13.6,3.5,
7,8,8,그린챔프,한,암,3세,54,,하정훈,홍대유,♠김재영b,1¾,455(-4),9.1,3.5,
8,9,6,블랙킹,한,수,3세,56,,김덕현,이신영,♠김두식,½,460(-11),13.6,7.0,망사눈
9,10,3,마성혼신,한,암,3세,52,,(-2)문성혁,서인석,천사들의 안장,12,470(-3),13.6,2.3,계란형큰+
0,1,2,라이드럭키,한,거,3세,54,,(-2)문성혁,전승규,♠박덕희,,490(-8),4.3,1.6,"Triabit, 눈가면"
1,2,10,에이스천하,한,암,3세,54,,김동수,정호익,김광두,13,490(-9),4.3,1.2,"망사눈,JR러깅+"
2,3,4,산뜻한스침,한,암,3세,54,,송재철,안병기,♠우태율,1¼,469(-18),7.7,1.9,"계란형큰+, 망사눈"
3,4,7,큐피드비상,한,암,3세,54,,다비드,서범석,♠서순배,1½,467(1),3.0,1.3,망사눈
4,5,1,꿈가득,한,암,3세,54,,박태종,곽영효,♠김용재,3,461(17),20.0,21.1,계란형큰+
5,6,9,신데렐라,한,암,3세,54,,박현우,서홍수,이본희,1½,433(-4),20.0,21.1,망사눈
6,7,8,새록새록,한,암,3세,54,,김효정,배대선,이미양,1¼,428(11),20.0,3.5,망사눈
7,8,3,라온하이,한,암,3세,54,,이혁,이신영,♠라온건설,½,511(11),20.0,3.5,"계란형큰, 망사눈"
8,9,5,새내폭주,한,거,3세,56,,신형철,홍대유,♠문금철,2,453(-39),12.5,3.5,망사눈-
9,10,6,파라다이스퀸,한,암,3세,54,,이해동,배휴준,강종우,6,461(-16),20.0,21.1,"Triabit+,계란형큰-"
10,,11,효마루,한,암,3세,54,,이현종,박재우,유영준,출전취소,0(0),----,----,망사+
0,1,3,소서노레전드,한,암,3세,54,,송재철,송문길,♠(주)나스카,,462(-9),3.9,35.5,망사
1,2,7,용마루구,한,수,3세,56,,박태종,우창구,이보원,1¾,505(-5),3.9,1.5,망사눈
2,3,5,그레이트웨이,한,암,3세,54,,김동수,이신영,♠정영식,1,452(-7),3.9,5.9,"계란형큰, 망사"
3,4,4,스타러시,한,수,3세,56,,박을운,김동철,제주축협,3,469(9),11.6,11.8,망사
4,5,10,샌드파워,한,수,3세,56,,문정균,최상식,♠강석대,목,488(2),11.6,1.9,
5,6,1,알짜,한,수,3세,56,,김효정,배대선,♠이태인,1¾,484(-7),23.2,1.0,망사
6,7,11,원더풀파워,한,수,3세,56,,다비드,손영표,김은갑,4,491(-3),23.2,11.8,망사+
7,8,12,그린스카이,한,암,3세,54,,조상범,구자흥,♠김재영b,5,435(-8),23.2,35.5,망사
8,9,6,천지바람,한,수,3세,56,,빅투아르,서홍수,이창모,½,497(-14),23.2,35.5,
9,10,9,장나들이,한,수,3세,56,,이철경,서인석,♠이종욱,3,465(-3),23.2,35.5,망사눈
10,11,2,오월강자,한,수,3세,56,,박병윤,박희철,경규환,½,497(0),23.2,35.5,"계란형큰+,망사눈-"
11,12,8,청수라이더,한,수,3세,56,,신형철,김윤섭,♠청수,9,478(5),23.2,2.2,망사눈
0,1,3,제이에스파워,한,거,3세,55,,이혁,서홍수,♠박정재,,470(-4),10.6,1.4,망사
1,2,6,에이피파텍,한,수,3세,55.5,,김용근,서범석,♠카도노 시게오,목,472(12),4.1,5.2,"계란형큰, 눈가면"
2,3,9,이터널메모리,한,거,3세,55,,김덕현,박재우,♠오종택,6,472(4),9.3,2.6,망사
3,4,8,선샤인레이디,한,암,4세,53,,김동수,조현수,♠신윤경,목,463(-25),13.5,15.7,망사
4,5,1,농본락,한,암,3세,53,,방춘식,배대선,♠김용래,3,409(-1),13.5,2.6,망사
5,6,11,이천특급,한,수,3세,53,,(-2)문성혁,서인석,♠이종욱,2,456(1),13.5,15.7,"계란형큰, 망사눈"
6,7,2,로열축복,한,수,3세,56,,신형철,박병일,이장호,½,479(7),13.5,15.7,눈가면
7,8,5,실버드래곤,한,거,4세,55,,박병윤,임봉춘,♠(주)나스카,1¼,480(-10),13.5,1.0,"반가지큰, 망사눈"
8,9,7,이비사걸,한,암,3세,53,,이동국,리카디,♠공이공팔,1½,423(3),13.5,15.7,
9,10,4,정문프린스,한,수,3세,55,,조상범,홍대유,♠김재영b,3,457(-18),9.3,15.7,"계란형큰, 망사"
10,11,10,금아플로러스,한,수,3세,56,,송재철,이신영,♠금아산업(주),5,490(-28),4.0,1.7,망사-
0,1,9,송암티즈,한,수,3세,56,31,이동진,박대흥,지원철,,482(0),5.2,1.3,"계란형큰,망사+,망사눈-"
1,2,1,원더풀헤네시,한,암,4세,55,32,김용근,임봉춘,♠지대섭,5,512(16),6.9,3.5,"반가지큰, 망사눈"
2,3,3,흥캡틴,한,수,3세,54,27,이준철,김대근,♠임동현,½,495(9),8.2,2.0,
3,4,8,메니스탠드,한,암,4세,54.5,31,박을운,김동균,이근우,2½,463(-3),35.6,2.4,망사눈
4,5,10,천향국색,한,암,3세,54,30,조상범,구자흥,김창만,1¼,470(1),10.2,14.1,망사
5,6,6,최고비상,한,거,5세,51,21,방춘식,김점오,과천시청,1½,480(0),106.8,7.1,망사
6,7,2,당찬바람,한,암,3세,52.5,27,하정훈,홍대유,김재덕,4,445(0),19.4,2.0,망사눈
7,8,11,베스트군단,한,거,3세,55.5,30,김덕현,박재우,♠박정재,머리,494(17),19.4,2.4,망사눈
8,9,5,뇌성벽력,한,거,4세,53.5,26,김귀배,서인석,홍상기,2½,487(5),106.8,14.1,"계란형큰, 눈가면"
9,10,7,눈빛언약,한,수,4세,56,31,다비드,박천서,♠한명로,9,511(3),1.8,1.8,혀끈
10,,4,원더케이,한,수,4세,54,27,송재철,우창구,♠강경운,출전제외,0(0),----,----,"망사눈, Triabit"
0,1,9,머니시장,한,암,3세,52.5,27,이현종,배대선,박상헌,,486(13),7.6,1.1,망사
1,2,5,센토사,한,암,4세,53.5,29,송재철,서인석,♠박철근,1,478(1),1.3,2.1,
2,3,2,카히나,한,암,4세,53.5,29,박을운,이관호,♠오종택,2½,452(2),3.7,1.1,망사눈
3,4,8,해피하와이,한,암,4세,51.5,25,조한별,박윤규,♠오종환,5,490(16),326.0,17.1,"망사, 반가지큰,혀끈-"
4,5,6,월드비욘드,한,암,3세,56,34,김정준,최영주,♠손병현,머리,465(9),25.1,1.6,"망사눈+,승인편자-,눈가면-"
5,6,7,블랙징가,한,암,5세,52,26,이기회,김동균,♠공이공팔,코,471(25),93.1,2.8,"계란형큰, 망사눈"
6,7,3,피케이힐,한,암,3세,56,34,이혁,김동철,♠김태성,1¼,457(-14),93.1,4.3,망사
7,8,4,윈드리버,한,암,4세,53.5,29,김용근,최영주,♠손병현,½,457(23),326.0,17.1,"계란형큰,망사눈+"
8,9,1,에이스윈,한,암,3세,56,34,조재로,최봉주,♠우상우,2½,407(-4),326.0,17.1,"계란형큰, 망사"
0,1,8,블랙윙윙,한,암,4세,53,28,이동국,심승태,♠김지훈,,508(6),7.0,10.9,"계란형큰,망사-,혀끈-"
1,2,2,광야불기둥,한,암,6세,55,32,박병윤,임봉춘,이종천,4,436(-4),7.0,10.9,망사
2,3,6,인디언보스,한,수,4세,55.5,30,이혁,서인석,♠코리아호스랜드,1,470(-4),24.5,1.4,"계란형큰, 망사눈"
3,4,10,미스터히어로,한,수,4세,56,31,조한별,유재길,♠김명식,1,500(0),7.0,10.9,
4,5,4,선더머니,한,거,5세,52,23,다비드,손영표,♠박성구,목,466(5),7.0,10.9,"반가지큰, 망사눈"
5,6,9,서던맨,한,거,4세,55,29,빅투아르,홍대유,♠이경희,목,462(7),21.0,1.8,혀끈+
6,7,3,럭셔리캡틴,한,수,3세,56,31,이현종,김동균,김은갑,1¼,520(2),8.7,1.4,계란형큰+
7,8,1,대한챔프,한,수,4세,54.5,28,김옥성,서정하,대한사료,코,467(-3),6.7,5.5,망사눈
8,9,5,흥깨비,한,암,4세,52.5,27,문정균,최상식,♠임동현,1½,485(15),7.0,10.9,혀끈
9,10,7,실버디자인,한,암,5세,*52,22,조재로,김동철,♠양순희,½,439(15),7.0,1.8,"계란형큰, 망사눈"
10,11,11,굿초이스,한,수,5세,52.5,24,조상범,김점오,♠박재범,¾,509(-6),24.5,1.8,"계란형큰, 망사눈"
0,1,8,케이톱킹,한,수,3세,54.5,41,이현종,박재우,♠오종환,,496(-8),2.8,1.3,망사눈
1,2,2,그린다르크,한,암,4세,*52,36,김정준,구자흥,♠김재영b,4,463(-7),16.9,2.3,망사눈
2,3,9,피케이전사,한,거,4세,55,42,하정훈,김동균,♠김태성,목,479(3),16.9,2.3,망사눈
3,4,6,버킷풀골드,한,수,4세,56,44,김덕현,안해양,김길중,1¼,492(1),14.5,6.9,눈가면
4,5,3,홈커밍,한,암,4세,*52,36,이동국,리카디,페가수스,코,429(-5),16.9,2.3,"망사, 혀끈"
5,6,7,당당한여걸,한,암,6세,52,39,박현우,박천서,윤훈현,½,486(0),101.6,13.9,"반가지큰, 망사눈"
6,7,5,메니챔프,한,수,3세,55,42,조상범,안병기,♠조명식,코,440(-2),2.8,1.3,계란형큰
7,8,10,파티파워,한,암,7세,*52,36,김용근,박희철,조병해,3,441(-2),101.6,13.9,
8,9,4,골드페릴라,한,수,4세,52,36,김효정,지용철,임수복,3,496(-20),50.8,6.9,망사눈
