,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,1,원평코드,한,수,3세,56,,장추열,정호익,♠김용재,,500(16),4.4,1.6,
1,2,8,퍼플월드,한,거,3세,56,,유승완,박윤규,퍼플라인,2½,522(-9),58.7,8.7,망사
2,3,4,비플라워,한,암,3세,51,,(-3)김아현,조현수,정광화,2½,435(-8),22.2,3.3,망사+
3,4,7,글로벌보배,한,수,3세,56,,송재철,최상식,♠장재형,2½,431(-9),1.8,1.2,망사눈
4,5,3,송암레전드,한,수,3세,56,,박상우,최용구,♠송암축산,1,514(-5),121.5,21.5,계란형큰
5,6,5,햇무리,한,거,3세,56,,문세영,곽영효,김조은,½,516(2),13.5,1.7,계란형큰
6,7,2,피엔에스골드,한,암,3세,54,,함완식,손영표,♠피엔에스커튼월,3,465(1),3.6,1.2,망사
7,8,9,베스트전사,한,수,3세,56,,정정희,박재우,♠박정재,1,503(5),97.9,9.4,망사
8,9,10,챈슬러,한,수,3세,56,,박을운,홍대유,♠정이철,¾,485(0),261.0,28.7,
9,10,12,에코존,한,수,3세,56,,김효정,김동철,♠양순희,½,456(-11),306.8,34.6,망사+
10,11,6,영블러드,한,수,3세,56,,정우주,김동철,♠김선식,16,476(-2),35.5,5.1,"반가지큰+,망사눈-"
11,12,11,아그리워,한,암,3세,54,,이용호,이신영,♠라온산업개발(주),4,421(-7),356.1,60.6,
0,1,2,피엔에스행복,한,수,3세,56,,안토니오,조현수,♠피엔에스커튼월,,543(3),4.5,1.8,"계란형큰,망사눈"
1,2,4,에이스플랜,한,수,3세,56,,함완식,홍대유,♠황봉기,코,493(-4),20.1,5.8,망사눈
2,3,1,콩코드퀸,한,암,3세,54,,유승완,안병기,김순건,1¼,503(-3),7.0,2.5,"계란형큰+,망사눈"
3,4,11,파이널참,한,수,3세,56,,이용호,송문길,♠김명식,머리,447(7),36.4,8.7,
4,5,12,런던스카이,한,수,3세,56,,김효정,안해양,임현성,목,467(0),28.1,6.3,"망사눈,계란형큰-,망사-"
5,6,3,머스탱파워,한,수,3세,56,,송재철,강환민,이영성,1½,473(-13),3.5,1.5,"계란형큰,망사"
6,7,8,마바위,한,수,3세,56,,박현우,박천서,♠김종진,2,503(-5),8.5,2.3,"망사눈,혀끈-"
7,8,9,동방의혼,한,수,3세,56,,이현종,서인석,서상주,1,478(1),83.1,29.9,"계란형큰,망사눈"
8,9,10,알사이먼,한,암,3세,51,,(-3)김아현,신삼영,♠박정배,1¾,420(-12),13.3,3.4,망사눈
