,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,2,올백,한,암,2세,53,,함완식,강성오,♠씨유네트워크,,468(-7),1.2,1.1,"반가지큰+,눈가면+"
1,2,11,더킹클래스,한,거,2세,55,,김정준,김학수,임정균,8,466(1),174.8,13.8,망사눈
2,3,8,루이사,한,암,2세,53,,이현종,임봉춘,♠김철,½,482(5),12.1,1.7,
3,4,5,선더케이,한,수,2세,55,,이동하,박대흥,♠강경운,머리,494(2),22.1,2.8,
4,5,10,금성에이스,한,암,2세,51,,(-2)문성혁,서인석,♠조창규,2,529(-8),242.4,29.8,망사눈
5,6,6,마칼루퀸,한,암,2세,53,,다나카,서홍수,♠김명식,¾,443(-11),192.6,11.3,
6,7,3,갑오사랑해,한,암,2세,53,,조재로,김동철,♠김평갑,1,431(-6),140.1,23.0,
7,8,7,글로벌선,한,암,2세,53,,빅투아르,최상식,♠장재형,3,469(-13),14.6,1.9,"망사눈+,망사-"
8,9,4,금성차밍,한,수,2세,54,,(-1)김덕현,박재우,♠조창규,2½,508(1),9.4,2.4,
9,10,1,런던히트,한,암,2세,53,,송재철,구자흥,임흥호,½,462(-16),10.0,1.8,
10,11,12,월영이,한,암,2세,53,,신형철,홍대유,♠김정숙,5,481(-6),87.0,10.4,
11,12,9,태산특급,한,암,2세,53,,이혁,이희영,♠이종욱,11,472(-13),148.8,17.8,눈가면+
0,1,6,질주의꿈,한,암,2세,53,,최범현,박대흥,♠박남성,,500(-2),1.4,1.1,계란형큰
1,2,9,아라리요,한,수,2세,55,,김동수,김동균,♠김한수,5,494(-14),5.6,1.8,"계란형큰, 망사눈"
2,3,10,글로벌왕자,한,거,3세,56,,신형철,최상식,♠장재형,1½,514(-13),5.3,1.4,망사눈
3,4,11,마스터퓨처,한,거,2세,55,,다나카,서홍수,♠김명식,3,455(-13),40.8,6.8,
4,5,12,화이트스톤,한,거,3세,56,,하정훈,유재길,선우패션,7,491(-16),401.2,29.1,눈가면
5,6,7,레이크스타,한,암,2세,53,,박병윤,김동철,김은갑,½,456(17),65.4,5.1,
6,7,2,슈퍼파크,한,암,2세,53,,조재로,배휴준,♠이성재,¾,462(4),19.6,2.5,"망사, Triabit"
7,8,4,캡틴브라보,한,거,2세,55,,김정준,곽영효,♠김용래,1½,434(-9),27.2,3.2,"계란형큰, 망사눈"
8,9,8,발레리나,한,암,3세,54,,이현종,안해양,♠이시돌협회,3,474(-8),25.3,2.7,"계란형큰+,망사+"
9,10,3,보고또보고,한,수,2세,55,,다비드,임봉춘,김진태a,5,522(3),154.5,22.8,
10,11,5,스마트시티,한,암,2세,53,,김옥성,구자흥,선용호,1,460(-10),588.7,56.8,망사-
11,12,1,쿠레나이원,한,암,2세,53,,조상범,김점오,♠금악목장,코,451(4),527.5,30.6,망사눈
0,1,12,곡마단,한,거,3세,55,,신형철,김윤섭,♠이종욱,,502(-2),8.3,2.3,망사
1,2,10,천년의고도,한,수,3세,56,,이현종,배대선,♠류주영,머리,478(-6),2.6,1.3,망사눈
2,3,3,호남대로,한,거,3세,55.5,,김정준,최영주,말사모,4,426(3),13.5,2.0,
3,4,6,피엔에스로얄,한,암,2세,52,,이해동,배휴준,♠피엔에스홈즈,1¼,464(-8),278.1,21.8,계란형큰
4,5,1,백두산천지,한,수,2세,54,,김동수,박병일,♠이관형,¾,471(-8),2.3,1.4,
5,6,11,페더럴퀸,한,암,3세,53,,박태종,정호익,♠금악목장,½,440(-8),64.4,6.1,망사
6,7,8,센킹,한,수,2세,54,,송재철,박희철,경규환,2½,522(-2),7.5,2.1,"계란형큰, 망사눈"
7,8,5,더블퀸,한,암,3세,53,,윤영민,조현수,♠신윤경,1½,447(-6),117.0,7.4,"반가지큰+, 망사눈,계란형큰-"
8,9,7,머니라인,한,수,2세,54,,다비드,배대선,박상헌,1½,540(2),24.9,4.9,"망사눈,계란형큰-"
9,10,2,오주애마,한,수,2세,54,,김옥성,김윤섭,♠김두식,4,508(-12),43.7,7.7,
10,11,9,히든그레이스,한,암,2세,52,,안효리,서홍수,♠오종택,¾,443(-15),85.8,9.1,
11,12,4,마음의준비,한,암,3세,53,,이동하,우창구,홍금희,3,526(-21),176.2,12.8,
0,1,8,콰이어트아델,한,암,2세,52.5,30,송재철,송문길,♠이종훈,,479(-4),3.1,1.3,"반가지큰, 망사눈"
1,2,7,금순이스타,한,수,3세,55.5,31,이현종,박병일,♠배태곤,1,526(4),3.5,1.4,계란형큰
2,3,5,스트롱퀸,한,암,2세,53,31,최범현,서인석,곽영숙,코,517(-1),2.5,1.3,"계란형큰, 눈가면"
3,4,12,갓오브삭스,한,수,3세,54,28,김동수,강환민,♠김창식,5,481(-14),82.6,9.9,"계란형큰, 망사눈"
4,5,4,달순이,한,암,4세,52.5,28,이혁,유재길,♠김영완,¾,477(9),79.5,6.7,망사
5,6,11,패밀리파크,한,암,3세,52,27,김정준,신삼영,류재욱,1,434(-10),33.5,6.8,"계란형큰,망사눈+,눈가면-"
6,7,9,블랙징가,한,암,4세,52,27,김용근,김동균,♠공이공팔,코,450(-3),22.6,4.7,"계란형큰, 망사눈"
7,8,10,과천히어로,한,거,4세,55,30,신형철,김윤섭,박충범,2,471(-6),11.0,3.2,망사눈
8,9,3,아스테르,한,거,4세,51,21,지하주,서정하,♠공이공팔,5,433(-8),73.8,7.1,계란형큰
9,10,6,아마로네,한,암,4세,53.5,30,조한별,임봉춘,지앤지프로덕션,½,425(13),64.6,8.0,망사눈
10,11,2,송암바비,한,암,4세,51,24,문정균,유재길,지원철,½,457(-12),195.9,12.1,
11,12,1,위대한파이터,미,거,3세,56,32,박병윤,김동철,곽승용,8,504(-6),49.9,4.9,망사눈
0,1,11,글로벌선더,한,수,2세,55,30,이혁,최상식,♠장재형,,491(-16),8.8,2.4,망사
1,2,8,함양산삼,한,암,3세,54,35,(-1)김덕현,박재우,유영준,2½,447(-4),21.2,3.6,반가지큰
2,3,6,블랙윙윙,한,암,3세,52,26,이동국,심승태,♠김지훈,1,503(0),144.2,19.9,"계란형큰, 망사, 혀끈"
3,4,12,갤럭시피스,한,암,3세,54,32,이동하,배대선,미리내,4,492(-12),3.8,1.4,망사
4,5,5,풀문오션,한,암,3세,53,27,이현종,이신영,♠김선식,2½,474(-3),106.4,24.2,
5,6,7,레드선,한,거,3세,56,30,다비드,서범석,♠이시돌협회,1,490(-13),65.2,6.9,"Triabit, 눈가면"
6,7,3,맹산히어로,미,수,3세,55,29,김태훈,지용철,♠조용학,코,486(-5),223.7,20.3,Triabit
7,8,9,스펙터퀸,한,암,3세,53,29,조재로,이관호,말사모,2,441(-7),58.9,7.7,"계란형큰, 망사눈"
8,9,10,록라인,한,수,2세,55,30,함완식,최영주,소태영,½,494(-3),7.7,2.4,망사눈
9,10,2,베티나,한,암,4세,55,35,김동수,박윤규,박기태,1¾,479(-4),88.3,7.9,망사눈
10,11,1,위너블루,한,수,2세,55,31,박태종,우창구,♠전영범,1,483(-11),6.2,1.7,"망사,Triabit+"
11,12,4,피케이힐,한,암,2세,54,34,김용근,김동철,♠김태성,코,474(2),2.1,1.2,망사
0,1,8,에이스윈,한,암,2세,52,28,송재철,최봉주,♠우상우,,420(-6),15.7,2.5,"계란형큰, 망사"
1,2,2,미스평촌,한,암,5세,51,22,조한별,서인석,안병렬,1,461(-13),31.8,3.6,망사눈
2,3,7,미사일캔디,한,수,4세,54,27,문정균,최영주,♠이장운,1¼,432(-4),13.7,2.4,망사눈
3,4,3,럭키상운,한,수,2세,54,31,(-1)김덕현,박재우,최기영,머리,497(10),1.6,1.2,망사눈
4,5,4,센토사,한,암,3세,53.5,29,이현종,서인석,♠박철근,1½,477(-6),5.5,1.7,
5,6,1,큐피드허니,한,거,2세,54.5,30,이혁,이희영,오왕근,1¾,453(2),4.8,1.6,망사눈
