,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,11,시리우스알파,한,암,3세,54,,유승완,송문길,♠(주)나스카,,423(13),16.1,2.8,망사+
1,2,3,골든선더,한,거,3세,56,,임다빈,정호익,윤지중,2½,426(-5),1.9,1.2,망사눈
2,3,6,더페이버릿,한,암,3세,54,,정정희,박재우,♠오종택,3,464(-12),4.1,1.4,망사
3,4,8,스타레이서,한,수,3세,56,,장추열,전승규,♠손병철,4,432(-6),4.7,1.4,망사눈
4,5,9,캠프세이버,한,암,3세,54,,김용근,최용건,김창호,목,440(-8),217.2,20.1,"계란형큰,망사눈"
5,6,12,퍼플스톰,한,수,3세,56,,김정준,최영주,퍼플라인,½,468(-1),9.3,1.8,"계란형큰,망사눈"
6,7,10,타이거존,한,수,3세,56,,송재철,김동균,♠이월희,5,438(-12),373.5,42.1,
7,8,4,빈체로킹,한,수,3세,56,,이현종,서인석,♠김인규,½,453(8),98.2,13.8,
8,9,5,해피뉴마,한,암,3세,54,,이혁,최용건,이재민,1,442(-2),66.6,7.0,"계란형큰,망사"
9,10,2,미라클케이,한,암,3세,51,,(-3)김아현,박대흥,♠강경운,머리,432(-6),37.4,6.2,망사눈+
10,11,7,함평에이스,한,수,3세,56,,김옥성,김윤섭,♠함평제일,4,476(-6),145.0,24.1,망사눈+
11,12,1,챔피언함성,한,수,3세,56,,먼로,이관호,♠황의영,6,467(8),42.8,7.1,계란형큰
0,1,6,메니스피어,한,암,3세,54,,함완식,김동균,♠김영완,,450(-7),2.1,1.1,망사
1,2,4,티즈석세스,한,암,3세,54,,하정훈,이준철,♠이종욱,6,420(0),2.8,1.2,망사눈
2,3,3,블러드문,한,암,3세,54,,이혁,지용철,♠최성룡,1¾,480(-8),8.2,1.7,망사눈
3,4,11,고져스서브,한,암,3세,54,,송재철,김동균,♠박준배,½,503(-4),29.2,4.4,망사눈+
4,5,1,금아위티,한,암,3세,54,,박현우,박천서,♠금아산업(주),2,428(-10),136.5,22.1,망사눈
5,6,7,차돌런,한,암,3세,54,,임다빈,홍대유,전은영,1¼,480(1),87.4,9.6,
6,7,5,파워플랜,한,암,3세,54,,박병윤,김윤섭,♠에스지이건설,3,466(0),101.4,15.0,망사눈+
7,8,8,비밀상자,한,암,3세,54,,유승완,송문길,♠정형철,머리,426(7),75.8,13.2,반가지큰
8,9,10,푸른나래,한,암,3세,51,,(-3)김아현,박윤규,민규동,3,463(-8),16.8,3.8,망사눈
9,10,12,멋진아치,한,암,3세,54,,김귀배,강환민,♠이종원,1,462(5),129.5,13.0,눈가면
10,11,2,비플라워,한,암,3세,54,,김용근,조현수,정광화,½,439(4),6.9,1.8,망사
11,12,9,천적캣,한,암,3세,54,,조상범,배휴준,조금제,목,461(-6),63.3,27.3,"계란형큰,망사눈"
0,1,10,비크레이지,한,거,4세,56.5,,송재철,최용구,전영애,,537(-5),1.5,1.1,"계란형큰,망사눈+"
1,2,11,패밀리캡틴,한,수,4세,53.5,,(-3)김아현,임봉춘,김은갑,6,464(2),14.7,2.8,눈가면
2,3,9,쏘아라대로,한,암,3세,54,,하정훈,이준철,현태봉,½,422(-10),9.0,2.5,반가지큰
3,4,6,은혜드림,한,암,3세,54,,김정준,박병일,강태구,¾,417(-1),9.7,2.0,망사눈
4,5,12,라온더와일드,한,수,3세,56,,김용근,박종곤,손광섭,2½,416(5),37.6,3.8,망사눈
5,6,1,프린세스데이,한,암,4세,54.5,,김동수,조현수,♠김선식,1,486(-4),62.1,10.8,망사
6,7,5,신대로,한,수,5세,56.5,,김덕현,최용건,♠박정배,4,457(-17),38.2,8.0,계란형큰
7,8,3,동트자웨이,한,수,3세,56,,임다빈,정호익,♠김평갑,1¼,457(11),39.1,9.6,망사눈
8,9,4,머니스톤,한,암,4세,54.5,,함완식,곽영효,♠정기환,¾,431(-1),63.6,8.4,망사눈
9,10,7,피엔에스빌,한,수,3세,56,,김효정,유재길,♠피엔에스홈즈,2,464(1),38.2,4.7,망사
10,11,8,바다의꿈,한,거,4세,56.5,,이혁,이희영,임현성,½,450(-2),10.3,2.2,"계란형큰,눈가면"
11,12,2,비제이플래시,한,거,4세,56.5,,정정희,리카디,♠이시돌협회,10,487(-18),14.4,4.5,"계란형큰,망사눈+,혀끈-"
0,1,8,송암레이서,한,거,4세,56.5,,김효정,최용건,♠송암축산,,476(-2),2.5,1.2,"계란형큰,망사눈"
1,2,4,포사포사,한,수,3세,53,,(-3)김아현,지용철,박시용,3,486(-10),4.3,1.7,"계란형큰,망사눈"
2,3,9,애플민트,한,거,4세,56.5,,정정희,리카디,이기훈,½,471(-3),7.1,1.8,"계란형큰,망사눈"
3,4,7,블랙인디,한,거,4세,56.5,,빅투아르,김동철,♠오종환,½,497(8),5.8,1.8,"계란형큰,망사눈"
4,5,6,글로벌스톰,한,거,4세,56.5,,방춘식,최상식,♠장재형,2,474(1),21.6,3.2,망사
5,6,2,댓츠마이걸,한,암,3세,54,,유승완,안해양,♠(주)인펨,1½,467(0),103.2,11.3,망사눈
6,7,5,천송이,한,암,3세,54,,조상범,배휴준,조금제,2½,468(-7),33.7,6.7,"계란형큰,눈가면+,망사눈-,혀끈-"
7,8,3,피엔에스더킹,한,거,3세,56,,김옥성,손영표,♠피엔에스커튼월,목,502(0),107.3,17.9,망사
8,9,1,엠제이스톰,한,수,4세,56.5,,김동수,김동균,♠박정재,17,514(-1),4.7,1.6,"계란형큰,망사눈"
0,1,4,쇼메이커,한,암,4세,54,30,김용근,송문길,최종환,,451(19),4.8,1.7,
1,2,2,은혜충만,한,암,5세,54,31,빅투아르,박병일,강태구,½,469(11),4.3,1.9,
2,3,14,바람과함께,한,수,4세,56,27,이현종,서인석,양현모,1½,479(6),8.8,2.4,"계란형큰,망사눈"
3,4,8,브라보메이,한,거,4세,56,31,부민호,서범석,♠오상철,1¼,494(-4),26.3,7.1,"계란형큰,망사"
4,5,11,송암플레이어,한,암,5세,54,27,문성혁,전승규,♠송암축산,¾,440(1),68.6,9.5,"Triabit ,망사눈"
5,6,10,상승행진,한,수,4세,53,29,(-3)김아현,지용철,곽태훈,목,479(0),23.5,7.4,계란형큰
6,7,1,원더풀캣,한,암,5세,54,26,조한별,임채덕,♠(주)녹원목장,¾,440(3),196.3,40.2,망사눈
7,8,6,하이퍼카,한,거,5세,56,35,장추열,김동균,♠장석은,머리,462(-12),3.7,1.4,
8,9,5,그레이트아이,한,수,4세,56,29,이혁,지용철,♠금악목장,1,468(-7),51.8,8.2,망사눈
9,10,7,쿠레레쿠스,한,거,5세,56,30,송재철,이관호,♠이재원,½,485(0),10.2,2.8,"계란형큰,망사눈"
10,11,13,카우보이탱고,한,거,4세,56,29,함완식,최상식,♠임동현,코,493(-1),8.5,3.1,
11,12,9,대마지풍,한,거,6세,56,21,김옥성,박종곤,강태구,2,484(20),98.6,23.6,망사눈
12,13,12,왕인행차,한,수,5세,56,33,안토니오,서홍수,전영규,1,488(5),13.1,4.1,"계란형큰,망사눈"
13,14,3,미르캡틴,한,수,4세,56,25,박현우,임봉춘,김은갑,4,466(-13),177.3,23.8,망사
0,1,1,백두걸,한,암,3세,*52,31,정정희,박재우,이민희,,467(-12),1.9,1.1,망사눈
1,2,7,원평코드,한,수,3세,*54,30,장추열,정호익,♠김용재,1½,491(-9),5.4,1.6,
2,3,5,한강매직,한,암,3세,*52,30,유승완,곽영효,♠나기두,1½,425(4),20.4,3.1,"계란형큰,망사눈"
3,4,8,스타러시,한,수,5세,56,28,먼로,김동철,제주축협,3,457(3),19.8,3.0,망사
4,5,2,룰즈클래스,한,수,4세,56,33,김정준,김윤섭,♠송암축산,코,467(3),7.9,1.8,"계란형큰,눈가면"
5,6,4,바디스타,한,수,5세,*56,26,박상우,임봉춘,김진태a,2,481(10),50.1,5.7,망사
6,7,3,리마커블,한,암,3세,52,28,이혁,지용철,♠조용학,½,487(4),3.5,1.4,"계란형큰,망사"
7,8,6,마패봉,한,수,7세,56,24,조상범,지용철,박시용,½,472(-7),58.7,6.7,망사눈
0,1,2,퍼플케이,한,암,3세,55.5,33,유승완,송문길,♠강경운,,501(12),3.4,1.5,망사
1,2,9,베스트토치,한,암,3세,55,32,송재철,홍대유,베스트샤인조합,2½,501(-5),2.4,1.2,
2,3,10,컴플리트타임,한,암,3세,55,32,빅투아르,박재우,♠장세준,7,465(2),6.2,1.9,망사눈
3,4,6,큐피드비상,한,암,5세,55.5,32,부민호,서범석,♠서순배,2½,463(0),19.9,2.9,눈가면+
4,5,1,천사박,미,암,5세,57,35,김효정,배대선,♠(주)디알엠씨티,¾,440(6),97.5,23.1,망사눈
5,6,4,세렌디피티야,미,암,5세,54,35,(-3)김아현,안병기,♠우태율,목,476(0),110.9,8.7,"계란형큰,망사눈"
6,7,5,함평나비,한,암,3세,54.5,31,김정준,최영주,♠함평제일,목,491(1),4.1,1.4,망사
7,8,7,마파람,한,암,3세,53.5,29,이혁,임봉춘,♠(주)나스카,2½,467(-4),23.1,2.8,망사눈
