,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,8,그레이스퀸,한,암,3세,54,,박병윤,홍대유,♠정이철,,441(-8),9999.9,9999.9,망사눈
1,2,5,어바웃섬싱,한,암,3세,54,,이철경,서인석,♠서창식,1,463(7),9999.9,9999.9,"계란형큰, 망사눈"
2,3,9,초원의기적,한,암,3세,54,,김효정,우창구,조홍구,4,428(-11),9999.9,9999.9,
3,4,3,세명강자,한,암,3세,54,,조상범,최영주,이기철,코,449(-2),9999.9,9999.9,"계란형큰, 망사눈"
4,5,10,태양타고,한,암,2세,50,,(-4)김아현,지용철,♠최성룡,2,422(-7),9999.9,9999.9,
5,6,12,텔로스,한,암,2세,53,,부민호,최용건,♠오종택,6,485(1),9999.9,9999.9,"계란형큰, 망사눈"
6,7,1,그레이트한센,한,암,2세,53,,이현종,조현수,♠이혜란,¾,433(-1),9999.9,9999.9,"계란형큰, 망사"
7,8,13,럭셔리킹,한,수,2세,55,,박을운,김동철,♠김명식,머리,465(8),9999.9,9999.9,
8,9,7,런투골,한,암,2세,53,,장추열,강성오,♠씨유네트워크,1½,442(5),9999.9,9999.9,망사눈+
9,10,6,광야의전설,한,수,2세,55,,김정준,김윤섭,김광영,1½,491(-8),9999.9,9999.9,망사+
10,11,2,삼부다이아,한,암,3세,54,,안효리,서홍수,김봉섭,4,410(-5),9999.9,9999.9,계란형큰
11,12,4,스터닝어게인,한,거,4세,56,,이동국,서범석,♠청팅콩,1¼,490(2),9999.9,9999.9,"계란형큰, 망사눈"
12,13,11,댄스머신,한,수,2세,55,,지하주,박천서,김봉섭,3,461(15),9999.9,9999.9,"반가지큰, 눈가면"
13,,14,파이팅걸,한,암,2세,53,,함완식,김동균,♠신윤경,주행중지,452(3),9999.9,9999.9,"계란형큰, 망사눈"
0,1,3,스타워즈,한,거,2세,55,,송재철,서홍수,이본희,,458(-2),9999.9,1.0,"계란형큰+,망사눈+,망사-"
