,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,2,메니골드,한,암,2세,53,,문세영,박대흥,♠홍종철,,517(-4),5.3,1.5,
1,2,7,더블에지,한,수,2세,55,,김정준,안해양,♠(주)인펨,7,487(3),1.6,1.5,망사
2,3,3,마이티선샤인,한,수,2세,55,,하정훈,임채덕,손칠규,1¾,443(-1),9999.9,9999.9,망사눈
3,4,6,피엔에스헐,한,암,2세,53,,박상우,유재길,♠피엔에스홈즈,코,429(-5),6.4,1.5,"계란형큰, 망사눈"
4,5,9,갈색향기,한,암,2세,53,,송재철,안병기,♠김광명,4,459(-14),9999.9,1.5,망사눈
5,6,10,브라운참,한,수,2세,55,,김용근,강성오,♠김세민,2,482(-16),32.0,2.9,
6,7,8,아라비아해,한,수,2세,55,,이기회,박천서,함운일,4,458(-9),9999.9,9999.9,눈가면
7,8,4,다크존,한,수,2세,55,,이혁,이희영,전종섭,½,460(-2),4.0,1.5,"반가지큰+,망사+"
8,9,1,라온더와일드,한,수,2세,55,,최범현,박종곤,♠라온건설,2½,409(2),9999.9,9999.9,망사눈+
9,10,11,야무진배짱,한,수,2세,55,,조한별,안병기,♠우태율,2½,493(-5),9999.9,9999.9,"반가지큰, 망사눈"
10,11,5,브라이트해피,한,암,2세,53,,이철경,조현수,함철원,8,487(-4),9999.9,9999.9,"계란형큰, 망사"
0,1,9,라온더스퍼트,한,암,2세,53,,이혁,박종곤,♠라온산업개발(주),,456(-5),3.2,1.7,망사눈
1,2,10,컴플리트타임,한,암,2세,53,,임기원,박재우,♠장세준,3,460(-10),2.8,1.3,망사눈
2,3,11,황금천지,한,암,2세,53,,황순도,임봉춘,♠송철흠,5,434(-16),9999.9,1.7,눈가면+
3,4,8,매직그레이스,한,암,2세,53,,문성혁,서인석,♠최상일,2,481(9),9999.9,9999.9,계란형큰+
4,5,2,질주전사,한,수,2세,55,,박태종,김동균,김조은,2,485(-11),9999.9,9999.9,
5,6,1,아마존킹,한,수,2세,55,,김효정,토니,허훈,코,449(-1),9999.9,9999.9,"계란형큰, 망사눈"
6,7,3,그린백,한,암,2세,53,,송재철,박천서,♠이진경,½,464(-10),6.4,1.7,망사눈
7,8,6,장군별,한,수,2세,55,,안토니오,최봉주,♠오종환,5,549(4),9999.9,9999.9,
8,9,4,피엔에스아이,한,수,2세,55,,김용근,배휴준,♠피엔에스커튼월,코,484(6),3.2,1.7,망사눈+
9,10,5,올가림,한,수,2세,55,,문세영,지용철,임수복,4,508(15),8.5,1.7,계란형큰+
10,11,7,스타로즈,한,암,2세,53,,정평수,지용철,♠금악목장,5,471(4),9999.9,9999.9,
0,1,2,히어로스피드,한,암,3세,54,,문성혁,최용건,♠고재완,,434(-2),9999.9,9999.9,"계란형큰, 망사눈"
1,2,7,팬시팬츠,한,암,3세,54,,안토니오,서홍수,윤지중,¾,442(9),3.4,1.6,
2,3,12,허리케인삭스,한,거,4세,56,,함완식,강성오,♠김창식,2½,453(-5),9999.9,9999.9,망사눈
3,4,5,데스크탑,한,수,3세,56,,이용호,배휴준,조금제,1,477(9),3.4,1.6,망사
4,5,8,그린필스타,한,암,3세,54,,최범현,홍대유,♠김재영b,머리,479(1),2.8,1.0,망사
5,6,10,스마트파워,한,수,3세,56,,김정준,송문길,김은갑,½,456(4),9999.9,9999.9,망사
6,7,3,샤인뮤직,한,암,4세,54,,하정훈,심승태,♠김용래,1¼,455(9),9999.9,9999.9,눈가면
7,8,1,라게르타,한,암,3세,54,,이혁,이신영,♠이성영,1¾,457(2),9999.9,1.6,
8,9,11,보고또보고,한,거,4세,56,,송재철,임봉춘,김진태a,½,510(-4),9999.9,9999.9,
9,10,4,은혜충만,한,암,4세,54,,조한별,박병일,강태구,코,488(-7),3.4,1.6,
10,11,9,비트퀸,한,암,3세,54,,박현우,김동균,류재욱,9,455(-2),9999.9,9999.9,
11,12,6,킹코트,한,거,3세,56,,방춘식,배대선,김정두,1½,492(-2),9999.9,9999.9,망사
0,1,8,아침기상,한,암,3세,55,32,문세영,이신영,♠(주)나스카,,480(-14),9999.9,9999.9,승인편자
1,2,6,드림노크,한,암,3세,55,32,함완식,김동균,♠드림커뮤니티,6,463(3),9999.9,9999.9,망사눈
2,3,5,댄싱위드유,한,암,3세,54,30,임기원,박재우,♠서창식,4,442(-7),9999.9,9999.9,
3,4,9,드림걸스,한,암,4세,53.5,29,정정희,우창구,♠드림커뮤니티,½,426(9),9999.9,9999.9,Triabit
4,5,10,농본바다,한,암,3세,55,32,김효정,배대선,♠김용래,1¾,469(5),9999.9,9999.9,
5,6,1,피케이로드,한,암,3세,52.5,27,빅투아르,손영표,♠김태성,머리,468(3),9999.9,9999.9,혀끈+
6,7,11,논스톱캣,한,암,3세,54.5,31,이혁,서범석,♠태립,1¾,466(2),9999.9,9999.9,망사
7,8,7,퍼텐셜에너지,한,암,4세,55.5,33,박태종,김동철,♠박재범,4,489(-5),9999.9,9999.9,망사
8,9,3,어플리트마린,한,암,4세,53,28,최범현,홍대유,♠이경희,½,472(10),9999.9,9999.9,눈가면
9,10,12,새로운보배,한,암,5세,53.5,29,부민호,심승태,류재욱,4,471(17),9999.9,9999.9,계란형큰
10,11,4,울트라애니,한,암,4세,52,26,조상범,안병기,♠조명식,½,487(14),9999.9,9999.9,"계란형큰, 망사눈"
11,12,2,엘리트파워,한,암,3세,54.5,31,조한별,유재길,♠태희종합건설,코,449(7),9999.9,9999.9,"망사눈, 가지"
0,1,12,럭키월드,한,수,3세,57,34,송재철,김동균,♠윤대우,,460(15),1.6,9999.9,"계란형큰, 망사눈"
1,2,10,천지울림,한,거,4세,53.5,27,하정훈,이준철,♠임한용,3,483(-10),1.6,9999.9,눈가면
2,3,8,라스트보스,한,수,3세,55.5,31,조상범,지용철,♠김선식,½,481(-5),9999.9,9999.9,망사눈
3,4,6,티케파이어,한,수,4세,57,34,김정준,최영주,♠손병현,3,515(3),9999.9,9999.9,망사눈
4,5,1,탱크삭스,한,암,4세,54.5,33,먼로,강환민,♠김창식,½,465(10),9999.9,9999.9,"계란형큰, 망사"
5,6,2,질주대로,한,거,3세,55.5,31,안토니오,서홍수,♠이혜란,2½,438(2),9999.9,9999.9,"자극판,JR러깅+, 망사눈"
6,7,5,마칼루파워,한,수,4세,51,24,(-2)임다빈,서홍수,♠김세민,1¼,466(-5),9999.9,9999.9,망사
7,8,11,원더풀조이,한,거,3세,56,32,임기원,안병기,♠김기종,4,478(-1),9999.9,9999.9,망사눈
8,9,4,블랙참,한,수,3세,56,32,김용근,송문길,♠김세민,1¾,472(-10),9999.9,9999.9,
9,10,9,대싱카누,한,암,5세,52,28,조한별,유재길,박정열,1¾,507(2),9999.9,9999.9,망사
10,11,3,드림맥스,한,암,3세,53.5,31,최범현,임봉춘,♠김호진,½,525(-2),9999.9,9999.9,망사
11,12,7,천은짱,한,암,5세,*52,23,문정균,최봉주,조금제,¾,461(-2),9999.9,9999.9,"계란형큰, 망사눈"
0,1,10,천둥여울,한,암,4세,52,40,김동수,최용건,♠김광명,,476(4),9999.9,9999.9,망사눈
1,2,1,라온다이아,한,암,3세,51.5,39,박태종,박종곤,♠라온건설,머리,424(1),9999.9,9999.9,
2,3,8,송암티즈,한,거,4세,53.5,39,문성혁,전승규,♠송암축산,코,472(-10),9999.9,9999.9,"계란형큰, 망사,혀끈-"
3,4,7,사만다치타,한,암,3세,*52,38,조한별,박병일,♠이관형,3,475(-3),9999.9,9999.9,"계란형큰, 망사눈, 혀끈"
4,5,4,천마투데이,한,암,3세,*52,38,김효정,배대선,♠박웅진,¾,452(-1),9999.9,9999.9,"계란형큰+, 망사"
5,6,11,이스트챔프,한,수,4세,51,37,(-2)임다빈,정호익,♠김영구,코,458(6),9999.9,9999.9,눈가면
6,7,12,솔개바람,한,암,5세,*52,38,문정균,이희영,♠이종욱,½,480(5),9999.9,9999.9,계란형큰
7,8,5,와와여장부,한,암,7세,*52,36,이용호,배휴준,곽희원,½,485(2),9999.9,9999.9,"계란형큰, 망사"
8,9,3,킹오브선데이,한,수,5세,52,36,김용근,배휴준,양현모,1,488(2),9999.9,9999.9,망사눈
9,10,2,심플스타일,한,수,4세,52.5,37,이철경,송문길,♠윤우환,8,458(-14),9999.9,9999.9,망사눈
10,11,9,럭키상운,한,수,4세,55,42,임기원,박재우,♠럭키팜,¾,495(-1),9999.9,9999.9,망사눈
11,,6,터프맨,한,수,3세,58,48,장추열,정호익,♠김광명,출전취소,0(0),----,----,망사눈
0,1,12,라온핑크,한,암,3세,51,51,박태종,박종곤,♠라온산업개발(주),,474(7),9999.9,9999.9,"반가지큰, 망사눈"
1,2,11,새내스퍼트,한,수,4세,53.5,56,함완식,홍대유,♠문금철,2,515(7),9999.9,9999.9,망사눈
2,3,10,머니지프,한,거,6세,52,53,김정준,배대선,강종우,1½,484(7),9999.9,9999.9,망사눈
3,4,7,세명기상,한,수,5세,54,65,(-4)김아현,신삼영,이기철,2,499(-15),9999.9,9999.9,
4,5,3,대군파워,한,거,5세,53,55,이용호,구자흥,♠표종순,1½,470(-8),9999.9,9999.9,"계란형큰, 망사, 혀끈"
5,6,6,파이팅히어로,한,거,5세,54.5,58,송재철,서범석,♠청팅콩,1¼,500(-10),9999.9,9999.9,"계란형큰, 눈가면"
