,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
0,1,6,초원마루,한,암,3세,53,,(-1)김효정,우창구,조홍구,,515(0),6.3,1.9,망사눈
1,2,11,피케이전사,한,거,3세,56,,함완식,김동균,♠김태성,2½,476(3),1.4,1.1,망사눈
2,3,4,서울시티,한,암,3세,54,,안효리,최봉주,♠이시환,1,458(5),35.8,2.9,"망사눈, 승인재갈"
3,4,1,로열스마티,한,수,3세,56,,이준철,김대근,신상섭,2½,456(1),7.8,1.8,망사눈
4,5,8,최강다이아,한,암,4세,54.5,,유승완,최용구,한종희,½,488(-1),30.4,3.9,"망사, 승인재갈"
5,6,12,금빛열정,한,암,3세,54,,다나카,이관호,♠이경희,2½,495(-3),19.4,2.9,"망사, 승인재갈"
6,7,7,황금스타,한,암,3세,54,,김동수,박천서,♠송진석,2½,431(-2),97.4,12.9,망사눈
7,8,5,골든제이,한,암,3세,54,,이기회,최영주,최명균,½,475(11),8.8,1.9,망사+
8,9,2,투어다이아,한,수,3세,56,,최범현,박재우,양무승,1,456(2),71.3,11.0,망사-
9,10,10,골드코인,한,암,4세,54.5,,최원준,서범석,(주)늘푸른목장,1¾,396(14),137.9,33.8,눈가면
10,11,3,소중한보물,한,암,3세,54,,다비드,배휴준,♠이성님,1¼,484(5),106.8,20.4,"망사눈, 승인재갈+"
11,,9,대지공주,한,암,4세,53.5,,(-1)조상범,조현수,배선규,출전제외,453(-1),----,----,"망사눈, 승인재갈"
0,1,4,적토비마,한,암,3세,54,,먼로,정호익,정범성,,472(-4),5.8,2.0,"망사눈, 혀끈, 승인재갈-"
1,2,9,달리는웅지,한,수,4세,56.5,,함완식,박희철,경규환,1½,469(-5),5.2,1.8,"망사눈, 승인재갈"
2,3,10,웃게해줄게,한,거,3세,55,,(-1)조상범,안병기,♠우태율,1½,453(8),2.9,1.4,"망사+, 승인재갈, 망사눈-"
3,4,8,큐티바비,한,암,3세,54,,유승완,김윤섭,지원철,1¾,463(7),12.9,3.1,
4,5,11,황금도야지,한,암,3세,54,,김용근,김점오,이중연,2½,486(-13),12.5,3.9,
5,6,1,안양재규어,한,암,3세,54,,이해동,구자흥,(주)에이에프피,1¼,438(-2),24.3,11.2,승인재갈
6,7,5,마하천하,한,암,4세,54.5,,윤영민,강환민,장철환,1¼,494(-21),8.3,2.9,
7,8,3,선위너,한,암,3세,54,,이동국,서범석,이신근,2,442(-5),24.1,4.2,
8,9,6,신의축복,한,암,3세,54,,김정준,심승태,김교완,½,456(0),9.1,2.7,망사눈
9,10,7,블루베이,한,수,3세,56,,하정훈,조현수,♠(주)나스카,목,501(0),35.4,7.9,"망사눈, 승인재갈"
