,Unnamed: 0,name,ranked,fw,fd,mw,md
2439,2439,장군의시대,3,"933,060,000원", ,"254,715,000원", 
2440,2440,크레이지퀸,5,,"274,382USD ",,0
2441,2441,풍문으로,6,,"1,889,766USD ",,"32,476USD "
2442,2442,빛나는루비,7,,"1,570,380USD ","129,643,000원", 
2443,2443,피스오브룰즈,8,,"3,084,278USD ","136,676,000원", 
2444,2444,선샤인마린,9,,"804,090USD ","170,290,000원", 
2445,2445,최강공주,10,,"695,299USD ","115,231,000원", 
2446,2446,레몬키드,11,,"3,728,170USD ",,"52,496USD "
2447,2447,로만블레이드,1,,"1,220,800USD ",,"60,950USD "
2448,2448,리빙스턴,2,"579,356,000원", ,, 
2449,2449,하늘에이스,3,,"3,545,062USD ",,0AUD 
2450,2450,퍼펙트삭스,4,,"274,382USD ",,"24,008USD "
2451,2451,해왕,5,,"493,755USD ","45,600,000원", 
2452,2452,큐피드강자,7,,"493,755USD ","93,704,000원", 
2453,2453,퀸포스원,8,,"3,084,278USD ","3,100,000원", 
2454,2454,스피드벨,9,,"205,617USD ",,"16,285USD "
2455,2455,룰러,10,,"114,300USD ","63,236,000원", 
2456,2456,블루스타매직,11,,"1,606,000USD ",,0AUD 
2457,2457,루킹굿,12,,"172,705,000JPY ",,"55,565USD "
2458,2458,컬러풀조이,1,,"51,475USD ",,"10,265USD "
2459,2459,메이슨,2,,"7,712,841USD ","15,808,000원", 
2460,2460,킹오브룰즈,3,,"3,084,278USD ","306,052,000원", 
2461,2461,대군파워,4,,"922,180USD ",,0AUD 
2462,2462,백색광채,6,"817,614,000원", ,"116,693,000원", 
2463,2463,최강매직,7,,"1,810,805USD ","213,647,000원", 
2464,2464,원더풀팡팡,8,,"493,755USD ","248,896,000원", 
2465,2465,원더풀마린,9,,"1,810,805USD ",,0
2466,2466,아리산,10,,"1,570,380USD ","118,483,000원", 
2467,2467,패스트패션,1,,"51,475USD ",,"35,950USD "
2468,2468,애비보컬스,3,,"188,432USD ",,222EUR 
2469,2469,라온세레나,4,,"1,810,805USD ","49,730,000원", 
2470,2470,사이먼리치,5,,"274,382USD ",,0
2471,2471,맹주,6,,"4,383,200USD ",,0USD 
2472,2472,스타플래티넘,7,,"978,960USD ",,0
2473,2473,프라우드섐록,8,,"389,141USD ",,"41,820USD "
2474,2474,개나리송,1,,"274,382USD ",,"38,831USD "
2475,2475,머니대륙,2,,"568,629,000JPY ","213,750,000원", 
2476,2476,에이스트리플,3,,"339,984USD ","202,050,000원", 
2477,2477,스위틀리휴머,4,,"456,410USD ",,"1,713USD "
2478,2478,산토스,5,,"1,570,380USD ","115,231,000원", 
2479,2479,세라칸,6,,"568,086USD ","155,619,000원", 
2480,2480,그린케이,7,,"493,755USD ",,0
2481,2481,비카스쿠프,8,,"835,142USD ",,"39,920USD "
2482,2482,더스파이커,2,,"1,065,147USD ",,"5,625USD "
2483,2483,문학파이어,4,,"385,807USD ",,0
2484,2484,문학의전사,5,,"1,606,000USD ",,"190,402USD "
2485,2485,퀀텀점프,6,,"978,960USD ",,"142,429USD "
2486,2486,청수여제,7,,"385,807USD ",,0
2488,2488,달순이,1,,"51,475USD ","109,680,000원", 
2489,2489,인디언보스,2,,"617,310USD ","132,500,000원", 
2490,2490,메니스피드,3,,"1,732,000USD ",,"1,605USD "
2491,2491,라온제왕,4,,"617,310USD ",,"4,200USD "
2492,2492,천세만세,5,,"1,570,380USD ",,"64,100USD "
2493,2493,한얼스타,7,,"155,757USD ",,"1,429USD "
2494,2494,리얼강자,8,,"85,630,000JPY ",,"11,300,000JPY "
2495,2495,홀리데이모닝,9,,"1,251,300USD ",,"3,535USD "
2496,2496,장산플라이,1,,"51,475USD ",,"12,567USD "
2497,2497,바람을그리다,2,"471,819,000원", ,,"103,630USD "
2498,2498,승리플러스,3,,"804,090USD ","180,313,000원", 
2499,2499,슬링스톤,4,,"163,133USD ","183,655,000원", 
2500,2500,미사일캔디,5,,"944,900USD ",,"34,560USD "
2501,2501,초원마루,6,,"493,755USD ","104,724,000원", 
2502,2502,창성강자,7,,"3,545,062USD ",,"45,835USD "
2503,2503,한일매직,8,,"493,755USD ",,"6,570USD "
2504,2504,큐피드스톰,11,,"568,086USD ",,750USD 
2505,2505,반지의함성,12,,"1,503,825USD ",,"5,140USD "
2506,2506,원더풀플라이,1,,"254,672USD ","28,230,000원", 
2507,2507,명품축제,4,,"172,705,000JPY ","420,130,000원", 
2508,2508,글로벌축제,5,,"1,570,380USD ","95,190,000원", 
2509,2509,가온포스,7,,"51,475USD ","408,630,000원", 
2510,2510,원더풀이블,9,,"254,672USD ",,"3,065,000JPY "
2511,2511,도끼블레이드,10,,"804,090USD ","119,480,000원", 
2512,2512,인듀어런스,11,,"1,570,380USD ","140,176,000원", 
2513,2513,델타브라더,15,,"315,015USD ",,0
2514,2514,플라잉뮤닝,1,,"742,640USD ",,0USD 
2515,2515,샤크대장군,2,,"1,503,825USD ","420,130,000원", 
2516,2516,알파칸,3,,"3,545,062USD ",,600AUD 
2517,2517,검빛강자,4,,"3,545,062USD ",,"8,780USD "
2518,2518,사려니힐링,6,,"339,984USD ",,"7,966USD "
2519,2519,나스카의태양,8,,"1,606,000USD ",,0AUD 
2520,2520,이겨주마,9,,"1,889,766USD ",,"24,815USD "
2521,2521,허니버터니노,10,,"4,156,389USD ",,"1,000,000JPY "
2522,2522,슈퍼플루이드,11,,"4,368,214USD ",,"35,280USD "
2523,2523,대장박,12,,"3,084,278USD ",,"170,121USD "
2524,2524,초인볼트,1,,"1,732,000USD ",,0
2525,2525,해피스트,2,,"51,475USD ","40,536,000원", 
2526,2526,백투백,3,,"1,732,000USD ",, 
2527,2527,블랙윈드,4,,"339,984USD ",,0
2528,2528,여울이,5,,"3,294,901USD ","15,449,000원",0
2529,2529,머니지프,6,,"396,254USD ","234,663,000원", 
2530,2530,햇빛나,7,,"185,417USD ","157,894,000원", 
2531,2531,큐피드닥터,8,,"456,410USD ",,0
2532,2532,영스톰,9,,"315,015USD ","151,850,000원", 
2533,2533,룰오브섬,10,,"1,610,604USD ","122,439,000원", 
2534,2534,어린왕자,11,,"339,984USD ",,438USD 
2535,2535,메니그랜드,1,,"1,732,000USD ",,"15,820USD "
2536,2536,쏘아라우츠,2,,"120,176USD ",,"207,440USD "
2537,2537,원더풀루비,3,,"416,475,000JPY ",,"25,309USD "
2538,2538,함양산삼,4,,"1,732,000USD ",,"41,280USD "
2539,2539,미스평촌,5,,"1,503,825USD ",,"90,330USD "
2540,2540,아이엠위너,6,,"396,254USD ","228,472,000원", 
2541,2541,창성진주,7,,"3,545,062USD ",,0JPY 
2542,2542,초원여전사,8,,"835,142USD ","180,313,000원", 
2543,2543,천록,9,,"339,984USD ","2,106,000원", 
2544,2544,플라워로드,10,,"491,312USD ",,"22,580USD "
2545,2545,촘니아,11,,"3,084,278USD ",,"54,972USD "
2546,2546,화룡,1,,"456,410USD ",,"21,370USD "
2547,2547,프리마니케,2,,"928,000USD ",,"72,611USD "
2548,2548,경국지마,4,,"3,545,062USD ",,"25,000JPY "
2549,2549,대대손손,5,,"3,084,278USD ","46,740,000원",0
2550,2550,올마이퀸,6,,"491,312USD ",,"12,003USD "
2551,2551,으뜸이루리,7,,"1,810,805USD ",,120USD 
2552,2552,실버원더풀,8,,"695,299USD ",,"41,475USD "
2553,2553,킹손,1,,"205,617USD ",,"42,310USD "
2554,2554,헤이드리머,2,,"978,960USD ",,"46,952USD "
2555,2555,위너마운틴,3,,"1,607,774USD ","133,790,000원", 
2556,2556,그린신디,4,,"493,755USD ",,782USD 
2557,2557,안양재규어,5,,"3,084,278USD ","132,220,000원", 
2558,2558,파크블레이드,6,,"1,503,825USD ",,"60,950USD "
2559,2559,더캐스팅,7,,"494,895,000JPY ",,"62,774USD "
2560,2560,사이먼킹덤,8,,"274,382USD ","202,139,000원", 
2561,2561,대한챔프,9,,"1,503,825USD ",,0
2562,2562,시크릿강자,10,,"494,895,000JPY ",,"53,919USD "
2563,2563,페더럴퀸,11,,"172,705,000JPY ","25,905,600원", 
2564,2564,최강파티,1,,"1,732,000USD ","716,613,000원","1,780USD "
2565,2565,인그란퀸,3,,"3,545,062USD ",,"3,850,000JPY "
2566,2566,탑뮤직,4,"1,225,505,000원", ,"2,106,000원", 
2567,2567,그린파크,5,,"1,503,825USD ",,"14,496,000JPY "
2568,2568,킹오브이글,6,,"172,705,000JPY ","511,520,000원", 
2569,2569,사우스반,7,,"274,382USD ","305,585,000원", 
2570,2570,푸에르스페스,8,,"1,570,380USD ",,"7,440USD "
2571,2571,라이즈앤샤인,1,,"3,545,062USD ","202,050,000원", 
2572,2572,블랙윙윙,2,,"3,187,232USD ","112,610,000원", 
2573,2573,과천히어로,3,"728,298,000원", ,"116,542,000원", 
2574,2574,금빛탄환,4,,"254,672USD ","28,170,000원", 
2575,2575,라온미라클,5,,"410,376,000JPY ",,"7,000,000JPY "
2576,2576,트루팀버,6,,"7,712,841USD ","296,100,000원", 
2577,2577,블랙징가,7,,"85,630,000JPY ","27,055,000원", 
2578,2578,선키스드,9,,"493,755USD ",,"18,426USD "
2579,2579,레이즈미업,10,,"1,570,380USD ","44,398,500원", 
2581,2581,베스트라인,1,,"205,617USD ","116,400,000원", 
2582,2582,강촌의별,2,,"493,755USD ",,"1,511USD "
2583,2583,글로벌천하,3,,"339,984USD ","174,214,000원", 
2584,2584,금아제니스,4,,"1,810,805USD ",,"43,100USD "
2585,2585,남손,5,,"4,156,389USD ","85,842,000원", 
2586,2586,루카스,6,,"1,103,496USD ",,"65,089CAD "
2587,2587,에이스캔트,7,,"516,977USD ",,"14,766USD "
2588,2588,장산제국,8,,"1,503,825USD ",,"3,065,000JPY "
2589,2589,큰바다,9,,"1,732,000USD ","98,230,000원", 
2590,2590,동방지주,10,,"3,187,232USD ","2,770,000원", 
2591,2591,흰별,11,,"568,086USD ",,"2,340USD "
2592,2592,파이어볼,12,,"568,086USD ",,"1,033USD "
2593,2593,톱브레인,1,,"1,606,000USD ",,"77,252USD "
2594,2594,대박행진,2,,"439,250USD ",,"143,791USD "
2595,2595,위즈레이니어,3,,"2,533,910USD ",,"24,110USD "
2596,2596,골든스텝,6,,"70,961,000JPY ",,"327,311USD "
2597,2597,골드블루매직,7,,"710,480USD ",,"8,740AUD "
2598,2598,헤일로버드,8,,"568,629,000JPY ","25,157,000원", 
2599,2599,자이언트마초,9,,"1,851,803USD ",,0
2600,2600,본능대로,10,,"500,435USD ",,"131,553USD "
2601,2601,이글이글,12,,"33,840USD ",,"196,236USD "
2602,2602,베스트스타,1,,"1,810,805USD ","74,330,000원", 
2603,2603,아이비에스퀸,2,,"479,803USD ",,"120,585USD "
2604,2604,아이엠스타,4,,"944,900USD ",,0
2605,2605,위닝블레이드,5,,"1,083,533USD ","64,155,000원", 
2606,2606,델타케이,6,,"278,406USD ","80,230,000원", 
2607,2607,그린다르크,7,,"1,083,533USD ",,"36,223USD "
2608,2608,아워캣,8,,"435,597USD ",,"2,195USD "
2609,2609,금아글로리,9,,"114,300USD ","86,645,000원", 
2610,2610,스마티아델,10,,"1,810,805USD ","72,204,000원", 
2611,2611,흥바람,1,,"456,410USD ","126,080,000원", 
2612,2612,그레이삭스,2,,"638,822USD ",,"52,009USD "
2613,2613,구름손짓해,3,,"339,984USD ",,"1,489USD "
2614,2614,현무,4,,"804,090USD ","116,542,000원", 
2615,2615,글로벌퀸,5,,"396,254USD ","116,165,000원", 
2616,2616,위닝윈,6,"1,861,967,000원", ,"25,905,600원", 
2617,2617,청운시대,7,,"396,254USD ",,"29,760USD "
2618,2618,무사,8,,"3,294,901USD ","87,390,000원", 
2619,2619,아치아치,9,,"832,744USD ",,"22,228USD "
2620,2620,대승비법,10,,"3,545,062USD ","80,767,000원", 
2622,2622,더킹,1,,"158,713AUD ","202,949,000원", 
2623,2623,동방의기억,2,,"937,200AUD ",,0
2624,2624,스타파워,3,,"493,755USD ","167,200,000원", 
2625,2625,블루마스타,4,,"1,046,381USD ",,"6,321USD "
2626,2626,삼삼빅토리,5,,"385,807USD ",,"36,622USD "
2627,2627,번개라이언,6,,"417,800USD ",,"46,240USD "
2628,2628,주먹도끼,7,,"1,007,708USD ",,"1,605USD "
2629,2629,금아킹덤,8,,"8,387,500USD ",,"17,700USD "
2630,2630,롱히터,10,,"2,283,402USD ",,"14,400USD "
2631,2631,추카추카,11,,"872,610USD ",,"99,995USD "
2632,2632,스트롱러너,12,,"416,475,000JPY ","39,730,000원", 
2633,2633,하바나찰리,1,,"251,090USD ",,"23,330USD "
2634,2634,스프링백,2,,"794,855USD ",, 
2635,2635,라피도쿠스,3,,"654,681USD ",,"50,050USD "
2636,2636,최강고수,4,,"719,130USD ",,"23,330USD "
2637,2637,스모키베일,5,,"1,359,274USD ",,"40,486USD "
2638,2638,붕마드림,6,,"444,066USD ",,0
2639,2639,스트롱로드,7,,"548,595USD ",,"31,669USD "
2640,2640,컴플리트스윕,8,,"274,382USD ","29,100,000원", 
2641,2641,샤크런,9,,"3,728,170USD ",,0
2642,2642,골든게이트,10,,"456,410USD ","10,520,000원", 
2643,2643,노벰버모닝,11,,"742,640USD ",,"31,444USD "
2644,2644,위대한전사,12,,"879,768USD ",,"4,595USD "
2645,2645,블루파이어,2,,"493,755USD ","125,820,000원", 
2646,2646,파티파워,3,,"51,814,000JPY ",,"8,278USD "
2647,2647,금성여왕,4,,"194,608USD ",,"132,336USD "
2648,2648,베스트메이드,5,,"456,410USD ","24,493,000원", 
2649,2649,골드페릴라,6,,"804,090USD ","68,944,000원", 
2650,2650,남쪽나라,7,,"494,895,000JPY ","188,186,000원", 
2651,2651,운악하비오,8,,"339,984USD ",,"240,722USD "
2652,2652,스트롱큐피드,9,,"529,566USD ",,"13,491USD "
2653,2653,에코브라더,10,,"416,475,000JPY ",,"125,574USD "
2654,2654,투어브라더,1,,"163,133USD ","112,060,000원", 
2655,2655,달리는에이스,2,,"568,086USD ","145,591,000원", 
2656,2656,정문사랑,3,,"205,617USD ",, 
2657,2657,정동사랑,4,,"1,083,533USD ","127,238,000원", 
2658,2658,원더풀브라보,5,,"249,760USD ","23,766,000원", 
2659,2659,라온호크,6,,"1,083,533USD ",,640USD 
2660,2660,서울시티,7,,"3,084,278USD ",,"66,930AUD "
2661,2661,에드윈,8,,"254,672USD ",,0
2662,2662,골드레벨,2,,"1,607,774USD ","174,538,000원", 
2663,2663,컬러즈드라고,3,,"51,475USD ",,0
2664,2664,메이세이드림,4,,"494,895,000JPY ",,"124,453USD "
2665,2665,블루밴드,6,,"1,503,825USD ",,0
2666,2666,레지나,7,,"695,299USD ","108,067,000원", 
2667,2667,농본자랑,8,,"804,090USD ","57,315,000원", 
2668,2668,젝스칸,9,,"416,475,000JPY ",,400USD 
2669,2669,윈드스카이,10,,"416,475,000JPY ","127,806,000원", 
2670,2670,송암라푼젤,11,,"506,534USD ",,"79,305USD "
2671,2671,레이징엔젤,1,,"163,133USD ","98,521,000원", 
2672,2672,리치룰즈,2,,"3,084,278USD ",,"148,315USD "
2673,2673,빅토리킹,3,,"2,580,402USD ",,"30,132CAD "
2674,2674,프라이빗맨,4,,"491,312USD ",,"1,200AUD "
2675,2675,운주영웅,5,,"2,580,402USD ",,"46,600USD "
2676,2676,블레싱로드,6,,"339,984USD ","167,070,000원", 
2677,2677,맹산히어로,7,,"601,560USD ",,"12,880USD "
2678,2678,스페셜골드,8,,"1,607,774USD ",,0AUD 
2679,2679,수제비,9,"435,833,000원", ,"51,001,000원", 
2680,2680,헌터호크,10,,"1,610,604USD ","30,954,000원", 
2682,2682,청담지니,1,,"1,319,481USD ",,0
2683,2683,문학타이거,2,,"1,146,340USD ",,"32,280USD "
2684,2684,엠제이파워,3,,"598,786USD ",,0
2685,2685,대군천하,4,,"1,878,013USD ",,"29,446USD "
2686,2686,적벽신화,5,,"500,435USD ",,"32,776USD "
2687,2687,말리부진저,6,,"33,840USD ",,"99,679USD "
2688,2688,문학쓰나미,7,,"1,146,340USD ",, 
2689,2689,골든다이얼,8,,"941,936USD ",,"70,613USD "
2690,2690,능력시대,9,,"114,300USD ","86,310,000원", 
2691,2691,플라잉보스,10,,"454,630USD ",,"135,086USD "
2692,2692,크레이지위키,11,,"572,927USD ",,0AUD 
2693,2693,매치캡틴,12,,"770,496USD ",,"21,280USD "
2694,2694,소울리마제스틱,1,,"239,229USD ",,"148,804USD "
2695,2695,달려라레오,2,,0AUD ,,0AUD 
2696,2696,탑매직마스터,3,,"3,614,500USD ",,0AUD 
2697,2697,채플에이스,4,,"493,755USD ",,"3,550NZD "
2698,2698,갈잎,5,,"1,083,533USD ",,0USD 
2699,2699,킹즈스텝,6,,"1,606,000USD ",,"68,990AUD "
2700,2700,파이널칸지노,7,,"1,227,875AUD ",, 
2701,2701,다다비,8,,"1,146,340USD ",,"137,513USD "
2702,2702,스피드보스,9,,"831,800USD ",,"2,762USD "
2703,2703,와일드파이트,1,,"1,154,000USD ",,"1,401USD "
2704,2704,몬테비데오,2,,"239,229USD ",,0
2705,2705,고고비,3,,"1,146,340USD ",,"40,820USD "
2706,2706,승리기억,4,,"1,299,581USD ",,0AUD 
2707,2707,요리조리,5,,"1,037,810USD ",,0
2708,2708,리치마인,6,,"274,382USD ",,"52,689USD "
2709,2709,위즈레이나,7,,"1,284,949USD ",,"124,866USD "
2710,2710,남촌데이,9,,"1,706,350USD ",,"32,406USD "
2712,2712,엠제이로드,1,"1,225,505,000원", ,"113,588,000원", 
2713,2713,정상으뜸,2,,"695,299USD ","37,299,000원", 
2714,2714,스토미,3,,"114,300USD ",,"14,959USD "
2715,2715,웰빙스토리,4,,"480,001USD ","218,232,000원", 
2716,2716,대변화,5,,"456,410USD ","108,486,000원", 
2717,2717,슈퍼트릭,6,,"3,122,708USD ",,"31,605USD "
2718,2718,시스푸마위너,7,,"3,084,278USD ","44,225,000원", 
2719,2719,몬스터퀸,8,,"278,406USD ",,0
2720,2720,제주의흑선,9,,"568,086USD ","90,960,000원",0
2721,2721,하늘을달리다,10,,"51,475USD ",,"17,358USD "
2722,2722,승리나래,11,,"163,133USD ",,"25,310USD "
2723,2723,캡틴파워,12,,"568,629,000JPY ",,"53,091USD "
2724,2724,마이시스터니나,1,,"301,500USD ",,"360,122USD "
2725,2725,청담타이거,2,,"831,335USD ",,"108,960USD "
2726,2726,카일라스댄서,3,,"725,296USD ",,"3,446USD "
2727,2727,에모리삭스,4,,"405,730USD ",,612USD 
2728,2728,에버더챔프,5,,"221,265USD ",,"218,237USD "
2729,2729,돌격앞으로,6,,"32,400USD ",,750USD 
2730,2730,올댓코리아,7,,"454,630USD ",,"23,200USD "
2731,2731,더블골드,8,,"480,001USD ","192,055,000원", 
2732,2732,투게더허그,9,,"1,779,012USD ",,"4,217USD "
2733,2733,유니언승리,10,,"1,798,800USD ",,"59,611USD "
2734,2734,스칸다,11,,"941,936USD ",,"4,200USD "
2736,2736,선더라이트,1,,"1,255,660USD ",,"14,834USD "
2737,2737,울트라로켓,2,"261,878,000원", ,"54,978,000원", 
2738,2738,찬마,3,,"1,732,000USD ",,"39,894CAD "
2739,2739,흥룡,4,,"811,760USD ",,0
2740,2740,당대걸작,5,,"3,084,278USD ",,"30,071USD "
2741,2741,다이나믹질주,6,,"591,225USD ",,"184,175USD "
2742,2742,천마,7,,"698,574USD ",,"5,859USD "
2743,2743,청담대로,8,,"638,822USD ",,"1,900USD "
2744,2744,선라이팅,9,,"1,039,000USD ",,"72,499USD "
2745,2745,투어로즈,10,,"3,084,278USD ",,0
2746,2746,금투사,11,,"163,133USD ","174,340,000원", 
2747,2747,클린업보드,12,,"1,575,600USD ",,800USD 
2748,2748,와일드선더,13,,"835,142USD ","30,564,000원","35,080USD "
2749,2749,큐피드파워,14,,"795,071USD ",,0
2750,2750,야호스마트캣,1,,"568,086USD ","92,494,000원", 
2751,2751,프린스메모리,2,,"3,990,138USD ",,0
2752,2752,프리마퀸,3,,"456,410USD ",,"37,768USD "
2753,2753,스톰라이커,4,,0,0원,0
2754,2754,스타캣,5,,"568,086USD ","330,540,000원", 
2755,2755,장산와일드,6,,"638,822USD ",,"62,422USD "
2756,2756,횡운골,7,,"339,984USD ","103,000,000원", 
2757,2757,서클댄서,8,,"835,142USD ","114,172,000원", 
2758,2758,칼리오페,9,,"617,310USD ",,"242,086USD "
2759,2759,한센글로리,10,,"1,810,805USD ",,"82,046USD "
2760,2760,바람속으로,11,,"1,007,708USD ",,"54,660USD "
2761,2761,슈퍼캡틴,12,,"3,545,062USD ",,"157,400USD "
2762,2762,사이먼퀸,1,,"274,382USD ","226,930,000원", 
2763,2763,원더풀마린,2,,"1,810,805USD ",,0
2764,2764,달려라속보,3,,"568,086USD ",, 
2765,2765,만에하나,4,,"51,475USD ",,"16,630GBP "
2766,2766,퀸스트리트,5,,"568,629,000JPY ","5,608,000원", 
2767,2767,호크의영광,6,,"1,610,604USD ",,0
2768,2768,쿠카캣,7,,"1,503,825USD ",,"92,300AUD "
2769,2769,최강다이아,8,,"1,570,380USD ",,"15,840USD "
2770,2770,동서제패,9,"76,502,000원", ,"81,727,000원", 
2771,2771,금노래,11,,"416,475,000JPY ","242,168,800원", 
2772,2772,에이스고고,12,,"3,187,232USD ",,0
2773,2773,어스피스,1,,"249,760USD ","25,364,000원", 
2774,2774,싱싱장수,2,,"172,705,000JPY ","81,720,000원", 
2775,2775,큐피드여왕,3,,"114,300USD ",,"78,976USD "
2776,2776,제주의요정,4,,"493,755USD ","146,135,000원", 
2777,2777,페넘브라,5,,"1,810,805USD ","247,760,000원", 
2778,2778,금아임패커블,6,,"1,732,000USD ",, 
2779,2779,삼애질주,7,,"493,755USD ",,"24,008USD "
2780,2780,가가나,8,"76,502,000원", ,"210,490,000원", 
2781,2781,기로,9,,"396,254USD ","81,118,000원", 
2782,2782,킹포스원,10,,"1,083,533USD ",,"21,527USD "
2783,2783,다크스파이더,11,,"3,545,062USD ","56,396,000원", 
2784,2784,스피드마운틴,12,,"1,810,805USD ",,"39,760USD "
2785,2785,빅토리메이,1,,"617,310USD ",,"145,138USD "
2786,2786,미라클호프,2,,"3,084,278USD ",,"49,938USD "
2787,2787,비사연,3,,"274,382USD ",,0
2788,2788,논스톱행진,4,,"51,475USD ",,"24,620USD "
2789,2789,캡틴베스트,5,,"416,475,000JPY ","122,395,000원", 
2790,2790,파크데이,6,,"1,503,825USD ",,"54,248USD "
2791,2791,운해베스트,7,,"3,545,062USD ",,"38,018,000JPY "
2792,2792,지금이최강,8,"1,861,967,000원", ,,"7,200USD "
2793,2793,컬러즈윙,9,,"51,475USD ","38,151,000원", 
2794,2794,스마트한센,10,,"1,810,805USD ",,"66,678USD "
2795,2795,초동무적,11,,0AUD ,,"34,426USD "
2796,2796,머니캣,12,,"568,086USD ","87,410,000원", 
2797,2797,화이트퀸,1,,"1,810,805USD ","51,200,000원", 
2798,2798,명마질주,2,,"172,705,000JPY ",0원, 
2799,2799,세라여제,3,,"695,299USD ",,"22,108AUD "
2800,2800,우승마차,5,,"371,623,500JPY ","80,767,000원", 
2801,2801,황금스타,6,,"254,672USD ","112,068,000원", 
2802,2802,팍스레코드,8,,"51,475USD ","646,673,000원", 
2803,2803,매드모이라이,9,,"114,300USD ",0원, 
2804,2804,정상만세,2,,"493,755USD ","92,266,000원", 
2805,2805,세명스톰,3,"470,582,000원", ,"42,600,000원", 
2806,2806,인디레이디,4,,"2,612,516USD ",,"129,424USD "
2807,2807,새로운캡틴,5,,"480,001USD ",,"17,087NZD "
2808,2808,태풍아이즈,6,,"1,732,000USD ","113,299,000원", 
2809,2809,거탑,7,,"371,623,500JPY ","174,206,000원", 
2810,2810,엑스블레이드,8,,"396,254USD ","5,280,000원", 
2811,2811,신비룡,9,,"493,755USD ",,"147,995USD "
2812,2812,스타퍼펙트,10,,"578,302,000JPY ","142,751,000원", 
2813,2813,스칼렛퍼펙트,11,,"339,984USD ","49,730,000원", 
2814,2814,엠제이파티,12,,"2,075,791USD ",,"32,063USD "
2815,2815,빅갈랜드,1,,"710,480USD ",,0AUD 
2816,2816,문학위너,2,,"251,090USD ",,"21,489USD "
2817,2817,파이널스타,3,,"4,383,200USD ",,0
2818,2818,금아어누이티,4,,"1,080,700USD ",,"260,052USD "
2819,2819,케미블루,5,,"1,779,012USD ",,"23,200USD "
2820,2820,끌어주는손,6,,"249,760USD ","78,614,000원", 
2821,2821,패션피플,7,,"583,280USD ",,"127,465USD "
2822,2822,탑플라잉,8,,"1,847,489USD ",, 
2823,2823,새로운미션,9,,"1,284,949USD ",,0
2824,2824,천운킹덤,10,,"1,857,000USD ",,"3,070USD "
2825,2825,디케이나린,11,,"1,154,000USD ",,"30,210USD "
2827,2827,빅선더,1,,"114,300USD ","96,601,000원", 
2828,2828,라온스톰,2,,"1,810,805USD ","113,835,000원", 
2829,2829,메니스마트,4,,"1,732,000USD ","138,070,500원", 
2830,2830,피렌체힐,5,,"493,755USD ","95,420,000원", 
2831,2831,푸른질주,7,,"70,961,000JPY ",,"4,040,000JPY "
2832,2832,정상돌풍,8,,"274,382USD ",,"1,470USD "
2833,2833,제주의바람,9,,"1,570,380USD ","47,730,000원", 
2834,2834,중전마마,11,,"568,629,000JPY ","84,660,000원", 
2835,2835,애마비상,12,,0,, 
2836,2836,퍼스티지,1,,"163,133USD ",,"170,595USD "
2837,2837,럭키봉화,2,,"315,015USD ","169,115,000원", 
2838,2838,스타리스트,3,,"3,545,062USD ","38,806,000원",0
2839,2839,라스트잭팟,4,,"568,086USD ",,0AUD 
2840,2840,불후의명곡,5,,"3,084,278USD ",,"39,185USD "
2841,2841,천괴성,6,,"205,617USD ","106,041,000원", 
2842,2842,올포비투비,8,,"1,936,000USD ",,"75,516USD "
2843,2843,영웅불패,9,,"1,267,273USD ",,"47,249USD "
2844,2844,브레인스피더,10,,"804,090USD ",0원, 
2845,2845,메인이벤트,11,,"456,410USD ","262,308,000원", 
2846,2846,흥복드림,1,,"1,878,013USD ",,"34,898USD "
2847,2847,조우니가,3,,"3,044,000USD ",,"20,996USD "
2848,2848,그랜드돌풍,4,,"1,810,805USD ",,"2,340USD "
2849,2849,더불어숲,5,,"210,553USD ","150,992,000원", 
2850,2850,미스터터너,6,,"742,640USD ",,"87,822USD "
2851,2851,체인지메이커,7,,"289,325AUD ",,0AUD 
2852,2852,서울탱크,7,,"1,484,829USD ",,"48,420USD "
2853,2853,엠파이어킹덤,10,,"1,304,800USD ",,"64,278USD "
2854,2854,인천챔프,12,,"1,052,520USD ",,0
2855,2855,대박이다,1,,"1,721,297USD ",,"112,524USD "
2856,2856,황금비상,2,,"10,501,800USD ",,"89,509USD "
2857,2857,반야동행,3,,"1,083,533USD ",,"86,150USD "
2858,2858,스마트파크,4,,"903,685USD ",,"108,780USD "
2859,2859,허니버터니노,5,,"4,156,389USD ",,"1,000,000JPY "
2860,2860,원더풀챔피언,6,,"767,288USD ",,"20,790USD "
2861,2861,테마등극,7,,"1,732,000USD ","232,483,000원", 
2862,2862,야호선샤인,8,,"1,610,604USD ",,"61,859USD "
2863,2863,정안킹덤,9,,"1,165,760USD ",,"29,155USD "
2864,2864,센타포바,10,,"339,984USD ","266,851,000원", 
2865,2865,해후,1,,"3,084,278USD ","45,600,000원", 
2866,2866,가라가라가,3,,"1,503,825USD ",,0AUD 
2867,2867,스피드청룡,4,,"1,732,000USD ","28,637,000원",0AUD 
2868,2868,볼드샤이닝,5,,"480,001USD ","305,585,000원", 
2869,2869,에이스솔롱고,6,,"339,984USD ",,"12,710USD "
2870,2870,섬싱미스터리,7,,"274,382USD ",0원, 
2871,2871,야호선더캣,8,,"568,086USD ","34,580,000원", 
2872,2872,사려니윈,9,,"239,229USD ",,"3,650USD "
2873,2873,주링허우,10,,"804,090USD ","82,078,000원", 
