26925,26925,베스트토치,1,,"669,260USD ","116,400,000원", 
26926,26926,대물,2,,"1,732,000USD ",,0
26927,26927,비플라워,3,"2,426,805,000원", ,,0
26928,26928,케이엔티즈원,4,,"254,672USD ",,"135,262USD "
26929,26929,피엔에스얀,5,,"1,732,000USD ",,"189,416USD "
26930,26930,디스코보이,6,,"1,103,496USD ",,"21,858USD "
26931,26931,허밍버드,7,,"1,037,810USD ",,"82,046USD "
26932,26932,굿승리,8,,"254,672USD ","333,709,000원", 
26933,26933,해피뉴마,9,,"3,084,278USD ","67,470,000원", 
26934,26934,빈체로킹,10,,"443,800USD ",,"55,600USD "
26935,26935,콩코드스파크,11,,"669,260USD ","119,350,000원", 
26936,26936,행덕,12,,"3,084,278USD ",0원, 
26937,26937,라온더대쉬,1,,"339,984USD ","110,852,000원", 
26938,26938,걸작드림,2,,"1,810,805USD ","244,065,000원", 
26939,26939,은혜서브,3,,"1,146,340USD ","92,242,000원", 
26940,26940,피엔에스헐,4,,"583,280USD ",,"18,828USD "
26941,26941,벚꽃블레이드,5,,"617,310USD ","176,790,000원", 
26942,26942,플라잉아테나,6,,"583,280USD ",,0USD 
26943,26943,차돌런,7,,"705,100USD ",,"11,164USD "
26944,26944,천스닥,8,,"339,984USD ","196,280,000원", 
26945,26945,컴플리트럭키,9,,"1,732,000USD ",,"117,800USD "
26946,26946,라온더피버,10,,"1,236,820USD ",,0USD 
26947,26947,플라잉센걸,11,,"1,146,340USD ",,"7,715USD "
26948,26948,천송이,12,,"114,300USD ","112,625,000원", 
26949,26949,불화산,1,,"1,810,805USD ",,0
26950,26950,더블테이크,2,,"1,103,496USD ","35,150,000원", 
26951,26951,선더호스,3,,"416,475,000JPY ",, 
26952,26952,천문,4,,"114,300USD ","19,476,000원", 
26953,26953,라게르타,5,,"254,672USD ",,0
26954,26954,디바인파워,6,,"612,935USD ","18,080,000원", 
26955,26955,하니,7,,"804,090USD ","118,483,000원", 
26956,26956,야스,8,,"1,570,380USD ","86,474,000원", 
26957,26957,포사포사,9,,"1,103,496USD ","266,851,000원", 
26958,26958,엄청난걸,10,,"101,633USD ","66,230,000원", 
26959,26959,브라운참,11,,"1,103,496USD ","648,176,000원", 
26960,26960,피엔에스땅콩,12,"357,500,000원", ,,"1,646,000JPY "
26961,26961,하이하이,1,,"2,170,340USD ",,"70,611USD "
26962,26962,올드스페셜,2,,"583,280USD ","168,516,000원", 
26963,26963,라온더타이거,3,,"1,083,533USD ",,0
26964,26964,포트스원,4,,"1,083,533USD ","30,450,000원", 
26965,26965,아이스스타,5,,"1,083,533USD ",, 
26966,26966,리얼팩,6,,"804,090USD ",,"36,360USD "
26967,26967,장수나봄,7,,"583,280USD ","76,860,000원", 
26968,26968,퍼텐셜에너지,8,,"120,176USD ",,"9,860USD "
26969,26969,메인오브킹,9,,"339,984USD ",,"2,500USD "
26970,26970,희망챔프,10,,"101,633USD ","80,650,000원", 
26971,26971,미르캡틴,11,,"568,629,000JPY ",0원, 
26972,26972,탱크삭스,12,,"254,672USD ",,0
26973,26973,올드스타트,13,,"583,280USD ","85,810,000원", 
26974,26974,은혜파도,14,,"254,672USD ",,0
26975,26975,천둥세자,1,,"389,141USD ",,"109,202USD "
26976,26976,스타러시,2,,"2,494,490USD ",,"24,581USD "
26977,26977,런런런,3,,"3,084,278USD ","80,090,000원", 
26978,26978,패스트트랙,4,,"1,103,496USD ","518,306,000원", 
26979,26979,마패봉,5,,"1,503,825USD ",, 
26980,26980,멋진기록,5,,"1,779,012USD ","64,155,000원", 
26981,26981,런투골,7,"471,819,000원", ,"119,616,000원", 
26982,26982,송암캣,8,,"339,984USD ",,"79,305USD "
26983,26983,유롱스타,9,,"1,732,000USD ",,0
26984,26984,올드블레이드,10,,"583,280USD ",,"17,700USD "
26985,26985,케이엔메니퀸,11,,"1,732,000USD ",,"117,800USD "
26986,26986,럭키클럽,12,,"274,382USD ","87,410,000원", 
26987,26987,아라크투윈,13,,"905,434USD ","119,331,000원", 
26988,26988,라온샹젤리,1,,"1,236,820USD ",,"7,000,000JPY "
26989,26989,킹에이스,2,,"416,475,000JPY ","29,446,000원", 
26990,26990,대완구,3,,"3,084,278USD ",,"65,375USD "
26991,26991,스트롱벌처,4,,"416,475,000JPY ",,"251,959USD "
26992,26992,루미너스퀸,5,,"274,382USD ",, 
26993,26993,엘리트파워,6,,"583,280USD ","156,911,000원", 
26994,26994,옐로우캣,7,"1,087,822,000원", ,"139,542,000원", 
26995,26995,문학엠파이어,8,,"1,985,800USD ",, 
26996,26996,거센돌풍,9,,"1,103,496USD ",,"117,695USD "
26997,26997,인듀어런스,10,,"1,570,380USD ","140,176,000원", 
26998,26998,구억마알,11,,"804,090USD ","44,154,000원", 
26999,26999,러닝킹,12,"1,087,822,000원", ,"85,580,000원", 
27000,27000,강서프린세스,13,,"794,855USD ",,0
27001,27001,티즈에너지,2,,"529,566USD ",, 
27002,27002,파이어하트,3,,"1,503,825USD ",,"165,311USD "
27003,27003,브라보삭스,4,,"1,380,200USD ",,"37,412USD "
27004,27004,천지울림,5,,"210,553USD ",,"93,116USD "
27005,27005,엘리트라인,6,,"662,000USD ",,"63,922USD "
27006,27006,스피디루키,7,,"1,889,766USD ",,"20,725USD "
27007,27007,어마무시,8,,"770,496USD ",, 
27008,27008,천년의비,9,,"1,503,825USD ","76,460,000원", 
27009,27009,동작,10,,"1,810,805USD ",,"176,400USD "
27010,27010,빅야크,11,,"1,101,924USD ",, 
27011,27011,최고레이스,12,,"748,000USD ",, 
27012,27012,센스쟁이,1,,"742,640USD ",,"10,490USD "
27013,27013,흥록대부,2,,"301,500USD ",, 
27014,27014,마이티수,3,,"1,889,766USD ",,"37,700USD "
27015,27015,블루키톤,4,,"2,691,135USD ",,"7,962USD "
27016,27016,문학킹,5,,"6,427,830USD ",,0
27017,27017,조우니가,6,,"3,044,000USD ",,"20,996USD "
27018,27018,역전의우승,7,,"583,280USD ",,"28,405USD "
27019,27019,스카이돌풍,9,,"568,086USD ",,"103,642USD "
27020,27020,선더마크,10,,"2,765,800USD ",,"4,860USD "
27021,27021,마이티뉴,11,,"1,092,410USD ",, 
27022,27022,명진플라이,12,,"1,031,596USD ",,"41,986USD "
27023,27023,이글스그리프터,13,,"1,319,481USD ",,"136,041USD "
27024,27024,메니챔프,1,,"1,732,000USD ",,"6,570USD "
27025,27025,록의제왕,2,,"1,031,596USD ",,161USD 
27026,27026,맥스런,3,,"794,855USD ",,"141,946USD "
27027,27027,이스트반,4,,"1,031,596USD ",,0
27028,27028,미르스톰,5,,"456,410USD ",,0
27029,27029,제주의흑선,6,,"568,086USD ","90,960,000원",0
