,Unnamed: 0,name,ranked,fw,fd,mw,md
873,873,정상오름,8,,0,"92,286,000원",0
874,874,소중한만남,9,,"626,671USD ",,"4,134USD "
875,875,코디악러브,10,,"1,663,363USD ",,"114,616USD "
876,876,구름손짓해,11,,"339,984USD ",,"1,489USD "
877,877,쾌한예봉산,12,,"1,810,805USD ",,"40,150USD "
878,878,독도지기,1,,"3,084,278USD ",,"20,650USD "
879,879,플라잉뮤닝,2,,"742,640USD ",,0USD 
880,880,골드마운틴,3,,"2,323,040USD ",,"243,890USD "
881,881,태양의후예,4,,"612,935USD ",,"162,013USD "
882,882,사려니힐링,5,,"339,984USD ",,"7,966USD "
883,883,심플라이프,6,,"274,382USD ",,"84,414USD "
884,884,스모키베일,7,,"1,359,274USD ",,"40,486USD "
885,885,런닝스톰,8,,"1,810,805USD ",,"62,880USD "
886,886,황금소리,9,,"583,280USD ",,"49,036USD "
887,887,이스트걸치,10,,"1,146,340USD ",,"71,868USD "
888,888,절묘한선택,11,,"1,694,180USD ",,"9,750USD "
890,890,투고윈,1,,"254,672USD ",,"108,670USD "
891,891,선더마크,2,,"2,765,800USD ",,"4,860USD "
892,892,킬리의제왕,3,,"941,936USD ",,"48,513USD "
893,893,적벽신화,4,,"500,435USD ",,"32,776USD "
894,894,머니블레이드,5,,"360,900USD ",,"10,288USD "
895,895,플라잉포드,6,,"3,090,101USD ",,0
896,896,골드호라,7,,"1,611,138USD ",,"42,425USD "
897,897,한양의질주,8,,"562,228USD ",,"29,089USD "
898,898,클린업히어로,9,,"413,284USD ",,"9,180USD "
899,899,킹플러키,10,,"1,610,604USD ",,"125,574USD "
900,900,말리부진저,11,,"33,840USD ",,"99,679USD "
902,902,초원마루,1,,"493,755USD ","104,724,000원", 
903,903,피케이전사,2,,"1,607,774USD ","39,446,000원", 
904,904,서울시티,3,,"3,084,278USD ",,"66,930AUD "
905,905,로열스마티,4,,"1,083,533USD ",,"19,205USD "
906,906,최강다이아,5,,"1,570,380USD ",,"15,840USD "
907,907,금빛열정,6,,"205,617USD ","108,260,000원", 
908,908,황금스타,7,,"254,672USD ","112,068,000원", 
909,909,골든제이,8,,"274,382USD ",,0
910,910,투어다이아,9,,"568,086USD ",,"6,570USD "
911,911,골드코인,10,,"47,460AUD ","12,826,000원", 
912,912,소중한보물,11,,"1,570,380USD ","124,454,000원", 
914,914,적토비마,1,,"491,312USD ","44,551,500원", 
915,915,달리는웅지,2,,"133,833USD ",,"66,678USD "
916,916,웃게해줄게,3,"1,225,505,000원", ,,0
917,917,큐티바비,4,,"3,187,232USD ",,"66,215USD "
918,918,황금도야지,5,,"51,475USD ","19,254,000원", 
919,919,안양재규어,6,,"3,084,278USD ","132,220,000원", 
920,920,신의축복,9,"1,225,505,000원", ,"45,835,000원", 
921,921,프리마니케,6,,"928,000USD ",,"72,611USD "
922,922,질풍강자,2,"728,298,000원", ,"96,320,000원", 
923,923,위즈레이나,8,,"1,284,949USD ",,"124,866USD "
924,924,로열탱크,4,,"3,187,232USD ",,"79,652USD "
925,925,원더풀인디언,7,,"1,182,992USD ",,720USD 
926,926,스피드청룡,3,,"1,732,000USD ","28,637,000원",0AUD 
927,927,아워캣,9,,"435,597USD ",,"2,195USD "
928,928,장산베어스,5,,"1,146,340USD ",,244USD 
929,929,금아킹덤,11,,"8,387,500USD ",,"17,700USD "
930,930,남촌아티스트,12,,"1,319,481USD ",,"79,860USD "
931,931,햇살왕자,4,,"3,187,232USD ","74,648,000원", 
932,932,초원의찬가,10,,"1,610,604USD ","336,938,000원", 
933,933,다이나믹질주,5,,"591,225USD ",,"184,175USD "
934,934,장산제왕,7,,"399,089USD ",,"8,014USD "
935,935,페더럴캣,7,,"172,705,000JPY ",,"10,948,000JPY "
936,936,리슨트드림,10,,"51,475USD ","95,797,000원", 
937,937,젝스칸,11,,"416,475,000JPY ",,400USD 
938,938,브레인스피더,1,,"804,090USD ",0원, 
939,939,불의퀸,2,,"565,716USD ",,0
940,940,천년의비,3,,"1,503,825USD ","76,460,000원", 
941,941,센토사,4,,"1,570,380USD ","24,249,000원", 
942,942,그린신디,5,,"493,755USD ",,782USD 
943,943,삼애질주,6,,"493,755USD ",,"24,008USD "
944,944,올마이퀸,7,,"491,312USD ",,"12,003USD "
945,945,최고여왕,8,,"1,607,774USD ","241,982,000원", 
946,946,스마트파티,9,,"500,435USD ",,"216,734USD "
947,947,챔피언라이트,10,,"1,570,380USD ",0원, 
948,948,최강캠프,11,,"51,475USD ",,"80,592USD "
949,949,기븐러너,1,,"1,083,533USD ",,"131,070USD "
950,950,정상드림,2,,"804,090USD ",,0
951,951,완승무패,3,,"804,090USD ","8,200,000원", 
952,952,정문사랑,4,,"205,617USD ",, 
953,953,라온불패,5,,"804,090USD ","111,220,000원", 
954,954,정동사랑,6,,"1,083,533USD ","127,238,000원", 
955,955,애니포스원,7,,"1,083,533USD ",,"105,150USD "
956,956,골드필드,8,,"339,984USD ",,"3,498USD "
957,957,만에하나,9,,"51,475USD ",,"16,630GBP "
958,958,퍼펙트플라잉,10,,"51,475USD ","262,254,000원", 
959,959,다크스파이더,11,,"3,545,062USD ","56,396,000원", 
961,961,위너크라운,1,,"493,755USD ",,"8,014USD "
962,962,서울매직,2,,"163,133USD ","107,712,000원", 
963,963,금아매저스티,3,,"1,810,805USD ",,0
964,964,플라워로드,4,,"491,312USD ",,"22,580USD "
965,965,빅클래식,5,,"804,090USD ",,0
966,966,호크의영광,6,,"1,610,604USD ",,0
967,967,에이스고고,7,,"3,187,232USD ",,0
968,968,원더풀브라보,8,,"249,760USD ","23,766,000원", 
969,969,금상천하,9,,"70,961,000JPY ","41,162,000원", 
970,970,라온조이,10,,"1,810,805USD ",,"4,940AUD "
971,971,재즈불릿,11,,"2,283,402USD ",,"110,340USD "
972,972,내길의빛,12,,"163,133USD ",,761USD 
973,973,탄탄위너,1,,"804,090USD ",,"31,605USD "
974,974,레드블레이드,2,,"1,732,000USD ",,"49,173USD "
975,975,천년해피,3,"1,225,505,000원", ,"147,460,000원", 
976,976,천지기상,4,,"2,879,612USD ",,"52,746USD "
977,977,원더풀마린,5,,"1,810,805USD ",,0
978,978,클린업트리오,6,,"114,300USD ",,"84,205USD "
979,979,골드페릴라,7,,"804,090USD ","68,944,000원", 
980,980,푸에르스페스,8,,"1,570,380USD ",,"7,440USD "
981,981,컬러즈킹,9,,"51,475USD ","40,536,000원", 
982,982,아라시,10,,"416,475,000JPY ",,"184,605USD "
983,983,천웅,11,,"396,254USD ","50,583,000원", 
984,984,킹리,12,,"172,705,000JPY ",,0
985,985,선오브선더,1,,"3,084,278USD ","38,433,000원", 
986,986,플라잉조이,2,,"315,015USD ",,"281,986USD "
987,987,대변화,3,,"456,410USD ","108,486,000원", 
988,988,스타리스트,4,,"3,545,062USD ","38,806,000원",0
989,989,정상만세,5,,"493,755USD ","92,266,000원", 
990,990,바이칼전사,6,,"456,410USD ","21,156,000원","16,030USD "
991,991,마샤,7,,"1,503,825USD ",,"118,880USD "
992,992,큐피드스톰,8,,"568,086USD ",,750USD 
993,993,백산아일랜드,9,,"435,597USD ",,"20,646USD "
994,994,슈퍼라이트닝,10,,"1,889,766USD ",,"73,425USD "
995,995,골드스타힐스,11,,"107,515USD ","15,449,000원",0
996,996,가자가자,12,"579,356,000원", ,"101,758,000원", 
997,997,라온스톰,1,,"1,810,805USD ","113,835,000원", 
998,998,땡큐마더,2,,"1,732,000USD ","648,176,000원", 
999,999,원더풀딕시,3,,"617,310USD ","37,665,000원", 
1000,1000,스칼렛퍼펙트,4,,"339,984USD ","49,730,000원", 
1001,1001,로만블레이드,5,,"1,220,800USD ",,"60,950USD "
1002,1002,엄지여왕,6,,"315,015USD ",,"80,303USD "
1003,1003,남원퀸,7,,"907,470USD ","116,218,000원",0
1004,1004,그린와이,8,,"491,312USD ","137,120,000원", 
1005,1005,제이에스스톰,9,"579,356,000원", ,"174,340,000원", 
1007,1007,베스트스타,1,,"1,810,805USD ","74,330,000원", 
1008,1008,에이스솔롱고,2,,"339,984USD ",,"12,710USD "
1009,1009,정상으뜸,3,,"695,299USD ","37,299,000원", 
1010,1010,스피드황룡,4,,"416,475,000JPY ","69,635,000원", 
1011,1011,달려라레오,5,,0AUD ,,0AUD 
1012,1012,흰별,6,,"568,086USD ",,"2,340USD "
1013,1013,맨해튼뮤직,7,,"6,169,800USD ",,365USD 
1014,1014,로열복순이,8,,"1,570,380USD ",,"3,498USD "
1015,1015,푸른질주,9,,"70,961,000JPY ",,"4,040,000JPY "
1016,1016,위너스피릿,10,,"456,410USD ",,"112,985USD "
1017,1017,세븐즈럭키,11,,"210,553USD ",,"45,930USD "
1019,1019,인천챔프,1,,"1,052,520USD ",,0
1020,1020,스마일걸,2,,"172,705,000JPY ",,"22,220,000JPY "
1021,1021,사이먼리치,3,,"274,382USD ",,0
1022,1022,사이먼프루트,4,,"274,382USD ",,"16,060USD "
1023,1023,조우니가,5,,"3,044,000USD ",,"20,996USD "
1024,1024,흥짱,6,,"2,765,800USD ",,"1,800USD "
1025,1025,피오레,7,,"3,545,062USD ",,"10,420USD "
1026,1026,올포비투비,8,,"1,936,000USD ",,"75,516USD "
1027,1027,데블맨,9,,"7,712,841USD ",,"11,300,000JPY "
1028,1028,서울시대,10,,"492,910USD ",,"33,083USD "
1029,1029,투게더허그,11,,"1,779,012USD ",,"4,217USD "
1030,1030,동해클럽,12,,"172,705,000JPY ",,"16,528,000JPY "
1031,1031,온리바람,1,,"1,607,774USD ",,"1,443USD "
1032,1032,엘리트퀸,2,"1,225,505,000원", ,"210,222,000원", 
1033,1033,금순유,3,,"1,503,825USD ","292,350,000원", 
1034,1034,초인볼트,4,,"1,732,000USD ",,0
1035,1035,이천쌀,5,,"107,515USD ",,"148,315USD "
1036,1036,퍼스트퀸,6,,"315,015USD ",,0
1037,1037,재롱이,7,,"4,156,389USD ","29,446,000원", 
1038,1038,햇빛나,8,,"185,417USD ","157,894,000원", 
1039,1039,동방지주,9,,"3,187,232USD ","2,770,000원", 
1040,1040,골드시나,10,,"315,015USD ","177,532,000원", 
1041,1041,스카이시티,11,,"621,498USD ","143,741,000원", 
1042,1042,샤크대장군,1,,"1,503,825USD ","420,130,000원", 
1043,1043,센타포바,2,,"339,984USD ","266,851,000원", 
1044,1044,선더블레이드,3,,"1,182,992USD ",,"19,920USD "
1045,1045,메니바다,4,,"1,732,000USD ","114,172,000원", 
1046,1046,동방의기억,5,,"937,200AUD ",,0
1047,1047,황금주머니,6,,"1,503,825USD ","237,946,000원", 
1048,1048,점보캡틴,7,,"3,084,278USD ","100,842,000원", 
1049,1049,맘보칸,8,,"278,406USD ","66,894,000원", 
1050,1050,스페셜위너,9,,"568,629,000JPY ","17,025,000원", 
1051,1051,사려니윈,10,,"239,229USD ",,"3,650USD "
1052,1052,스카이돌풍,11,,"568,086USD ",,"103,642USD "
1053,1053,머치머니,12,,"339,984USD ",,"3,340USD "
1054,1054,야호스트롱캣,1,,"339,984USD ","46,880,000원", 
1055,1055,프린스메모리,2,,"3,990,138USD ",,0
1056,1056,지오스타,3,,"6,169,800USD ",,468USD 
1057,1057,오케이퀸,4,,"114,300USD ","2,600,000원", 
1058,1058,땡큐찰리,5,,"251,090USD ",,"115,595USD "
1059,1059,프라임골드,6,,"456,410USD ",,"103,052USD "
1060,1060,한센글로리,7,,"1,810,805USD ",,"82,046USD "
1061,1061,서클댄서,8,,"835,142USD ","114,172,000원", 
1062,1062,아이비에스마린,9,,"583,280USD ",,"10,210USD "
1063,1063,바람속으로,10,,"1,007,708USD ",,"54,660USD "
1064,1064,넌감동이야,11,,"193,766USD ",,0
1065,1065,슈퍼캡틴,12,,"3,545,062USD ",,"157,400USD "
1066,1066,엑스블레이드,1,,"396,254USD ","5,280,000원", 
1067,1067,천괴성,2,,"205,617USD ","106,041,000원", 
1068,1068,눈빛언약,3,,"254,672USD ","117,440,000원", 
1069,1069,세명스톰,4,"470,582,000원", ,"42,600,000원", 
1070,1070,최강파티,5,,"1,732,000USD ","716,613,000원","1,780USD "
1071,1071,시티송암,6,,"51,475USD ",,"87,758USD "
1072,1072,킹오브이글,7,,"172,705,000JPY ","511,520,000원", 
1073,1073,미스선샤인,8,"233,137,000원", ,"284,820,000원", 
1074,1074,홀리데이모닝,9,,"1,251,300USD ",,"3,535USD "
1075,1075,클래식댄서,10,,"1,083,533USD ",,350USD 
1076,1076,조이오브킹,11,,"172,705,000JPY ",,"9,480USD "
1077,1077,블랙퓨펄,1,,"51,475USD ","57,878,000원", 
1078,1078,두리,2,,"617,310USD ","55,287,000원", 
1079,1079,로열고스트,3,,"568,086USD ","1,800,000원", 
1080,1080,캠프바다,4,,"339,984USD ","58,130,000원", 
1081,1081,스페셜버드,5,,"695,299USD ","126,302,000원", 
1082,1082,레인,6,,"1,083,533USD ","125,768,000원", 
1083,1083,베스트신화,7,,"163,133USD ","76,860,000원", 
1084,1084,장군의시대,8,"933,060,000원", ,"254,715,000원", 
1085,1085,그린레이저,9,,"493,755USD ",,"54,385USD "
1086,1086,스틸런,10,,"3,187,232USD ","239,805,200원", 
1089,1089,팝스트리트,1,,"158,713AUD ","58,313,000원", 
1090,1090,마패봉,2,,"1,503,825USD ",, 
1091,1091,블루파이어,3,,"493,755USD ","125,820,000원", 
1092,1092,축복의열매,4,,"1,732,000USD ","167,070,000원", 
1093,1093,하늘에이스,5,,"3,545,062USD ",,0AUD 
1094,1094,한센바로우즈,6,,"1,810,805USD ",,0
1095,1095,칠종칠금,7,,"396,254USD ",,"8,014USD "
1096,1096,마초히메,8,,"493,755USD ",,"8,757USD "
1097,1097,루킹굿,9,,"172,705,000JPY ",,"55,565USD "
1098,1098,안젤라,10,,"210,553USD ","258,436,000원", 
1099,1099,플라잉헤라,11,,"456,410USD ",,0
1100,1100,블루스타매직,12,,"1,606,000USD ",,0AUD 
1101,1101,흑전사,1,,"3,645,383USD ",,"198,994USD "
1102,1102,실버라이언,2,,"4,374,590USD ",,"181,694USD "
1103,1103,라온프로센스,3,,"1,732,000USD ","241,966,000원", 
1104,1104,맹산히어로,4,,"601,560USD ",,"12,880USD "
1105,1105,촘니아,5,,"3,084,278USD ",,"54,972USD "
1106,1106,상하이팡팡,6,,"404,492USD ",,0
1107,1107,포제이케이,7,,"51,475USD ","19,254,000원", 
1108,1108,큐피드강자,8,,"493,755USD ","93,704,000원", 
1109,1109,마이챔프,9,,"565,716USD ",,240USD 
1110,1110,매직로드,1,,"804,090USD ","312,175,000원", 
1111,1111,흥복드림,2,,"1,878,013USD ",,"34,898USD "
1112,1112,미르스톰,3,,"456,410USD ",,0
1113,1113,톱브레인,4,,"1,606,000USD ",,"77,252USD "
1114,1114,본능대로,5,,"500,435USD ",,"131,553USD "
1115,1115,블루스파이더,6,,0AUD ,, 
1116,1116,청수여제,7,,"385,807USD ",,0
1117,1117,로열훼이버,8,,"118,380USD ",,"4,929USD "
1118,1118,굿카이로,9,,"562,000USD ",,"32,192USD "
1119,1119,맹주,10,,"4,383,200USD ",,0USD 
1120,1120,베스트채플,11,,"493,755USD ","64,602,000원", 
1121,1121,제주의바람,12,,"1,570,380USD ","47,730,000원", 
1122,1122,위너브라운,1,,"158,713AUD ",,"165,311USD "
1123,1123,크레이지위키,2,,"572,927USD ",,0AUD 
1124,1124,알리바바마린,3,,"1,026,229USD ",,"17,225USD "
1125,1125,케미블루,4,,"1,779,012USD ",,"23,200USD "
1126,1126,선스타트,5,,"794,855USD ",,0
1127,1127,패션플레이어,6,,"583,280USD ",,"76,369USD "
1128,1128,인천스피드,7,,"742,640USD ",,"71,046USD "
1129,1129,엠제이파티,8,,"2,075,791USD ",,"32,063USD "
1130,1130,베스트이펙트,9,,"1,083,533USD ",,"26,546USD "
1131,1131,나스카의별,10,,0AUD ,,"89,750USD "
1132,1132,탑매직마스터,11,,"3,614,500USD ",,0AUD 
1133,1133,천운동행,12,,"1,103,496USD ",,"21,243USD "
1134,1134,클리어검,1,,"205,617USD ","143,647,000원", 
1135,1135,베티나,2,,"210,553USD ",,"1,320USD "
1136,1136,퀸오브캠프,3,,"339,984USD ",,"104,746USD "
1137,1137,인디언에코,4,"261,878,000원", ,"84,670,000원", 
1138,1138,창성강자,5,,"3,545,062USD ",,"45,835USD "
1139,1139,가즈아,6,,"1,083,533USD ","83,456,000원", 
1140,1140,큐피드플라잉,7,,"51,475USD ","227,208,000원", 
1141,1141,로열조이,8,,"1,810,805USD ","230,053,000원", 
1142,1142,영웅불패,9,,"1,267,273USD ",,"47,249USD "
1143,1143,창성일호,10,,"3,545,062USD ","106,239,000원", 
1144,1144,거북이만세,11,,"315,015USD ","94,103,000원", 
1145,1145,기동대장,1,,"416,475,000JPY ",,"1,870USD "
1146,1146,제왕의별,2,,"1,503,825USD ",,"148,914USD "
1147,1147,클린플라워,3,,"3,084,278USD ",,0
1148,1148,에이스캔트,4,,"516,977USD ",,"14,766USD "
1149,1149,스트롱캡틴,5,,"493,755USD ",,975AUD 
1150,1150,대성루비,6,,"315,015USD ","26,945,000원", 
1151,1151,초오롱마,7,,"662,000USD ",,"21,569USD "
1152,1152,슈퍼트릭,8,,"3,122,708USD ",,"31,605USD "
1153,1153,한양공주,9,,"1,503,825USD ",,0
1154,1154,스마티블루,10,,"1,570,380USD ",,0
1155,1155,해가람,11,,"1,283,145USD ","40,606,000원", 
1157,1157,원더풀챔피언,1,,"767,288USD ",,"20,790USD "
1158,1158,블루울프,2,,"1,154,000USD ",,"23,860USD "
1159,1159,초인마,3,,"1,732,000USD ","203,132,000원", 
1160,1160,나스카의태양,4,,"1,606,000USD ",,0AUD 
1161,1161,킹즈워리어,5,,"239,229USD ",,"57,295USD "
1162,1162,파크삭스,6,,"1,694,180USD ",,"47,717USD "
1163,1163,제주의하늘,7,,"163,133USD ","208,609,000원", 
1164,1164,불멸의제왕,8,,"251,090USD ",,"77,670USD "
1165,1165,야호선샤인,9,,"1,610,604USD ",,"61,859USD "
1166,1166,대쥬신,10,,"1,716,950USD ",,"111,226USD "
1167,1167,뉴와이파이,11,,"315,015USD ",,0
1168,1168,럭키루키,12,,"480,001USD ",,880USD 
1169,1169,티즈플랜,1,,"6,427,830USD ",,"34,690USD "
1170,1170,강토마,2,,"416,475,000JPY ","206,263,000원", 
1171,1171,나스카프린스,3,,"835,142USD ",,"103,642USD "
1172,1172,울트라로켓,4,"261,878,000원", ,"54,978,000원", 
1173,1173,위너골드,5,,"424,460USD ",,"4,900USD "
1174,1174,삼성불패,6,,"2,533,910USD ",,"64,840USD "
1175,1175,이스트팔로스,7,,"1,146,340USD ",,"250,645USD "
1176,1176,선더라이트,8,,"1,255,660USD ",,"14,834USD "
1177,1177,청수여걸,9,,"224,684USD ",,"69,400USD "
1178,1178,오피세븐,10,,"1,182,992USD ",,0
1179,1179,야호스카이캣,11,,"3,084,278USD ",,"36,280USD "
1180,1180,와일드선더,12,,"835,142USD ","30,564,000원","35,080USD "
1181,1181,능력시대,1,,"114,300USD ","86,310,000원", 
1182,1182,프리모,2,,"3,545,062USD ","697,416,000원", 
1183,1183,와일드드래곤,3,,"804,090USD ",,"16,290USD "
1184,1184,아르고멜로디,4,,"193,766USD ",,0
1185,1185,구름왕자,5,,"583,280USD ",,"46,426USD "
1186,1186,마이비전,6,,"835,142USD ",,"53,320USD "
1187,1187,웰빙조이,7,,"888,500AUD ","19,584,000원", 
1188,1188,해후,8,,"3,084,278USD ","45,600,000원", 
1189,1189,큰바다,9,,"1,732,000USD ","98,230,000원", 
1190,1190,사이버,10,,"114,300USD ","235,154,000원", 
1191,1191,주링허우,11,,"804,090USD ","82,078,000원", 
1193,1193,승리라이크,1,,"210,553USD ",,0GBP 
1194,1194,머니샤프,2,,"456,410USD ",,0
1195,1195,인그란퀸,3,,"3,545,062USD ",,"3,850,000JPY "
1196,1196,캐럿시커,4,,"811,400USD ",,"9,135USD "
1197,1197,세라여제,5,,"695,299USD ",,"22,108AUD "
1198,1198,대호천하,6,,"3,084,278USD ","99,328,000원", 
1199,1199,일여하여,7,,"3,187,232USD ","118,005,000원", 
1200,1200,남녁의하늘,8,,"456,410USD ",,"35,115USD "
1202,1202,미스터히어로,1,,"568,629,000JPY ","272,330,000원", 
1203,1203,대군파워,2,,"922,180USD ",,0AUD 
1204,1204,뇌성벽력,3,,"493,755USD ",, 
1205,1205,한센블레이드,4,,"1,810,805USD ",,0
1206,1206,이길래오,5,,"493,755USD ","149,983,000원", 
1207,1207,리쉬부르,6,,"725,296USD ",,"94,222USD "
1208,1208,깨우침,7,,"416,475,000JPY ","251,002,000원", 
1209,1209,스터닝어게인,7,,"4,374,590USD ",,"222,769USD "
1210,1210,더쎈왕자,9,,"493,755USD ","163,520,000원", 
1211,1211,위너세이,1,,"1,124,820USD ",,"40,484,000JPY "
1212,1212,큐피드초이스,2,,"1,694,180USD ",,760USD 
1213,1213,검향,3,,"205,617USD ","208,609,000원", 
1214,1214,선샤인레이디,4,,"3,122,708USD ",,"16,000USD "
1215,1215,유롱플라잉,5,,"51,475USD ",,"94,885USD "
1216,1216,퀸오브골드,6,,"172,705,000JPY ",0원, 
1217,1217,라온한니발,7,,"274,382USD ","29,100,000원", 
1218,1218,마하선더,8,,"114,300USD ","223,745,000원", 
1219,1219,실버드래곤,9,,"1,810,805USD ","235,154,000원", 
1220,1220,대군옥,10,,"494,895,000JPY ",,0
1221,1221,야호화이트캣,1,,"1,810,805USD ","159,225,000원", 
1222,1222,로드우먼,2,,"339,984USD ",,"30,071USD "
1223,1223,새내빅토리,3,,"51,475USD ",,0
1224,1224,원더풀힐스,4,,"416,475,000JPY ",,"1,878,000JPY "
1225,1225,리커버리탑,5,,"568,629,000JPY ",,400AUD 
1226,1226,우승마차,6,,"371,623,500JPY ","80,767,000원", 
1227,1227,송암바비,7,,"456,410USD ",,"66,215USD "
1228,1228,과천공주,8,,"687,967USD ",,"72,057USD "
1229,1229,아이캔플라이,9,,"114,300USD ","19,476,000원", 
1230,1230,샤이닝메모리,11,,"133,833USD ","262,056,000원", 
1231,1231,주연,12,,"396,254USD ",,"262,002USD "
1232,1232,피케이군주,1,,"1,732,000USD ","113,667,000원", 
1233,1233,킹오브룰즈,2,,"3,084,278USD ","306,052,000원", 
1234,1234,탑라인,3,,"1,732,000USD ",,0
1235,1235,스트롱벌처,4,,"416,475,000JPY ",,"251,959USD "
1236,1236,블루메가엘라,5,,"1,083,533USD ",,0
1237,1237,수호,6,,"695,299USD ",,"14,615USD "
1238,1238,호남대로,7,"728,298,000원", ,"137,420,000원", 
1239,1239,인천라이언,8,,"2,494,490USD ",,"2,174USD "
1240,1240,방탄마,1,"689,387,200원", ,"155,903,000원", 
1241,1241,인듀어런스,2,,"1,570,380USD ","140,176,000원", 
1242,1242,아스테르,3,,"85,630,000JPY ","122,395,000원", 
1243,1243,승리플러스,4,,"804,090USD ","180,313,000원", 
1244,1244,블레싱로드,5,,"339,984USD ","167,070,000원", 
1245,1245,대한일품,6,,"1,810,805USD ",,"40,470USD "
1246,1246,섀도우머니,7,,"480,001USD ","145,668,800원", 
1247,1247,스피드흑룡,8,,"210,553USD ",,"4,005USD "
1248,1248,마이티쿨,9,,"568,086USD ",,0
1249,1249,샛별이,10,,"133,833USD ","52,174,000원","9,525NZD "
1250,1250,라온세레나,1,,"1,810,805USD ","49,730,000원", 
1251,1251,개나리송,2,,"274,382USD ",,"38,831USD "
1252,1252,우라칸,4,,"371,623,500JPY ",,0
1253,1253,말라카스,5,,"1,732,000USD ","423,095,000원", 
1254,1254,세라칸,6,,"568,086USD ","155,619,000원", 
1255,1255,일각수,7,,"339,984USD ",,"81,140USD "
1256,1256,파이어볼,8,,"568,086USD ",,"1,033USD "
1257,1257,리치마인,9,,"274,382USD ",,"52,689USD "
1258,1258,진격의천마,10,,"1,779,012USD ",,"1,470USD "
1259,1259,블랙뮤직,11,,"835,142USD ","210,222,000원", 
1261,1261,지젤괴물,1,,"1,706,350USD ",,"200,830USD "
1262,1262,센스쟁이,2,,"742,640USD ",,"10,490USD "
1263,1263,스피드쇼크,3,,"795,071USD ",,"14,834USD "
1264,1264,말리지마,4,,"33,840USD ",,"152,325USD "
1265,1265,올댓코리아,5,,"454,630USD ",,"23,200USD "
1266,1266,리암스무니,6,,"135,191USD ",,"84,319USD "
1267,1267,우리,7,,"1,064,727USD ",,"47,602USD "
1268,1268,관악함성,8,,"2,221,630USD ",,"36,328USD "
1269,1269,아델엔젤,9,,"492,910USD ",,"22,944USD "
1270,1270,강철시대,10,,"1,610,604USD ",,"21,527USD "
1271,1271,과천장사,11,,"396,254USD ",,250USD 
1272,1272,인키타투스,12,,"339,984USD ",,"54,150USD "
1273,1273,총알같이,1,,"396,254USD ","81,118,000원", 
1274,1274,상비군,2,,"315,015USD ",,"92,814USD "
1275,1275,페더라이트,3,,"205,617USD ","186,043,000원", 
1276,1276,라온돌풍,4,,"12,891,734USD ",,"417,736USD "
1277,1277,남쪽나라,5,,"494,895,000JPY ","188,186,000원", 
1278,1278,아델의꿈,6,,"1,810,805USD ","25,763,000원", 
1279,1279,굳세어라,7,,"3,545,062USD ","56,396,000원", 
1280,1280,킹엔아이,8,"1,861,967,000원", ,,"34,400USD "
1281,1281,트루팀버,9,,"7,712,841USD ","296,100,000원", 
1282,1282,라이즈앤샤인,10,,"3,545,062USD ","202,050,000원", 
1283,1283,엠제이타운,11,,"819,668USD ",,"20,390USD "
1284,1284,운주영웅,12,,"2,580,402USD ",,"46,600USD "
1285,1285,글로벌라인,1,,"1,570,380USD ",,0
1286,1286,좋은인연,2,,"568,086USD ","72,456,000원","42,845USD "
1287,1287,검빛강자,3,,"3,545,062USD ",,"8,780USD "
1288,1288,정안킹덤,4,,"1,165,760USD ",,"29,155USD "
1289,1289,용총,5,,"396,254USD ",,"61,125USD "
1290,1290,위대한전사,6,,"879,768USD ",,"4,595USD "
1291,1291,문학조이,7,,"2,075,791USD ",,"61,766USD "
1292,1292,아르고플라잉,8,,"51,475USD ",,"21,215USD "
1293,1293,성파,9,,"799,350USD ",,"32,214USD "
1294,1294,컨저버티브,10,,"804,090USD ",,0
1295,1295,화강,11,,"301,500USD ",,"144,945USD "
1296,1296,스피릿오브한센,12,,"1,810,805USD ",,"3,840USD "
1297,1297,초코캔디,1,,"1,146,340USD ",,780USD 
1298,1298,화기,2,,"3,614,500USD ",,"55,960USD "
1299,1299,아멘다,3,,"1,732,000USD ","58,562,500원", 
1300,1300,골드호라,4,,"1,611,138USD ",,"42,425USD "
1301,1301,가온퀸,5,,"1,606,000USD ",,"189,055USD "
1302,1302,황금들판,6,,"225,941USD ",, 
1303,1303,특별스타,7,,"578,302,000JPY ","181,834,000원", 
1304,1304,블랙윈드,8,,"339,984USD ",,0
1305,1305,거탑,1,,"371,623,500JPY ","174,206,000원", 
1306,1306,광폭주행,2,,"315,015USD ","71,085,000원",0
1307,1307,메니스피드,3,,"1,732,000USD ",,"1,605USD "
1308,1308,파인애플마크,4,,"1,570,380USD ",0원, 
1309,1309,메인이벤트,5,,"456,410USD ","262,308,000원", 
1310,1310,퍼스트선더,6,,"114,300USD ","47,730,000원", 
1311,1311,달려라속보,7,,"568,086USD ",, 
1312,1312,웅담포,8,,"1,570,380USD ","135,737,000원", 
1313,1313,그린파크,9,,"1,503,825USD ",,"14,496,000JPY "
1314,1314,라이징피스,10,,"3,084,278USD ","34,620,000원", 
1315,1315,챔프케이,1,,"114,300USD ","67,895,000원", 
1316,1316,빅토리킹,2,,"2,580,402USD ",,"30,132CAD "
1317,1317,코인블레이드,3,,"1,503,825USD ","3,000,000원", 
1318,1318,에이스샤인,4,,"51,475USD ",,0
1319,1319,최강신기,5,,"493,755USD ","228,472,000원", 
1320,1320,정성홀리데이,6,,"416,475,000JPY ",,"81,671USD "
