,name,ranked,fw,fd,mw,md
12730,한센글로리,7.0,,"1,810,805USD ",,"82,046USD "
12731,정안킹덤,8.0,,"1,165,760USD ",,"29,155USD "
12732,적벽신화,1.0,,"500,435USD ",,"32,776USD "
12733,돌아온날리,2.0,,"301,500USD ",,244USD 
12734,엉클오,3.0,,"811,760USD ",,623USD 
12735,슈룹,4.0,,"751,629USD ",,"42,552USD "
12736,사려니힐링,5.0,,"339,984USD ",,"7,966USD "
12737,볼드샤이닝,6.0,,"480,001USD ","305,585,000원", 
12738,프로마테우스,7.0,,"310,542USD ",,0
12739,올댓스피드,8.0,,"1,182,992USD ",,"1,680USD "
12740,와일드파이트,9.0,,"1,154,000USD ",,"1,401USD "
12741,골든블랙,10.0,,"1,139,150USD ",,0
12742,플라잉보스,,,"454,630USD ",,"135,086USD "
12743,콜윈,,,"633,076USD ",,"6,000USD "
12744,선오브스톰,1.0,,"583,280USD ",,"176,880USD "
12745,사려니퀸,2.0,,"612,935USD ","92,494,000원", 
12746,새남의별,2.0,,"1,810,805USD ","13,617,000원", 
12747,천해강자,4.0,,"1,810,805USD ","126,511,000원", 
12748,레이디럭키,5.0,,"1,083,533USD ","52,281,000원", 
12749,베스트파티,6.0,,"170,072USD ",,"180,395USD "
12750,카이젠실버,7.0,,"617,310USD ",,0
12751,그린트리서밋,8.0,,"1,607,774USD ","46,464,000원", 
12752,햇빛향기,9.0,,"3,084,278USD ","197,810,000원", 
12753,강한여전사,10.0,,"1,083,533USD ","154,395,000원", 
12754,마칼루스타,11.0,,"210,553USD ",,"45,754USD "
12755,효마루,12.0,,"1,236,820USD ",,"41,280USD "
12756,라온다이아,1.0,,"1,236,820USD ",,"22,590,000JPY "
12757,회두령,2.0,,"669,260USD ",,400USD 
12758,흑룡가무,3.0,,"1,037,810USD ",,"26,460USD "
12759,신의아들,4.0,,"1,732,000USD ",,"120,585USD "
12760,쏘아라바바,5.0,,"1,037,810USD ",,"170,121USD "
12761,파이팅걸,6.0,,"583,280USD ",,0
12762,그린최강,7.0,,"1,103,496USD ",,"62,634USD "
12763,에너자이저,8.0,,"583,280USD ","518,306,000원", 
12764,에피파니,9.0,,"389,141USD ",,"5,000USD "
12765,위캔두잇,10.0,,"1,810,805USD ",,"103,052USD "
12766,걸작맨,11.0,,"1,779,012USD ",,0
12767,블랙와일드,12.0,,"1,810,805USD ","306,870,000원", 
12768,최고캠프,1.0,,"493,755USD ","82,258,000원", 
12769,글로벌선,2.0,,"1,810,805USD ",0원, 
12770,미르스카이,3.0,,"172,705,000JPY ",,"216,734USD "
12771,다이아별빛,4.0,,"339,984USD ","41,756,000원", 
12772,콘도르여왕,5.0,,"254,672USD ",,0
12773,엘리트어게인,6.0,,"695,299USD ","201,360,000원", 
12774,미스엘리트,7.0,,"3,084,278USD ",,"131,070USD "
12775,파크윈,8.0,,"612,935USD ","158,865,000원", 
12776,천마여제,9.0,,"1,083,533USD ",,0GBP 
12777,피엔에스볼트,10.0,"470,582,000원", ,"130,190,000원", 
12778,율도장사,,,"1,570,380USD ",,0USD 
12779,알찬누리,,,"172,705,000JPY ",,"300,000JPY "
12780,운외창천,1.0,,"58,610USD ","109,876,000원", 
12781,윈드힐,2.0,,"51,475USD ",,616USD 
12782,러빙댄서,3.0,,"1,236,820USD ",,"28,015USD "
12783,레이디대로,4.0,"2,426,805,000원", ,"92,242,000원", 
12784,그린볼트,5.0,,"51,475USD ",,0
12785,르루아블랑,6.0,,"339,984USD ","231,048,000원", 
12786,천지부사,7.0,,"51,475USD ",,0
12787,커리어하이,8.0,,"1,083,533USD ",,"137,366USD "
12788,내길의축복,9.0,,"339,984USD ","140,176,000원", 
12789,퍼스트파워,10.0,,"493,755USD ","225,885,000원", 
12790,시크릿선더,11.0,,"114,300USD ",,"1,943GBP "
12791,스마트굿,,,"210,553USD ","79,134,000원", 
12792,사람이라는별,1.0,,"1,570,380USD ",,"68,760USD "
12793,금성에이스,2.0,,"51,475USD ","259,050,000원", 
12794,영주스톤,3.0,,"396,254USD ",,400AUD 
12795,피엔에스노랑,4.0,"233,137,000원", ,"16,800,000원", 
12796,고고고,5.0,,"51,475USD ","54,978,000원", 
12797,옥추마,6.0,,"804,090USD ",,"16,046USD "
12798,늘차오름,7.0,,"3,084,278USD ",,"61,125USD "
12799,원퍼트,8.0,,"339,984USD ","111,618,000원", 
12800,제니퀸,9.0,"451,805,000원", ,, 
12801,라온빅맨,10.0,,"1,236,820USD ",,0
12802,슈퍼파크,11.0,,"1,503,825USD ",,"131,871USD "
12803,포스윈,12.0,,"493,755USD ",,0
12804,이스트라이크,1.0,,"1,732,000USD ","358,828,000원", 
12805,골디락스,2.0,,"3,545,062USD ","190,561,000원", 
12806,스루더스카이,3.0,,"695,299USD ","251,002,000원", 
12807,스피드마운틴,4.0,,"1,810,805USD ",,"39,760USD "
12808,바비블레이드,5.0,,"1,857,000USD ",,220USD 
12809,정문프린스,6.0,,"491,312USD ",,0
12810,원더풀캣,7.0,,"4,941,513USD ","61,464,000원", 
12811,로드힐스톰,8.0,,"416,475,000JPY ",0원, 
12812,피엔에스로얄,9.0,"233,137,000원", ,"20,583,000원", 
12813,원더풀힐스,10.0,,"416,475,000JPY ",,"1,878,000JPY "
12814,키스인더파크,11.0,,"1,503,825USD ",,"3,310USD "
12815,센킹,12.0,,"1,570,380USD ",,"67,540USD "
12816,아이스펀치,1.0,,"1,810,805USD ",,0
12817,라온패션,2.0,,"583,280USD ",,"184,563USD "
12818,핵삭스,3.0,,"1,810,805USD ",,"39,894CAD "
12819,캠프터치,4.0,,"339,984USD ",,"119,723USD "
12820,아라리요,5.0,,"612,935USD ",, 
12821,정성홀리데이,6.0,,"416,475,000JPY ",,"81,671USD "
12822,럭셔리파워,7.0,,"568,629,000JPY ","213,750,000원", 
12823,시베리아,8.0,,"493,755USD ","50,583,000원", 
12824,논스톱행진,9.0,,"51,475USD ",,"24,620USD "
12825,천하여제,10.0,,"172,705,000JPY ",,0
12826,미라클이천,1.0,,"254,672USD ","87,390,000원", 
12827,킹칸모르,2.0,,"1,810,805USD ","94,103,000원", 
12828,최강매직,3.0,,"1,810,805USD ","213,647,000원", 
12829,펀치파워,4.0,,"254,672USD ",,350USD 
12830,월드비욘드,5.0,"2,426,805,000원", ,"107,054,000원", 
12831,당대질주,6.0,,"1,607,774USD ",,0
12832,호남대로,7.0,"728,298,000원", ,"137,420,000원", 
12833,맹산히어로,8.0,,"601,560USD ",,"12,880USD "
12834,위대한파이터,9.0,,"1,005,413USD ",,"14,600USD "
12835,백제의꿈,10.0,,"804,090USD ","217,955,000원", 
12836,퀸오브캠프,11.0,,"339,984USD ",,"104,746USD "
12837,연희일출,1.0,,"254,672USD ","165,950,000원", 
12838,라온탑맨,2.0,,"1,236,820USD ","182,764,000원", 
12839,사이킥보스,3.0,,"172,705,000JPY ",,0
12840,글로벌천하,4.0,,"339,984USD ","174,214,000원", 
12841,머니챔프,5.0,"2,426,805,000원", ,, 
12842,비사연,6.0,,"274,382USD ",,0
12843,솔개바람,7.0,,"494,895,000JPY ","163,560,000원", 
12844,정상돌풍,8.0,,"274,382USD ",,"1,470USD "
12845,위닝블레이드,9.0,,"1,083,533USD ","64,155,000원", 
12846,캡틴베스트,10.0,,"416,475,000JPY ","122,395,000원", 
12847,재롱이,11.0,,"4,156,389USD ","29,446,000원", 
12848,좋은가문,12.0,,"172,705,000JPY ","157,452,000원", 
12849,수리수리마,1.0,,"638,822USD ",,"48,513USD "
12850,블루마카롱,2.0,,"1,177,394USD ",,"47,924USD "
12851,새내아이린,3.0,,"1,031,596USD ",,"101,942USD "
12852,세렌디피티야,4.0,,"296,731USD ",,"38,710USD "
12853,로드블랙,5.0,,"3,924,648USD ",,640USD 
12854,천사박,6.0,,"1,039,000USD ",,"18,519USD "
12855,글로벌조이,7.0,,"1,177,394USD ",,"1,725USD "
12856,땡큐보스,8.0,,"831,800USD ",,0
12857,마하걸,9.0,,"4,157,865USD ",,0JPY 
12858,청담포리스트,10.0,,"359,583USD ",,"66,020USD "
12859,팰리스퀸,11.0,,"1,586,550USD ",,0
12860,마이티붐,,,"251,090USD ",,"1,410USD "
12861,돌아온뽀빠이,1.0,,"1,031,596USD ",,"130,357USD "
12862,파노라마선,2.0,,"148,815USD ",, 
12863,강남맨,3.0,,"748,000USD ",,0
12864,글로벌삭스,4.0,,"742,640USD ",, 
12865,선포레,5.0,,"1,994,460USD ",,"34,734USD "
12866,에이스파워풀,6.0,,"1,247,544USD ",,"20,070USD "
12867,더더비,7.0,,"492,430USD ",,"44,820USD "
12868,더트서퍼,8.0,,"3,307,278USD ",,"221,283USD "
12869,스마트스트롱,9.0,,"1,994,460USD ",,"34,350USD "
12870,인동샘,10.0,,"3,647,000USD ",,"209,081USD "
12871,무소의뿔,11.0,,"1,878,013USD ",, 
12872,야호원더풀캣,12.0,,"1,498,525SAR ",, 
12873,컴플리트킹덤,1.0,,"51,475USD ",,"46,346USD "
12874,메니스피드,2.0,,"1,732,000USD ",,"1,605USD "
12875,윈드스카이,3.0,,"416,475,000JPY ","127,806,000원", 
12876,천지애가,4.0,,"804,090USD ",,0
12877,맥파이,5.0,,"278,406USD ",,"47,584USD "
12878,방탄마,6.0,"689,387,200원", ,"155,903,000원", 
12879,블랙재퍼,7.0,,"254,672USD ","150,992,000원", 
12880,시티챔프,8.0,,"3,545,062USD ","109,402,000원", 
12881,밀키셰리,9.0,,"3,545,062USD ",,"3,850,000JPY "
12882,제주의흑선,10.0,,"568,086USD ","90,960,000원",0
12883,백색광채,,"817,614,000원", ,"116,693,000원", 
12884,천괴성,1.0,,"205,617USD ","106,041,000원", 
12885,프리모,2.0,,"3,545,062USD ","697,416,000원", 
12886,무도,3.0,,"254,672USD ",,"38,880USD "
12887,슬링스톤,3.0,,"163,133USD ","183,655,000원", 
12888,업라이트,5.0,,"1,570,380USD ","123,912,000원", 
12889,로열스마티,6.0,,"1,083,533USD ",,"19,205USD "
12890,센타포바,7.0,,"339,984USD ","266,851,000원", 
12891,아멘다,8.0,,"1,732,000USD ","58,562,500원", 
12892,패스트패션,9.0,,"51,475USD ",,"35,950USD "
12893,호크행진곡,10.0,,"1,610,604USD ",, 
12894,기동대장,11.0,,"416,475,000JPY ",,"1,870USD "
12895,함박미소,12.0,,"47,460AUD ",,"7,160USD "
12896,구통사,1.0,,"1,139,150USD ",,"70,245USD "
12897,위너골드,2.0,,"424,460USD ",,"4,900USD "
12898,울트라로켓,3.0,"261,878,000원", ,"54,978,000원", 
12899,우리,4.0,,"1,064,727USD ",,"47,602USD "
12900,강토마,7.0,,"416,475,000JPY ","206,263,000원", 
12901,대박이다,8.0,,"1,721,297USD ",,"112,524USD "
12902,가을의전설,9.0,,"1,006,415USD ",,"7,050AUD "
12903,흥룡,10.0,,"811,760USD ",,0
12904,싱싱메리,1.0,,"385,807USD ",,"96,279USD "
12905,큐피드미션,2.0,,"1,284,949USD ",,"92,583USD "
12906,멋진왕자,3.0,,"326,400USD ",, 
12907,배다리프린스,5.0,,"1,243,500USD ",,"98,560USD "
12908,글로벌에이스,6.0,,"1,104,040USD ",,0
12909,요리조리,7.0,,"1,037,810USD ",,0
12910,맨해튼뮤직,8.0,,"6,169,800USD ",,365USD 
12911,무비쿠스,9.0,,"33,840USD ",,"4,680USD "
12912,매치캡틴,10.0,,"770,496USD ",,"21,280USD "
12913,문학보스,11.0,,"748,000USD ",,"29,982USD "
12914,대군의창,12.0,,"239,229USD ",,"274,529USD "
12915,황금파워,1.0,,"568,629,000JPY ","104,050,000원", 
12916,진또배기,2.0,,"254,672USD ","215,440,000원", 
12917,해피데이,3.0,,"254,672USD ",,"4,542USD "
12918,빅토리카,4.0,,"1,779,012USD ","508,055,000원", 
12919,에이스프린스,5.0,"410,030,000원", ,"189,800,000원", 
12920,스톰로드,6.0,,"835,140USD ",0원, 
12921,올드스페셜,7.0,,"583,280USD ","168,516,000원", 
12922,럭키전사,8.0,,"1,586,550USD ",,"156,020USD "
12923,바잉블레이드,9.0,,"1,037,810USD ",,"175,695USD "
12924,유정챔프,10.0,,"339,984USD ","9,200,000원", 
12925,이비사걸,1.0,,"1,083,533USD ","122,395,000원", 
12926,마칼루파워,2.0,"130,428,000원", ,"69,936,000원", 
12927,천둥기세,3.0,,"1,083,533USD ",,"62,880USD "
12928,캡틴브라보,4.0,,"1,146,340USD ",,0
12929,스프링데이,5.0,,"172,705,000JPY ",,"11,250,000JPY "
12930,마칼루퀸,6.0,,"1,732,000USD ",,"20,650USD "
12931,헤리티지,7.0,,"493,755USD ","107,912,000원", 
12932,그린스카이,8.0,,"339,984USD ","127,806,000원", 
12933,장산사수대,9.0,,"3,084,278USD ",,"135,262USD "
12934,슈퍼마스터,10.0,,"416,475,000JPY ",,"145,138USD "
12935,사이먼스톰,11.0,,"274,382USD ",,"37,670USD "
12936,컬러즈온리,12.0,,"51,475USD ","1,728,000원", 
12937,조이오브킹,1.0,,"172,705,000JPY ",,"9,480USD "
12938,피케이돌풍,2.0,"76,502,000원", ,"133,921,000원", 
12939,천상의여인,3.0,,"339,984USD ","177,507,000원", 
12940,질풍백광,4.0,"817,614,000원", ,, 
12941,시크릿걸,5.0,,"205,617USD ","49,665,000원", 
12942,청수라이더,6.0,,"612,935USD ","43,400,000원", 
12943,오버어치브,7.0,,"210,553USD ","21,150,000원", 
12944,럭셔리골드,8.0,,"3,084,278USD ",,"53,849USD "
12945,모닝동자,9.0,"392,700,000원", ,,0
12946,신록,10.0,,"1,570,380USD ","278,352,000원", 
12947,쿠레나이원,11.0,,"3,545,062USD ",,0
12948,청담플라잉,,,"51,475USD ",,0
12949,루이사,1.0,,"172,705,000JPY ","697,416,000원", 
12950,조지퀸,2.0,,"1,236,820USD ",,"120,585USD "
12951,새로운보배,3.0,,"315,015USD ",,"104,085USD "
12952,쏘아라여장군,4.0,,"1,810,805USD ","214,985,000원", 
12953,프라임퀸,5.0,"1,220,375,000원", ,"69,370,000원", 
12954,라온조이,6.0,,"1,810,805USD ",,"4,940AUD "
12955,포트스원,7.0,,"1,083,533USD ","30,450,000원", 
12956,원앤온리,8.0,,"1,810,805USD ",,"11,100USD "
12957,한센초이스,9.0,,"1,810,805USD ",,"116,148USD "
12958,전정사금,1.0,,"254,672USD ",,"5,170USD "
12959,위너템플러,2.0,,"393,200USD ",,"27,200,000JPY "
12960,글로벌골드,3.0,,"114,300USD ",,0
12961,대싱카누,4.0,,"568,629,000JPY ","201,285,000원", 
12962,아마로네,5.0,,"3,545,062USD ","190,561,000원", 
12963,위너블루,6.0,,"583,280USD ","128,040,000원", 
12964,선샤인특급,7.0,,"1,083,533USD ",,330USD 
12965,선더머니,8.0,,"114,300USD ","145,668,800원", 
12966,페더럴킹,9.0,,"172,705,000JPY ",,0JPY 
12967,디에코,10.0,,"3,084,278USD ","72,166,000원", 
12968,브레인스피더,11.0,,"804,090USD ",0원, 
12969,스프링킹,1.0,,"1,146,340USD ",, 
12970,문학문,2.0,,"794,855USD ",,"2,270USD "
12971,마이티칩,3.0,,"1,065,147USD ",, 
12972,선붐,4.0,,"1,857,000USD ",,"12,270EUR "
12973,두손멍군,5.0,,"134,035USD ",,"2,460USD "
12974,창성히트,6.0,,"377,066USD ",, 
12975,장산골드,7.0,,"3,044,000USD ",,"83,550USD "
12976,문학파로아,8.0,,"8,650,300USD ",,0
12977,베링맨,9.0,,"748,000USD ",,"183,760USD "
12978,이럽션,10.0,,"297,000USD ",, 
12979,비무량,11.0,,"2,765,800USD ",,0
12980,선더타임,12.0,,"734,254USD ",,"8,290USD "
12981,땡큐마더,1.0,,"1,732,000USD ","648,176,000원", 
12982,원더풀루비,2.0,,"416,475,000JPY ",,"25,309USD "
12983,컴플리트캡틴,3.0,,"339,984USD ","46,605,000원", 
12984,그린다르크,4.0,,"1,083,533USD ",,"36,223USD "
12985,킹오브선데이,5.0,,"172,705,000JPY ","132,600,000원", 
12986,화이트벨벳,6.0,,"1,810,805USD ",,"61,020USD "
12987,브라운로즈,7.0,,"1,810,805USD ","413,351,000원", 
12988,천년의바람,8.0,,"274,382USD ","64,602,000원", 
12989,최강마,9.0,,"51,475USD ","107,936,000원", 
12990,빅클래식,10.0,,"804,090USD ",,0
12991,블랙윙윙,11.0,,"3,187,232USD ","112,610,000원", 
12992,라온한니발,12.0,,"274,382USD ","29,100,000원", 
12993,골드레벨,1.0,,"1,607,774USD ","174,538,000원", 
12994,황금해,2.0,,"493,755USD ",,"10,608USD "
12995,피오레,3.0,,"3,545,062USD ",,"10,420USD "
12996,큐피드데이트,4.0,,"3,084,278USD ",,"73,410USD "
12997,메니스마트,6.0,,"1,732,000USD ","138,070,500원", 
12998,머니지프,7.0,,"396,254USD ","234,663,000원", 
12999,공산,8.0,,"416,475,000JPY ","69,300,000원", 
13000,슈퍼엑톤,9.0,,"1,503,825USD ","158,570,000원", 
13001,제이콥,10.0,,"416,475,000JPY ",,"500,000JPY "
13002,사이먼리치,11.0,,"274,382USD ",,0
13003,웰빙스토리,12.0,,"480,001USD ","218,232,000원", 
13004,가로수길,1.0,,"493,755USD ","32,418,000원", 
13005,만에하나,2.0,,"51,475USD ",,"16,630GBP "
13006,최강신기,3.0,,"493,755USD ","228,472,000원", 
13007,선파이팅,4.0,,"1,570,380USD ",,0
13008,글로벌왕자,5.0,,"51,475USD ",,"32,215USD "
13009,에이스샤인,6.0,,"51,475USD ",,0
13010,달순이,7.0,,"51,475USD ","109,680,000원", 
13011,아스테르,8.0,,"85,630,000JPY ","122,395,000원", 
13012,퍼스티지,9.0,,"163,133USD ",,"170,595USD "
13013,가즈아,10.0,,"1,083,533USD ","83,456,000원", 
13014,베티나,11.0,,"210,553USD ",,"1,320USD "
13015,백두산천지,12.0,,"1,810,805USD ",,"39,760USD "
13016,모르피스,1.0,,"1,019,200USD ",,"134,571USD "
13017,도끼블레이드,2.0,,"804,090USD ","119,480,000원", 
13018,어마어마,3.0,,"301,500USD ",,"148,250USD "
13019,이스트제트,4.0,,"210,553USD ",,0
13020,메디치글로리,5.0,,"794,855USD ",,"70,155USD "
13021,글로벌캡틴,6.0,,"742,640USD ",,"81,114USD "
13022,스프링백,7.0,,"794,855USD ",, 
13023,가온챔프,8.0,,"1,503,825USD ","408,630,000원", 
13024,문학위너,9.0,,"251,090USD ",,"21,489USD "
13025,문학프린세스,12.0,,"586,515USD ",,"22,269USD "
13026,에코빌,1.0,,"424,600USD ",,"66,445USD "
13027,황금럭키,2.0,,"1,031,596USD ",,"27,791USD "
13028,빅트리플,3.0,,"1,304,800USD ",, 
13029,골드블루매직,4.0,,"710,480USD ",,"8,740AUD "
13030,히든삭스,5.0,,"224,684USD ",, 
13031,글로벌럭키,6.0,,"1,936,000USD ",,"24,749USD "
13032,선스타트,7.0,,"794,855USD ",,0
13033,동작,8.0,,"1,810,805USD ",,"176,400USD "
13034,관악함성,9.0,,"2,221,630USD ",,"36,328USD "
13035,트윈제트,10.0,,"444,717USD ",,"28,498USD "
13036,본능대로,11.0,,"500,435USD ",,"131,553USD "
13037,리암스무니,12.0,,"135,191USD ",,"84,319USD "
13038,브리가디어제너럴,1.0,,"557,300USD ",,"133,879USD "
13039,브랜던,2.0,,"1,503,825USD ",, 
13040,플래시제트,4.0,,"405,730USD ",,464USD 
13041,케미블루,5.0,,"1,779,012USD ",,"23,200USD "
13042,에버더챔프,6.0,,"221,265USD ",,"218,237USD "
13043,미스터터너,7.0,,"742,640USD ",,"87,822USD "
13044,엘란,8.0,,"1,503,825USD ",,"3,310USD "
13045,에모리삭스,9.0,,"405,730USD ",,612USD 
13046,킹즈워리어,10.0,,"239,229USD ",,"57,295USD "
13047,마이호크,1.0,,"491,312USD ","116,080,000원", 
13048,럭키법전,3.0,,"1,810,805USD ",,"138,998USD "
13049,구름손짓해,5.0,,"339,984USD ",,"1,489USD "
13050,대디글로리,7.0,,"1,334,300USD ",,"5,939USD "
13051,비욘드오버,8.0,,"1,732,000USD ",,0
13052,섬싱미스터리,10.0,,"274,382USD ",0원, 
13053,매치퀸,11.0,,"1,083,533USD ",,"82,046USD "
13054,원더풀딕시,12.0,,"617,310USD ","37,665,000원", 
13055,플라잉포드,1.0,,"3,090,101USD ",,0
13056,해후,2.0,,"3,084,278USD ","45,600,000원", 
13057,톱브레인,3.0,,"1,606,000USD ",,"77,252USD "
13058,레드블레이드,4.0,,"1,732,000USD ",,"49,173USD "
13059,대군제패,5.0,,"224,684USD ",,"179,408USD "
13060,탭패션드,6.0,,"583,280USD ",,"51,158USD "
13061,히비키,7.0,,"1,732,000USD ",,0
13062,스마티블루,8.0,,"1,570,380USD ",,0
13063,파크삭스,9.0,,"1,694,180USD ",,"47,717USD "
13064,반야동행,10.0,,"1,083,533USD ",,"86,150USD "
13065,피케이파티,11.0,,"583,280USD ",,"180,499USD "
13066,최강고수,12.0,,"719,130USD ",,"23,330USD "
13067,럭키클럽,1.0,,"274,382USD ","87,410,000원", 
13068,폭스파워,2.0,,"1,810,805USD ","99,278,000원", 
13069,치프인디,3.0,,"1,103,496USD ",,"123,939CAD "
13070,아담스애플,4.0,,"1,810,805USD ",,500USD 
13071,블랙참,5.0,,"416,475,000JPY ","648,176,000원", 
13072,정문최강,6.0,,"583,280USD ",,0
13073,럭셔리돌풍,7.0,,"1,857,000USD ",,"182,818USD "
13074,화이트트레인,8.0,,"583,280USD ","81,190,000원", 
13075,매드블레이드,9.0,,"1,037,810USD ","84,100,000원", 
13076,소우주,10.0,,"389,141USD ","194,980,000원", 
13077,구름타고,11.0,,"1,083,533USD ","197,757,000원", 
13078,발베니,1.0,,"3,924,648USD ",,"139,300USD "
13079,오클랜드삭스,2.0,,"952,600AUD ",, 
13080,시리우스에이,3.0,,"33,840USD ",,"2,240USD "
13081,거미손,4.0,,"1,636,426USD ",,"4,767USD "
13082,내생애최고,5.0,,"444,717USD ",,"51,555USD "
13083,흥과기쁨,6.0,,"185,213USD ",,0
13084,스프링꿈,7.0,,"2,170,340USD ",, 
13085,섀도우퀸,1.0,,"1,570,380USD ","95,420,000원", 
13086,나의신화,2.0,,"583,280USD ","113,350,000원", 
13087,울트라애니,3.0,,"51,475USD ","114,172,000원", 
13088,선더케이,4.0,,"339,984USD ","41,281,000원", 
13089,비앙카,5.0,,"1,810,805USD ",,"1,680USD "
13090,골든앵글,6.0,,"3,084,278USD ","6,776,000원", 
13091,선샤인레이디,7.0,,"3,122,708USD ",,"16,000USD "
13092,록하드스카이,8.0,,"1,570,380USD ",,"36,603USD "
13093,선더챔피언,9.0,,"114,300USD ","19,476,000원", 
13094,환상터치,10.0,,"612,935USD ",,0
13095,페더럴스트롱,11.0,,"172,705,000JPY ","165,409,000원", 
13096,큐피드비상,1.0,,"114,300USD ","119,331,000원", 
13097,퍼펙트파워,2.0,,"51,475USD ",,"198,635USD "
13098,안양호랑이,3.0,,"2,232,830USD ",,"83,968USD "
13099,천총,4.0,,"480,001USD ",,"5,400USD "
13100,녹리총,5.0,,"114,300USD ","97,562,000원", 
13101,다시두손,6.0,,"583,280USD ","81,895,000원", 
13102,로드로즈,7.0,,"51,475USD ","159,250,000원", 
13103,컬러즈윙,8.0,,"51,475USD ","38,151,000원", 
13104,막판찬스,9.0,,"114,300USD ",0원, 
13105,통일질주,10.0,,"612,935USD ","131,667,000원", 
13106,뉴드림,11.0,,"190,838USD ",0원, 
13107,초토마,1.0,,"4,368,214USD ",,"4,100USD "
13108,해찬,2.0,,"172,705,000JPY ","112,984,000원", 
13109,비뢰킹,3.0,,"1,083,533USD ","35,943,000원", 
13110,샤인파이터,4.0,,"1,570,380USD ","396,701,000원", 
13111,라이드맨,5.0,,"1,570,380USD ",,0
13112,독도사랑,6.0,,"51,475USD ",,0
13113,메니스톰,7.0,,"612,935USD ","71,085,000원",0
13114,에이피파텍,8.0,,"4,941,513USD ","277,074,000원", 
13115,월영이,9.0,,"493,755USD ",,"6,459USD "
13116,장나들이,10.0,,"494,895,000JPY ",,"29,241USD "
13117,새록새록,11.0,,"1,236,820USD ","141,810,000원", 
13118,한일모아,1.0,,"1,083,533USD ",,0
13119,원더플레이스,2.0,,"978,960USD ",,"4,069USD "
13120,하루온,3.0,,"210,553USD ","106,041,000원", 
13121,성실머니,4.0,,"941,936USD ",,"103,395USD "
13122,어메이징퀸,5.0,,"254,672USD ",,"4,005USD "
13123,해피먼스,6.0,,"695,299USD ","122,937,000원", 
13124,매드디바,7.0,,"568,086USD ","121,284,000원", 
13125,원더풀오렌지,8.0,,"493,755USD ","353,733,000원", 
13126,신의축복,9.0,"1,225,505,000원", ,"45,835,000원", 
13127,스피드댄서,10.0,,"1,732,000USD ",,"65,375USD "
13128,재능충만,11.0,,"51,475USD ","109,680,000원", 
13129,골드브릿지,1.0,,"51,475USD ","47,338,000원", 
13130,블루참,2.0,,"51,475USD ","648,176,000원", 
13131,논스톱위닝,3.0,,"695,299USD ",0원, 
13132,백두거포,5.0,,"114,300USD ","175,248,000원", 
13133,이스트원,6.0,,"568,086USD ",,880USD 
13134,천지바람,7.0,,"1,083,533USD ","54,198,000원",36USD 
13135,호크의영광,8.0,,"1,610,604USD ",,0
13136,로열리멤버,9.0,,"516,977USD ",,"88,045USD "
13137,투어다이아,10.0,,"568,086USD ",,"6,570USD "
13138,새로운군주,11.0,,"568,629,000JPY ","77,630,000원", 
13139,샤이니파이어,1.0,,"1,380,200USD ",,"26,846USD "
13140,동쪽글로리,2.0,,"1,083,533USD ",,"179,268USD "
13141,빅페이스,3.0,,"274,382USD ",,"16,290USD "
