,Unnamed: 0,순위,마번,중복제거마명,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
52,8,9,2,,라이즈앤샤인,한,암,5세,*52,36,김동수,조현수,권영규,1¼,476(-8),39.2,3.5,
53,9,10,8,,백두의정상,한,거,5세,52.5,42,(-1)문성혁,김동철,♠코리아호스랜드,½,471(2),39.2,3.5,"계란형큰, 눈가면"
54,10,11,10,,럭키봉화,한,수,5세,*52,37,조상범,박재우,최기영,2,487(-2),19.6,3.5,
55,0,1,7,,레전드데이,미,수,2세,54.5,47,박태종,정호익,♠양순희,,481(-15),2.5,1.5,망사눈
56,1,2,11,,스프링킹,미,거,3세,57.5,50,이동하,토니,♠(주)디알엠씨티,7,480(9),4.2,2.9,"계란형큰, 망사"
57,2,3,6,,강남맨,미,수,3세,*52,38,이혁,박천서,♠박평양,2,424(5),29.6,2.9,"망사눈, Triabit"
58,3,4,5,,대디코잔,미,거,3세,52,39,송재철,최상식,♠강석대,3,476(6),2.7,2.9,망사눈
59,4,5,2,,그린와트,미,암,3세,*52,36,김옥성,홍대유,♠김재영b,7,496(-3),29.6,2.9,망사눈
60,5,6,9,,문학탭,미,수,3세,*52,36,빅투아르,이희영,김재영a,목,495(-6),29.6,2.9,망사
61,6,7,10,,장산럭키,미,거,3세,51.5,38,김용근,강환민,♠김병진,2,456(-11),29.6,2.9,"계란형큰, 망사"
62,7,8,4,,와일드코리아,미,수,3세,51.5,38,김동수,신삼영,유영준,½,469(-4),29.6,2.9,망사
63,8,9,8,,거미손,뉴,수,3세,51,43,(-4)김아현,지용철,♠이수길,2,530(-2),29.6,2.9,
64,9,10,3,,라이드머니,미,거,3세,*52,37,조상범,임채덕,♠박덕희,13,495(0),29.6,2.9,"반가지큰, 망사눈, 혀끈"
65,10,,1,,문학스카이,미,수,3세,53,41,이현종,박병일,♠황봉기,출전제외,482(-16),----,----,"계란형큰, 망사눈"
66,0,1,6,,골드브릿지,한,거,3세,56,30,김용근,최영주,♠손병현,,517(-11),7.3,2.9,"망사눈, 혀끈"
67,1,2,8,,메이세이드림,한,암,4세,53,27,신형철,김윤섭,♠이종욱,1½,474(-1),13.5,17.6,망사눈
68,2,3,9,,달려라광산,한,암,5세,54,31,이동진,구자흥,♠김한수,½,466(-22),7.3,2.9,망사눈-
69,3,4,4,,위너템플러,한,암,4세,55,32,문세영,박대흥,♠요시다 가츠미,머리,459(-3),3.1,2.2,
70,4,5,5,,바디스타,한,수,3세,56,30,송재철,임봉춘,김진태a,머리,470(1),7.3,2.9,"반가지큰+,망사눈+,망사-"
71,5,6,3,,위대한파이터,미,거,4세,56,29,김옥성,배휴준,곽승용,4,513(-1),13.5,1,"자극판, 눈가면"
72,6,7,7,,가즈아,한,수,4세,55,26,이혁,김동철,♠장석린외1인(신치구),5,477(11),13.5,17.6,"망사눈, 혀끈"
73,7,8,2,,당대질주,한,암,4세,52,22,김효정,안해양,조성옥,1,463(-1),13.5,5.9,"계란형큰, 망사눈"
74,8,9,1,,달려라속보,한,거,5세,54,21,하정훈,박희철,신영식,1,438(-5),13.5,17.6,"계란형큰, 망사눈"
75,9,10,10,,컬러즈드라고,한,암,4세,54,30,조상범,박윤규,♠(주)자성실업,½,475(-4),13.5,17.6,망사눈
76,10,11,11,,패밀리파크,한,암,4세,53,25,김정준,신삼영,류재욱,코,452(13),13.5,17.6,망사
77,0,1,4,,마이티고,미,거,3세,56,63,먼로,서홍수,♠조병태,,472(5),4.8,2.2,"계란형큰, 망사"
78,1,2,11,,로드반,미,수,3세,57,65,김용근,서범석,♠임종근,1¾,516(5),2,1,망사
79,2,3,2,,엉클오,미,수,4세,56,63,문세영,이신영,♠오종택,3,468(7),2.8,1.5,망사
80,3,4,5,,대군불패,미,수,4세,55,61,안토니오,최용구,♠표종순,5,515(4),101.6,23.7,양털코
81,4,5,8,,황금사자,미,수,4세,51,51,하정훈,임봉춘,진교원,2,484(18),101.6,23.7,"망사, 반가지큰"
82,5,6,10,,플래시제트,미,수,4세,*52,52,빅투아르,리카디,남기태,머리,506(-1),101.6,23.7,망사
83,6,7,3,,와일드파이트,미,거,4세,*52,53,이현종,신삼영,유영준,2½,463(7),101.6,23.7,망사눈
84,7,8,6,,킹오브룰즈,한,수,4세,51,52,최시대,조현수,♠이혜란,4,520(-5),101.6,1.6,승인편자
85,8,9,7,,금아애자일,미,거,3세,51,53,이동하,배대선,♠금아산업(주),코,485(11),101.6,4.7,
86,9,10,1,,청담타이거,미,거,5세,54,59,송재철,서인석,♠김형란,3,485(9),50.8,11.9,망사눈
87,10,11,9,,엘란,한,거,6세,*52,51,김동수,박병일,박기태,1¾,452(-2),9.2,2.2,계란형큰
88,0,1,3,,흥바라기,한,수,2세,55,32,이준철,김대근,♠고광숙,,447(-3),6,3.2,
89,1,2,5,,화이트참,한,수,2세,55,30,김동수,전승규,♠김세민,1¾,458(0),16.4,3.2,"계란형큰, 눈가면"
90,2,3,9,,치프인디,한,수,2세,55,,문세영,박대흥,♠박남성,목,495(6),65.6,9.6,"망사눈+,망사-"
91,3,4,11,,옥스퍼드킹,한,수,2세,55,32,함완식,박재우,♠민형근,½,466(2),8.2,3.2,망사
92,4,5,6,,질주대로,한,수,2세,55,,임기원,신삼영,♠이혜란,1½,457(-5),5,3.2,망사
93,5,6,8,,블랙참,한,수,2세,55,,김용근,송문길,♠김세민,4,473(0),65.6,9.6,망사-
94,6,7,12,,황금파워,한,암,2세,53,30,박을운,임봉춘,♠송진석,2,474(1),3.9,1,망사
95,7,8,10,,그린짱,한,암,2세,53,,빅투아르,홍대유,♠김재영b,1¾,451(2),21.9,3.2,망사눈
96,8,9,2,,라온다이아,한,암,2세,53,32,이혁,박종곤,♠라온건설,1,433(3),6,9.6,
97,9,10,7,,울트라시대,한,암,2세,53,30,서승운,안병기,♠조명식,3,474(1),65.6,9.6,
98,10,11,4,,청담위키드,한,암,2세,53,,박태종,강환민,♠삼정,코,461(-6),65.6,9.6,망사눈
99,11,12,13,,사만다치타,한,암,2세,53,31,이현종,박병일,♠이관형,5,458(4),8.2,3.2,
100,12,13,1,,크라운조이,한,암,2세,53,,이동하,배대선,♠이미경,2½,475(21),32.8,9.6,
101,13,14,14,,포트스원,한,암,2세,53,29,먼로,서인석,♠조창규,500,498(7),65.6,9.6,눈가면
102,0,1,9,,[부]터치스타맨,한,수,3세,57,70,서승운,김영관,♠우만식,,533(-2),10.2,9.1,"계란형큰, 망사"
103,1,2,2,,[부]블루파워,한,수,3세,57,50,이성재,김길중,♠허필도,4,464(2),28.8,9.1,"반가지큰, 망사눈"
104,2,3,8,,흥행질주,한,수,3세,57,56,이준철,김대근,♠고광숙,½,463(-2),10.2,9.1,망사눈
105,3,4,11,,디터미네이션,한,수,3세,57,59,송재철,서범석,♠청메이칭,8,507(-11),316.8,9.1,"계란형큰, 망사"
106,4,5,4,,롤러블레이드,한,수,3세,57,70,김용근,강환민,♠김형란,4,484(-8),158.4,9.1,"계란형큰, 망사눈"
107,5,6,3,,컴플리트킹덤,한,수,3세,57,59,임기원,박재우,♠장석영,5,584(-2),1.8,1,
108,6,7,1,,[부]영천질주,한,수,3세,57,55,최시대,백광열,♠이종훈,¾,491(-8),3.1,9.1,망사
109,7,8,6,,럭셔리캡틴,한,수,3세,57,43,박을운,김동균,김은갑,2½,523(11),316.8,9.1,"눈가면+,계란형큰-"
110,8,9,13,,[부]선더킹,한,수,3세,57,63,조인권,양귀선,♠한정협,2½,440(-25),158.4,9.1,반가지큰
111,9,10,5,,[부]톱데이,한,수,3세,57,78,정동철,김영관,♠고정수,4,482(-4),316.8,9.1,"계란형큰, 망사"
112,10,11,7,,에이투제트,한,수,3세,57,39,문세영,지용철,♠최성룡,14,471(5),158.4,4.5,"계란형큰, 망사눈"
113,11,,10,,라온터프맨,한,수,3세,57,57,최범현,박종곤,♠라온산업개발(주),주행중지,524(9),10.2,9.1,
114,12,,12,,미라클이천,한,수,3세,57,40,김정준,김윤섭,♠이종욱,주행중지,508(1),316.8,9.1,망사눈+
115,0,1,3,,플래티넘유로,한,거,4세,58,63,문세영,김순근,♠박성구,,521(-1),2.6,2.9,"자극판+, 망사눈"
116,1,2,6,,원더풀마리아,한,암,4세,54,59,김용근,임봉춘,♠(주)녹원목장,6,480(3),6.4,2.9,망사
117,2,3,4,,새내스퍼트,한,수,3세,55,56,함완식,홍대유,♠문금철,3,503(-13),12.8,2.9,망사눈
118,3,4,1,,금아제니스,한,수,4세,55,55,박태종,우창구,♠금아산업(주),3,508(1),12.8,2.9,"망사눈, Triabit"
119,4,5,7,,주먹도끼,한,거,5세,54,51,송재철,임채덕,♠이관형,½,499(0),12.8,2.9,"계란형큰, 망사눈"
120,5,6,2,,업라이트,한,수,4세,56,59,이혁,최상식,♠변갑한,¾,475(4),12.8,2.9,망사
121,6,7,11,,해들뫼,한,거,4세,55,54,빅투아르,정호익,♠박남성,½,502(-3),12.8,2.9,망사눈
122,7,8,9,,금아킹덤,한,수,4세,57,60,박을운,심승태,♠금아산업(주),½,499(7),12.8,2.9,망사
123,8,9,10,,스피드이즈칸,한,수,5세,54,51,김옥성,서정하,대한사료,1,459(1),12.8,2.9,망사눈
124,9,10,8,,기동대장,한,거,5세,56,59,조상범,김점오,♠박재범,1,492(4),12.8,2.9,망사눈
125,10,11,5,,패스트패션,한,거,5세,55,54,신형철,박병일,♠이관형,13,456(-17),12.8,2.9,"계란형큰, 망사눈"
126,0,1,6,,큐피드가이,미,거,4세,52.5,69,이혁,박천서,♠서순배,,441(-12),25.6,2.9,"반가지큰, 망사눈, 혀끈"
127,1,2,1,,제주의하늘,한,암,6세,52,71,박태종,최봉주,♠미즈타니 마사테루,3,436(0),25.6,2.9,계란형큰
128,2,3,8,,라온스톰,한,거,4세,53.5,71,김정준,박종곤,♠라온건설,머리,457(-4),25.6,2.9,"반가지큰, 망사눈"
129,3,4,10,,선더마크,미,암,4세,56.5,80,문세영,박대흥,♠우순근,1½,513(-3),2,2.9,망사눈
130,4,5,3,,크레이지팩터,호,수,5세,53,70,조상범,강환민,♠서창식,½,516(6),25.6,2.9,"계란형큰, 망사"
131,5,6,7,,프리마퀸,한,암,6세,54,75,송재철,서인석,천병득,1,461(2),25.6,2.9,"계란형큰, 눈가면"
132,6,7,9,,원더풀챔피언,한,수,5세,52,68,하정훈,김순근,이장한,1,471(-4),25.6,2.9,망사눈
133,7,8,2,,구름왕자,한,수,4세,53.5,71,김용근,박병일,박기태,1,459(-14),3.2,2.9,망사눈
134,8,9,5,,박차오름,한,암,4세,*52,69,이현종,정호익,최종환,4,459(-7),25.6,2.9,
135,9,10,4,,삼삼빅토리,미,거,5세,54,72,이동진,박윤규,♠박덕희,5,519(13),8.5,2.9,망사눈
136,10,11,11,,한센글로리,한,수,5세,53,70,먼로,김동균,♠박준배,1¼,515(-11),25.6,2.9,망사눈
0,0,1,2,,퀸오브베스트,한,암,2세,53,,김동수,김동균,♠신우철,,443(9),24.8,5.3,망사눈
1,1,2,6,,걸작우먼,한,암,2세,53,,박태종,박윤규,♠박덕희,2,489(11),2.8,1.8,망사눈
2,2,3,8,,대한질주,한,수,2세,55,,박을운,김동철,♠박재범,2½,509(5),6.2,1.8,
3,3,4,7,,페더럴아이,한,수,2세,51,,(-4)김아현,지용철,♠금악목장,2½,486(8),24.8,5.3,Triabit
4,4,5,4,,서에번쩍,한,수,2세,54,,(-1)문성혁,서인석,♠김명환,½,499(11),24.8,5.3,"계란형큰, 혀끈"
5,5,6,12,,질풍백광,한,암,3세,54,,이동진,박대흥,조진환,3,493(8),24.8,5.3,망사
6,6,7,11,,스테디챔피언,한,수,2세,55,,방춘식,김점오,♠신우철,목,519(11),24.8,5.3,
7,7,8,13,,비엔토,한,암,2세,53,,조재로,심승태,♠선우파워텍(주),¾,464(2),24.8,5.3,망사눈
8,8,9,1,,옥추마,한,수,3세,56,,함완식,강성오,♠씨유네트워크,¾,519(15),6.2,1.8,반가지큰
9,9,10,5,,특급여왕,한,암,2세,53,,정평수,최봉주,말사모,1¾,452(8),24.8,5.3,망사눈
10,10,11,10,,엄청난걸,한,암,2세,53,,조한별,김대근,♠고광숙,¾,482(5),6.2,5.3,
11,11,12,14,,선더챔피언,한,수,3세,52,,(-4)임다빈,구자흥,이화연,3,449(4),24.8,5.3,망사
12,12,13,3,,천탑,한,암,2세,53,,김옥성,박천서,조금제,1¾,468(-8),24.8,5.3,망사눈+
13,13,14,9,,정문스타,한,수,2세,55,,김정준,홍대유,♠김재영b,1¼,445(11),24.8,5.3,
14,0,1,1,,우소륭,한,암,2세,53,,김귀배,안해양,임흥호,,480(26),12.8,4.3,망사눈
15,1,2,13,,대천얼짱,한,수,2세,51,,(-4)임다빈,최봉주,♠김경민,2,484(3),12.8,4.3,망사눈
16,2,3,7,,유정챔프,한,수,2세,55,,권석원,서인석,♠이성님,½,485(18),12.8,4.3,
17,3,4,9,,브라이트빅터,한,암,2세,53,,김효정,안병기,함철원,5,470(7),6.4,2.1,망사
18,4,5,4,,선더챔프,한,수,2세,55,,신형철,홍대유,♠최동근,머리,466(21),12.8,4.3,
19,5,6,6,,통천대로,한,암,2세,53,,이준철,김대근,♠김경민,목,480(12),12.8,4.3,
20,6,7,5,,스팟플래터,한,수,2세,55,,김동수,김동균,♠박준배,목,490(5),6.4,2.1,망사눈
21,7,8,12,,라스트보스,한,수,2세,51,,(-4)김아현,지용철,♠김선식,4,483(15),12.8,4.3,
22,8,9,2,,유로아이,한,암,2세,53,,조재로,배휴준,♠오상철,½,481(19),12.8,4.3,망사눈
23,9,10,11,,원더풀러커스,한,암,2세,53,,이동국,서인석,♠지대섭,1,461(1),12.8,4.3,
24,10,11,8,,논스톱기상,한,수,2세,55,,송재철,신삼영,♠태립,1½,493(26),12.8,4.3,망사눈+
25,11,12,10,,위닝질주,한,수,2세,55,,조한별,김동철,♠양순희,7,470(11),12.8,4.3,
26,12,13,14,,패밀리스타,한,암,3세,54,,조상범,손영표,류재욱,7,455(2),12.8,4.3,
27,13,,3,,메인오브킹,한,수,2세,55,,우에다,이관호,♠손병현,주행중지,438(6),12.8,4.3,"계란형큰, 망사"
28,0,1,1,,그랜드캐슬,한,수,2세,55,,김동수,김점오,♠신우철,,477(7),19.2,23.7,
29,1,2,2,,케이프렌지,한,수,2세,55,,이동진,박윤규,♠김영선,½,504(-2),19.2,23.7,망사눈
30,2,3,3,,명진데이,한,수,2세,55,,신형철,전승규,♠정은섭,½,442(-7),19.2,23.7,"망사눈+,Triabit+"
31,3,4,11,,케이엔라이트,한,수,2세,55,,문세영,박대흥,♠조경수,5,506(17),57.6,23.7,"계란형큰+,망사눈+"
32,4,5,14,,빅포스원,한,암,3세,54,,하정훈,구자흥,♠서정범,1,511(9),57.6,23.7,"계란형큰,망사+,눈가면-"
33,5,6,7,,엘리트파워,한,암,2세,53,,이혁,유재길,♠태희종합건설,1¼,451(10),28.8,11.9,"가지, 망사눈"
34,6,7,4,,이스트매직,한,암,2세,53,,임기원,박재우,♠김영구,2½,494(20),57.6,2,망사+
35,7,8,8,,힐링공주,한,암,3세,54,,방춘식,박종곤,이미양,3,427(-2),57.6,11.9,망사눈
36,8,9,12,,온포인트,한,수,2세,55,,이현종,강성오,♠박호균,3,471(13),57.6,2.2,
37,9,10,5,,어서와,한,수,2세,55,,함완식,강환민,♠강용식,½,483(14),1.1,1,"계란형큰, 망사눈"
38,10,11,10,,진또배기,한,수,2세,55,,정평수,지용철,박시용,머리,450(-18),28.8,11.9,
39,11,12,13,,새내윈,한,수,2세,55,,김옥성,홍대유,♠문금철,1½,478(5),57.6,11.9,망사눈
40,12,13,6,,아이언로즈,한,암,2세,53,,김정준,신삼영,♠김선식,¾,484(11),57.6,23.7,망사눈+
41,13,14,9,,차밍붐,한,암,2세,50,,(-4)임다빈,정호익,♠양순희,19,456(38),57.6,23.7,망사눈
42,0,1,6,,치프인디,한,수,2세,55,,문세영,박대흥,♠박남성,,502(7),6.8,2,망사눈
43,1,2,8,,스타블레이드,한,수,2세,55,,이동하,토니,♠김형란,4,473(13),13.6,4,"계란형큰, 망사눈"
44,2,3,12,,조이풀케이,한,암,3세,54,,안토니오,강환민,♠강경운,머리,460(8),13.6,4,"계란형큰, 망사"
45,3,4,7,,빅레드,한,수,2세,54,,(-1)문성혁,서인석,홍상기,2½,466(-6),13.6,4,
46,4,5,13,,그린폭주,한,암,2세,53,,김정준,홍대유,♠김재영b,6,477(6),13.6,4,
47,5,6,5,,글로벌영웅,한,수,2세,55,,이혁,최상식,♠장재형,½,495(21),6.8,4,
48,6,7,9,,한센프리마,한,암,3세,54,,권석원,리카디,남기태,1,465(5),13.6,4,"계란형큰, 망사눈"
49,7,8,4,,선봉골드,한,암,2세,53,,김옥성,박천서,한영석,½,446(8),6.8,4,"반가지큰, 망사눈"
50,8,9,3,,세명나래,한,암,2세,53,,송재철,신삼영,이기철,목,479(-2),13.6,4,망사+
51,9,10,10,,테이크하트,한,암,2세,53,,박을운,임봉춘,♠홍종운,½,454(4),13.6,4,"계란형큰+,눈가면+"
52,10,11,11,,흑룡가무,한,수,2세,55,,우에다,서인석,정승희,6,500(29),13.6,4,"자극판, 망사눈"
53,11,12,1,,배다리장군,한,수,2세,55,,함완식,홍대유,♠송한우,2½,504(29),13.6,4,망사눈+
54,12,13,14,,베스트포스,한,거,3세,56,,이동국,심승태,♠김태성,3,442(-8),13.6,4,망사
55,13,14,2,,상승행진,한,수,2세,55,,정평수,지용철,곽태훈,4,479(19),13.6,4,
56,0,1,12,,모스트스피드,한,암,2세,53,,우에다,서인석,♠고재완,,448(20),13.6,4.8,"계란형큰, 망사눈"
57,1,2,5,,그레이캣,한,수,2세,55,,송재철,서홍수,♠김명식,2½,445(12),4.5,1.6,"계란형큰, 망사눈"
58,2,3,13,,콜조이,한,거,2세,55,,박태종,곽영효,♠이미경,½,460(16),13.6,4.8,
59,3,4,9,,누비고,한,수,2세,54,,(-1)문성혁,서인석,천병득,¾,525(12),13.6,2.4,
60,4,5,2,,챔피언가문,한,수,2세,55,,이동진,박대흥,(주)케이씨피,2½,486(3),13.6,4.8,망사
61,5,6,14,,브라보메이,한,거,2세,55,,조재로,서범석,♠오상철,½,488(4),13.6,4.8,망사
62,6,7,1,,뉴호프,한,암,2세,53,,김옥성,최봉주,♠오상철,¾,475(-18),13.6,4.8,
63,7,8,11,,바잉블레이드,한,수,2세,55,,안토니오,강환민,♠김형란,1½,498(17),6.8,2.4,"계란형큰, 망사눈"
64,8,9,10,,판타지퀸,한,암,2세,53,,김용근,전승규,♠이경희,1¾,469(12),13.6,4.8,망사
65,9,10,6,,케이블레이드,한,암,2세,53,,조한별,토니,♠김형란,9,458(-3),13.6,4.8,"계란형큰,망사눈+,망사-"
66,10,11,7,,도원글로리,한,수,2세,55,,방춘식,최봉주,♠양순희,3,478(0),13.6,4.8,망사눈
67,11,12,3,,세명엠파이어,한,암,2세,53,,하정훈,신삼영,이기철,5,458(-10),13.6,4.8,
68,12,13,8,,문학포리스트,한,수,2세,55,,임기원,박재우,♠황봉기,머리,508(26),13.6,4.8,
69,13,14,4,,울돌목영웅,한,거,2세,55,,박병윤,박천서,이창모,¾,451(15),13.6,4.8,망사눈
70,0,1,11,,탱크삭스,한,암,3세,55,33,박을운,강환민,♠김창식,,462(14),12.8,4.3,망사
71,1,2,9,,제다이,한,암,2세,54,32,문세영,송문길,♠(주)나스카,1,488(11),12.8,4.3,망사
72,2,3,7,,백산선더,한,암,3세,54,31,이현종,리카디,♠이용식,목,455(-1),12.8,4.3,"계란형큰+,혀보정큰-"
73,3,4,13,,럭키클럽,한,수,2세,55,30,이혁,서홍수,이본희,1,455(16),12.8,4.3,
74,4,5,8,,와니케이,한,암,5세,54,29,우에다,유재길,♠김영완,½,459(9),12.8,4.3,"반가지큰, 눈가면"
75,5,6,4,,조이머니,한,암,3세,54,29,조상범,박윤규,♠박덕희,목,510(10),6.4,2.1,망사눈
76,6,7,1,,피어나다,한,암,3세,54,31,함완식,손영표,김창희,2,466(17),12.8,4.3,망사눈
77,7,8,14,,클린하트,한,수,3세,55,26,조한별,김대근,♠김경민,1½,536(12),12.8,4.3,
78,8,9,5,,섀도우퀸,한,암,3세,54,30,하정훈,신삼영,링크폴로,2,465(-3),12.8,4.3,"계란형큰, 눈가면"
79,9,10,10,,럭키스마일,한,암,3세,51,28,(-4)김아현,지용철,♠금악목장,1½,513(4),6.4,2.1,"계란형큰, 망사눈"
80,10,11,3,,가나파크,한,암,3세,51,30,(-4)임다빈,구자흥,♠김한수,목,496(-4),12.8,4.3,
81,11,12,6,,러브위드미,한,암,3세,54,29,김효정,배대선,♠서창식,20,480(-11),6.4,2.1,"계란형큰, 망사눈"
82,12,13,2,,더블블랙,한,암,2세,53,30,박현우,최용구,♠강무웅,92,503(15),12.8,4.3,반가지큰
83,13,,12,,피케이돌풍,한,거,3세,57,34,김정준,심승태,♠김태성,출전제외,479(3),----,----,망사눈
84,0,1,13,,조지퀸,한,암,3세,55,35,박현우,이관호,♠김순건,,499(10),20.8,9.9,망사
85,1,2,3,,청담컬링,한,수,3세,57,34,김용근,강환민,♠삼정,2,489(6),20.8,1,"계란형큰, 망사눈"
86,2,3,5,,드림머니,한,거,4세,56,29,이동진,박윤규,♠박덕희,3,478(8),10.4,3.3,망사눈
87,3,4,6,,원앤온리,한,암,3세,51,29,(-4)김아현,지용철,♠조용학,2,491(-8),3,4.9,눈가면
88,4,5,7,,라온블러드,한,암,3세,55,34,조상범,안병기,♠라온건설,1½,502(14),3.5,1,망사눈
89,5,6,9,,베스트타임,한,암,2세,53,30,하정훈,임봉춘,♠김태성,1,471(-1),20.8,9.9,
90,6,7,8,,하이퍼카,한,수,3세,57,32,김효정,배대선,♠장석은,머리,461(2),20.8,9.9,
91,7,8,2,,바람의소리,한,암,4세,54,29,박병윤,임봉춘,♠류화영,코,479(-3),20.8,9.9,망사눈
92,8,9,4,,새로운보배,한,암,4세,54,31,김정준,심승태,류재욱,2,471(1),20.8,9.9,계란형큰
93,9,10,1,,골든제이,한,암,4세,54,31,이현종,최영주,최명균,머리,473(4),20.8,9.9,반가지큰
94,10,11,10,,야호골든캣,한,수,3세,56,31,김덕현,박재우,이태식,5,502(3),20.8,9.9,망사
95,11,12,14,,클린업트리오,한,거,4세,57,35,함완식,강성오,♠씨유네트워크,2,508(4),20.8,9.9,계란형큰
96,12,13,12,,하루온,한,암,3세,54,29,조한별,박병일,♠임동현,2,472(7),20.8,9.9,
97,13,14,11,,골드필드,한,암,4세,54,30,우에다,조현수,윤영기,목,460(16),20.8,9.9,"계란형큰, 망사"
98,0,1,8,,티즈시티,한,수,4세,56,44,안토니오,서인석,♠김병진,,481(-13),5.8,4,"계란형큰, 망사눈"
99,1,2,12,,페더럴캣,한,수,4세,53,50,(-4)김아현,지용철,♠금악목장,2½,491(3),23.2,4,"계란형큰, 망사눈"
100,2,3,14,,굿바우,한,암,3세,53,42,이혁,이희영,이재상,½,494(8),5.8,4,망사눈
101,3,4,13,,날아라힐,한,암,4세,54,46,(-1)문성혁,서인석,♠최상기,3,532(15),23.2,4,
102,4,5,6,,에이스캔트,한,거,5세,55,42,조상범,박윤규,♠김지훈,머리,503(8),23.2,4,
103,5,6,4,,왕탱이,한,거,3세,56,44,신형철,박대흥,죽마조합,1¾,479(-2),11.6,2,승인편자
104,6,7,3,,비사연,한,거,4세,56,44,김정준,심승태,전좌식,코,466(10),23.2,4,망사눈+
105,7,8,7,,호스퀸,한,암,4세,54,43,하정훈,신삼영,링크폴로,2½,489(-2),11.6,4,
106,8,9,9,,샤이니파이어,한,암,3세,52,38,송재철,최영주,♠손병철,목,471(4),11.6,4,
107,9,10,1,,인듀어런스,한,수,4세,55,39,정평수,지용철,♠조용학,3,542(-4),23.2,4,
108,10,11,10,,하늘을달리다,한,거,4세,57,50,김옥성,안병기,♠우태율,½,520(4),23.2,4,망사
109,11,12,11,,천강성,한,수,5세,57,50,이동하,강성오,♠씨유네트워크,1½,469(6),5.8,4,망사눈
110,12,13,2,,기븐위켄드,한,거,4세,56,45,우에다,김순근,배선규,1¾,463(-3),7.7,4,"반가지큰, 망사눈"
111,13,14,5,,피렌체힐,한,수,4세,57,50,권석원,신삼영,안병렬,12,485(3),11.6,4,망사눈
112,0,1,10,,에코빅터,미,거,3세,57,49,박태종,김점오,♠이일형,,511(16),5,4,"반가지큰, 망사눈"
113,1,2,12,,장산골드,미,암,3세,52,37,김효정,최용건,♠김병진,7,508(19),24.8,4,망사
114,2,3,14,,발베니,미,수,2세,55,45,송재철,최용구,♠강무웅,코,502(16),12.4,4,"반가지큰+,계란형큰-,눈가면-"
115,3,4,9,,새내아이린,미,암,3세,55,47,김용근,홍대유,♠문금철,1¼,475(8),5,2,
116,4,5,2,,오클랜드삭스,뉴,거,3세,57,47,안토니오,이신영,♠김창식,1¾,500(11),5,4,계란형큰-
117,5,6,8,,판타스틱,미,암,3세,52,37,이동진,박대흥,♠청수,3,456(-2),24.8,4,망사눈
118,6,7,1,,흥과기쁨,미,수,2세,53,37,이준철,김대근,♠고광숙,2½,484(7),24.8,4,망사눈+
119,7,8,6,,대마불사,미,수,3세,54,38,박현우,최용구,이미양,3,542(7),24.8,4,계란형큰
120,8,9,4,,문학럭키,미,거,2세,53,38,임기원,박재우,♠권경자,½,449(2),24.8,4,
121,9,10,3,,환한미소,미,암,2세,51,37,(-4)김아현,구자흥,♠김한수,1¼,461(12),24.8,4,망사
122,10,11,13,,천군,미,거,3세,54,38,우에다,이관호,♠황은호,코,470(-6),24.8,4,망사눈
