,Unnamed: 0,Unnamed: 0.1,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황,말전적
1091,81,7,8.0,5,천둥여울,한,암,4세,55,46.0,김동수,최용건,♠김광명,½,477(-2),14.9,4.0,망사눈,
1092,82,8,9.0,9,러닝킹,한,수,3세,53.5,39.0,김용근,지용철,♠오종환,1¼,515(3),17.3,3.5,"계란형큰,망사",13(1/4/0)
1093,83,9,10.0,4,가나파크,한,암,4세,*52,38.0,먼로,안해양,♠김한수,6,481(-3),17.3,2.4,,
1094,84,10,11.0,12,솔개바람,한,암,5세,*52,36.0,조한별,이희영,♠이종욱,5,486(4),124.2,14.5,계란형큰,
1095,85,11,12.0,2,굿바우,한,암,4세,52.5,41.0,다비드,이희영,이재상,3,490(-17),50.3,13.5,망사눈,
1096,86,0,1.0,8,문학보스,미,거,4세,57,63.0,문세영,박종곤,♠권경자,,467(3),8.9,2.2,,19(3/1/3)
1097,87,1,2.0,11,멋진왕자,미,수,4세,58,65.0,안토니오,박윤규,정기찬,1¼,510(2),12.1,2.7,,20(2/4/2)
1098,88,2,3.0,12,마이티지,미,수,3세,*52,52.0,박태종,서홍수,♠조병태,2½,474(1),2.6,1.5,,8(2/3/2)
1099,89,3,4.0,4,노던타임,미,거,3세,*52,50.0,문성혁,서인석,♠최상기,1,497(2),5.2,1.9,"계란형큰,망사눈+",7(3/0/1)
1100,90,4,5.0,5,몬스터케이,미,거,3세,54.5,58.0,장추열,우창구,♠강경운,¾,502(8),4.8,1.9,망사,13(3/0/3)
1101,91,5,6.0,3,새내스퍼트,한,수,4세,55,59.0,함완식,홍대유,♠문금철,목,514(2),8.8,2.6,망사눈,19(3/3/4)
1102,92,6,7.0,10,풀부스터,미,수,4세,52,61.0,(-4)김아현,임봉춘,♠최몽주,목,459(-4),26.4,7.2,망사,18(1/3/4)
1103,93,7,8.0,7,파이널칸지노,호,거,6세,*52,51.0,정정희,리카디,♠이강운,2,503(4),33.7,4.3,,17(1/3/0)
1104,94,8,9.0,6,금자유,미,암,4세,56,65.0,유승완,박병일,♠배태곤,½,484(11),32.1,11.3,"계란형큰,망사눈",21(2/3/2)
1105,95,9,10.0,9,케미블루,미,수,5세,52.5,54.0,다비드,서정하,길용우,½,512(0),71.7,8.6,,32(0/5/1)
1106,96,10,11.0,2,그린다르크,한,암,5세,51,52.0,임기원,구자흥,♠김재영b,¾,456(-7),33.2,6.4,눈가면,28(4/3/2)
1107,97,11,12.0,1,베스트럭키,한,수,4세,53,57.0,(-1)임다빈,최상식,♠임한용,2½,495(13),105.0,15.9,망사눈,21(5/1/1)
1108,98,0,1.0,8,유니콘알파,미,수,3세,54,37.0,문세영,최용구,♠권태석,,520(7),3.8,1.6,,13(2/0/1)
1109,99,1,2.0,4,베링맨,미,거,3세,56,44.0,장추열,박천서,♠박평양,½,464(-7),3.3,1.4,"망사,반가지큰,혀끈",15(0/3/2)
1110,100,2,3.0,5,싱그러운타임,한,암,5세,54,42.0,문정균,곽영효,♠최임규,3,488(1),36.1,4.4,망사눈,
1111,101,3,4.0,1,스피디루키,미,수,3세,56,48.0,(-2)모준호,송문길,이미양,1,474(-1),2.5,1.4,"망사눈,반가지큰",11(0/3/3)
1112,102,4,5.0,3,안양옥센,미,거,4세,57,45.0,다실바,구자흥,(주)에이에프피,1½,474(-6),10.5,2.5,"계란형큰,망사눈,자극판,혀끈+",15(1/2/2)
1113,103,5,6.0,2,명진스톰,미,암,4세,52,36.0,박현우,최용건,♠정은섭,2,480(8),48.5,4.0,"계란형큰+,망사눈+,가지-,망사-",
1114,104,6,7.0,10,언비튼가이,미,수,4세,54,38.0,송재철,배휴준,♠오상철,1¾,510(-3),92.2,6.7,눈가면,
1115,105,7,8.0,7,아메리칸포스원,미,거,4세,54,36.0,빅투아르,지용철,♠서정범,코,510(1),85.4,19.9,"계란형큰,망사",33(0/0/4)
1116,106,8,9.0,6,어나더클래스,미,수,3세,54,36.0,조상범,박대흥,♠이일형,5,557(3),77.4,10.2,"계란형큰,승인편자",4(0/0/0)
1117,107,9,10.0,9,천년의비,한,암,5세,55,46.0,김용근,임봉춘,♠류주영,1¾,478(0),33.8,6.2,,29(2/1/3)
1118,108,10,11.0,12,은어축제,미,수,4세,54,38.0,정정희,박재우,♠럭키팜,¾,510(14),43.4,6.6,망사눈,17(0/1/3)
1119,109,11,12.0,11,엉클벨,미,거,4세,53,45.0,(-4)김아현,이신영,♠오종택,7,498(8),18.8,3.9,,17(1/0/2)
1120,110,0,1.0,5,문학치프,미,수,6세,60,137.0,문세영,정호익,♠권경자,,539(-5),2.4,1.3,"계란형큰,망사눈",29(14/5/3)
1121,111,1,2.0,10,플래티넘유로,한,거,5세,54,81.0,정정희,최용건,♠박성구,3,520(0),78.4,4.2,"계란형큰,망사눈",18(6/2/0)
1122,112,2,3.0,6,페네트로,한,거,6세,54,83.0,부민호,서범석,♠카도노 시게오,목,478(4),146.2,25.5,망사눈,
1123,113,3,4.0,11,문학타이거,미,수,5세,54,96.0,유승완,박재우,♠황봉기,½,517(16),36.2,3.5,혀끈+,25(5/4/2)
1124,114,4,5.0,8,청담도끼,미,거,7세,60,138.0,안토니오,토니,♠김병진,1,504(-2),7.0,2.0,"계란형큰,망사눈,승인편자",38(18/7/2)
1125,115,5,6.0,3,토스코노바캣,미,수,6세,54,97.0,조상범,구자흥,♠표종순,¾,512(1),105.3,5.7,반가지큰,29(5/5/5)
1126,116,6,7.0,9,어나더스마트원,미,거,7세,54,98.0,장추열,이관호,♠박남성,코,496(-2),185.6,44.0,망사,34(6/4/3)
1127,117,7,8.0,4,릴패트론,미,거,5세,54,100.0,먼로,서인석,♠고재완,2,490(8),7.2,1.6,"계란형큰,눈가면",24(4/5/2)
1128,118,8,9.0,2,마스크,한,수,6세,54,97.0,김용근,임봉춘,김진태a,5,484(-2),64.2,5.1,"망사눈+,망사-",29(5/6/5)
1129,119,9,10.0,7,로드위너,미,수,6세,55,105.0,김효정,구자흥,♠표종순,8,520(-9),292.4,13.7,"눈가면,반가지큰",
1130,120,10,11.0,1,아이언삭스,미,수,4세,54,95.0,김동수,이신영,♠김창식,¾,470(-6),2.1,1.2,혀보정큰,21(7/3/2)
1131,0,0,1.0,12,빅스고,한,수,2세,55,,박태종,우창구,♠이선호,,485(-4),9.7,1.6,망사,5(2/1/0)
1132,1,1,2.0,8,한강챔프,한,거,2세,55,,최범현,곽영효,♠나기두,¾,522(5),1.3,1.1,"계란형큰,양털코",5(0/3/0)
1133,2,2,3.0,7,글로벌프라임,한,암,2세,53,,장추열,최상식,♠장재형,목,508(4),7.6,1.6,,3(0/0/1)
1134,3,3,4.0,2,매직러시,한,수,2세,55,,문성혁,서인석,♠최상기,1,494(8),37.5,4.4,계란형큰+,5(1/0/0)
1135,4,4,5.0,9,스마트블루,한,암,2세,53,,조상범,강환민,♠이종원,3,466(-19),16.2,3.4,"계란형큰+,망사+",5(0/1/1)
1136,5,5,6.0,5,은혜드림,한,암,2세,53,,이동국,박병일,강태구,1½,435(3),32.0,5.7,,5(0/0/1)
1137,6,6,7.0,4,런던스카이,한,수,2세,55,,김효정,안해양,임현성,2½,470(15),274.3,34.0,망사,4(1/0/0)
1138,7,7,8.0,1,원평광야,한,암,2세,52,,(-1)임다빈,정호익,♠김용재,¾,472(0),17.7,2.4,반가지큰+,4(0/0/0)
1139,8,8,9.0,6,송암레전드,한,수,2세,55,,안토니오,최용구,♠송암축산,½,517(2),124.9,16.0,"계란형큰,망사눈-",3(0/0/0)
1140,9,9,10.0,3,미라클케이,한,암,2세,53,,먼로,박대흥,♠강경운,3,448(17),55.2,13.8,눈가면-,4(0/0/0)
1141,10,10,11.0,10,그랜드파워,한,수,2세,55,,송재철,김동균,♠박민지,½,516(12),29.3,3.6,,6(0/2/0)
1142,11,11,12.0,11,레이볼트,한,암,2세,53,,이용호,이신영,희망홀스,5,512(-8),264.9,35.3,,2(0/0/0)
1143,12,0,1.0,4,정상제트,한,암,2세,53,,먼로,박희철,♠정동진,,471(-5),22.0,3.1,눈가면,6(1/0/0)
1144,13,1,2.0,5,글로벌매직,한,수,2세,55,,함완식,최상식,♠장재형,목,461(-1),2.6,1.2,망사눈,6(0/2/2)
1145,14,2,3.0,12,베스트야,한,암,2세,53,,김귀배,이희영,베스트샤인조합,2,465(-6),45.6,4.0,눈가면,5(1/0/3)
1146,15,3,4.0,10,벼락,한,수,2세,55,,빅투아르,안해양,♠공이공팔,1,481(1),308.5,23.7,,6(1/1/0)
1147,16,4,5.0,7,올포유어드림,한,수,2세,55,,송재철,신삼영,♠서창식,1,471(-15),6.5,2.1,망사눈,4(0/1/0)
1148,17,5,6.0,13,태양마,한,수,2세,55,,문세영,이관호,♠박남성,목,492(0),2.6,1.7,망사,
1149,18,6,7.0,14,세인트루카,한,수,2세,55,,김용근,서인석,김재성b,코,462(3),75.2,8.9,계란형큰,5(1/0/1)
1150,19,7,8.0,6,브라이트해피,한,암,2세,51,,(-2)모준호,조현수,함철원,2,474(-14),554.2,84.1,"계란형큰,망사-",6(0/0/0)
1151,20,8,9.0,1,대박스타,한,수,2세,55,,박을운,김동철,♠오종환,¾,481(2),11.9,2.3,승인편자-,5(0/2/1)
1152,21,9,10.0,9,우뚝,한,수,2세,55,,박태종,우창구,♠배은정,½,482(2),21.9,5.1,망사,4(0/0/1)
1153,22,10,11.0,11,우청륭,한,수,2세,55,,안토니오,토니,임흥호,½,470(1),123.3,13.5,"계란형큰,망사눈+,망사-",3(0/0/0)
1154,23,11,12.0,3,퍼스트슈,한,수,2세,55,,장추열,심승태,전영애,½,481(5),11.1,2.9,망사,2(0/0/0)
1155,24,12,13.0,2,스탠바이미,한,수,2세,55,,박현우,임봉춘,♠홍종운,3,501(1),235.6,57.9,눈가면,3(0/0/0)
1156,25,13,14.0,8,골드윙,한,수,2세,55,,조상범,최영주,말사모,8,456(5),462.4,51.5,망사눈,5(1/0/0)
1157,26,0,1.0,14,다이아마이트,한,암,3세,54,,빅투아르,안병기,♠우태율,,488(-3),16.5,3.4,"계란형큰,망사",6(1/0/0)
1158,27,1,2.0,3,천리총,한,암,2세,53,,조상범,배휴준,조금제,목,470(-9),2.1,1.3,,8(0/3/0)
1159,28,2,3.0,11,티나,한,암,3세,54,,유승완,이관호,곽홍석,2,478(-20),6.6,2.2,"계란형큰,망사눈",10(0/1/2)
1160,29,3,4.0,8,명진캔디,한,암,3세,54,,황순도,임봉춘,♠(주)자성실업,목,479(-5),42.1,5.2,눈가면,10(0/0/0)
1161,30,4,5.0,7,드림스피드,한,암,2세,53,,정정희,리카디,남기태,½,462(2),9.9,3.0,양털코,7(1/1/1)
1162,31,5,6.0,13,원더풀우먼,한,암,3세,54,,박을운,조현수,♠김선식,1½,485(0),10.5,2.6,"계란형큰,망사",6(0/2/1)
1163,32,6,7.0,10,뉴호프,한,암,3세,54,,박태종,최봉주,♠오상철,2,473(-14),4.3,1.8,계란형큰,8(0/0/3)
1164,33,7,8.0,9,과천신세계,한,암,3세,54,,하정훈,신삼영,♠김성진,½,489(1),27.3,6.1,"계란형큰,혀끈",15(0/0/1)
1165,34,8,9.0,4,카지노스타,한,암,3세,54,,박상우,서범석,♠미즈타니 마사테루,2,422(-10),275.3,41.7,망사,7(0/0/0)
1166,35,9,10.0,2,파이널에이스,한,암,4세,52,,(-2)모준호,조현수,♠김선식,½,484(6),199.4,27.4,"계란형큰,망사눈",
1167,36,10,11.0,1,사랑다모아,한,암,3세,54,,장추열,손영표,박흥길,¾,476(10),27.0,3.3,망사,8(0/0/1)
1168,37,11,12.0,12,어드밴스,한,암,4세,54,,김효정,최봉주,정승희,2,431(-15),149.9,16.0,망사눈,17(0/0/2)
1169,38,12,13.0,5,인빅터스,한,암,3세,54,,다비드,최용건,♠김정철,6,479(-6),55.5,9.3,"계란형큰,망사",8(0/1/0)
1170,39,13,14.0,6,쿨게이트,한,암,3세,54,,김옥성,이희영,♠이종욱,2,457(-3),264.1,18.5,망사눈,
1171,40,0,1.0,1,파란왕자,한,수,4세,55,31.0,빅투아르,박병일,박기태,,485(2),7.2,2.5,"계란형큰,눈가면",
1172,41,1,2.0,10,파워박스,한,수,2세,54,31.0,김용근,송문길,♠정형철,코,472(5),15.9,3.2,,6(2/1/0)
1173,42,2,3.0,5,스타워즈,한,거,3세,54.5,30.0,다비드,서홍수,이본희,1,465(3),4.9,1.7,"계란형큰,망사눈",10(2/2/2)
1174,43,3,4.0,12,레이디퍼스트,한,암,2세,52,31.0,문세영,이관호,♠김성래,¾,493(8),4.2,2.1,망사,4(2/0/0)
1175,44,4,5.0,7,삼정타퍼즈,한,거,4세,53.5,28.0,안토니오,토니,♠김형란,¾,478(8),29.7,4.6,"계란형큰,망사눈+,양털코-",10(1/1/1)
1176,45,5,6.0,2,하이하이,한,수,3세,57,35.0,장추열,정호익,♠김경민,목,528(7),3.9,1.7,"계란형큰,망사눈",11(5/1/3)
1177,46,6,7.0,8,천둥세자,한,수,3세,55,31.0,김동수,김동균,♠김영근,머리,464(2),23.3,5.4,"계란형큰,망사눈",13(2/0/1)
1178,47,7,8.0,3,유쾌한날들,한,수,2세,53.5,32.0,(-1)임다빈,박재우,♠김세권,1½,477(17),6.9,2.1,망사,6(2/0/1)
1179,48,8,9.0,4,선더챔프,한,수,3세,56,33.0,최범현,홍대유,♠최동근,5,469(-3),10.7,2.8,계란형큰,11(2/3/0)
1180,49,9,10.0,9,원더풀금성,한,암,3세,*52,27.0,조상범,신삼영,♠조창규,2,465(7),118.0,28.1,"망사,혀끈-",11(0/2/0)
1181,50,10,11.0,6,불의가속,한,거,3세,53,27.0,유승완,손영표,신상섭,1,447(5),50.8,12.8,"계란형큰,망사눈",8(0/3/0)
1182,51,11,12.0,11,가가나,한,수,4세,54,29.0,정정희,박재우,이경호,½,528(-7),110.2,30.9,,
1183,52,0,1.0,7,맥스런,미,암,3세,56,46.0,문세영,이관호,권기연,,473(-3),2.3,1.3,"계란형큰,망사",10(2/1/2)
1184,53,1,2.0,4,마성투혼,한,암,4세,54,42.0,문성혁,서인석,천사들의 안장,1,465(1),65.3,12.9,"계란형큰,망사눈",20(2/3/3)
1185,54,2,3.0,10,엠제이포인트,미,암,3세,51.5,37.0,유현명,김동균,♠박민지,1,446(-12),23.2,3.9,,13(0/1/3)
1186,55,3,4.0,8,그레이스퀸,한,암,4세,52,38.0,유승완,홍대유,♠정이철,목,448(-5),36.0,7.0,망사눈,17(3/1/3)
1187,56,4,5.0,11,파워타워,한,암,4세,54,42.0,김용근,최봉주,윤지중,1½,470(-5),3.8,1.6,망사-,13(1/3/1)
1188,57,5,6.0,12,챌린지삭스,한,암,4세,*52,36.0,김동수,이관호,♠김창식,½,450(-2),23.8,5.6,"계란형큰,망사",15(2/1/2)
1189,58,6,7.0,1,팬시팬츠,한,암,3세,51,36.0,다비드,서홍수,윤지중,1¼,427(-2),15.5,3.0,,13(1/2/1)
1190,59,7,8.0,9,리드보컬,한,암,3세,53,40.0,송재철,안병기,강현철,4,491(-5),15.8,2.4,망사눈,14(4/0/1)
1191,60,8,9.0,5,로맨스참,미,암,3세,52.5,39.0,박을운,김동철,♠김세민,¾,429(-2),15.2,3.2,망사,
1192,61,9,10.0,6,파노라마퀸,미,암,3세,51,36.0,정동철,김동균,♠김영근,1¼,448(-10),225.6,39.5,계란형큰,10(0/0/0)
1193,62,10,11.0,3,세렌디피티야,미,암,4세,51,36.0,조한별,안병기,♠우태율,½,472(-4),191.1,30.1,"계란형큰,망사눈",17(0/0/0)
1194,63,11,12.0,2,그린질주,미,암,3세,54.5,43.0,최범현,홍대유,♠김재영b,2,460(-5),4.6,1.7,망사눈,12(1/0/1)
1195,64,0,1.0,2,원더풀데블,한,암,3세,55,33.0,김용근,서홍수,♠(주)녹원목장,,476(6),5.2,1.5,망사,11(2/0/2)
1196,65,1,2.0,12,선파이팅,한,암,4세,54,28.0,부민호,서범석,이신근,1½,470(-9),61.4,7.6,계란형큰,19(1/2/1)
1197,66,2,3.0,8,런런런,한,수,3세,56,29.0,최범현,서범석,♠청메이칭,1¼,469(-2),5.0,2.0,망사,11(0/3/2)
1198,67,3,4.0,5,바이킹하트,한,거,3세,56,28.0,이용호,이신영,♠(주)디알엠씨티,4,486(16),54.0,8.9,계란형큰,11(1/2/0)
1199,68,4,5.0,3,피케이돌풍,한,거,4세,55,31.0,(-1)임다빈,심승태,♠김태성,2½,475(-3),53.9,7.5,망사,20(2/2/1)
1200,69,5,6.0,11,호크의영광,한,거,5세,55,27.0,다비드,최봉주,♠코리아호스랜드,¾,483(4),6.4,2.2,계란형큰,29(0/1/5)
1201,70,6,7.0,7,찬란한날,한,수,3세,57,34.0,장추열,임봉춘,진교원,1,455(9),2.5,1.2,"망사,혀끈",12(1/3/0)
1202,71,7,8.0,1,청산강호,한,수,3세,57,33.0,먼로,이관호,♠황은호,¾,502(5),6.4,2.1,망사,14(1/1/2)
1203,72,8,9.0,4,와일드우즈,한,거,4세,55,25.0,조한별,최용구,♠최동근,1½,486(7),87.0,14.3,"망사눈,자극판+",
1204,73,9,10.0,6,알파독,한,거,4세,56,31.0,조상범,박대흥,♠우순근,3,515(7),67.2,12.2,"계란형큰,망사눈",12(1/1/1)
1205,74,10,11.0,10,아킬리온,한,수,3세,56,30.0,송재철,안해양,♠김한수,2,491(-5),53.0,13.4,,
1206,75,11,12.0,9,빅포켓,한,거,3세,56,29.0,안토니오,최봉주,♠이용식,1,512(-18),24.5,6.5,망사눈,10(1/0/0)
1207,76,0,1.0,10,메니스피드,한,수,5세,55,56.0,송재철,조현수,♠최몽주,,537(-2),50.8,9.2,"계란형큰,망사눈",32(3/7/9)
1208,77,1,2.0,5,천지여걸,한,암,4세,53,56.0,유승완,김동균,♠최임규,½,492(-3),12.2,2.8,"계란형큰,망사눈",15(3/4/3)
1209,78,2,3.0,8,루킹굿,한,수,5세,57,61.0,페로비치,전승규,♠신우철,½,499(-4),6.6,2.2,"계란형큰,눈가면,혀끈",16(4/0/6)
1210,79,3,4.0,6,황금해,한,수,4세,54,53.0,장추열,임봉춘,진교원,2½,472(5),11.8,2.7,망사눈,15(2/3/4)
1211,80,4,5.0,3,머니지프,한,거,6세,56,58.0,다비드,배대선,강종우,½,477(1),3.5,1.4,망사눈,44(3/2/8)
1212,81,5,6.0,11,만석지기,한,수,5세,55,56.0,박태종,박종곤,강태구,1,477(-8),3.1,1.5,망사눈,22(5/2/4)
1213,82,6,7.0,9,스피드황룡,한,거,6세,54,51.0,김용근,김점오,과천시청,1,511(3),27.6,8.1,망사눈,
1214,83,7,8.0,7,대군파워,한,거,5세,54,53.0,하정훈,구자흥,♠표종순,1¾,460(-3),24.3,4.6,"계란형큰+,망사,혀끈",23(3/2/4)
1215,84,8,9.0,4,룰브레이커,한,수,5세,56,57.0,문정균,서정하,♠오종택,9,485(-1),68.8,14.2,,26(3/4/5)
1216,85,9,10.0,12,어마무시,미,거,4세,54,41.0,조한별,안병기,♠우태율,1¾,507(-6),94.3,18.5,"망사+,망사눈-,혀끈-",15(1/1/1)
1217,86,10,11.0,1,최강파티,한,거,5세,54,53.0,빅투아르,박병일,♠이강운,3,506(-2),4.9,1.6,"계란형큰,눈가면",21(3/2/4)
1218,87,11,12.0,2,적벽신화,미,거,6세,55,54.0,김어수,조현수,이창모,10,484(-5),159.8,36.3,"계란형큰,망사눈",
1219,88,0,1.0,2,심장의고동,한,수,5세,57,100.0,문세영,지용철,♠오종환,,508(-7),6.3,2.1,계란형큰,24(9/1/3)
1220,89,1,2.0,12,금아애크미,한,수,5세,57,73.0,먼로,이관호,♠금아산업(주),1¾,480(0),52.4,11.0,"계란형큰,망사눈,혀끈",23(6/3/2)
1221,90,2,3.0,4,흥행질주,한,수,4세,57,98.0,박을운,이준철,♠임한용,1½,465(2),9.5,3.2,망사눈,19(8/2/5)
1222,91,3,4.0,11,정문사이,한,수,5세,57,75.0,박태종,홍대유,♠김재영b,1,544(2),34.0,8.2,"계란형큰,망사",18(6/2/3)
1223,92,4,5.0,15,[부]판타스틱맨,한,수,4세,57,80.0,페로비치,방동석,♠신우철,1,525(-8),3.4,1.7,"계란형큰,망사",
1224,93,5,6.0,8,카빙크로스,한,수,4세,57,85.0,함완식,김동균,♠공이공팔,코,490(-4),7.1,2.5,망사눈,15(8/1/2)
1225,94,6,7.0,7,[부]록초이스,한,수,5세,57,98.0,다실바,강형곤,♠김준현,1,556(4),12.1,3.3,"Triabit ,망사눈",
1226,95,7,8.0,1,허쉬대보,한,수,5세,57,87.0,김용근,전승규,♠박철근,4,496(-10),18.8,3.4,"Triabit ,망사,혀끈-",18(7/2/0)
1227,96,8,9.0,9,정문서미트,한,수,4세,57,57.0,최범현,홍대유,♠김재영b,4,513(-8),68.3,16.1,망사,20(3/3/3)
1228,97,9,10.0,10,원더풀이블,한,수,5세,57,85.0,송재철,서범석,♠지대섭,1½,490(4),87.2,27.4,"계란형큰,망사눈",27(7/3/1)
1229,98,10,11.0,13,장산플라이,한,거,5세,57,69.0,안토니오,토니,♠김형란,1¾,469(-4),75.4,12.8,"계란형큰+,망사,승인편자,혀끈",26(5/4/3)
1230,99,11,12.0,3,[부]히든챔프,한,거,6세,57,82.0,(-2)모준호,백광열,♠이장현,2,536(13),97.9,18.4,"계란형큰,망사+",
1231,100,12,13.0,16,[부]터치스타맨,한,수,4세,57,93.0,임성실,김영관,♠우만식,5,529(-15),4.4,1.9,"망사+,망사눈-",
1232,101,13,14.0,6,[부]스피드퓨리,한,거,6세,57,98.0,유현명,김재섭,♠김지열,1½,485(-7),15.1,3.9,계란형큰,
1233,102,14,15.0,14,[부]라피도맨,한,거,5세,57,92.0,정동철,이상영,♠우만식,1¾,498(-11),81.8,25.1,"계란형큰,망사눈",
1234,103,15,16.0,5,[부]석세스파티,한,거,5세,57,77.0,김어수,민장기,♠이종훈,14,528(-19),71.0,11.8,"계란형큰,망사",
1235,104,0,1.0,10,파크윈,한,수,4세,56,45.0,빅투아르,이희영,임현성,,493(1),12.4,2.7,망사,16(5/3/0)
1236,105,1,2.0,8,울트라킹,한,거,3세,53,39.0,김용근,안병기,♠조명식,머리,485(-4),4.1,1.6,망사눈,15(2/2/3)
1237,106,2,3.0,7,케이엔매직,한,암,3세,53,43.0,문세영,박대흥,♠조경수,4,484(2),3.3,1.9,"망사,승인편자",10(2/3/2)
1238,107,3,4.0,4,배다리캔디,한,암,3세,*52,39.0,최범현,홍대유,♠송한우,머리,471(-3),10.9,4.0,망사눈,16(2/1/1)
1239,108,4,5.0,2,대산특급,한,수,3세,52,37.0,먼로,구자흥,말사모,1,463(0),9.9,3.2,"망사눈,반가지큰",9(4/0/0)
1240,109,5,6.0,5,레드백,한,수,3세,54,41.0,박현우,박천서,윤훈현,½,489(2),8.7,2.2,"망사눈,혀끈",9(3/1/2)
1241,110,6,7.0,12,럭키월드,한,수,3세,57.5,48.0,송재철,김동균,♠윤대우,목,462(-6),7.7,2.1,"계란형큰,망사눈",13(3/2/2)
1242,111,7,8.0,11,천지폭풍,한,거,5세,52.5,38.0,문성혁,서인석,홍상기,1,452(-4),29.6,4.6,"계란형큰,양털코",24(3/1/2)
1243,112,8,9.0,6,농본바다,한,암,3세,51,38.0,다비드,배대선,♠김용래,2,466(-2),50.6,11.0,,13(3/1/3)
1244,113,9,10.0,9,달리는빛깔,한,수,4세,52,45.0,(-4)김아현,지용철,김종식,1½,483(4),61.5,14.4,망사눈,21(3/3/3)
1245,114,10,11.0,1,제이에스파워,한,거,4세,53.5,40.0,함완식,손영표,♠박정재,6,482(-12),10.9,4.4,망사눈,17(3/0/0)
1246,115,11,12.0,3,원더케이,한,수,5세,52,37.0,박태종,우창구,♠강경운,2½,489(7),41.3,9.1,"Triabit ,망사눈",16(2/3/1)
1247,116,0,1.0,3,장산클리어,미,거,3세,58,65.0,문세영,강환민,♠김병진,,538(7),1.9,1.4,"계란형큰,망사눈,혀끈",8(5/2/1)
1248,117,1,2.0,8,샤크짱,미,수,4세,52.5,54.0,김옥성,이희영,이종길,2,499(-1),50.0,3.6,"계란형큰,망사눈",27(1/6/6)
1249,118,2,3.0,11,에코빅터,미,거,4세,52,53.0,박을운,김점오,♠이일형,머리,513(-3),11.0,3.3,"망사눈,반가지큰-",14(3/1/3)
1250,119,3,4.0,9,라온패션,한,거,4세,55.5,60.0,박태종,박종곤,♠라온산업개발(주),1,462(-11),3.1,1.8,망사눈,13(3/3/2)
1251,120,4,5.0,10,글로벌조이,미,암,4세,*52,55.0,(-1)임다빈,정호익,♠장재형,¾,492(4),28.0,3.0,"계란형큰,망사눈",18(3/3/3)
1252,121,5,6.0,12,디스챌린지,미,거,3세,*52,50.0,문성혁,서인석,♠최상기,2½,448(3),12.1,2.1,,7(1/2/1)
1253,122,6,7.0,7,글로벌천하,한,수,5세,*52,52.0,김동수,최상식,♠장재형,1½,496(12),49.4,5.1,망사눈,31(2/6/2)
1254,123,7,8.0,5,뉴문워리어,한,거,4세,*52,51.0,조상범,송문길,최종환,코,482(1),8.2,1.8,망사,16(3/3/1)
1255,124,8,9.0,6,어느멋진날,미,거,5세,51,59.0,(-4)김아현,안병기,♠우태율,2½,455(-12),74.7,7.1,"계란형큰,망사눈",27(3/0/1)
1256,125,9,10.0,4,에이스솔롱고,한,암,5세,51,51.0,하정훈,토니,김광두,1¼,452(2),341.3,25.9,"계란형큰,눈가면+,망사눈-",27(3/3/3)
1257,126,10,11.0,2,매치캡틴,미,수,5세,*52,51.0,송재철,서인석,♠고재완,7,473(0),193.1,14.6,"계란형큰,눈가면",
1258,127,11,12.0,1,섬싱익스펙트,미,수,4세,*52,51.0,먼로,홍대유,정춘복,½,533(4),123.9,15.5,,
1259,0,0,1.0,6,희망챔프,한,수,2세,55,,이현종,최용건,♠박재범,,479(2),8.9,2.6,"계란형큰+,망사눈+,망사-",6(1/0/0)
1260,1,1,2.0,3,두손드라이브,한,수,2세,55,,다비드,박재우,이도명,1,480(-10),2.4,1.4,망사눈,4(0/1/0)
1261,2,2,3.0,5,타이탄삭스,한,수,2세,55,,안토니오,이신영,♠김창식,1¼,482(3),3.5,1.3,망사-,5(2/0/2)
1262,3,3,4.0,8,스카이팡팡,한,수,2세,55,,송재철,김윤섭,김재용,2,483(-4),25.9,5.2,,3(0/0/0)
1263,4,4,5.0,11,아치참,한,암,2세,53,,김효정,서홍수,♠김세민,코,463(10),85.6,10.0,,3(0/0/0)
1264,5,5,6.0,4,피엔에스린,한,거,2세,55,,조상범,구자흥,♠피엔에스홈즈,2,489(-4),61.6,10.6,"망사,반가지큰",3(0/0/0)
1265,6,6,7.0,2,천은총,한,암,2세,53,,박병윤,김윤섭,조금제,¾,465(-3),5.7,1.5,망사눈+,4(1/0/0)
1266,7,7,8.0,7,차돌런,한,암,2세,53,,먼로,홍대유,전은영,2,485(3),44.9,11.4,,4(0/0/0)
1267,8,8,9.0,10,피엔에스땅콩,한,수,2세,51,,(-4)김태희,배휴준,♠피엔에스커튼월,½,450(11),185.4,26.9,,
1268,9,9,10.0,12,다운더존,한,암,2세,53,,유승완,김동균,♠양순희,목,432(7),6.9,1.8,망사눈,4(0/0/1)
1269,10,10,11.0,9,슈발도리앙,한,수,2세,55,,황순도,최영주,황혜정,1¼,473(0),276.2,31.8,망사눈+,2(0/0/0)
1270,11,11,12.0,1,주얼리베스트,한,암,2세,53,,박을운,심승태,♠김태성,1,458(0),36.1,8.4,망사+,3(0/0/0)
1271,12,0,1.0,4,멋진기록,한,수,2세,55,,다비드,박윤규,정기찬,,517(4),2.3,1.1,,6(1/0/1)
1272,13,1,2.0,7,올가림,한,수,2세,55,,조상범,지용철,임수복,½,509(-9),5.9,1.5,망사눈,7(0/1/1)
