,Unnamed: 0,Unnamed: 0.1,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황,말전적
3651,7,7,8.0,14,건곤일척,한,수,3세,56,,이철경,서인석,서상주,3,466(-3),59.8,11.1,"계란형큰,망사눈",4(0/0/1)
3652,8,8,9.0,4,정문질주,한,수,3세,56,,이혁,홍대유,♠김재영b,½,524(8),6.2,2.0,,1(0/0/0)
3653,9,9,10.0,7,상상질주,한,수,3세,56,,김태훈,박천서,하영덕,¾,477(-12),131.2,24.6,망사눈,1(0/0/0)
3654,10,10,11.0,12,탱자,한,수,3세,56,,김정준,박병일,♠임한용,목,434(-17),43.0,7.9,"계란형큰,눈가면",1(0/0/0)
3655,11,11,12.0,5,위즈업,한,수,3세,56,,박현우,송문길,♠최몽주,3,445(-4),91.3,15.7,망사+,1(0/0/0)
3656,12,12,13.0,13,원평버드,한,수,3세,56,,박병윤,유재길,♠김용재,4,469(4),291.9,61.7,,2(0/0/0)
3657,13,13,14.0,1,서머에이스,한,수,3세,56,,유승완,김동균,♠김한수,8,487(1),155.9,53.2,망사눈,4(0/0/0)
3658,14,0,1.0,13,로드에이스,한,수,3세,56,,김정준,김동철,♠손병철,,493(-1),9.2,2.1,망사,7(1/1/1)
3659,15,1,2.0,1,그랜드파워,한,수,3세,56,,함완식,김동균,♠박민지,5,509(-2),1.4,1.2,계란형큰,6(0/2/0)
3660,16,2,3.0,6,넘버원타깃,한,암,5세,53.5,,(-1)임다빈,이희영,♠태립,목,499(7),12.5,2.5,망사,13(0/1/2)
3661,17,3,4.0,5,퀸라이언,한,암,5세,51.5,,(-3)김아현,조현수,♠신우철,1¼,435(-7),14.2,2.6,"계란형큰,망사눈",14(0/0/2)
3662,18,4,5.0,9,온천하,한,수,4세,56.5,,김태훈,지용철,♠김광명,1,484(-2),19.9,3.5,"계란형큰,망사눈",7(0/1/1)
3663,19,5,6.0,12,피엔에스찬스,한,암,3세,54,,정정희,박윤규,♠피엔에스커튼월,목,449(-2),28.9,2.9,망사,6(0/1/0)
3664,20,6,7.0,3,스카이팡팡,한,수,3세,56,,유승완,김윤섭,김재용,머리,485(-2),24.0,2.9,망사+,3(0/0/0)
3665,21,7,8.0,11,런던파워,한,암,4세,54.5,,김효정,안해양,임현성,½,443(-6),8.9,2.2,"망사눈,계란형큰-",8(0/0/2)
3666,22,8,9.0,7,머니스톤,한,암,4세,54.5,,최범현,곽영효,♠정기환,1¼,432(-5),156.0,14.1,망사눈,8(0/0/0)
3667,23,9,10.0,4,카지노스타,한,암,4세,54.5,,부민호,서범석,♠미즈타니 마사테루,1,423(3),187.6,28.3,망사,7(0/0/0)
3668,24,10,11.0,8,야무진왕초,한,수,3세,56,,조한별,안병기,♠우태율,4,467(1),100.5,15.6,망사눈,5(0/0/0)
3669,25,11,12.0,2,럭센,한,수,3세,56,,하정훈,임채덕,손칠규,1,474(-8),224.5,51.3,"Triabit ,망사눈",6(0/0/0)
3670,26,12,13.0,14,그레이트매직,한,수,3세,56,,장추열,최봉주,윤지중,½,517(-10),197.0,59.2,망사눈,1(0/0/0)
3671,27,13,14.0,10,베스트플랜,한,암,3세,54,,박병윤,홍대유,♠에스지이건설,2½,431(1),225.9,31.4,"망사눈,혀끈-",5(0/0/0)
3672,28,0,1.0,3,한강보스,한,거,3세,56,,유승완,곽영효,♠나기두,,468(3),6.8,1.8,망사눈,5(1/0/0)
3673,29,1,2.0,5,케이엔파크,한,거,4세,53.5,,(-3)김아현,박대흥,♠조경수,1½,488(5),46.6,6.9,"계란형큰,망사눈",4(0/1/0)
3674,30,2,3.0,1,장군별,한,수,3세,56,,함완식,최봉주,♠오종환,2½,526(-3),4.8,1.8,,5(0/0/1)
3675,31,3,4.0,8,옥동공주,한,암,4세,54.5,,장추열,손영표,♠황경호,2,471(1),7.4,1.9,망사눈,12(0/1/1)
3676,32,4,5.0,6,비크레이지,한,거,4세,56.5,,안토니오,최용구,전영애,¾,542(-5),1.9,1.2,계란형큰,5(1/0/1)
3677,33,5,6.0,2,신주류,한,수,3세,56,,빅투아르,조현수,♠김선식,2½,484(-1),20.7,3.2,계란형큰-,7(0/1/1)
3678,34,6,7.0,10,러너몬스터,한,수,3세,56,,박현우,최영주,♠손학봉,2½,449(-2),259.8,17.4,망사눈+,6(0/0/0)
3679,35,7,8.0,7,글로벌스톰,한,거,4세,56.5,,방춘식,최상식,♠장재형,6,473(7),38.8,5.0,망사,10(0/0/0)
3680,36,8,9.0,13,투에이스,한,거,4세,56.5,,김태훈,임채덕,김순건,1,478(4),111.1,37.4,망사,6(0/0/0)
3681,37,9,10.0,12,마이더스캠프,한,수,4세,56.5,,이철경,서인석,이유환,½,433(-15),9.2,2.5,"계란형큰,눈가면",11(0/0/1)
3682,38,10,11.0,11,테이크머니,한,거,3세,56,,이혁,안병기,♠김용래,3,509(-4),138.2,15.4,"계란형큰,망사눈",4(0/0/0)
3683,39,11,12.0,9,블루카이저,한,암,4세,54.5,,문성혁,최봉주,♠임동현,4,446(-1),275.0,21.1,"D형구리+,망사눈,JR러깅-",6(0/0/0)
3684,40,12,13.0,4,통일전사,한,거,4세,56.5,,박을운,김점오,♠백경무,1,494(-5),231.2,21.9,"망사눈,반가지큰,혀끈-",5(0/0/0)
3685,41,0,1.0,3,남산열매,한,암,4세,54.5,,안토니오,리카디,♠이기선,,483(-8),11.5,3.1,"망사눈,혀끈-",2(1/0/0)
3686,42,1,2.0,2,소중한당신,한,암,4세,54.5,,조한별,배휴준,♠이성님,½,473(2),10.8,2.5,망사눈,7(0/1/1)
3687,43,2,3.0,11,티나,한,암,4세,54.5,,유승완,이관호,곽홍석,2,475(-4),13.7,3.0,망사눈,10(0/1/2)
3688,44,3,4.0,4,함평파이터,한,암,3세,51,,(-3)김아현,최영주,♠함평제일,2½,496(-5),76.0,12.8,"계란형큰,망사눈",5(0/0/0)
3689,45,4,5.0,13,퍼스트로드,한,암,4세,54.5,,다비드,박대흥,죽마조합,¾,468(3),4.3,1.6,망사,7(0/1/0)
3690,46,5,6.0,8,동서여걸,한,암,4세,54.5,,김용근,서홍수,♠김명식,2,412(1),11.2,3.5,망사,13(0/1/0)
3691,47,6,7.0,7,갈색향기,한,암,3세,54,,빅투아르,안병기,♠김광명,¾,469(1),2.2,1.3,망사눈,6(0/1/1)
3692,48,7,8.0,12,원평퀸,한,암,3세,54,,장추열,유재길,♠김용재,½,465(0),15.3,4.0,,4(0/0/0)
3693,49,8,9.0,10,원더풀니키야,한,암,5세,54.5,,함완식,최봉주,♠지대섭,1,449(-8),11.8,3.8,"계란형큰,망사눈,혀끈",18(0/1/1)
3694,50,9,10.0,9,선봉골드,한,암,4세,54.5,,박을운,박천서,한영석,½,452(1),110.5,14.1,,13(0/0/2)
3695,51,10,11.0,14,프린세스데이,한,암,4세,54.5,,이철경,조현수,♠김선식,1½,490(-8),38.2,6.6,망사,8(0/0/2)
3696,52,11,12.0,6,그린최강,한,암,4세,54.5,,박병윤,홍대유,♠김재영b,1¼,469(8),119.8,10.5,망사눈,
3697,53,12,13.0,5,주얼리베스트,한,암,3세,54,,방춘식,심승태,♠김태성,3,463(2),102.9,18.4,"계란형큰+,망사눈",3(0/0/0)
3698,54,13,14.0,1,정겨운,한,암,4세,54.5,,박상우,유재길,이장운,6,399(-3),140.1,23.3,,
3699,55,0,1.0,4,퀴클리런,한,암,3세,53,30.0,김용근,강성오,씨유네트워크,,485(-10),4.2,2.1,"계란형큰,망사",2(2/0/0)
3700,56,1,2.0,8,천마비상,한,암,4세,55,27.0,문성혁,서인석,정승희,2,455(2),14.1,3.1,"계란형큰,망사눈",6(0/3/0)
3701,57,2,3.0,12,쿨프린세스,한,암,4세,55,30.0,박을운,임채덕,이용대,목,478(-3),12.5,3.7,"가지,망사눈",15(1/2/2)
3702,58,3,4.0,7,리마커블,한,암,3세,53,28.0,이혁,지용철,♠조용학,목,483(1),11.2,2.3,"계란형큰,망사",8(0/2/0)
3703,59,4,5.0,2,서니블레이드,한,암,3세,53,30.0,정정희,최용건,♠김병진,머리,481(5),20.0,4.3,"계란형큰,눈가면",5(1/0/0)
3704,60,5,6.0,5,드림여왕,한,암,4세,55,29.0,김효정,안해양,임현성,2,475(2),21.6,5.5,망사눈,3(1/0/0)
3705,61,6,7.0,6,섀도우퀸,한,암,5세,55,35.0,유승완,신삼영,링크폴로,목,475(-5),11.5,3.6,"계란형큰,눈가면",16(1/2/2)
3706,62,7,8.0,10,레전드삭스,한,암,3세,53,31.0,장추열,강환민,♠김창식,3,469(-20),3.7,1.6,,3(1/0/0)
3707,63,8,9.0,9,스페셜스토리,한,암,5세,52,30.0,(-3)김아현,박희철,이효선,¾,450(-5),52.1,12.6,"계란형큰,눈가면",16(1/1/3)
3708,64,9,10.0,1,특별,한,암,3세,53,30.0,김동수,전승규,♠배은정,코,434(-3),9.1,3.4,"계란형큰,망사눈",2(1/0/0)
3709,65,10,11.0,11,모던베스트,한,암,4세,55,30.0,조한별,이희영,베스트샤인조합,1½,429(-1),62.2,18.5,,11(1/1/1)
3710,66,11,12.0,3,큐피드원더,한,암,4세,54,31.0,(-1)임다빈,이희영,♠서순배,머리,452(-4),7.4,2.8,"눈가면,반가지큰",12(1/2/0)
3711,67,12,13.0,14,하루온,한,암,5세,55,30.0,김정준,박병일,♠임동현,½,481(1),60.5,14.9,눈가면,
3712,68,13,14.0,13,별빛마루,한,암,3세,53,32.0,다비드,박재우,♠서순배,5,456(-3),41.6,11.4,망사눈,8(1/0/1)
3713,69,0,1.0,10,케이엔라이트,한,거,4세,55,31.0,다비드,박대흥,♠조경수,,493(1),2.5,1.6,"계란형큰,망사,혀끈",11(3/1/1)
3714,70,1,2.0,12,라온더타이거,한,거,4세,55.5,32.0,이혁,박종곤,♠라온산업개발(주),¾,461(6),6.8,3.1,망사눈,13(1/3/1)
3715,71,2,3.0,5,아델머스탱,한,수,4세,53,27.0,박현우,송문길,♠이종훈,2½,471(-6),10.2,2.3,,13(1/1/2)
3716,72,3,4.0,1,브라보삭스,미,거,5세,54.5,32.0,(-1)임다빈,이관호,♠김창식,목,465(-10),8.0,2.1,"계란형큰,망사",19(0/0/2)
3717,73,4,5.0,13,스마트전사,한,거,4세,54.5,30.0,김정준,송문길,♠김태성,1¾,479(-5),54.8,9.9,망사,8(0/3/0)
3718,74,5,6.0,9,부스터로켓,한,암,5세,52.5,30.0,김동수,최봉주,윤지중,¾,470(1),4.7,1.9,망사눈,8(1/1/0)
3719,75,6,7.0,4,스타러시,한,수,5세,53.5,28.0,장추열,김동철,제주축협,목,454(3),17.8,2.9,망사,21(0/1/4)
3720,76,7,8.0,7,원더풀캣,한,암,5세,*52,26.0,조한별,임채덕,♠(주)녹원목장,¾,437(-3),130.2,37.0,망사눈,22(0/1/2)
3721,77,8,9.0,14,원더풀오렌지,한,암,5세,52,29.0,김효정,배대선,♠(주)녹원목장,½,450(-9),17.8,3.3,망사,24(1/1/2)
3722,78,9,10.0,3,세명강자,한,암,5세,*52,25.0,하정훈,서정하,이기철,½,455(-1),89.8,15.3,"계란형큰,망사눈",15(0/0/3)
3723,79,10,11.0,11,컴플리트룰러,한,수,3세,54.5,31.0,정정희,박재우,♠장세준,½,559(-1),11.6,3.0,,4(1/0/0)
3724,80,11,12.0,8,브레인스피더,한,암,6세,*52,21.0,부민호,서범석,이성헌,4,496(-5),105.7,15.6,,20(1/0/1)
3725,81,12,13.0,2,아마로네,한,암,7세,*52,23.0,박상우,임봉춘,♠(주)나스카,8,440(-2),86.7,16.6,"망사눈,반가지큰",
3726,82,13,14.0,6,골디락스,한,수,5세,53,27.0,김태훈,조현수,♠윤우환,15,535(-4),80.5,21.2,"계란형큰,승인편자",
3727,83,0,1.0,2,엠제이베스트,한,수,4세,54.5,40.0,이혁,임봉춘,♠박정재,,488(4),4.1,1.8,"계란형큰,망사눈",14(3/3/1)
3728,84,1,2.0,3,티즈블랙,한,거,5세,56,43.0,장추열,우창구,유길상,4,482(-1),4.0,1.5,"망사눈,반가지큰",11(3/2/1)
3729,85,2,3.0,1,대완구,한,거,4세,53.5,38.0,유승완,김동균,♠김진영a,1½,455(3),5.2,1.8,망사,11(2/0/6)
3730,86,3,4.0,5,블랙실버,한,암,5세,*52,38.0,이철경,서인석,홍상기,¾,449(3),22.3,5.0,계란형큰,18(1/4/2)
3731,87,4,5.0,13,루미너스퀸,한,암,4세,53,41.0,김태훈,신삼영,♠손학봉,2,458(5),8.2,2.5,망사,8(2/2/0)
3732,88,5,6.0,12,슈퍼엑톤,한,거,5세,53.5,38.0,정정희,강환민,♠삼정,머리,444(-1),10.9,2.8,망사,22(2/1/1)
3733,89,6,7.0,4,글로벌럭키,미,암,5세,*52,36.0,방춘식,최상식,♠장재형,코,417(-3),72.6,15.1,망사눈,21(0/1/1)
3734,90,7,8.0,14,대산특급,한,수,4세,52,37.0,(-1)임다빈,구자흥,말사모,1¼,464(-1),5.2,2.7,"망사눈,자극판+,반가지큰-",9(4/0/0)
3735,91,8,9.0,8,글로벌선,한,암,5세,52,39.0,김동수,최상식,♠장재형,목,458(5),41.2,5.8,"망사,혀끈",19(3/1/1)
3736,92,9,10.0,6,에이스캔트,한,거,7세,53,37.0,다비드,박윤규,김지훈,1,491(3),83.3,12.1,승인편자,36(2/2/4)
3737,93,10,11.0,11,천마투데이,한,암,4세,*52,36.0,김정준,배대선,♠박웅진,코,442(-12),43.0,8.5,"계란형큰,망사",14(4/0/1)
3738,94,11,12.0,7,일마레,한,수,6세,53,37.0,부민호,서범석,♠카도노 시게오,4,453(2),31.0,7.4,"계란형큰,망사눈",28(1/2/4)
3739,95,12,13.0,9,정문지존,한,거,4세,53,37.0,박을운,홍대유,♠김재영b,1,517(3),72.6,12.2,,12(2/0/1)
3740,96,13,,10,명진데이,한,수,4세,56,43.0,문성혁,전승규,♠정은섭,출전취소,(0),----,----,"Triabit ,망사눈",8(2/2/2)
3741,97,0,1.0,9,럭키영,미,거,4세,52,38.0,김동수,전승규,♠럭키팜,,483(-12),4.0,1.9,"눈가면,자극판",6(2/0/0)
3742,98,1,2.0,1,천년의바람,한,거,6세,*52,35.0,박상우,임봉춘,♠류화영,6,498(-1),44.1,4.8,계란형큰,30(2/2/2)
3743,99,2,3.0,2,어마무시,미,거,5세,53,40.0,조한별,안병기,♠우태율,4,509(-1),36.4,8.9,망사,15(1/1/1)
3744,100,3,4.0,6,문학파로아,미,수,4세,*52,36.0,방춘식,박종곤,♠에스지이건설,½,513(-2),50.1,10.6,망사눈,13(0/0/0)
3745,101,4,5.0,8,천군,미,거,5세,54,42.0,이철경,이관호,♠황은호,½,454(-5),8.0,2.1,"계란형큰,망사눈",15(1/1/1)
3746,102,5,6.0,10,백스핀,한,암,6세,*52,38.0,김정준,이관호,♠이경희,코,449(-5),50.8,8.1,"계란형큰,눈가면",22(2/0/1)
3747,103,6,7.0,5,시선집중,한,거,5세,52.5,39.0,박을운,조현수,이대만,½,475(-1),3.9,1.4,,24(2/1/2)
3748,104,7,8.0,3,장산탱크,미,거,5세,56.5,47.0,다비드,최용건,♠김병진,1¾,517(-2),18.2,3.8,"계란형큰,망사눈",18(1/0/4)
3749,105,8,9.0,4,조이풀케이,한,암,5세,53,44.0,최범현,강환민,♠강경운,½,466(1),3.0,1.7,"계란형큰,망사",14(3/3/2)
3750,106,9,10.0,12,선포레,미,거,5세,51,36.0,(-1)임다빈,서인석,서상주,2,454(-1),81.1,8.0,"계란형큰,망사눈",22(0/0/2)
3751,107,10,11.0,11,은어축제,미,수,5세,52,38.0,정정희,박재우,♠럭키팜,9,504(-6),9.6,2.7,망사눈,17(0/1/3)
3752,108,11,12.0,7,장산스타트,미,거,5세,51,36.0,김용근,토니,♠김병진,6,464(1),57.4,6.5,"계란형큰,망사눈,혀끈",12(0/1/1)
3753,109,0,1.0,7,스팟플래터,한,수,4세,54,57.0,함완식,김동균,♠박준배,,485(1),3.2,1.4,,14(5/4/2)
3754,110,1,2.0,1,스테디챔피언,한,수,4세,53,55.0,박을운,김점오,♠신우철,¾,502(-1),4.1,1.6,"계란형큰,망사",11(4/3/0)
3755,111,2,3.0,3,스카이돌풍,한,수,7세,52.5,54.0,김효정,송문길,♠김태성,2½,485(3),184.3,12.6,망사눈,38(4/3/5)
3756,112,3,4.0,5,라온더스퍼트,한,암,3세,*52,54.0,이혁,박종곤,♠라온산업개발(주),머리,465(8),3.7,1.7,망사눈,5(3/1/0)
3757,113,4,5.0,2,에이피파텍,한,수,5세,*52,51.0,부민호,서범석,♠카도노 시게오,½,468(-9),23.0,4.2,"계란형큰,눈가면",22(3/4/3)
3758,114,5,6.0,11,해들뫼,한,거,6세,53.5,56.0,장추열,정호익,♠박남성,목,514(-1),81.8,7.1,망사눈,30(3/4/6)
3759,115,6,7.0,12,정문볼트,한,수,5세,*52,52.0,김용근,홍대유,♠김재영b,코,467(-6),10.8,2.9,망사눈,17(2/5/1)
3760,116,7,8.0,10,대군파워,한,거,6세,51,51.0,(-3)김아현,구자흥,♠표종순,목,464(6),264.4,25.4,"계란형큰,망사,혀끈",23(3/2/4)
3761,117,8,9.0,13,룰브레이커,한,수,6세,53,55.0,박병윤,서정하,♠오종택,2,480(-6),379.6,44.6,,26(3/4/5)
3762,118,9,10.0,6,백색광채,한,거,6세,58,65.0,최범현,배대선,미리내,3,485(-8),5.2,1.9,망사,32(4/3/4)
3763,119,10,11.0,8,러닝복스,한,암,6세,*52,52.0,김동수,최봉주,♠오종환,1,451(-2),305.0,34.3,망사눈,25(3/5/1)
3764,120,11,12.0,14,제왕의별,한,수,7세,58,65.0,이철경,임채덕,♠(주)녹원목장,¾,455(-4),88.7,9.3,"망사눈,승인편자,자극판",34(4/5/1)
3765,121,12,13.0,9,장산바다,한,수,5세,58,65.0,안토니오,토니,♠김형란,½,457(-2),18.5,4.1,"계란형큰,망사눈,승인편자,혀끈",14(4/4/1)
3766,122,13,14.0,4,리틀보이플래시,미,거,6세,*52,51.0,방춘식,박윤규,♠박덕희,5,521(4),229.5,24.0,눈가면,34(1/3/3)
3767,123,0,1.0,3,마이티후,미,수,4세,56,60.0,다비드,서홍수,♠조병태,,507(-4),7.7,2.3,,12(3/1/1)
3768,124,1,2.0,11,센스쟁이,미,거,6세,56,63.0,조한별,안병기,김종철,3,495(7),43.2,5.7,망사,27(1/7/0)
3769,125,2,3.0,1,큐피드베이브,뉴,거,5세,56,52.0,이혁,신삼영,♠서순배,1¼,475(3),19.9,4.1,계란형큰,14(1/2/3)
3770,126,3,4.0,6,에이스함성,한,수,5세,56,52.0,함완식,이관호,♠황의영,코,489(0),37.9,4.4,"계란형큰,망사눈",17(4/3/2)
3771,127,4,5.0,2,최강게임,한,수,4세,56,58.0,장추열,전승규,♠이강운,½,500(4),1.4,1.0,"Triabit ,망사",9(4/0/1)
3772,128,5,6.0,13,말리부진저,미,거,7세,56,57.0,박병윤,이신영,♠정영식,¾,491(-6),361.2,21.7,망사,33(1/2/4)
3773,129,6,7.0,9,돌아온뽀빠이,미,거,5세,56,63.0,김용근,최용구,이영해,4,514(-3),24.2,3.5,"계란형큰,망사눈",19(1/5/4)
3774,130,7,8.0,5,록라인,한,수,5세,56,59.0,김정준,최영주,소태영,¾,495(-4),47.1,4.8,,19(3/3/2)
3775,131,8,9.0,8,빅트리플,미,거,5세,56,54.0,안토니오,강환민,♠이종원,1,483(10),25.3,3.5,망사눈,20(2/0/4)
3776,132,9,10.0,10,디스챌린지,미,거,4세,56,51.0,빅투아르,서인석,♠최상기,1¼,455(11),144.2,10.9,,7(1/2/1)
3777,133,10,11.0,12,어디가나,한,암,4세,54,63.0,유승완,김윤섭,♠에스지이건설,2,512(-4),5.5,1.8,망사눈,11(4/0/1)
3778,134,11,12.0,4,블루마카롱,미,암,5세,54,61.0,박을운,김동철,♠최병욱,머리,456(-6),144.2,13.6,망사눈,20(3/2/2)
3779,135,12,13.0,14,문학드림,미,수,5세,56,52.0,최범현,박종곤,♠권경자,½,492(4),84.0,13.0,"Triabit +,망사눈,반가지큰-",16(2/2/2)
3780,136,13,14.0,7,황금럭키,미,수,5세,56,52.0,박현우,임봉춘,♠송진석,½,540(0),255.5,26.7,승인편자+,18(1/4/0)
3781,137,0,1.0,13,라온더파이터,한,수,4세,54,120.0,이혁,박종곤,♠라온산업개발(주),,486(-2),1.0,1.1,망사눈,10(10/0/0)
3782,138,1,2.0,5,딕시어게인,한,거,6세,51,81.0,(-1)임다빈,이신영,♠정영식,8,495(-6),63.6,3.9,"망사,승인편자",16(8/2/1)
3783,139,2,3.0,9,마이티고,미,거,5세,51,103.0,다비드,서홍수,♠조병태,목,472(3),20.3,2.1,계란형큰,15(6/3/1)
3784,140,3,4.0,7,레전드데이,미,수,4세,*52,87.0,김동수,정호익,♠양순희,1,500(5),25.0,1.8,망사눈,13(7/2/0)
3785,141,4,5.0,8,청담지니,미,거,6세,51,94.0,김용근,토니,♠삼정,머리,501(-4),65.5,11.6,"계란형큰,눈가면,혀끈",20(5/2/1)
3786,142,5,6.0,1,탭패션드,미,거,7세,*52,81.0,유승완,김동균,♠김진영a,½,465(25),115.2,23.7,"망사눈+,망사-",31(3/4/5)
3787,143,6,7.0,10,모르피스,미,거,7세,59,130.0,빅투아르,이관호,♠박남성,목,510(-3),44.1,2.9,"계란형큰,망사눈",35(10/7/6)
3788,144,7,8.0,3,스프링백,미,거,6세,*52,109.0,정정희,안병기,♠(주)디알엠씨티,1¼,514(8),36.5,3.0,망사눈,25(6/4/0)
3789,145,8,9.0,6,개나리송,한,거,6세,*52,90.0,김정준,박대흥,김원숙,½,515(-7),73.4,7.9,"망사,승인편자+",19(8/2/0)
3790,146,9,10.0,12,마스크,한,수,7세,*52,97.0,이철경,임봉춘,김진태a,½,497(12),131.4,12.8,망사눈,29(5/6/5)
3791,147,10,11.0,11,글로벌캡틴,미,수,6세,*52,115.0,장추열,정호익,♠장재형,목,510(10),25.3,3.5,"JR러깅,망사눈",22(8/1/3)
3792,148,11,12.0,2,하바나찰리,미,거,6세,*52,94.0,조한별,최용구,♠강무웅,1¼,531(0),126.0,15.5,"망사눈+,반가지큰,혀끈+,눈가면-",
3793,149,12,13.0,4,선라이팅,미,수,7세,*52,96.0,부민호,서범석,이신근,2,528(9),76.0,5.6,망사눈,31(5/4/2)
3794,0,0,1.0,4,팀임팩트,한,수,3세,56,,김용근,이준철,♠박재홍,,492(11),15.9,3.1,망사눈,1(1/0/0)
3795,1,1,2.0,13,클레어베스트,한,수,3세,56,,김정준,송문길,♠박민지,6,501(18),7.8,2.3,,2(0/1/0)
3796,2,2,3.0,8,글로벌보배,한,수,3세,56,,김동수,최상식,♠장재형,½,434(3),7.0,1.8,망사눈,3(0/1/1)
3797,3,3,4.0,6,콩코드퀸,한,암,3세,54,,송재철,안병기,김순건,3,504(1),6.2,2.1,"망사눈,계란형큰-",4(1/0/1)
3798,4,4,5.0,2,남산호랑이,한,수,3세,56,,빅투아르,리카디,♠이기선,2½,491(-3),2.3,1.2,"계란형큰,망사눈+,혀끈+,양털코-",3(0/0/0)
3799,5,5,6.0,3,에이스플랜,한,수,3세,56,,함완식,홍대유,♠황봉기,1¾,493(0),3.9,1.5,망사눈,6(0/1/0)
3800,6,6,7.0,7,송암아치걸,한,암,3세,54,,정정희,강환민,♠송암축산,½,453(5),111.6,14.5,"망사+,계란형큰-,망사눈-",1(0/0/0)
3801,7,7,8.0,9,나올세상,한,암,3세,54,,문성혁,서인석,♠이경호a,2½,443(-5),58.4,8.1,,2(0/0/0)
3802,8,8,9.0,5,뉴청파,한,수,3세,55,,(-1)임다빈,최영주,김창국,2,463(0),172.7,41.2,망사눈,3(0/0/0)
3803,9,9,10.0,11,체인저,한,거,3세,56,,김태훈,박천서,천병득,¾,482(-5),40.5,6.4,"눈가면+,자극판,망사눈-",2(0/0/0)
3804,10,10,11.0,1,로즈골드,한,거,3세,56,,김옥성,임채덕,황혜정,8,454(-12),173.6,26.6,"망사눈,계란형큰-",3(0/0/0)
3805,11,11,12.0,10,피엔에스싱,한,암,3세,54,,박상우,배휴준,♠피엔에스홈즈,7,451(-1),367.3,24.2,망사,2(0/0/0)
3806,12,12,13.0,12,엔비전사,한,수,3세,56,,조한별,이관호,♠김용래,목,496(0),367.3,58.3,"망사눈,반가지큰",1(0/0/0)
3807,13,0,1.0,6,라이징호크,한,암,3세,54,,다비드,리카디,♠홍종철,,463(-1),6.7,1.7,"계란형큰,혀끈",3(1/0/1)
3808,14,1,2.0,3,햇무리,한,거,3세,56,,최범현,곽영효,김조은,1¼,509(-7),3.0,1.5,"계란형큰,망사눈+",4(0/1/1)
3809,15,2,3.0,2,베스트전사,한,수,3세,56,,빅투아르,박재우,♠박정재,목,499(-4),20.1,4.2,망사,3(0/0/1)
3810,16,3,4.0,10,케이엔스케치,한,수,3세,56,,김정준,박대흥,♠조경수,5,496(-2),7.0,1.9,"망사눈+,망사-",2(0/0/0)
3811,17,4,5.0,11,모닝파이브,한,암,3세,54,,이현종,서인석,♠최상일,1¾,428(-1),28.3,4.1,,3(0/0/0)
3812,18,5,6.0,8,불의질주,한,수,3세,55,,(-1)임다빈,임채덕,♠황경호,1½,490(-9),55.2,11.0,"가지+,망사눈",2(0/0/0)
3813,19,6,7.0,4,머스탱파워,한,수,3세,56,,송재철,강환민,이영성,3,471(-2),2.8,1.3,"계란형큰,망사",4(1/1/0)
3814,20,7,8.0,13,나올킹,한,수,3세,56,,박을운,심승태,♠이경호a,2,515(-5),21.4,4.9,"계란형큰,망사눈+",1(0/0/0)
3815,21,8,9.0,5,매직신화,한,수,3세,56,,함완식,최영주,김근영,1,474(2),107.8,39.2,,1(0/0/0)
3816,22,9,10.0,9,피엔에스더킹,한,거,3세,56,,김옥성,손영표,♠피엔에스커튼월,2½,502(-1),117.0,24.5,망사,4(0/0/0)
3817,23,10,11.0,12,동방사기,한,암,3세,54,,유승완,김윤섭,♠함평제일,3,487(-3),72.3,22.5,눈가면,2(0/0/0)
3818,24,11,12.0,7,거센강자,한,암,3세,54,,이용호,이신영,♠강석대,5,461(-5),97.8,14.4,,1(0/0/0)
3819,25,12,13.0,1,영블러드,한,수,3세,56,,문성혁,김동철,♠김선식,47,475(-1),13.1,3.7,"망사+,반가지큰",4(0/0/0)
3820,26,0,1.0,7,메이블레이드,한,암,3세,54,,김용근,이준철,♠김형란,,433(2),3.6,1.7,눈가면,5(1/0/0)
3821,27,1,2.0,11,원더풀우먼,한,암,4세,54.5,,빅투아르,조현수,♠김선식,2½,495(-3),4.0,1.5,"계란형큰,망사눈+,망사-",6(0/2/1)
3822,28,2,3.0,5,허니펀치,한,암,3세,54,,문성혁,김동균,김봉섭,4,485(-1),15.0,3.6,망사눈,4(0/0/1)
3823,29,3,4.0,1,원더풀하와이,한,암,4세,54.5,,부민호,서범석,♠지대섭,1,401(1),4.5,1.9,망사눈,8(0/1/0)
3824,30,4,5.0,6,헬로금성,한,암,5세,54.5,,박병윤,김윤섭,♠조창규,3,476(2),68.6,9.4,망사,15(0/0/2)
3825,31,5,6.0,9,이스트매직,한,암,4세,54.5,,정정희,박재우,♠김영구,코,493(5),13.4,3.5,망사눈,8(0/0/0)
3826,32,6,7.0,12,케이엔포스트,한,암,4세,54.5,,유승완,박대흥,♠조경수,2½,463(14),5.3,1.9,,2(0/0/0)
3827,33,7,8.0,4,화려한미소,한,암,4세,54.5,,김정준,이신영,♠정영식,1,469(-4),11.1,2.7,혀보정큰,7(0/1/0)
3828,34,8,9.0,8,천둥오름,한,암,3세,54,,김효정,토니,♠김광명,¾,410(6),75.8,19.5,"계란형큰,망사눈+,눈가면-",5(0/0/0)
