name,ranked,fw,fd,mw,md
백색광채,1,"817,614,000원", ,"116,693,000원", 
제왕의별,2,,"1,503,825USD ",,"148,914USD "
사이먼퀸,3,,"274,382USD ","226,930,000원", 
야호골든캣,4,,"3,084,278USD ","41,740,000원", 
리빙스턴,5,"579,356,000원", ,, 
라온스페셜,6,,"1,236,820USD ",,"4,200USD "
황금주머니,7,,"1,503,825USD ","237,946,000원", 
원더풀마리아,8,,"416,475,000JPY ",,0
디터미네이션,9,,"51,475USD ",,"39,920USD "
예상백승,10,,"396,254USD ","77,332,000원", 
메니챔프,11,,"1,732,000USD ",,"6,570USD "
댄싱블레이드,12,,"568,629,000JPY ","201,285,000원", 
바램,1,,"3,645,383USD ",,"49,230USD "
돌아온날리,2,,"301,500USD ",,244USD 
위너브라운,3,,"158,713AUD ",,"165,311USD "
에코빌,4,,"424,600USD ",,"66,445USD "
마이티수,5,,"1,889,766USD ",,"37,700USD "
별나라신사,6,,"748,000USD ",,0
킬리의제왕,7,,"941,936USD ",,"48,513USD "
무도,8,,"254,672USD ",,"38,880USD "
레전드스톰,10,,"804,090USD ",, 
러블리케이,11,,"562,000USD ",,"23,770USD "
찰리스타일,12,,"251,090USD ",,0
라온더제트,1,,"1,236,820USD ",,"184,563USD "
이글포인트,2,,"669,260USD ","59,667,000원", 
터치나인,3,,"770,496USD ",,"54,210USD "
건곤일척,4,,"443,800USD ","113,500,000원", 
큐피드보우,5,,"491,312USD ",0원, 
굿니센,6,,"1,810,805USD ",,0
골든선더,7,,"114,300USD ",,0
유로강자,8,,"617,310USD ","21,920,000원", 
선더누리,9,,"114,300USD ","128,165,000원", 
테이크머니,10,,"1,103,496USD ",,"17,802USD "
뉴청파,11,,"1,146,340USD ","17,803,000원", 
무야호,12,,"1,103,496USD ","508,055,000원", 
그린백,1,,"1,779,012USD ","168,516,000원", 
너를응원해,2,,"454,183USD ",,"174,048USD "
화수분,3,,"1,037,810USD ",, 
불의꽃,3,,"1,037,810USD ",,"62,433USD "
럭키인디,5,,"443,800USD ","125,820,000원", 
큐피드점보,6,,"1,037,810USD ","89,230,000원", 
라온더피버,7,,"1,236,820USD ",,0USD 
골든클래스,8,,"1,251,300USD ",, 
캠프세이버,9,,"339,984USD ","135,050,000원", 
선더여왕,10,,"254,672USD ","163,874,000원", 
질주의칸,11,,"1,037,810USD ","263,244,000원", 
메탈,12,,"1,779,012USD ",,"145,670USD "
마이티선샤인,1,,"568,086USD ","118,483,000원", 
퍼스트로드,2,,"1,732,000USD ","262,308,000원", 
메인오브킹,3,,"339,984USD ",,"2,500USD "
비바챔피언,4,,"1,779,012USD ",,"110,915USD "
예술이야,5,,"617,310USD ","143,204,000원", 
애플민트,6,,"51,475USD ",,"226,990USD "
나의나라,7,,"1,037,810USD ","85,350,000원", 
장군별,8,,"1,732,000USD ",,"130,602USD "
바다의꿈,9,,"7,712,841USD ","78,600,000원", 
프린세스데이,10,,"1,083,533USD ","90,152,000원", 
비트퀸,11,,"389,141USD ",,"41,475USD "
시선평정,12,"46,240,000원", ,"227,120,000원", 
머니스톤,13,,"389,141USD ","43,470,000원", 
백승,14,,"254,672USD ",,"4,005USD "
매직조이,1,"824,725,000원", ,"29,550,000원", 
머니가락,2,"817,614,000원", ,"13,500,000원", 
러닝넘버원,3,,"1,103,496USD ",,"78,976USD "
정성대로,4,,"51,475USD ","138,480,000원", 
사우스반,5,,"274,382USD ","305,585,000원", 
송암레이서,6,,"3,187,232USD ","25,364,000원", 
화려한미소,7,"1,087,822,000원", ,"49,340,000원", 
에피파니,8,,"389,141USD ",,"5,000USD "
야스,9,,"1,570,380USD ","86,474,000원", 
선봉골드,10,,"480,001USD ","129,528,000원", 
다모아트리플,11,,"339,984USD ",,"131,070USD "
옐로우캣,1,"1,087,822,000원", ,"139,542,000원", 
조이풀케이,2,,"1,503,825USD ",,"62,422USD "
대완구,3,,"3,084,278USD ",,"65,375USD "
예스아이캔,4,,"905,434USD ",,0
베스트탑,5,,"205,617USD ","42,990,000원", 
그레이캣,6,,"1,037,810USD ",,"20,390USD "
별빛보석,7,,"1,779,012USD ","147,070,000원", 
스피어건,8,,"2,170,340USD ",,"18,374USD "
럭셔리킹,9,,"568,629,000JPY ","112,068,000원", 
흑룡가무,10,,"1,037,810USD ",,"26,460USD "
실버드래곤,11,,"1,810,805USD ","235,154,000원", 
아델나래,12,,"1,037,810USD ","58,800,000원", 
루미너스퀸,1,,"274,382USD ",, 
성실머니,2,,"941,936USD ",,"103,395USD "
그린폭주,3,,"583,280USD ","50,800,000원", 
섀도우퀸,4,,"1,570,380USD ","95,420,000원", 
별빛마루,5,,"339,984USD ",,"77,031USD "
빅리버,6,,"339,984USD ",,"58,090USD "
리마커블,7,,"1,779,012USD ","85,430,000원", 
보리보리,8,,"172,705,000JPY ","124,300,000원",0
불의여왕,9,,"1,037,810USD ",,"7,400USD "
은혜파도,10,,"254,672USD ",,0
히어로스피드,11,,"1,779,012USD ",,"32,585USD "
모닝힐,1,,"215,019USD ","123,690,000원", 
마이멤버,2,,"491,312USD ","116,080,000원", 
사려니퀸,3,,"612,935USD ","92,494,000원", 
에이스프린스,4,"410,030,000원", ,"189,800,000원", 
눈부신한센,5,,"1,810,805USD ",,0
초토마,6,,"4,368,214USD ",,"4,100USD "
머니챔프,7,"2,426,805,000원", ,, 
천둥여울,8,,"416,475,000JPY ","373,907,000원", 
러닝킹,9,"1,087,822,000원", ,"85,580,000원", 
가나파크,10,,"612,935USD ",, 
솔개바람,11,,"494,895,000JPY ","163,560,000원", 
굿바우,12,,"491,312USD ",0원, 
문학보스,1,,"748,000USD ",,"29,982USD "
멋진왕자,2,,"326,400USD ",, 
마이티지,3,,"3,044,000USD ",,"340,620USD "
노던타임,4,,"454,183USD ",,0
몬스터케이,5,,"516,977USD ",,"63,610USD "
새내스퍼트,6,,"1,732,000USD ",,0
풀부스터,7,,"1,694,180USD ",,0
파이널칸지노,8,,"1,227,875AUD ",, 
금자유,9,,"1,251,300USD ",,0
케미블루,10,,"1,779,012USD ",,"23,200USD "
그린다르크,11,,"1,083,533USD ",,"36,223USD "
베스트럭키,12,,"51,475USD ",,0
유니콘알파,1,,"972,632USD ",,0
베링맨,2,,"748,000USD ",,"183,760USD "
싱그러운타임,3,,"1,732,000USD ","306,736,000원", 
스피디루키,4,,"1,889,766USD ",,"20,725USD "
안양옥센,5,,"1,177,394USD ",, 
명진스톰,6,,"1,031,596USD ",,0
언비튼가이,7,,"601,560USD ",,0
아메리칸포스원,8,,"794,855USD ",,"1,512USD "
어나더클래스,9,,"1,634,200USD ",,"203,752USD "
천년의비,10,,"1,503,825USD ","76,460,000원", 
은어축제,11,,"2,283,402USD ",, 
엉클벨,12,,"1,031,596USD ",,0
문학치프,1,,"1,634,200USD ",,"95,940USD "
페네트로,3,,"85,630,000JPY ",, 
문학타이거,4,,"1,146,340USD ",,"32,280USD "
청담도끼,5,,"1,146,340USD ",,"8,740USD "
토스코노바캣,6,,"658,960USD ",,"63,354USD "
마스크,9,,"416,475,000JPY ",,0
로드위너,10,,"1,694,180USD ",,0
아이언삭스,11,,"2,283,402USD ",,0
빅스고,1,,"12,500USD ",0원, 
한강챔프,2,,"3,307,278USD ",,"47,597USD "
글로벌프라임,3,,"1,732,000USD ",,"8,514USD "
매직러시,4,"824,725,000원", ,"184,550,000원", 
스마트블루,5,,"1,146,340USD ","60,246,000원", 
은혜드림,6,,"443,800USD ","124,220,000원", 
런던스카이,7,,"669,260USD ","262,056,000원", 
원평광야,8,,"443,800USD ","69,936,000원", 
송암레전드,9,,"1,359,274USD ",,"5,930USD "
미라클케이,10,,"385,807USD ",0원, 
그랜드파워,11,,"254,672USD ","174,340,000원", 
레이볼트,12,,"1,732,000USD ",,0
정상제트,1,,"652,226USD ",,"50,500USD "
글로벌매직,2,,"1,037,810USD ",,"93,290USD "
베스트야,3,,"587,586USD ","45,600,000원", 
벼락,4,,"416,475,000JPY ","256,236,000원", 
올포유어드림,5,,"278,406USD ","95,420,000원", 
태양마,6,,"1,732,000USD ",,"94,303USD "
세인트루카,7,,"385,807USD ",,0
브라이트해피,8,,"962,237USD ",,"53,880USD "
대박스타,9,,"617,310USD ","8,400,000원", 
우뚝,10,,"101,633USD ","137,346,000원", 
우청륭,11,,"1,779,012USD ","323,250,000원", 
퍼스트슈,12,"751,814,000원", ,,"262,002USD "
스탠바이미,13,,"339,984USD ",,"2,340USD "
골드윙,14,,"339,984USD ","46,200,000원", 
다이아마이트,1,,"1,810,805USD ","308,100,000원", 
천리총,2,,"1,810,805USD ","113,975,000원", 
티나,3,,"1,083,533USD ",,"5,170USD "
명진캔디,4,,"944,900USD ",,"88,825USD "
드림스피드,5,,"1,146,340USD ","2,200,000원", 
원더풀우먼,6,,"1,236,820USD ","69,468,000원", 
뉴호프,7,,"254,672USD ",,"38,876USD "
과천신세계,8,,"617,310USD ","223,267,000원", 
카지노스타,9,,"904,575USD ",,"2,460,500JPY "
파이널에이스,10,,"1,570,380USD ","45,240,000원", 
사랑다모아,11,,"221,265USD ",,"119,872USD "
어드밴스,12,,"1,694,180USD ",,0
인빅터스,13,,"669,260USD ",,0
쿨게이트,14,,"568,086USD ","227,736,000원", 
파란왕자,1,,"612,935USD ",,0
파워박스,2,,"1,503,825USD ",,0
스타워즈,3,,"416,475,000JPY ",,0
레이디퍼스트,4,,"254,672USD ","90,960,000원",0
삼정타퍼즈,5,,"1,810,805USD ",,150USD 
하이하이,6,,"2,170,340USD ",,"70,611USD "
천둥세자,7,,"389,141USD ",,"109,202USD "
유쾌한날들,8,,"1,810,805USD ","209,045,000원", 
선더챔프,9,"180,943,000원", ,0원, 
원더풀금성,10,,"254,672USD ",,"47,673USD "
불의가속,11,,"1,037,810USD ",,"72,057USD "
가가나,12,"76,502,000원", ,"210,490,000원", 
맥스런,1,,"794,855USD ",,"141,946USD "
마성투혼,2,,"339,984USD ","75,012,000원", 
엠제이포인트,3,,"480,150USD ",,0
그레이스퀸,4,,"3,084,278USD ","94,290,000원", 
파워타워,5,,"1,810,805USD ","136,795,000원", 
챌린지삭스,6,,"583,280USD ",,"281,986USD "
팬시팬츠,7,,"274,382USD ",,0
리드보컬,8,,"1,037,810USD ","219,712,000원", 
로맨스참,9,,"582,920USD ",,"432,432USD "
파노라마퀸,10,,"597,800USD ",,"30,009USD "
세렌디피티야,11,,"296,731USD ",,"38,710USD "
그린질주,12,,"3,645,383USD ",,"60,020USD "
원더풀데블,1,,"416,475,000JPY ",0원, 
선파이팅,2,,"1,570,380USD ",,0
런런런,3,,"3,084,278USD ","80,090,000원", 
바이킹하트,4,,"1,037,810USD ",,0
피케이돌풍,5,"76,502,000원", ,"133,921,000원", 
호크의영광,6,,"1,610,604USD ",,0
찬란한날,7,,"905,434USD ",,"104,085USD "
청산강호,8,,"1,732,000USD ",,0
와일드우즈,9,,"339,984USD ",,250USD 
알파독,10,,"3,084,278USD ","4,347,000원", 
아킬리온,11,,"254,672USD ",,350USD 
빅포켓,12,,"978,960USD ",,"8,981CAD "
메니스피드,1,,"1,732,000USD ",,"1,605USD "
천지여걸,2,,"274,382USD ","196,259,000원", 
루킹굿,3,,"172,705,000JPY ",,"55,565USD "
황금해,4,,"493,755USD ",,"10,608USD "
머니지프,5,,"396,254USD ","234,663,000원", 
만석지기,6,,"1,101,924USD ",,0
스피드황룡,7,,"416,475,000JPY ","69,635,000원", 
대군파워,8,,"922,180USD ",,0AUD 
룰브레이커,9,,"416,475,000JPY ",,"250,000JPY "
어마무시,10,,"770,496USD ",, 
최강파티,11,,"1,732,000USD ","716,613,000원","1,780USD "
적벽신화,12,,"500,435USD ",,"32,776USD "
금아애크미,2,"728,298,000원", ,"103,000,000원", 
흥행질주,3,,"51,475USD ",,"1,580USD "
카빙크로스,6,,"3,084,278USD ","41,484,000원", 
허쉬대보,8,,"416,475,000JPY ","278,587,000원", 
정문서미트,9,,"583,280USD ",,0
원더풀이블,10,,"254,672USD ",,"3,065,000JPY "
장산플라이,11,,"51,475USD ",,"12,567USD "
파크윈,1,,"612,935USD ","158,865,000원", 
울트라킹,2,,"1,103,496USD ","114,172,000원", 
케이엔매직,3,,"185,213USD ",,"58,200USD "
배다리캔디,4,,"1,659,560USD ",,"98,081USD "
대산특급,5,,"1,779,012USD ","32,936,000원", 
레드백,6,,"3,084,278USD ",,0
럭키월드,7,,"1,810,805USD ","196,259,000원", 
천지폭풍,8,,"396,254USD ",,0AUD 
농본바다,9,,"3,307,278USD ",,"51,417USD "
달리는빛깔,10,,"1,732,000USD ",,"46,952USD "
제이에스파워,11,,"617,310USD ","44,154,000원", 
원더케이,12,,"114,300USD ",,0
장산클리어,1,,"2,612,516USD ",,"71,025USD "
샤크짱,2,,"1,154,000USD ",,0
에코빅터,3,,"794,855USD ",,"53,059USD "
라온패션,4,,"583,280USD ",,"184,563USD "
글로벌조이,5,,"1,177,394USD ",,"1,725USD "
디스챌린지,6,,"454,183USD ",,"124,372USD "
글로벌천하,7,,"339,984USD ","174,214,000원", 
뉴문워리어,8,,"3,084,278USD ",,"15,583USD "
에이스솔롱고,10,,"339,984USD ",,"12,710USD "
매치캡틴,11,,"770,496USD ",,"21,280USD "
섬싱익스펙트,12,,"4,368,214USD ",,0
희망챔프,1,,"101,633USD ","80,650,000원", 
두손드라이브,2,,"1,810,805USD ",,"29,660USD "
타이탄삭스,3,,"905,434USD ","9,426,000원", 
스카이팡팡,4,,"1,779,012USD ","72,166,000원", 
아치참,5,,"1,146,340USD ",,"30,540USD "
피엔에스린,6,,"1,037,810USD ",,"61,162USD "
천은총,7,,"114,300USD ",,"34,008USD "
차돌런,8,,"705,100USD ",,"11,164USD "
피엔에스땅콩,9,"357,500,000원", ,,"1,646,000JPY "
다운더존,10,,"1,810,805USD ","22,904,000원", 
슈발도리앙,11,,"1,103,496USD ",0원, 
주얼리베스트,12,,"443,800USD ","238,350,000원", 
멋진기록,1,,"1,779,012USD ","64,155,000원", 
올가림,2,,"1,810,805USD ",,0
걸작맨,3,,"1,779,012USD ",,0
선더호스,4,,"416,475,000JPY ",, 
마이더스캠프,5,,"339,984USD ","115,419,000원", 
문학포리스트,6,,"339,984USD ","248,970,000원",0
킹마운틴,7,,"1,083,533USD ","75,782,000원", 
티즈파이팅,8,,"254,672USD ",,"53,832USD "
케이엔특급,9,,"1,083,533USD ",,"73,410USD "
패밀리캡틴,10,,"389,141USD ","190,110,000원", 
피엔에스헐,11,,"583,280USD ",,"18,828USD "
원더풀샘,1,,"1,779,012USD ","51,201,000원", 
흥행대박,2,,"430,400USD ",,"4,010USD "
포사포사,3,,"1,103,496USD ","266,851,000원", 
라스트콜,4,,"1,779,012USD ","91,000,000원", 
킹크러시,5,,"493,755USD ",,"42,690USD "
클라우터,6,,"1,083,533USD ","51,491,000원", 
최강돌진,7,,"493,755USD ","156,104,000원", 
티케이플렉스,8,,"1,779,012USD ","48,500,000원", 
퍼지퀸,9,,"905,434USD ",,"80,662USD "
조이풀피스,10,,"3,084,278USD ","971,650,000원", 
패스트트랙,1,,"1,103,496USD ","518,306,000원", 
갑오사랑해,2,,"1,503,825USD ",,"76,005USD "
신주류,3,,"1,083,533USD ","144,950,000원", 
원더풀러커스,4,,"416,475,000JPY ",,"94,563CAD "
라게르타,5,,"254,672USD ",,0
천문,6,,"114,300USD ","19,476,000원", 
엄청난걸,7,,"101,633USD ","66,230,000원", 
페페런,8,,"1,083,533USD ","103,855,000원", 
푸른빛깔,9,,"1,037,810USD ",,0
신대로,10,"2,426,805,000원", ,"48,547,000원", 
케이엔월드,11,,"583,280USD ",,0
러피언파크,1,,"1,503,825USD ",0원, 
어메이징위즈,2,,"1,570,380USD ","1,200,000원", 
좋은관계,3,,"1,236,820USD ","157,452,000원", 
해피먼스,4,,"695,299USD ","122,937,000원", 
아마로네,5,,"3,545,062USD ","190,561,000원", 
레인,6,,"1,083,533USD ","125,768,000원", 
아라크투윈,7,,"905,434USD ","119,331,000원", 
금세다,8,,"416,475,000JPY ","69,900,000원", 
이스트라이크,9,,"1,732,000USD ","358,828,000원", 
천둥캣,10,,"804,090USD ","274,440,000원", 
문학앙코르,1,,"738,843USD ",,"61,766USD "
마이티웰,2,,"1,182,992USD ",,"84,738USD "
스피드이즈칸,3,,"315,015USD ",,"48,935USD "
심플스타일,5,,"51,475USD ","115,705,000원", 
피버디니,6,,"710,480USD ",,"219,266USD "
큐티바비,7,,"3,187,232USD ",,"66,215USD "
동작,8,,"1,810,805USD ",,"176,400USD "
정상킹덤,9,,"3,307,278USD ",,"53,813CAD "
청춘비바,10,,"1,104,040USD ",, 
와와여장부,11,,"315,015USD ",,0
구억마알,1,,"804,090USD ","44,154,000원", 
페더럴아이,2,,"172,705,000JPY ",,"510,000JPY "
빅레드,3,,"3,084,278USD ",,0
캡틴브라보,4,,"1,146,340USD ",,0
블루해머,5,,"804,090USD ",,0
아델머스탱,6,,"1,732,000USD ","325,130,000원", 
케이엔라이트,7,,"416,475,000JPY ","87,760,000원", 
올드스타트,8,,"583,280USD ","85,810,000원", 
더리퍼,9,,"1,810,805USD ","142,225,000원", 
골드필드,10,,"339,984USD ",,"3,498USD "
블레싱로드,11,,"339,984USD ","167,070,000원", 
금성세계,12,,"51,475USD ","266,742,000원", 
거센돌풍,1,,"1,103,496USD ",,"117,695USD "
빅플랜,2,,"190,838USD ","76,500,000원", 
더파이팅,3,,"1,779,012USD ",,0
포트스원,4,,"1,083,533USD ","30,450,000원", 
금아플로러스,5,,"1,732,000USD ",,"31,605USD "
런투골,6,"471,819,000원", ,"119,616,000원", 
올드블레이드,7,,"583,280USD ",,"17,700USD "
브레인스피더,8,,"804,090USD ",0원, 
새로운보배,9,,"315,015USD ",,"104,085USD "
우소륭,10,,"1,037,810USD ",,"1,680USD "
드림걸스,11,,"1,810,805USD ","100,200,000원", 
골디락스,12,,"3,545,062USD ","190,561,000원", 
남산시대,1,,"1,037,810USD ","511,781,000원", 
천지울림,2,,"210,553USD ",,"93,116USD "
대천얼짱,4,,"491,312USD ","46,740,000원",0
킹에이스,5,,"416,475,000JPY ","29,446,000원", 
라온다이아,6,,"1,236,820USD ",,"22,590,000JPY "
보디가드,7,,"3,545,062USD ","190,561,000원", 
파이어하트,8,,"1,503,825USD ",,"165,311USD "
에스테이크,9,,"1,103,496USD ",,"198,635USD "
라피도아레스,10,"76,502,000원", ,,"50,050USD "
흥드림,11,,"416,475,000JPY ","16,800,000원", 
원앤온리,12,,"1,810,805USD ",,"11,100USD "
갤럽컬린,1,,"10,501,800USD ",,0
문학킹,2,,"6,427,830USD ",,0
조우니가,3,,"3,044,000USD ",,"20,996USD "
대변화,4,,"456,410USD ","108,486,000원", 
장산포에버,5,,"430,400USD ",,"26,730USD "
서울의별,6,,"568,629,000JPY ","217,833,000원", 
서울탱크,7,,"1,484,829USD ",,"48,420USD "
이겨주마,8,,"1,889,766USD ",,"24,815USD "
블루키톤,9,,"2,691,135USD ",,"7,962USD "
선더마크,10,,"2,765,800USD ",,"4,860USD "
명진플라이,11,,"1,031,596USD ",,"41,986USD "
제이트로스,1,,"1,037,810USD ",,"50,050USD "
지스타,2,,"1,732,000USD ","126,511,000원", 
걸작드림,3,,"1,810,805USD ","244,065,000원", 
유레카,4,,"114,300USD ",,"389,618USD "
캐시백,5,,"1,570,380USD ","76,500,000원", 
기쁨환희,6,,"416,475,000JPY ","209,258,000원", 
헤라블레이드,7,,"905,434USD ","105,401,000원", 
천송이,8,,"114,300USD ","112,625,000원", 
에이스플랜,9,,"190,838USD ",,0
글로벌퍼스트,10,,"1,146,340USD ","6,200,000원", 
피엔에스꼬미,11,"357,500,000원", ,"284,820,000원", 
서머에이스,12,,"3,084,278USD ",,400CAD 
은혜충만,1,,"274,382USD ",,"89,913USD "
동서여걸,2,,"1,037,810USD ","213,750,000원", 
모닝펄,3,,"215,019USD ","290,000,000원", 
루비캣,4,,"51,475USD ","408,630,000원", 
럭셔리골드,5,,"3,084,278USD ",,"53,849USD "
뉴스마트,6,,"377,241USD ",,"110,520USD "
노스몰선,7,,"1,037,810USD ","72,060,000원", 
멋진가람,8,,"3,545,062USD ",,0JPY 
퍼펙트라이트,9,,"114,300USD ",,780USD 
넘버원타깃,10,,"1,810,805USD ",,760USD 
라온더최강,11,,"1,779,012USD ","182,764,000원", 
댓츠마이보이,1,,"51,475USD ",,"3,535USD "
기타리스트,2,,"51,475USD ","52,400,000원", 
소우주,3,,"389,141USD ","194,980,000원", 
불화산,4,,"1,810,805USD ",,0
디바인파워,5,,"612,935USD ","18,080,000원", 
하니,6,,"804,090USD ","118,483,000원", 
젊은영웅,7,"2,426,805,000원", ,,"52,689USD "
그린최강,8,,"1,103,496USD ",,"62,634USD "
블랙킹,9,,"339,984USD ",,0
상승행진,10,,"1,083,533USD ",0원, 
스페셜스토리,1,,"695,299USD ","133,790,000원", 
어플리트마린,2,,"695,299USD ",,"130,150USD "
송암캣,3,,"339,984USD ",,"79,305USD "
그레이트한센,4,,"1,810,805USD ",,0
초원의기적,5,,"3,084,278USD ","520,022,000원", 
온리위너,6,,"583,280USD ","202,949,000원", 
소베라니아,7,,"1,810,805USD ","143,647,000원", 
케이엔메니퀸,8,,"1,732,000USD ",,"117,800USD "
미스캠프,9,,"339,984USD ","89,915,000원", 
우승환희,10,,"1,732,000USD ","209,258,000원", 
르루아블랑,11,,"339,984USD ","231,048,000원", 
화이트윙,12,,"669,260USD ",, 
마칼루파워,1,"130,428,000원", ,"69,936,000원", 
골드케이,2,,"583,280USD ","24,249,000원", 
카우보이탱고,3,,"1,037,810USD ","358,828,000원", 
벌말대장,4,,"1,779,012USD ",,"19,245USD "
멋진가이,5,,"568,086USD ","140,481,000원", 
나인아이,6,,"1,732,000USD ",,"13,507,000JPY "
영웅대마,7,,"172,705,000JPY ","66,436,000원", 
왕인행차,8,,"339,984USD ",,"182,974USD "
금아스위프트,9,,"1,037,810USD ",,"24,870USD "
브라보삭스,10,,"1,380,200USD ",,"37,412USD "
누비고,11,,"416,475,000JPY ","270,345,000원", 
신의한수,12,,"1,779,012USD ","17,025,000원", 
파이팅대디,1,,"669,260USD ",,"38,063USD "
선더타임,2,,"734,254USD ",,"8,290USD "
와일들리로맨틱,3,,"4,454,930USD ",, 
블랙펀치,4,,"2,691,135USD ",,"167,680USD "
최고레이스,5,,"748,000USD ",, 
두손멍군,6,,"134,035USD ",,"2,460USD "
머니실크,7,,"1,083,533USD ","73,023,000원", 
에이스찬,8,,"664,982USD ",,280USD 
파노라마선,9,,"148,815USD ",, 
오섬스프링스,10,,"4,374,590USD ",, 
라온라이트맨,1,,"1,236,820USD ",,"1,500USD "
메니챔프,2,,"1,732,000USD ",,"6,570USD "
베스트라인,3,,"205,617USD ","116,400,000원", 
드림포레,4,,"3,090,101USD ",,"24,870USD "
미르스톰,5,,"456,410USD ",,0
선우럭키,8,,"2,612,516USD ",,"81,500EUR "
럭키봉성,9,,"1,810,805USD ",,"14,507USD "
럭키상운,10,,"583,280USD ",,0
이천쌀,11,,"107,515USD ",,"148,315USD "
올백,12,,"1,810,805USD ",,400CAD 
