,자식마명,부마원,부마달러,모마원,모마달러
220,['패스트트랙'],,"1,103,496USD ","518,306,000원", 
221,['갈색향기'],,"1,732,000USD ",,"38,876USD "
222,['질주전사'],,"1,810,805USD ",0원, 
223,['라로마네'],,"3,187,232USD ","198,273,000원", 
224,['굿플랜'],,"190,838USD ",0원, 
225,['에이스플랜'],,"190,838USD ",,0 
226,['영광의캡틴'],,"905,434USD ",,"7,092USD "
227,['스위트캠프'],,"339,984USD ",,"4,412USD "
228,['엠제이돌풍'],,"568,629,000JPY ","24,600,000원", 
229,['피엔에스보스'],,"578,302,000JPY ",0원, 
230,['와우와우'],,"1,037,810USD ","272,330,000원", 
231,['스피드갤럽'],,"583,280USD ","156,911,000원", 
232,['올드스타트'],,"583,280USD ","85,810,000원", 
233,['걸작드림'],,"1,810,805USD ","244,065,000원", 
234,['스타로즈'],,"3,545,062USD ","112,984,000원", 
235,['데리안머스킷'],,"1,236,820USD ",,"36,603USD "
236,['피엔에스럭키'],,"101,633USD ",,"61,802USD "
237,['메니원더풀'],,"254,672USD ","845,590,000원", 
238,['매직플라워'],"824,725,000원", ,"242,767,000원", 
239,['아라비아해'],"105,760,000원", ,"152,718,000원", 
240,['투에이스'],"451,805,000원", ,"59,300,000원", 
241,['시크릿힐'],,"3,000USD ","10,934,000원","9,840USD "
242,['아스펜태양'],,"385,807USD ",,0 
243,['사려니퍼스트'],,"254,672USD ",,"76,672USD "
244,['태양마'],,"1,732,000USD ",,"94,303USD "
245,['정상제트'],,"652,226USD ",,"50,500USD "
246,['라온더대쉬'],,"339,984USD ","110,852,000원", 
247,['매직주드'],"824,725,000원", ,"102,630,000원", 
248,['금성스피드'],,"1,810,805USD ","169,115,000원", 
249,['스마트블루'],,"1,146,340USD ","60,246,000원", 
250,['신주류'],,"1,083,533USD ","144,950,000원", 
251,['천지의빛'],,"905,434USD ",,"19,245USD "
252,['더리퍼'],,"1,810,805USD ","142,225,000원", 
253,['자이언트킬링'],,"1,103,496USD ","31,530,000원", 
254,['영블러드'],,"1,103,496USD ","55,652,000원", 
255,['드림스피드'],,"1,146,340USD ","2,200,000원", 
256,['너를응원해'],,"454,183USD ",,"174,048USD "
257,['모닝펄'],,"215,019USD ","290,000,000원", 
258,['포에버드림'],,"587,586USD ","112,060,000원", 
259,['컴플리트럭키'],,"1,732,000USD ",,"117,800USD "
260,['킹마운틴'],,"1,083,533USD ","75,782,000원", 
261,['피엔에스갬블'],,"1,146,340USD ",,"59,439USD "
262,['유로퀸'],,"617,310USD ","58,220,000원", 
263,['루비스타'],,"3,084,278USD ","213,495,000원", 
264,['피엔에스행복'],,"51,475USD ","198,389,000원", 
265,['피엔에스루체'],,"578,302,000JPY ",,0 
266,['통일전사'],,"3,084,278USD ",,"1,511USD "
267,['아라선샤인'],,"416,475,000JPY ","138,609,000원", 
268,['뉴킹맨'],,"769,964USD ",,0 
269,['스킬맥스'],,"1,065,147USD ",,"1,410USD "
270,['메니골드'],,"1,732,000USD ",,"53,849USD "
271,['더블에지'],,"1,037,810USD ",,"54,493USD "
272,['피엔에스헐'],,"583,280USD ",,"18,828USD "
273,['다크존'],,"443,800USD ","168,830,000원", 
274,['라온더와일드'],,"1,083,533USD ","182,764,000원", 
275,['브라이트해피'],,"962,237USD ",,"53,880USD "
276,['황금천지'],,"114,300USD ","104,050,000원", 
277,['매직그레이스'],"824,725,000원", ,"390,020,000원", 
278,['아마존킹'],,"114,300USD ","17,730,000원", 
279,['장군별'],,"1,732,000USD ",,"130,602USD "
280,['피엔에스아이'],,"1,037,810USD ",,"58,200USD "
281,['올가림'],,"1,810,805USD ",,0 
282,['비트퀸'],,"389,141USD ",,"41,475USD "
283,['옐로우캣'],"1,087,822,000원", ,"139,542,000원", 
284,['컴플리트룰러'],,"51,475USD ",,"21,540USD "
285,['월드포스'],,"835,140USD ",,"47,060USD "
286,['클레어베스트'],,"339,984USD ",,"91,267USD "
287,['라온더특급'],,"1,236,820USD ","184,260,000원", 
288,['두손판타스틱'],,"664,982USD ",,"9,050USD "
289,['천둥오름'],,"172,705,000JPY ",,"146,226USD "
290,['벼락'],,"416,475,000JPY ","256,236,000원", 
291,['워프나인'],,"58,610USD ","89,915,000원", 
292,['케이엔언더킹'],,"101,633USD ",,"1,600,000JPY "
293,['질주에바다'],,"1,083,533USD ",,330USD 
294,['한강매직'],,"770,496USD ",,"175,543USD "
295,['금성크라운'],,"617,310USD ",,"84,430USD "
296,['퀸제니스'],,"1,026,229USD ",, 
297,['레전드삭스'],,"1,037,810USD ",,0 
298,['더페이버릿'],,"1,810,805USD ",,0 
299,['야무진갤러퍼'],"1,220,375,000원", ,"155,200,000원", 
300,['다프네'],,"1,732,000USD ","80,090,000원", 
301,['지스타'],,"1,732,000USD ","126,511,000원", 
302,['라온더스파크'],,"1,236,820USD ","213,800,000원", 
303,['럭센'],"105,760,000원", ,, 
304,['피엔에스땅콩'],"357,500,000원", ,,"1,646,000JPY "
305,['터프가이'],,"1,732,000USD ","108,260,000원", 
306,['대박스타'],,"617,310USD ","8,400,000원", 
307,['실버스타'],,"583,280USD ",,"127,760USD "
308,['멋진기록'],,"1,779,012USD ","64,155,000원", 
309,['골드윙'],,"339,984USD ","46,200,000원", 
310,['챔프스타일'],,"583,280USD ","210,120,000원", 
311,['보스베이비'],,"339,984USD ","228,472,000원", 
312,['비제이플래시'],,"996,330USD ",,0 
313,['카우보이킹'],,"1,037,810USD ",,"76,012USD "
314,['리마커블'],,"1,779,012USD ","85,430,000원", 
315,['글로벌매직'],,"1,037,810USD ",,"93,290USD "
316,['제이트로스'],,"1,037,810USD ",,"50,050USD "
317,['라온더위켄드'],,"114,300USD ",,"7,000,000JPY "
318,['세인트루카'],,"385,807USD ",,0 
319,['유레카'],,"114,300USD ",,"389,618USD "
320,['피엔에스빌'],,"1,586,550USD ",, 
321,['바로퀸'],,"1,810,805USD ",, 
322,['큐피드와우'],,"443,800USD ","89,800,000원", 
323,['벚꽃블레이드'],,"617,310USD ","176,790,000원", 
324,['문학스트롱'],,"529,566USD ",,"118,360USD "
325,['올포유어드림'],,"278,406USD ","95,420,000원", 
326,['럭키인디'],,"443,800USD ","125,820,000원", 
327,['참좋은친구'],,"1,236,820USD ",,"12,553GBP "
328,['골든스쿠프'],,"669,260USD ",,"39,920USD "
329,['바람살'],,"3,407,245USD ",,"3,767USD "
330,['선더플래시'],,"114,300USD ","86,500,000원", 
331,['캐시백'],,"1,570,380USD ","76,500,000원", 
332,['천마비상'],,"2,075,791USD ",,"10,165USD "
333,['노스몰선'],,"1,037,810USD ","72,060,000원", 
334,['퍼지데이'],,"905,434USD ","137,150,000원", 
335,['내맘의강물'],,"1,570,380USD ",,"61,020USD "
336,['라온더펄'],,"254,672USD ",,"5,500,000JPY "
337,['트리플런'],,"583,280USD ",,"49,000USD "
338,['농본파이터'],,"587,586USD ","396,701,000원", 
339,['미르베스트'],,"568,629,000JPY ",0원, 
340,['야무진왕초'],,"443,800USD ",,0USD 
341,['대천뷰티'],,"339,984USD ",,"20,390USD "
342,['희망챔프'],,"101,633USD ","80,650,000원", 
343,['새내파워풀'],,"339,984USD ",,"13,752USD "
344,['화수분'],,"1,037,810USD ",, 
345,['와일드러너'],,"669,260USD ",,0 
346,['라온더아리아'],,"1,236,820USD ",,"94,117USD "
347,['랠리퀸'],,"1,037,810USD ",,"19,031USD "
348,['큐피드세이프'],,"1,810,805USD ",,0 
349,['골든클래스'],,"1,251,300USD ",, 
350,['이천아치'],,"832,744USD ","6,776,000원", 
351,['라온더제트'],,"1,236,820USD ",,"184,563USD "
352,['코스모'],,"583,280USD ","140,950,000원", 
353,['원모어러시'],,"1,037,810USD ",0원, 
354,['푸른빛깔'],,"1,037,810USD ",,0 
355,['로즈골드'],,"3,187,232USD ","135,040,000원",0 
356,['용암보스'],,"1,037,810USD ",,"17,700USD "
357,['금성환희'],,"1,083,533USD ","41,450,000원", 
358,['스푸트니크'],,"1,779,012USD ",0원, 
359,['뉴스마트'],,"377,241USD ",,"110,520USD "
360,['다이아파워캣'],,"274,382USD ","225,885,000원", 
361,['피엔에스수'],,"1,455,560USD ",,"33,335USD "
362,['와일드삭스'],,"1,810,805USD ","2,400,000원", 
363,['정문스피드'],"2,426,805,000원", ,,"79,798USD "
364,['사려니로키'],,"1,037,810USD ","150,728,000원", 
365,['천스닥'],,"339,984USD ","196,280,000원", 
366,['메탈'],,"1,779,012USD ",,"145,670USD "
367,['희망가득'],,"274,382USD ",,"114,760USD "
368,['위너카이'],,"587,586USD ","39,446,000원", 
369,['적토성산'],,"1,779,012USD ",,372USD 
370,['서머에이스'],,"3,084,278USD ",,400CAD 
371,['골드카이저'],,"1,103,496USD ","38,800,000원", 
372,['라온더피버'],,"1,236,820USD ",,0USD 
373,['탭다운'],,"734,254USD ",, 
374,['햇무리'],,"1,779,012USD ","189,800,000원", 
375,['테스고대보'],,"416,475,000JPY ",,0JPY 
376,['두손드라이브'],,"1,810,805USD ",,"29,660USD "
377,['산소파워'],,"1,037,810USD ",,0 
378,['아그리워'],,"1,236,820USD ","246,720,000원", 
379,['블랙마스크'],,"1,146,340USD ",,0 
380,['퀸오브레이싱'],,"1,037,810USD ",,"34,444USD "
381,['다운더존'],,"1,810,805USD ","22,904,000원", 
382,['원더풀키티'],,"617,310USD ",,"17,100AUD "
383,['미라클케이'],,"385,807USD ",0원, 
384,['인디언선샤인'],,"568,086USD ","77,664,000원", 
385,['남산꽃'],,"3,084,278USD ",,"20,205USD "
386,['골든스타'],,"3,084,278USD ","148,460,000원", 
387,['골든스피드'],,"1,779,012USD ","89,230,000원", 
388,['퍼스트슈'],"751,814,000원", ,,"262,002USD "
389,['서니블레이드'],,"385,807USD ",,"46,180USD "
390,['은혜'],,"1,732,000USD ",,"17,838USD "
391,['플라잉센걸'],,"1,146,340USD ",,"7,715USD "
392,['광해'],,"251,090USD ",,734USD 
393,['문학스톰'],,"1,783,110USD ",,"95,940USD "
394,['알렉산더원'],,"941,936USD ",,"4,459USD "
395,['화랑투데이'],,"1,037,810USD ",,0 
396,['은혜서브'],,"1,146,340USD ","92,242,000원", 
397,['매직러시'],"824,725,000원", ,"184,550,000원", 
398,['제이랩터'],,"1,083,533USD ","77,120,000원", 
399,['함평여왕'],,"1,359,274USD ","274,440,000원", 
400,['우뚝'],,"101,633USD ","137,346,000원", 
401,['거문'],,"1,037,810USD ","1,000,000원", 
402,['항구스타'],,"416,475,000JPY ","98,521,000원", 
403,['러너몬스터'],,"274,382USD ","84,960,000원", 
404,['방방뜨네'],,"172,705,000JPY ",,"34,400USD "
405,['뉴에이원'],,"416,475,000JPY ",0원, 
406,['특별'],,"101,633USD ",,"183,403USD "
407,['용호지마'],,"1,103,496USD ",,"14,150USD "
408,['메이블레이드'],,"1,037,810USD ",,220USD 
409,['그랜드파워'],,"254,672USD ","174,340,000원", 
410,['알사이먼'],,"274,382USD ","4,592,000원", 
411,['감곡선샤인'],"1,220,375,000원", ,0원, 
412,['스탠바이미'],,"339,984USD ",,"2,340USD "
413,['티케이존'],,"996,330USD ",,"101,606USD "
414,['거센광풍'],,"1,037,810USD ",,"170,121USD "
415,['바다의꿈'],,"7,712,841USD ","78,600,000원", 
416,['야무진독도'],,"1,481,300USD ",,"20,130USD "
417,['영웅루이스'],,"623,000USD ",, 
418,['대망의길'],,"224,684USD ",,"127,862USD "
419,['미스터어플릿'],,"2,765,800USD ",,114USD 
420,['헌치'],,"1,146,340USD ",,"42,270USD "
421,['브레이브킹덤'],,"2,435,343USD ",,0 
422,['스마트프린스'],,"11,470,635USD ",,"1,300,000JPY "
423,['한강챔프'],,"3,307,278USD ",,"47,597USD "
424,['은혜드림'],,"443,800USD ","124,220,000원", 
425,['애국자달려'],,"424,600USD ",,"66,462USD "
426,['황우강자'],,"1,810,805USD ","147,460,000원", 
427,['베스트야'],,"587,586USD ","45,600,000원", 
428,['불의꽃'],,"1,037,810USD ",,"62,433USD "
429,['나의나라'],,"1,037,810USD ","85,350,000원", 
430,['시스터젬'],,"1,046,381USD ",,"84,600USD "
431,['글로벌프라임'],,"1,732,000USD ",,"8,514USD "
432,['빅스고'],,"12,500USD ",0원, 
433,['원평광야'],,"443,800USD ","69,936,000원", 
434,['베스트매드캠'],,"3,084,278USD ",,"30,797USD "
435,['스타프린세스'],,"172,705,000JPY ","302,850,000원", 
436,['네모프린세스'],,"562,000USD ",,"94,630USD "
437,['한강보스'],,"1,037,810USD ",,"91,700USD "
438,['천송이'],,"114,300USD ","112,625,000원", 
439,['피엔에스꼬미'],"357,500,000원", ,"284,820,000원", 
440,['하이파크'],,"1,146,340USD ","34,500,000원", 
441,['스타플라워'],"1,861,967,000원", ,"66,436,000원", 
442,['스카이송'],,"254,672USD ",,0USD 
443,['함평파이터'],,"385,807USD ","33,600,000원", 
444,['베스트플랜'],,"190,838USD ",,0 
445,['월드레이서'],,"835,140USD ",,"168,798USD "
446,['남산호랑이'],,"416,475,000JPY ",,"51,487,000JPY "
447,['초원의힘'],,"905,434USD ","520,022,000원", 
448,['허니펀치'],,"443,800USD ",,0 
449,['피엔에스린'],,"1,037,810USD ",,"61,162USD "
450,['케이엔월드'],,"583,280USD ",,0 
451,['문학태핏'],,"143,833USD ",,"38,280USD "
452,['위너스맨'],,"1,236,820USD ","372,614,000원", 
453,['히트예감'],,"1,103,496USD ",,0 
454,['미스터인디'],"1,087,822,000원", ,,"34,340USD "
455,['온누리질주'],,"804,090USD ","135,836,000원", 
456,['스카이모어'],,"1,810,805USD ","716,613,000원","1,780USD "
457,['월드체인지'],,"1,037,810USD ","192,055,000원", 
458,['킹골리앗'],,"905,434USD ","76,958,000원", 
459,['아치메모리'],,"832,744USD ","15,449,000원",0 
460,['스마트별'],"2,426,805,000원", ,"60,694,000원", 
461,['허밍버드'],,"1,037,810USD ",,"82,046USD "
462,['동방의혼'],,"3,084,278USD ","9,200,000원", 
463,['논스톱알리'],,"416,475,000JPY ",,"7,870USD "
464,['피엔에스찬스'],,"1,037,810USD ","511,781,000원", 
465,['나올챔프'],,"1,779,012USD ","51,491,000원", 
466,['금아위티'],,"905,434USD ","4,800,000원", 
467,['백일홍'],,"1,570,380USD ","115,766,000원", 
468,['슈퍼아이'],,"1,103,496USD ","415,593,000원", 
469,['타이탄삭스'],,"905,434USD ","9,426,000원", 
