,자식마명,부마원,부마달러,모마원,모마달러
486,['라온더타이거'],,"1,083,533USD ",,0 
487,['선더호스'],,"416,475,000JPY ",, 
488,['피이자드'],,"578,302,000JPY ","51,400,000원", 
489,['슈퍼제니'],,"249,760USD ","77,538,000원", 
490,['더킹블레이드'],,"1,732,000USD ",,"148,430USD "
491,['에스테이크'],,"1,103,496USD ",,"198,635USD "
492,['베스트타임'],,"377,241USD ",,0USD 
493,['글리밍'],,"583,280USD ","5,608,000원", 
494,['플라잉빅터'],,"1,037,810USD ",,"12,567USD "
495,['우승환희'],,"1,732,000USD ","209,258,000원", 
496,['브라이트빅터'],,"770,496USD ",,"7,200USD "
497,['원더풀조이'],,"2,075,791USD ",,"145,551USD "
498,['로열영광'],,"389,141USD ","114,539,000원", 
499,['글로벌영웅'],,"1,103,496USD ",,"127,862USD "
500,['케이엔특급'],,"1,083,533USD ",,"73,410USD "
501,['에이스댄싱'],"451,805,000원", ,,"19,456USD "
502,['고어헤드'],,"583,280USD ","159,225,000원", 
503,['케이엔여신'],,"583,280USD ","101,880,000원", 
504,['녹두장수'],,"3,084,278USD ","121,078,000원", 
505,['고스트빌리지'],,"2,232,830USD ",,"181,816USD "
506,['큐피드베이브'],,"674,405USD ",,0 
507,['레전드데이'],,"748,000USD ",, 
508,['오클랜드삭스'],,"952,600AUD ",, 
509,['대마불사'],,"769,964USD ",,"1,151,850USD "
510,['논스톱리워드'],,"972,632USD ",,"181,906USD "
511,['로열함성'],,"2,857,049USD ",, 
512,['환한미소'],,"3,044,000USD ",,"17,460USD "
513,['선오브스톰'],,"583,280USD ",,"176,880USD "
514,['천해강자'],,"1,810,805USD ","126,511,000원", 
515,['라온다이아'],,"1,236,820USD ",,"22,590,000JPY "
516,['회두령'],,"669,260USD ",,400USD 
517,['흑룡가무'],,"1,037,810USD ",,"26,460USD "
518,['신의아들'],,"1,732,000USD ",,"120,585USD "
519,['에너자이저'],,"583,280USD ","518,306,000원", 
520,['에피파니'],,"389,141USD ",,"5,000USD "
521,['위캔두잇'],,"1,810,805USD ",,"103,052USD "
522,['걸작맨'],,"1,779,012USD ",,0 
523,['블랙와일드'],,"1,810,805USD ","306,870,000원", 
524,['콘도르여왕'],,"254,672USD ",,0 
525,['파크윈'],,"612,935USD ","158,865,000원", 
526,['시크릿선더'],,"114,300USD ",,"1,943GBP "
527,['고고고'],,"51,475USD ","54,978,000원", 
528,['옥추마'],,"804,090USD ",,"16,046USD "
529,['진또배기'],,"254,672USD ","215,440,000원", 
530,['해피데이'],,"254,672USD ",,"4,542USD "
531,['빅토리카'],,"1,779,012USD ","508,055,000원", 
532,['에이스프린스'],"410,030,000원", ,"189,800,000원", 
533,['올드스페셜'],,"583,280USD ","168,516,000원", 
534,['럭키전사'],,"1,586,550USD ",,"156,020USD "
535,['바잉블레이드'],,"1,037,810USD ",,"175,695USD "
536,['유정챔프'],,"339,984USD ","9,200,000원", 
537,['컬러즈온리'],,"51,475USD ","1,728,000원", 
538,['질풍백광'],"817,614,000원", ,, 
539,['청담플라잉'],,"51,475USD ",,0 
540,['문학문'],,"794,855USD ",,"2,270USD "
541,['마이티칩'],,"1,065,147USD ",, 
542,['두손멍군'],,"134,035USD ",,"2,460USD "
543,['베링맨'],,"748,000USD ",,"183,760USD "
544,['선더타임'],,"734,254USD ",,"8,290USD "
545,['쏜살'],,"251,090USD ",,"7,166USD "
546,['폭스파워'],,"1,810,805USD ","99,278,000원", 
547,['치프인디'],,"1,103,496USD ",,"123,939CAD "
548,['아담스애플'],,"1,810,805USD ",,500USD 
549,['정문최강'],,"583,280USD ",,0 
550,['럭셔리돌풍'],,"1,857,000USD ",,"182,818USD "
551,['화이트트레인'],,"583,280USD ","81,190,000원", 
552,['매드블레이드'],,"1,037,810USD ","84,100,000원", 
553,['구름타고'],,"1,083,533USD ","197,757,000원", 
554,['발베니'],,"3,924,648USD ",,"139,300USD "
555,['시리우스에이'],,"33,840USD ",,"2,240USD "
556,['내생애최고'],,"444,717USD ",,"51,555USD "
557,['스프링꿈'],,"2,170,340USD ",, 
558,['선더챔피언'],,"114,300USD ","19,476,000원", 
559,['페더럴스트롱'],,"172,705,000JPY ","165,409,000원", 
560,['초토마'],,"4,368,214USD ",,"4,100USD "
561,['화이트참'],,"1,037,810USD ","115,705,000원", 
562,['청담위키드'],,"1,732,000USD ",,"86,220USD "
563,['센아이'],,"1,103,496USD ","302,850,000원", 
564,['매직의함성'],,"612,935USD ","119,900,000원", 
565,['우소륭'],,"1,037,810USD ",,"1,680USD "
566,['라온비트'],,"1,236,820USD ","184,260,000원", 
567,['엘리트룰즈'],,"3,084,278USD ",,"2,340USD "
568,['명마타임'],,"1,570,380USD ","121,222,000원", 
569,['플라잉스티드'],,"51,475USD ",,"35,950USD "
570,['최강토마'],,"416,475,000JPY ",, 
571,['천존'],,"254,672USD ",,0 
572,['세이브더월드'],,"1,732,000USD ","73,410,000원", 
573,['블루파워'],"471,819,000원", ,"132,069,000원", 
574,['터치스타맨'],,"416,475,000JPY ","1,178,155,000원", 
575,['영천질주'],,"1,570,380USD ",,"41,927USD "
576,['닥터카슨'],,"1,810,805USD ",,"33,420USD "
577,['영광의파티'],,"804,090USD ","41,092,000원", 
578,['스타오름'],,"1,732,000USD ",,"305,085USD "
579,['해피삭스'],,"254,672USD ",,"120,917USD "
580,['미르캡틴'],,"568,629,000JPY ",0원, 
581,['루비콘'],,"669,260USD ",,"6,361USD "
582,['울트라킹'],,"1,103,496USD ","114,172,000원", 
583,['명진캠프'],,"339,984USD ","64,155,000원", 
584,['라온더삭스'],,"1,103,496USD ",, 
585,['큐피드원더'],,"1,083,533USD ","181,674,000원", 
586,['베스트마루'],,"3,000USD ","167,687,000원",0 
587,['바이킹조이'],,"1,607,774USD ","34,927,000원", 
588,['디데이플라이'],,"339,984USD ","162,277,000원", 
589,['새로운파티'],,"210,553USD ","646,673,000원", 
590,['한센프리마'],,"1,810,805USD ","107,531,000원", 
591,['디바인플라이'],,"480,001USD ",0원, 
592,['조이머니'],,"1,236,820USD ","971,650,000원", 
593,['몬스터케이'],,"516,977USD ",,"63,610USD "
594,['애니멀위너'],,"8,387,500USD ",,"171,778USD "
595,['럭키재산'],,"1,810,805USD ","76,860,000원", 
596,['그레이캣'],,"1,037,810USD ",,"20,390USD "
597,['페더럴윈'],,"172,705,000JPY ",,"300,000JPY "
598,['명진캔디'],,"944,900USD ",,"88,825USD "
599,['큰박수'],,"210,553USD ","84,526,000원", 
600,['블루비치'],,"583,280USD ",,"187,819USD "
601,['온리위너'],,"583,280USD ","202,949,000원", 
602,['리멤버웬'],,"1,570,380USD ",,0 
603,['로렐챔프'],,"1,177,394USD ",,"54,875USD "
604,['천군'],,"3,044,000USD ",,280USD 
605,['킹덤스톰'],,"978,960USD ",,"140,675USD "
606,['더퀸저스티스'],,"1,732,000USD ","126,511,000원", 
607,['서에번쩍'],,"905,434USD ",,"60,638USD "
608,['새내윈'],,"583,280USD ",,0 
609,['케이프렌지'],,"1,732,000USD ",,"55,600USD "
610,['스톰워리어'],,"1,779,012USD ",,"144,858USD "
611,['나도야금'],,"480,001USD ","337,208,000원", 
612,['장산엔진'],,"1,503,825USD ","176,790,000원", 
613,['좋은걸'],,"58,610USD ","157,930,000원", 
614,['스타블레이드'],,"804,090USD ","139,291,000원", 
615,['금아스위프트'],,"1,037,810USD ",,"24,870USD "
616,['페더럴아이'],,"172,705,000JPY ",,"510,000JPY "
617,['블랙카'],,"493,755USD ","224,917,500원", 
618,['콜조이'],,"1,779,012USD ","139,860,000원", 
619,['소중한기억'],,"3,245,370USD ",,0 
620,['밀레니엄파워'],,"339,984USD ","199,464,000원", 
621,['럭키스카이'],,"251,090USD ",,"28,322USD "
622,['더블블랙'],,"583,280USD ","146,135,000원", 
623,['스팟플래터'],,"1,037,810USD ",, 
624,['정문스타'],,"583,280USD ",,"128,210USD "
625,['대산특급'],,"1,779,012USD ","32,936,000원", 
626,['깡돌이'],,"1,810,805USD ",,"12,320USD "
627,['로열로드'],,"835,140USD ","4,500,000원", 
628,['어디가나'],"603,215,000원", ,,0 
629,['논스톱골드'],,"1,810,805USD ",,0 
630,['라스트보스'],,"1,103,496USD ","44,398,500원", 
631,['문학백투백'],,"794,855USD ",, 
632,['우주대왕'],,"456,410USD ",,"10,960CAD "
633,['선양천리'],,"1,304,800USD ",,"15,551USD "
634,['맥스런'],,"794,855USD ",,"141,946USD "
635,['러블리케이'],,"562,000USD ",,"23,770USD "
636,['두손장군'],,"725,296USD ",,"32,214USD "
637,['남산의별'],,"941,936USD ",,"126,794USD "
638,['르포브'],,"380,486USD ",, 
639,['최강영천'],,"1,037,810USD ",,"62,433USD "
640,['엠제이스톰'],,"1,732,000USD ","396,150,000원", 
641,['런던스피드'],,"1,779,012USD ","72,166,000원", 
642,['누비고'],,"416,475,000JPY ","270,345,000원", 
643,['청산강호'],,"1,732,000USD ",,0 
644,['정문폭주'],,"1,083,533USD ","113,960,000원", 
645,['남산드림'],,"3,645,383USD ",,0 
646,['럭키밸리'],,"905,434USD ","63,956,000원", 
647,['찐이야'],,"396,254USD ","93,052,000원", 
648,['라온울프'],,"1,236,820USD ",,640USD 
649,['리얼콩코드'],,"669,260USD ",,"180,395USD "
650,['조이풀케이'],,"1,503,825USD ",,"62,422USD "
651,['대지의여걸'],,"416,475,000JPY ","97,562,000원", 
652,['온이글몬스터'],,"3,000USD ","45,540,000원", 
653,['미사일아큐'],,"480,001USD ",,"11,852USD "
654,['언패럴렐드'],,"339,984USD ","75,398,000원", 
655,['레드파인'],,"491,312USD ","46,740,000원",0 
656,['마하영웅'],"1,861,967,000원", ,"252,629,000원", 
657,['선더킹'],,"114,300USD ",,"13,526USD "
658,['톱데이'],,"1,810,805USD ","723,912,000원", 
659,['대한질주'],,"978,960USD ",,"76,130USD "
660,['스테디챔피언'],,"254,672USD ","108,260,000원", 
661,['비엔토'],,"1,810,805USD ",,"120,470USD "
662,['특급여왕'],,"568,086USD ","166,330,000원", 
663,['엄청난걸'],,"101,633USD ","66,230,000원", 
664,['천탑'],,"1,732,000USD ","33,270,000원", 
665,['대천얼짱'],,"491,312USD ","46,740,000원",0 
666,['선더챔프'],"180,943,000원", ,0원, 
667,['통천대로'],,"491,312USD ",,"135,412USD "
668,['유로아이'],,"617,310USD ","140,950,000원", 
669,['원더풀러커스'],,"416,475,000JPY ",,"94,563CAD "
670,['논스톱기상'],,"1,103,496USD ","127,460,000원", 
671,['위닝질주'],,"416,475,000JPY ","52,734,000원", 
672,['패밀리스타'],,"3,000USD ","36,850,000원", 
673,['그랜드캐슬'],,"583,280USD ",0원, 
674,['명진데이'],,"1,083,533USD ",,"117,578USD "
675,['케이엔라이트'],,"416,475,000JPY ","87,760,000원", 
676,['엘리트파워'],,"583,280USD ","156,911,000원", 
677,['이스트매직'],,"339,984USD ","182,976,000원", 
678,['온포인트'],,"996,330USD ",,"8,177USD "
679,['어서와'],,"1,037,810USD ",,0 
680,['아이언로즈'],,"1,083,533USD ","668,010,000원", 
681,['차밍붐'],,"626,476USD ",,"101,478USD "
682,['빅레드'],,"3,084,278USD ",,0 
683,['선봉골드'],,"480,001USD ","129,528,000원", 
684,['세명나래'],,"1,810,805USD ","26,945,000원", 
685,['테이크하트'],,"1,103,496USD ",,"159,951USD "
686,['배다리장군'],,"1,103,496USD ","110,623,000원", 
687,['상승행진'],,"1,083,533USD ",0원, 
688,['브라보메이'],,"568,629,000JPY ",,0 
689,['뉴호프'],,"254,672USD ",,"38,876USD "
690,['판타지퀸'],,"1,083,533USD ",,"159,877USD "
691,['케이블레이드'],,"962,237USD ",,0 
692,['도원글로리'],,"1,236,820USD ","109,495,000원", 
693,['세명엠파이어'],,"2,075,791USD ",,0 
694,['문학포리스트'],,"339,984USD ","248,970,000원",0 
695,['울돌목영웅'],,"612,935USD ","88,402,000원", 
696,['문학럭키'],,"3,312,950USD ",,"56,530USD "
697,['바이킹스톰'],,"1,046,381USD ",, 
698,['플라잉카라'],,"1,967,099USD ",,0 
699,['불화산'],,"1,810,805USD ",,0 
700,['블랙루키'],,"583,280USD ",,"18,828USD "
701,['소중한당신'],,"326,400USD ",,"32,380USD "
702,['미스스피드'],,"1,083,533USD ","77,120,000원", 
703,['파워빅씨'],,"3,084,278USD ",,0 
704,['화이트윙'],,"669,260USD ",, 
705,['골드스파이크'],,"254,672USD ","363,840,000원", 
706,['텔로스'],,"339,984USD ","421,378,000원", 
707,['보라퀸'],,"1,083,533USD ","19,584,000원", 
708,['케이엔메니퀸'],,"1,732,000USD ",,"117,800USD "
709,['미스캠프'],,"339,984USD ","89,915,000원", 
710,['금세다'],,"416,475,000JPY ","69,900,000원", 
711,['다모아트리플'],,"339,984USD ",,"131,070USD "
712,['럭셔리킹'],,"568,629,000JPY ","112,068,000원", 
713,['모닝뉴스'],,"172,705,000JPY ","54,392,000원", 
714,['국향'],,"339,984USD ",,"50,586USD "
715,['아이스스타'],,"1,083,533USD ",, 
716,['거센파워'],,"1,103,496USD ",,"35,233USD "
717,['야스'],,"1,570,380USD ","86,474,000원", 
718,['바이킹하트'],,"1,037,810USD ",,0 
719,['고속대박'],,"835,140USD ",,"62,426USD "
720,['나하프린세스'],,"1,037,810USD ",,"30,255USD "
721,['천체'],,"583,280USD ","74,582,000원", 
722,['아침기상'],,"51,475USD ",,"201,353USD "
723,['동에번쩍'],,"905,434USD ",,0 
724,['백랑'],,"669,260USD ",,"41,514USD "
725,['스포트라이트'],,"1,103,496USD ","92,242,000원", 
726,['드림럭키'],,"669,260USD ","129,334,000원", 
727,['파이팅대디'],,"669,260USD ",,"38,063USD "
728,['록파이터'],,"1,570,380USD ","7,480,000원", 
729,['블랙인디'],,"1,103,496USD ",,"130,602USD "
730,['플렉스퀸'],,"1,037,810USD ","250,660,000원", 
731,['아침함성'],,"1,083,533USD ","210,222,000원", 
732,['세명캡틴'],,"254,672USD ","4,910,000원", 
733,['머니강자'],,"3,187,232USD ","118,005,000원", 
734,['트리운포'],,"1,732,000USD ","209,197,000원", 
735,['피케이로드'],,"1,732,780USD ",,0 
736,['패션드패션'],,"583,280USD ",,"76,672USD "
737,['미스양호'],,"1,103,496USD ",,"46,426USD "
738,['대세만세'],,"1,103,496USD ","230,053,000원", 
739,['드림맥스'],,"51,475USD ",0원,0 
740,['달의기적'],,"583,280USD ",,"270,360USD "
741,['봄꽃'],"1,087,822,000원", ,"37,235,000원", 
742,['거센질풍'],,"1,810,805USD ",,"90,330USD "
743,['클라우터'],,"1,083,533USD ","51,491,000원", 
744,['장산미사일'],,"3,924,648USD ",,"32,065USD "
745,['유니콘브라보'],,"562,000USD ",,"23,070USD "
746,['럭키영'],,"2,283,402USD ",,0 
747,['와이헤케천사'],,"4,540,908USD ",, 
748,['청춘비바'],,"1,104,040USD ",, 
749,['유니콘알파'],,"972,632USD ",,0 
750,['엠제이퀸'],,"1,103,496USD ","39,446,000원", 
751,['서브에이스'],,"254,672USD ",,0 
752,['베가킹'],,"396,254USD ","1,130,000원", 
753,['블루카이저'],,"1,037,810USD ",,"25,310USD "
754,['슈프림위너'],,"835,140USD ",,"73,672USD "
755,['마하조던'],,"1,810,805USD ",,"11,966USD "
756,['위닝메이커'],,"172,705,000JPY ","60,693,000원", 
757,['인디라이트'],,"1,103,496USD ",,"52,009USD "
758,['천지운행'],,"669,260USD ","122,223,000원", 
759,['쇼미더선더'],,"669,260USD ",,0 
760,['마하지존'],"409,030,000원", ,"65,315,000원", 
761,['에이원퀸'],,"804,090USD ","35,235,000원", 
762,['카우보이탱고'],,"1,037,810USD ","358,828,000원", 
763,['러닝넘버원'],,"1,103,496USD ",,"78,976USD "
764,['달빛타고'],,"1,037,810USD ","183,655,000원", 
765,['댄싱위드유'],,"1,810,805USD ",,"14,925USD "
766,['런히어로'],,"568,629,000JPY ",,0 
767,['명진볼트'],,"494,895,000JPY ",,"129,424USD "
768,['히어로스피드'],,"1,779,012USD ",,"32,585USD "
769,['스마트파워'],,"3,084,278USD ","122,395,000원", 
770,['텐스타'],,"1,570,380USD ","217,833,000원", 
771,['위닝투게더'],,"1,779,012USD ",,"68,760USD "
772,['마에스트로'],,"1,779,012USD ",,"240,722USD "
773,['다울퀸'],,"51,475USD ",,0 
774,['나우퀸'],,"1,064,727USD ",,"35,233USD "
775,['쿨프린세스'],,"583,280USD ",,"36,875USD "
776,['시시뮤직'],,"1,607,774USD ",,0 
777,['로열더스틴'],,"941,936USD ",, 
778,['터프맨'],,"1,103,496USD ",,"9,490USD "
779,['룰즈클래스'],,"3,084,278USD ",,"79,305USD "
780,['라온더최강'],,"1,779,012USD ","182,764,000원", 
781,['리드보컬'],,"1,037,810USD ","219,712,000원", 
782,['대완구'],,"3,084,278USD ",,"65,375USD "
783,['로큰롤타임'],,"1,570,380USD ","17,500,000원", 
784,['댄스머신'],,"1,083,533USD ",,"7,715USD "
785,['천둥세자'],,"389,141USD ",,"109,202USD "
786,['스마트핑크'],,"339,984USD ",, 
787,['기타리스트'],,"51,475USD ","52,400,000원", 
788,['옥동공주'],,"224,684USD ",,"94,303USD "
789,['메디치스토리'],,"1,026,229USD ",, 
790,['런던액티브'],,"1,779,012USD ","69,300,000원", 
791,['케이엔매직'],,"185,213USD ",,"58,200USD "
792,['라온가람'],,"1,236,820USD ",,"184,563USD "
793,['파워돌풍'],,"254,672USD ",,"53,849USD "
794,['더파이팅'],,"1,779,012USD ",,0 
795,['찬란한날'],,"905,434USD ",,"104,085USD "
796,['글로벌천사'],,"1,732,000USD ","41,756,000원", 
797,['크레이지선'],,"3,084,278USD ","278,352,000원", 
798,['초인스파크'],,"1,037,810USD ",,"44,320USD "
799,['달리미'],,"249,760USD ","41,162,000원", 
800,['스타워즈'],,"416,475,000JPY ",,0 
801,['라온샹젤리'],,"1,236,820USD ",,"7,000,000JPY "
802,['보디가드'],,"3,545,062USD ","190,561,000원", 
803,['레드백'],,"3,084,278USD ",,0 
804,['라온핑크'],,"1,236,820USD ",,"149,633USD "
805,['드림펠라'],,"1,103,496USD ","101,000,000원", 
806,['파이어로드'],,"835,140USD ",,"26,846USD "
807,['금국화'],,"1,037,810USD ","292,350,000원", 
808,['히트에이스'],,"1,732,000USD ","147,765,000원", 
809,['운륭풍호'],,"1,083,533USD ","198,100,000원", 
810,['전우사대'],,"254,672USD ","57,315,000원", 
811,['라온더파이터'],,"4,454,930USD ",,"94,117USD "
812,['하이하이'],,"2,170,340USD ",,"70,611USD "
813,['엠제이베스트'],,"1,037,810USD ","238,350,000원", 
814,['러닝킹'],"1,087,822,000원", ,"85,580,000원", 
815,['탑퀄리티'],,"612,935USD ",,"34,878USD "
816,['그레이트한센'],,"1,810,805USD ",,0 
817,['승리여전사'],,"583,280USD ",,"3,498USD "
818,['그랜드스타'],,"389,141USD ","36,850,000원", 
819,['아킬리온'],,"254,672USD ",,350USD 
820,['마스터선샤인'],,"163,133USD ","40,825,000원", 
821,['퀸오브블루'],,"3,044,000USD ",,"77,511USD "
822,['히든돌풍'],,"582,960USD ",, 
823,['스피디루키'],,"1,889,766USD ",,"20,725USD "
824,['타라타라타라'],,"4,454,930USD ",,"150,165USD "
825,['플라잉팰리스'],,"1,586,550USD ",,"8,525USD "
826,['런던퀸'],,"617,310USD ","158,084,000원", 
827,['스카이퓨처'],,"748,000USD ",,"168,798USD "
828,['일향달마'],,"1,779,012USD ",,"17,698USD "
829,['특권'],,"1,779,012USD ",,"90,176USD "
830,['아치여걸'],,"922,180USD ",,"30,540USD "
831,['글로리칸'],"2,426,805,000원", ,,"77,581USD "
832,['토루크막토'],,"1,083,533USD ","34,500,000원", 
833,['정문지존'],,"274,382USD ",,"38,831USD "
834,['황금달빛'],,"51,475USD ","156,730,000원", 
835,['원더풀금성'],,"254,672USD ",,"47,673USD "
836,['킹스맨'],,"339,984USD ",,"10,280USD "
837,['시크릿보스'],,"1,423,379USD ",,"38,471USD "
838,['머니가락'],"817,614,000원", ,"13,500,000원", 
839,['글로벌신화'],,"3,090,101USD ",,"283,267USD "
840,['럭키훈'],,"1,455,560USD ",,"83,030USD "
841,['마이티팝'],,"1,889,766USD ",,"7,198USD "
842,['메디치퀸'],,"1,606,000USD ",, 
843,['이스트포인트'],,0AUD ,, 
844,['그린질주'],,"3,645,383USD ",,"60,020USD "
845,['천구클래스'],,"2,983,350USD ",,"1,155EUR "
846,['배다리질주'],,"2,983,350USD ",,"36,889USD "
847,['구억마알'],,"804,090USD ","44,154,000원", 
848,['홀리데이참'],,"1,083,533USD ",,"24,581USD "
849,['아델나래'],,"1,037,810USD ","58,800,000원", 
850,['거센돌풍'],,"1,103,496USD ",,"117,695USD "
851,['동서여걸'],,"1,037,810USD ","213,750,000원", 
852,['후이넘'],,"389,141USD ",,"46,460USD "
853,['해피드림'],,"1,732,000USD ","46,200,000원", 
854,['라게르타'],,"254,672USD ",,0 
855,['컴플리트챔프'],,"254,672USD ",,"46,346USD "
856,['찬기참'],,"1,570,380USD ","206,403,000원", 
857,['호크퀸'],,"1,610,604USD ","137,559,000원", 
858,['쏘아라가즈'],,"51,475USD ","323,250,000원", 
859,['백제의미소'],,"804,090USD ","139,032,000원", 
860,['마이티후'],,"1,304,800USD ",,"240,995USD "
861,['사랑다모아'],,"221,265USD ",,"119,872USD "
862,['태양타고'],,"612,935USD ","485,085,000원", 
863,['위너킹'],,"1,380,200USD ",,375USD 
864,['보리보리'],,"172,705,000JPY ","124,300,000원",0 
865,['마이리더'],,"1,083,533USD ","116,080,000원", 
866,['화이트마운틴'],,"695,299USD ","34,620,000원", 
867,['원더풀케이'],,"905,434USD ","113,350,000원", 
868,['장산가드'],,"51,475USD ",,"160,835USD "
869,['햇살타고'],,"1,103,496USD ",,"46,952USD "
870,['은혜충만'],,"274,382USD ",,"89,913USD "
871,['럭키바우'],,"491,312USD ","75,240,000원", 
872,['빅포켓'],,"978,960USD ",,"8,981CAD "
873,['모던베스트'],,"389,141USD ","40,650,000원", 
874,['컨트리로드'],,"612,935USD ",,"31,270USD "
875,['마하시대'],,"1,083,533USD ","1,170,104,000원", 
876,['컴플리트스타'],,"339,984USD ","189,805,000원", 
877,['영앤리치'],,"905,434USD ","93,150,000원", 
878,['멜로디퀸'],,"51,475USD ",,"73,752USD "
879,['삼부다이아'],,"1,083,533USD ",,"101,731USD "
880,['이스트트로스'],,"669,260USD ",0원, 
881,['캐치참'],,"1,810,805USD ",,"17,838USD "
882,['스피어건'],,"2,170,340USD ",,"18,374USD "
883,['로스트워'],,"2,170,340USD ",,"243,390USD "
884,['슈퍼제나이'],,"1,037,810USD ",,"69,260USD "
885,['와일들리로맨틱'],,"4,454,930USD ",, 
886,['엠제이포인트'],,"480,150USD ",,0 
887,['당찬세력'],,"444,717USD ",,"81,114USD "
888,['도깨비'],,"1,586,550USD ",, 
889,['유아넘버텐'],,"727,290USD ",, 
890,['로열태리'],,"1,304,800USD ",,"16,350,000JPY "
891,['컴플리트찬스'],,"1,006,415USD ",, 
892,['리치모어리치'],,0AUD ,, 
893,['로맨스참'],,"582,920USD ",,"432,432USD "
894,['마성천하'],,"1,103,496USD ","17,803,000원", 
895,['제이이글'],,"3,084,278USD ",,0 
896,['비바레이디'],,"1,103,496USD ",,"88,898USD "
897,['젤로스'],,"480,001USD ",,"124,453USD "
898,['논스톱캣'],,"1,236,820USD ","139,414,000원", 
899,['위너이즈웰'],,"410,376,000JPY ",,"7,900,000JPY "
900,['멋진가이'],,"568,086USD ","140,481,000원", 
901,['명진브레이싱'],,"1,732,000USD ",,"16,685USD "
902,['케이엔스타'],,"583,280USD ",,"93,290USD "
903,['럭키어필'],,"2,421,351USD ",,"132,774USD "
904,['로열천지'],,"493,755USD ",,0NZD 
905,['무적장산'],,"905,434USD ","105,401,000원", 
906,['금성세계'],,"51,475USD ","266,742,000원", 
907,['벌말대장'],,"1,779,012USD ",,"19,245USD "
908,['스피드가이'],,"583,280USD ",,"389,618USD "
909,['스마티트렘'],"603,215,000원", ,,"29,241USD "
910,['골드케이'],,"583,280USD ","24,249,000원", 
911,['다울사랑'],,"905,434USD ",,0 
912,['프린세스삭스'],,"444,717USD ",,0 
913,['천비성'],,"3,084,278USD ","108,486,000원", 
914,['모닝플래시'],"2,426,805,000원", ,"19,450,000원", 
915,['블랙머스크'],,"3,645,383USD ",,170USD 
916,['굿필승'],,"769,964USD ",,"20,718USD "
917,['퀴클리선'],,"597,800USD ",,"238,825USD "
918,['철심장'],,"520,234USD ",, 
919,['방탄여걸'],,"1,503,825USD ",,"170,757USD "
920,['따뜻한빛'],,"389,141USD ",,"39,370USD "
921,['팬시팬츠'],,"274,382USD ",,0 
922,['팍스나노'],,"583,280USD ","54,198,000원",36USD 
923,['머니스톤'],,"389,141USD ","43,470,000원", 
924,['승승파워'],,"389,141USD ","21,150,000원", 
925,['이스트질주'],,"1,810,805USD ","332,982,000원", 
926,['모던알파'],,"389,141USD ","155,495,000원", 
927,['카지노스타'],,"904,575USD ",,"2,460,500JPY "
928,['볼트맨'],,"1,380,200USD ",,"16,249USD "
929,['파인로드'],,"623,000USD ",,"52,065USD "
930,['문학선'],,"794,855USD ",,385USD 
931,['출세가도'],,0AUD ,,"13,300AUD "
932,['원모어카드'],,"1,103,496USD ","117,344,000원", 
933,['엑톤질주'],,"1,503,825USD ","141,392,000원", 
934,['브이퀸'],,"1,810,805USD ",,"6,459USD "
935,['이무기'],,"254,672USD ",0원, 
936,['베스트천상'],,"1,103,496USD ","116,400,000원", 
937,['실버햄튼'],,"1,810,805USD ",,"31,200USD "
938,['아라크투윈'],,"905,434USD ","119,331,000원", 
939,['원더풀머스킷'],,"1,236,820USD ","136,795,000원", 
940,['영광의행진'],,"1,810,805USD ","27,353,000원", 
941,['별빛보석'],,"1,779,012USD ","147,070,000원", 
942,['장산클리어'],,"2,612,516USD ",,"71,025USD "
943,['투어링라니'],,"2,170,340USD ",, 
944,['프린스박'],,"769,964USD ",,0 
945,['런투골'],"471,819,000원", ,"119,616,000원", 
946,['광야의전설'],,"1,083,533USD ",,0 
947,['바람과함께'],,"1,810,805USD ",,0 
948,['티나'],,"1,083,533USD ",,"5,170USD "
949,['엑설런트캡틴'],,"905,434USD ",0원, 
950,['빅리치'],,"1,083,533USD ","69,936,000원", 
951,['패밀리캡틴'],,"389,141USD ","190,110,000원", 
952,['멜로디킹'],,"163,133USD ",0원, 
953,['큐피드불릿'],,"568,629,000JPY ","216,600,000원", 
954,['마이더스캠프'],,"339,984USD ","115,419,000원", 
955,['화려한강산'],,"612,935USD ",0원, 
956,['아이언머스킷'],,"1,236,820USD ","4,200,000원", 
957,['일격필살'],,"1,037,810USD ",,"33,455USD "
958,['남산시대'],,"1,037,810USD ","511,781,000원", 
959,['주말의시작'],,"210,553USD ","157,894,000원", 
960,['레드마운틴'],,"905,434USD ",,"145,670USD "
961,['비바챔피언'],,"1,779,012USD ",,"110,915USD "
962,['플라잉풀문'],,"583,280USD ",,"7,966USD "
963,['원더풀원더'],"1,861,967,000원", ,"76,876,000원", 
964,['댓츠마이보이'],,"51,475USD ",,"3,535USD "
965,['베스트빅뱅'],,"1,037,810USD ",,"37,350USD "
966,['금성강자'],,"210,553USD ","21,920,000원", 
967,['뉴그랜드'],,"1,779,012USD ",,"2,340USD "
968,['퀸즈투어'],,"51,475USD ",,"81,528USD "
969,['플라잉인디'],,"58,610USD ",0원, 
970,['페페런'],,"1,083,533USD ","103,855,000원", 
971,['아이언마스크'],,"1,037,810USD ",,"48,935USD "
972,['하니'],,"804,090USD ","118,483,000원", 
973,['문학시바'],,"4,368,214USD ",, 
974,['문학고스트'],,"3,446,120USD ",,"37,784USD "
975,['핑크번개'],,"239,229USD ",, 
976,['파노라마칸'],,"405,730USD ",, 
