,자식마명,부마원,부마달러,모마원,모마달러
68,['문학프린세스'],,"586,515USD ",,"22,269USD "
69,['당대걸작'],,"3,084,278USD ",,"30,071USD "
70,['글로벌캡틴'],,"742,640USD ",,"81,114USD "
71,['센터폴'],,"1,732,000USD ","227,736,000원", 
72,['무도'],,"254,672USD ",,"38,880USD "
73,['메니그랜드'],,"1,732,000USD ",,"15,820USD "
74,['천년의바람'],,"274,382USD ","64,602,000원", 
75,['스피드벨'],,"205,617USD ",,"16,285USD "
76,['챔프케이'],,"114,300USD ","67,895,000원", 
77,['라비에벨'],,"339,984USD ",,0 
78,['에이스샤인'],,"51,475USD ",,0 
79,['피케이군주'],,"1,732,000USD ","113,667,000원", 
80,['서던맨'],,"1,843,750USD ",,0 
81,['모닝별'],,"695,299USD ","155,495,000원", 
82,['칸에이스'],"451,805,000원", ,"44,749,000원", 
83,['금아인빈서블'],,"1,732,000USD ",,0AUD 
84,['킹리'],,"172,705,000JPY ",,0 
85,['대길이'],,"3,545,062USD ",,"181,694USD "
86,['스타삭스'],,"1,570,380USD ","137,865,000원", 
87,['신의축복'],"1,225,505,000원", ,"45,835,000원", 
88,['대지의축복'],,"568,086USD ","21,430,000원", 
89,['통합시대'],,"804,090USD ",,"22,580USD "
90,['컨트리송'],,"456,410USD ",,0 
91,['인디언서머'],,"493,755USD ",,800USD 
92,['럭셔리파워'],,"568,629,000JPY ","213,750,000원", 
93,['달리는에이스'],,"568,086USD ","145,591,000원", 
94,['러브레이스'],,"1,732,000USD ",,0 
95,['뉴패러다임'],,"205,617USD ","59,327,000원", 
96,['속보옹주'],,"568,086USD ",,"101,898USD "
97,['프리마니케'],,"928,000USD ",,"72,611USD "
98,['세라여제'],,"695,299USD ",,"22,108AUD "
99,['그린파크'],,"1,503,825USD ",,"14,496,000JPY "
