,자식마명,부마원,부마달러,모마원,모마달러
172,['호남대로'],"728,298,000원", ,"137,420,000원", 
173,['인천라이언'],,"2,494,490USD ",,"2,174USD "
174,['블레싱로드'],,"339,984USD ","167,070,000원", 
175,['대한일품'],,"1,810,805USD ",,"40,470USD "
176,['우라칸'],,"371,623,500JPY ",,0 
177,['맘껏달려'],,"163,133USD ","64,454,000원", 
178,['지젤괴물'],,"1,706,350USD ",,"200,830USD "
179,['우리'],,"1,064,727USD ",,"47,602USD "
180,['과천장사'],,"396,254USD ",,250USD 
181,['아델의꿈'],,"1,810,805USD ","25,763,000원", 
182,['검빛강자'],,"3,545,062USD ",,"8,780USD "
183,['정안킹덤'],,"1,165,760USD ",,"29,155USD "
184,['성파'],,"799,350USD ",,"32,214USD "
185,['화강'],,"301,500USD ",,"144,945USD "
186,['퍼스트선더'],,"114,300USD ","47,730,000원", 
187,['달려라속보'],,"568,086USD ",, 
188,['웅담포'],,"1,570,380USD ","135,737,000원", 
189,['라이징피스'],,"3,084,278USD ","34,620,000원", 
190,['코인블레이드'],,"1,503,825USD ","3,000,000원", 
191,['최강신기'],,"493,755USD ","228,472,000원", 
192,['마이티럭'],,"163,133USD ","64,454,000원", 
193,['세명공주'],,"831,800USD ",,0 
194,['정성와일드'],,"1,083,533USD ",,"62,422USD "
195,['금로열'],,"493,755USD ","41,484,000원", 
196,['독도야'],,"51,475USD ",,"20,650USD "
197,['싱그러운타임'],,"1,732,000USD ","306,736,000원", 
198,['원더풀헤네시'],,"617,310USD ",,220USD 
199,['함양산삼'],,"1,732,000USD ",,"41,280USD "
200,['다이아파크'],"1,861,967,000원", ,"28,750,000원", 
201,['아마로네'],,"3,545,062USD ","190,561,000원", 
202,['최강스타'],,"1,380,200USD ",,600USD 
203,['대천에이스'],,"396,254USD ",,"77,581USD "
204,['소비뇽'],,"51,475USD ",0원,0 
205,['대박행진'],,"439,250USD ",,"143,791USD "
206,['그레이트리'],,"687,967USD ",,0 
207,['새로운미션'],,"1,284,949USD ",,0 
208,['서울탱크'],,"1,484,829USD ",,"48,420USD "
209,['롱히터'],,"2,283,402USD ",,"14,400USD "
210,['선제일격'],,"872,610USD ",,0USD 
211,['상감마마'],,"3,084,278USD ",,"61,640USD "
212,['브라이트캣'],,"424,460USD ",,"12,873USD "
213,['다이샨'],,"1,570,380USD ",,0 
214,['미래영웅'],,"1,529,325USD ",,0 
215,['한양누리'],,"51,475USD ",,"109,522USD "
216,['빅토리메이'],,"617,310USD ",,"145,138USD "
217,['티즈로즈'],,"254,672USD ","668,010,000원", 
218,['호크행진곡'],,"1,610,604USD ",, 
219,['골든앵글'],,"3,084,278USD ","6,776,000원", 
220,['도로라'],,"1,083,533USD ","93,704,000원", 
221,['추석달'],,"3,084,278USD ","126,080,000원", 
222,['페넘브라'],,"1,810,805USD ","247,760,000원", 
223,['유니언승리'],,"1,798,800USD ",,"59,611USD "
224,['라이징삭스'],,"274,382USD ",,"38,200USD "
225,['승자의미소'],,"315,015USD ","46,464,000원", 
226,['모네플라잉'],,"51,475USD ",,"1,200AUD "
227,['새로운캡틴'],,"480,001USD ",,"17,087NZD "
228,['대성하늘'],,"3,084,278USD ","118,005,000원", 
229,['문학위너'],,"251,090USD ",,"21,489USD "
230,['대군의꿈'],,"1,878,013USD ",,"212,311USD "
231,['청담지니'],,"1,319,481USD ",,0 
232,['도끼블레이드'],,"804,090USD ","119,480,000원", 
233,['베스트라인'],,"205,617USD ","116,400,000원", 
234,['오케이연답'],,"260,300USD ",,"38,520USD "
235,['허니버터니노'],,"4,156,389USD ",,"1,000,000JPY "
236,['현무'],,"804,090USD ","116,542,000원", 
237,['이글아이'],,"114,300USD ",,"16,415USD "
238,['최강공주'],,"695,299USD ","115,231,000원", 
239,['플로리다파워'],,"3,307,278USD ",,"154,756USD "
240,['해내마'],,"254,750USD ",,0 
241,['백상'],,"456,410USD ","130,190,000원", 
242,['장산엑스'],,"396,254USD ",,"2,575USD "
243,['캡틴베스트'],,"416,475,000JPY ","122,395,000원", 
244,['부바리안'],,"494,895,000JPY ","274,440,000원", 
245,['섬싱노바디노'],,"274,382USD ",0원,0 
246,['바람을그리다'],"471,819,000원", ,,"103,630USD "
247,['퍼펙트삭스'],,"274,382USD ",,"24,008USD "
248,['위닝블레이드'],,"1,083,533USD ","64,155,000원", 
249,['대디글로리'],,"1,334,300USD ",,"5,939USD "
250,['그린다르크'],,"1,083,533USD ",,"36,223USD "
251,['메디치글로리'],,"794,855USD ",,"70,155USD "
252,['스프링백'],,"794,855USD ",, 
253,['미소왕자'],,"1,037,810USD ",,"73,328USD "
254,['찬마'],,"1,732,000USD ",,"39,894CAD "
255,['장산제국'],,"1,503,825USD ",,"3,065,000JPY "
256,['아이비에스퀸'],,"479,803USD ",,"120,585USD "
257,['탑뮤직'],"1,225,505,000원", ,"2,106,000원", 
258,['베프케이'],,"804,090USD ","1,200,000원", 
259,['청담제패'],,"339,984USD ",,"1,680USD "
260,['천기'],,"254,672USD ",,0 
261,['실버원더풀'],,"695,299USD ",,"41,475USD "
262,['바램'],,"3,645,383USD ",,"49,230USD "
263,['라온윌리엄스'],,"416,475,000JPY ",,"7,000,000JPY "
264,['돌격앞으로'],,"32,400USD ",,750USD 
265,['헤일로버드'],,"568,629,000JPY ","25,157,000원", 
266,['보드람'],,"339,984USD ",,"24,520USD "
267,['아르고로켓'],,"1,007,708USD ",,"39,370USD "
268,['스타파워'],,"493,755USD ","167,200,000원", 
269,['댄싱블레이드'],,"568,629,000JPY ","201,285,000원", 
270,['대장박'],,"3,084,278USD ",,"170,121USD "
271,['강성대국'],,"3,545,062USD ","120,769,000원", 
272,['피케이파티'],,"583,280USD ",,"180,499USD "
273,['스마트군황'],,"254,672USD ",,700USD 
274,['운해베스트'],,"3,545,062USD ",,"38,018,000JPY "
275,['위너마운틴'],,"1,607,774USD ","133,790,000원", 
276,['본엔젤'],,"568,086USD ",,0NZD 
277,['스펙터퀸'],,"172,705,000JPY ","140,923,000원", 
278,['로열블레이드'],,"493,755USD ","10,520,000원", 
279,['어치브'],,"11,470,635USD ",,"10,700,000JPY "
280,['세렌체'],,"3,545,062USD ",,0 
281,['시스푸마위너'],,"3,084,278USD ","44,225,000원", 
282,['탑럭'],"470,582,000원", ,,0GBP 
283,['미스겔라'],,"1,083,533USD ",,"21,650USD "
284,['엘초이스'],,"339,984USD ",,"22,780USD "
285,['금스타'],,"205,617USD ",,0 
286,['헌터호크'],,"1,610,604USD ","30,954,000원", 
287,['오더파지빌리티스'],,"1,284,949USD ",,"68,250USD "
288,['투어로즈'],,"3,084,278USD ",,0 
289,['새벽이'],,"339,984USD ","64,155,000원", 
290,['프리마퀸'],,"456,410USD ",,"37,768USD "
291,['블랙스피릿'],,"1,570,380USD ","201,890,000원", 
292,['매직돌풍'],,"493,755USD ","107,531,000원", 
293,['초동보배'],,"158,713AUD ","107,054,000원", 
294,['라온댄서'],,"114,300USD ",,"4,200USD "
295,['쿠카캣'],,"1,503,825USD ",,"92,300AUD "
296,['백두여신'],,"7,712,841USD ","99,329,000원", 
297,['재능충만'],,"51,475USD ","109,680,000원", 
298,['논스톱행진'],,"51,475USD ",,"24,620USD "
299,['패밀리파크'],,"172,705,000JPY ",,"57,200USD "
300,['밸리퀸'],,"491,312USD ","244,933,000원", 
301,['컬러즈윙'],,"51,475USD ","38,151,000원", 
302,['대대손손'],,"3,084,278USD ","46,740,000원",0 
303,['금아어누이티'],,"1,080,700USD ",,"260,052USD "
304,['아메리칸벨'],,"417,800USD ",,"2,100USD "
305,['케이엔에이스'],,"811,400USD ",,0 
306,['페이버드옵더로드'],,"657,765USD ",,"35,280USD "
307,['레벨탑'],,0AUD ,, 
308,['바다치프'],,"1,851,803USD ",,"2,575USD "
309,['짱콩'],,"1,359,274USD ",,"270,750USD "
310,['만석지기'],,"1,101,924USD ",,0 
311,['천년의고도'],,"205,617USD ",,761USD 
312,['청담호랑이'],,"1,570,380USD ",,600AUD 
313,['에이스돈키'],,"493,755USD ",,"19,456USD "
314,['금아팔콘'],,"11,470,635USD ",,0JPY 
315,['영화즈플라잉'],,"51,475USD ","23,400,000원", 
316,['소백영주'],"470,582,000원", ,"148,460,000원", 
317,['다이아스톰'],,"47,460AUD ","30,420,000원", 
318,['흥오름'],,"1,732,000USD ",,"131,871USD "
319,['브랜던'],,"1,503,825USD ",, 
320,['키마'],,"3,545,062USD ","74,073,000원", 
321,['베스트에버'],,"568,086USD ",,"31,270USD "
322,['퍼펙트클론'],,"396,254USD ","38,641,000원", 
323,['가을의전설'],,"1,006,415USD ",,"7,050AUD "
324,['뉴시타델'],,"385,807USD ",,"46,180USD "
325,['장산와일드'],,"638,822USD ",,"62,422USD "
326,['뮤지니'],,"804,090USD ","24,249,000원", 
327,['감격의순간'],,"107,515USD ",,"58,090USD "
328,['드림머니'],,"568,086USD ","231,487,000원", 
329,['동서제패'],"76,502,000원", ,"81,727,000원", 
330,['명왕'],,"51,475USD ",,"63,382USD "
331,['블루대자연'],,"396,254USD ",,"74,715USD "
332,['골드파크'],,"2,054,434USD ",,"46,460USD "
333,['마성질주'],,"1,083,533USD ",,"99,616USD "
334,['아라비아공주'],,"3,187,232USD ","152,718,000원", 
335,['바람의소리'],,"1,182,992USD ",,0 
336,['사토로열'],,"493,755USD ",,975AUD 
337,['문학아치'],,"832,744USD ",,"39,480USD "
338,['선샤인특급'],,"1,083,533USD ",,330USD 
339,['챔프퀸'],"728,298,000원", ,"77,664,000원", 
340,['스톰포스'],,"1,732,000USD ","112,168,000원", 
341,['선퀸'],,"493,755USD ",,"79,331USD "
342,['운명에폴링'],,"695,299USD ",,"11,880USD "
343,['빅프로'],,"172,705,000JPY ",,"2,340USD "
344,['공주사랑'],,"114,300USD ",, 
345,['영광의비트'],,"205,617USD ",,"135,577USD "
346,['금아애크미'],"728,298,000원", ,"103,000,000원", 
347,['새내플래시'],,"274,382USD ","4,592,000원", 
348,['지서니'],,"339,984USD ","109,036,000원", 
349,['프리티오드보이'],,"148,126USD ",, 
350,['구통사'],,"1,139,150USD ",,"70,245USD "
351,['청수빅이어'],,"3,084,278USD ","165,950,000원", 
352,['스피드플라잉'],,"51,475USD ","109,230,000원", 
353,['슈퍼위크앤드'],,"1,732,000USD ","394,511,000원", 
354,['라온칸'],,"804,090USD ","55,656,000원", 
355,['터프그레이트'],,"480,001USD ","115,613,000원", 
356,['베스트우먼'],,"695,299USD ",, 
357,['더블에스'],,"3,187,232USD ","15,449,000원",0 
358,['날아라힐'],,"51,475USD ",,616USD 
359,['디아볼라'],,"804,090USD ",,0 
360,['더블던다스'],,"1,607,774USD ","62,256,000원","34,700USD "
361,['오케이탑'],"470,582,000원", ,"51,680,000원", 
362,['빅토리스타'],,"835,142USD ",,"70,494USD "
363,['세라킹'],,"90,078,000JPY ",,0 
364,['고스트타운'],,"804,090USD ",,0 
365,['블랙재퍼'],,"254,672USD ","150,992,000원", 
366,['오제이확답'],,"1,810,805USD ",,"64,100USD "
367,['시티스타'],,"1,732,000USD ",,"87,758USD "
368,['장산파워'],,"1,732,000USD ",,"160,835USD "
369,['피스오브룰즈'],,"3,084,278USD ","136,676,000원", 
370,['레몬키드'],,"3,728,170USD ",,"52,496USD "
371,['룰러'],,"114,300USD ","63,236,000원", 
372,['아리산'],,"1,570,380USD ","118,483,000원", 
373,['비카스쿠프'],,"835,142USD ",,"39,920USD "
374,['퀀텀점프'],,"978,960USD ",,"142,429USD "
375,['파워윈디'],,"1,503,825USD ","105,050,000원", 
376,['트루킹'],,"1,810,805USD ",,"67,540USD "
377,['대지챔프'],,"493,755USD ",,"18,264USD "
378,['글리터'],,"804,090USD ",,"74,664USD "
379,['장산조이'],,"51,475USD ",,"5,190USD "
380,['갑오데이'],,"1,503,825USD ",,"170,757USD "
381,['큐피드닥터'],,"456,410USD ",,0 
382,['화룡'],,"456,410USD ",,"21,370USD "
383,['으뜸이루리'],,"1,810,805USD ",,120USD 
384,['킹손'],,"205,617USD ",,"42,310USD "
385,['헤이드리머'],,"978,960USD ",,"46,952USD "
386,['파크블레이드'],,"1,503,825USD ",,"60,950USD "
387,['대한챔프'],,"1,503,825USD ",,0 
388,['시크릿강자'],,"494,895,000JPY ",,"53,919USD "
389,['페더럴퀸'],,"172,705,000JPY ","25,905,600원", 
390,['자이언트마초'],,"1,851,803USD ",,0 
391,['이글이글'],,"33,840USD ",,"196,236USD "
392,['골든게이트'],,"456,410USD ","10,520,000원", 
393,['에코브라더'],,"416,475,000JPY ",,"125,574USD "
394,['메이세이드림'],,"494,895,000JPY ",,"124,453USD "
395,['농본자랑'],,"804,090USD ","57,315,000원", 
396,['송암라푼젤'],,"506,534USD ",,"79,305USD "
397,['스페셜골드'],,"1,607,774USD ",,0AUD 
398,['문학타이거'],,"1,146,340USD ",,"32,280USD "
399,['킹즈스텝'],,"1,606,000USD ",,"68,990AUD "
400,['파이널칸지노'],,"1,227,875AUD ",, 
401,['다다비'],,"1,146,340USD ",,"137,513USD "
402,['몬테비데오'],,"239,229USD ",,0 
403,['미스터햇빛'],,"742,640USD ",,0 
404,['하늘을달리다'],,"51,475USD ",,"17,358USD "
405,['클린업보드'],,"1,575,600USD ",,800USD 
406,['횡운골'],,"339,984USD ","103,000,000원", 
407,['금노래'],,"416,475,000JPY ","242,168,800원", 
408,['싱싱장수'],,"172,705,000JPY ","81,720,000원", 
409,['제주의요정'],,"493,755USD ","146,135,000원", 
410,['금아임패커블'],,"1,732,000USD ",, 
411,['가가나'],"76,502,000원", ,"210,490,000원", 
412,['기로'],,"396,254USD ","81,118,000원", 
413,['킹포스원'],,"1,083,533USD ",,"21,527USD "
414,['미라클호프'],,"3,084,278USD ",,"49,938USD "
415,['비사연'],,"274,382USD ",,0 
416,['스마트한센'],,"1,810,805USD ",,"66,678USD "
417,['초동무적'],,0AUD ,,"34,426USD "
418,['머니캣'],,"568,086USD ","87,410,000원", 
419,['화이트퀸'],,"1,810,805USD ","51,200,000원", 
420,['팍스레코드'],,"51,475USD ","646,673,000원", 
421,['파이널스타'],,"4,383,200USD ",,0 
422,['탑플라잉'],,"1,847,489USD ",, 
423,['천운킹덤'],,"1,857,000USD ",,"3,070USD "
424,['디케이나린'],,"1,154,000USD ",,"30,210USD "
425,['야호원더풀캣'],,"1,498,525SAR ",, 
426,['영원한순간'],"435,833,000원", ,"38,806,000원",0 
427,['허쉬대보'],,"416,475,000JPY ","278,587,000원", 
428,['대길상존'],"409,030,000원", ,,"6,306USD "
429,['하늘의스타'],,"3,084,278USD ",,"12,350USD "
430,['스트로리아'],,"1,606,000USD ",,"32,678USD "
431,['점보블레이드'],,"2,283,402USD ",,"168,366USD "
432,['뉴레전드'],,"1,732,000USD ",,"19,205USD "
433,['동방대로'],,"10,501,800USD ",,0 
434,['부활의반석'],,"1,359,274USD ",,"26,325USD "
435,['백문백답'],,"972,632USD ",,"4,310USD "
436,['그레이트킹'],,"239,229USD ",,"56,700USD "
437,['라온스텔라'],,"3,090,101USD ",,"60,617USD "
438,['시드니머니'],"579,356,000원", ,"262,056,000원", 
439,['문학에카티'],,"1,182,992USD ",,"66,924USD "
440,['아메리칸포스원'],,"794,855USD ",,"1,512USD "
441,['우정의향기'],,"865,612USD ",,0 
442,['피엔에스하늘'],,"971,269USD ",,"7,945EUR "
443,['발뢰자'],,"210,553USD ","125,941,000원", 
444,['스페셜스톤'],,"568,629,000JPY ","109,660,000원", 
445,['망치블레이드'],,"205,617USD ","49,729,000원", 
446,['형마푸부'],,"3,084,278USD ",,"101,060USD "
447,['대명로즈캣'],,"416,475,000JPY ","113,439,000원", 
448,['황금신화'],,"568,086USD ",,"25,200USD "
449,['다몬엔젤'],,"3,294,901USD ","52,508,000원", 
450,['버닝맨'],"409,030,000원", ,"78,368,000원", 
451,['광마힐'],,"396,254USD ",0원, 
452,['돌아온포경선'],,"185,213USD ",,"4,690USD "
453,['에이스코리아'],,"875,864USD ",,"156,333USD "
454,['모닝대로'],,"385,807USD ",,"31,726USD "
455,['굿캐스팅'],,"239,229USD ",,0 
456,['드롭더비트'],,"354,843USD ",,"22,477USD "
457,['파이니스트워리어'],,"239,229USD ",,"51,770USD "
458,['카스바프린스'],,"727,920USD ",,"31,201USD "
459,['파이널보스'],,"1,732,000USD ","44,398,500원", 
460,['최강자'],,"756,145USD ",,"53,524USD "
461,['담양환호'],,"1,037,810USD ",,0 
462,['끝판에어로'],,"832,744USD ",,0 
463,['소중한소망'],,"4,368,214USD ",,0 
464,['체리뱅키시'],,"480,969USD ",,"610,939USD "
465,['하이섹시'],,"32,400USD ",,"14,952USD "
466,['코어블레이드'],,"1,732,000USD ","224,317,000원", 
467,['아이스마린'],,"804,090USD ",,0 
468,['영희시대'],,"1,810,805USD ",,0 
469,['스캐터메인'],,"2,612,516USD ",,"521,634USD "
470,['비르투스'],,"51,475USD ",,"16,046USD "
471,['레드선'],,"1,503,825USD ","162,310,000원", 
472,['더파이널'],,"85,630,000JPY ",,"37,060USD "
473,['드림영천'],,"3,084,278USD ",,"4,148USD "
474,['불굴의러너'],,"1,293,782USD ",, 
475,['팔도대장'],,"210,553USD ","26,945,000원", 
476,['심청사달'],,"804,090USD ",,0 
477,['불의고리'],,"695,299USD ",,"16,285USD "
478,['천지애가'],,"804,090USD ",,0 
479,['트리플마운틴'],,"1,732,000USD ","756,787,000원", 
480,['윈드리버'],,"1,503,825USD ",,"1,100USD "
481,['해랑'],,"51,475USD ",,880USD 
482,['정성스타'],,"51,475USD ",,"12,567USD "
483,['로열리멤버'],,"516,977USD ",,"88,045USD "
484,['라온브라이언'],,"12,891,734USD ",,"22,590,000JPY "
485,['다이아삭스'],,"698,574USD ",,0USD 
486,['해마루'],,"835,142USD ",,0 
487,['최고머니'],,"1,019,200USD ",,"39,540USD "
488,['롤러블레이드'],,"804,090USD ",,"47,840USD "
489,['탁트인'],,"1,810,805USD ",,"21,790CAD "
